50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.742667,,,,,,,,,,,,,,128383c9-9262-42aa-a92a-b60949a98f0a,40,,"[35.1, 72.9]",2275056,0,,,,,-1.7975951,,Left Foot,,,"[34.2, 69.0]",Ground Pass,,4.002499,,,Kirsty Linnett,19418.0,,,,,,1,From Throw In,Melissa Lawley,15547.0,Right Wing,6,Liverpool WFC,966,['71420dcd-2cbf-4d2c-b8db-d094bf1f6120'],46,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:46.254,Pass,
,,,,,,,,,,,,,,,,,3.95245,,,,,,,,,,,,,,15654251-9ffc-43a9-a060-a572853b1d6e,43,,"[37.6, 69.9]",2275056,0,,,,,0.0035650472,,Right Foot,,,"[93.7, 70.1]",High Pass,,56.100357,Incomplete,,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Throw In,Kirsty Linnett,19418.0,Center Attacking Midfield,6,Liverpool WFC,966,"['4af35675-62f1-44b6-a183-162746898cd7', 'e4c7a6ea-3c26-4b63-bd4d-d5016ac37f6d']",47,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:47.840,Pass,
,,,,,,,,,,,,,,,,,1.493233,,,,,,,,,,,,,,e4c7a6ea-3c26-4b63-bd4d-d5016ac37f6d,46,,"[26.4, 10.0]",2275056,0,,,,,2.2428806,,Right Foot,,,"[8.1, 33.0]",Ground Pass,,29.392006,,,Tinja-Riikka Tellervo Korpela,13857.0,,,,,Recovery,1,Regular Play,Kika van Es,10651.0,Right Center Back,7,Everton LFC,967,"['15654251-9ffc-43a9-a060-a572853b1d6e', '4b3d28fa-1c2b-4bbd-8c13-dfc3eb631ee4', '6ff2c75f-7663-4dca-8fe9-7a67d8723ff6']",51,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:51.792,Pass,True
,,,,,,,,,,,,,,,,,1.288894,,,,,,,,,,,,,,1f40f67f-b067-4645-9152-9ba2cd19b8ab,49,,"[11.8, 30.3]",2275056,0,,,,,-1.0718988,,Right Foot,,,"[20.3, 14.7]",Ground Pass,,17.765415,,,Gabrielle George,15575.0,,,,,,1,Regular Play,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,7,Everton LFC,967,"['6ff2c75f-7663-4dca-8fe9-7a67d8723ff6', 'ca58fca9-5a99-4c25-9647-23387e66b706']",54,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:54.816,Pass,True
,,,,,,,,,,,,,,,,,0.798852,,,,,,,,,,,,,,2b5483d3-eb33-4711-8288-2af74d7185d2,53,,"[92.3, 80.0]",2275056,1,,True,,,-1.4864897,,,,,"[92.9, 72.9]",Low Pass,,7.125307,,,Kirsty Linnett,19418.0,,,,,Throw-in,1,From Throw In,Melissa Lawley,15547.0,Right Wing,8,Liverpool WFC,966,['eff296f8-a239-49d6-8052-e0613bff632c'],1,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:01.880,Pass,
,,,,,,,,,,,,,,,,,0.247841,,,,,,,,,,,,,,1113e07b-abd5-454a-93d4-72eb53de7f87,59,,"[23.1, 27.0]",2275056,1,,,,,0.2730087,,Right Foot,,,"[25.6, 27.7]",Low Pass,,2.596151,Incomplete,,,,,,,,Recovery,1,Regular Play,Abbey-Leigh Stringer,15573.0,Center Defensive Midfield,9,Everton LFC,967,"['1e016afe-42eb-4099-8643-4bcda97a4d9b', '998ab144-cb11-49ac-a574-4408a121b9a0']",6,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:06.965,Pass,True
,,,,,,,,,,,,,,,,,1.932698,,,,,,,,,,,,,,2ccc0bd1-c1c5-4c9f-b898-ce3d4296f9c2,63,,"[22.3, 33.0]",2275056,1,,,,,1.4991244,,Left Foot,,,"[23.7, 52.5]",Ground Pass,,19.550192,,,Kika van Es,10651.0,,,,,Free Kick,1,From Free Kick,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,10,Everton LFC,967,['6a4852ed-f02e-4574-a890-afe183bab9a3'],27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:27.955,Pass,
,,,,,,,,,,,,,,,,,2.002691,,,,,,,,,,,,,,a5994525-e67a-4e03-9ad1-55f7815e57f0,65,,"[23.6, 51.6]",2275056,1,,True,,,-2.4134567,,Right Foot,,,"[15.3, 44.2]",Ground Pass,,11.119802,,,Tinja-Riikka Tellervo Korpela,13857.0,,,,,,1,From Free Kick,Kika van Es,10651.0,Right Center Back,10,Everton LFC,967,['3359f7c1-f114-4941-ab0c-8e6e6ae15a75'],31,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:31.500,Pass,
,,,,,,,,,,,,,,,,,1.574538,,,,,,,,,,,,,,6c4fb528-be23-41a5-a103-40e9882636f9,67,,"[19.0, 39.7]",2275056,1,,,,,1.3055228,,Left Foot,,,"[23.7, 57.0]",Ground Pass,,17.927074,,,Kika van Es,10651.0,,,,,,1,From Free Kick,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,10,Everton LFC,967,['9eb232b0-c3a3-4439-8c6b-cfa5132a7704'],35,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:35.035,Pass,
,,,,,,,,,,,,,,,,,1.951822,,,,,,,,,,,,,,109bdb9f-7ed2-4435-b260-d09814f115be,71,,"[42.2, 66.6]",2275056,1,,,,,-0.005570973,,Right Foot,,,"[78.1, 66.4]",High Pass,,35.90056,,,Elise Hughes,21230.0,,,,,,1,From Free Kick,Kika van Es,10651.0,Right Center Back,10,Everton LFC,967,"['1990522a-ce89-4286-a1c0-4cfcdf1467fc', 'ea432b6e-ef9e-45be-80e8-8f971faae2f0']",40,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:40.451,Pass,True
,,,,,,,,,,,,,,,,,0.186693,,,,,,,,,,,,,,bb1a1fa0-1ba5-484b-84f8-6c41229c1fec,73,,"[77.7, 66.9]",2275056,1,,,,True,-0.5456551,,,,,"[80.5, 65.2]",High Pass,,3.275668,Incomplete,,Lucy Hope,16386.0,,,,,,1,From Free Kick,Elise Hughes,21230.0,Center Forward,10,Everton LFC,967,"['17e0f590-0d0f-4895-899b-66cca5b317c0', 'eb83acf3-6690-454d-9499-8d0842a2d179', 'fb45559b-7284-4d11-a2ac-c5d11e1f1fc8']",42,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:42.403,Pass,True
,,,,,,,,,,,,,,,,,1.543573,,,,,,,,,,,,,,fd14052f-2132-41a3-b53a-0c560b8124c1,77,,"[77.5, 76.4]",2275056,1,,,,,-0.35507154,,Head,,,"[86.4, 73.1]",High Pass,,9.492102,,,Elise Hughes,21230.0,,,,,Recovery,1,From Free Kick,Esme Beth Morgan,4649.0,Right Back,10,Everton LFC,967,['7cf8bf5b-27af-4748-b095-32eb73d6a696'],44,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:44.905,Pass,
,,,,,,,,,,,,,,,,,3.571063,,,,,,,,,,,,,,e5c7a177-7ec4-4e43-a0fd-b637d90e8bdd,81,,"[85.0, 76.3]",2275056,1,,,,,-0.26625204,,Right Foot,,,"[111.4, 69.1]",Ground Pass,,27.36421,Incomplete,,Lucy Hope,16386.0,,,,,,1,From Free Kick,Elise Hughes,21230.0,Center Forward,10,Everton LFC,967,"['7f3a87ce-6223-4f94-888c-80422d0ddfe3', 'd98b0305-53cc-4b34-ac76-feb820a53b89', 'f8c82c56-0fa6-468c-b2f9-ccd8d0840cab']",50,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:50.876,Pass,True
,,,,,,,,,,,,,,,,,1.157652,,,,,,,,,,,,,,acf71f58-23f8-47f9-b21a-b2d511058629,86,,"[3.6, 11.2]",2275056,1,,,,,-1.6183795,,Left Foot,,,"[3.1, 0.7]",Ground Pass,,10.511898,Out,,,,,,,,,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,10,Everton LFC,967,['0c5f6d9c-1247-4b52-92f2-82e312848b32'],55,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:55.320,Pass,True
,,,,,,,,,,,,,,,,,1.417324,,,,,,,,,,,,,,6c0fba85-541f-4928-93a8-c429b4cbc24b,87,,"[112.0, 80.0]",2275056,2,,,,,-1.6879051,,,,,"[110.4, 66.4]",High Pass,,13.693794,,,Elise Hughes,21230.0,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Right Back,11,Everton LFC,967,['470c913d-a502-4aac-b1bf-886be85f89ab'],8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:08.038,Pass,
,,,,,,,,,,,,,,,,,1.691864,,,,,,,,,,,,,,1a19efb0-6bf8-4311-8d48-1f3949cddf75,99,,"[68.9, 4.8]",2275056,2,,,,,0.93877345,2c671ac6-c3de-4576-a286-fa81686a5366,Left Foot,,,"[86.4, 28.7]",Ground Pass,,29.621952,,,Melissa Lawley,15547.0,True,,,,,1,From Counter,Niamh Charles,15631.0,Left Wing,12,Liverpool WFC,966,"['d4047bb7-ec84-474e-8535-4785421f0fd8', 'e4a4e2d4-e4ac-44fe-87f0-6e9db736ffd3']",17,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:17.959,Pass,True
,,,,,,,,,,,,,,,,,2.545637,,,,,,,,,,,,,,da126dc7-b846-488f-a77b-acf16bb3df06,104,,"[34.7, 51.6]",2275056,2,,True,,,-0.13426793,,Drop Kick,,,"[84.3, 44.9]",High Pass,,50.050476,Incomplete,,,,,,,,,1,From Counter,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,12,Liverpool WFC,966,['57c23322-fc2b-4f50-be06-8131e9f7c1ea'],40,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:40.335,Pass,
,,,,,,,,,,,,,,,,,1.318023,,,,,,,,,,,,,,8ef5d149-9052-418a-9a0a-a60409a05e34,106,,"[35.0, 34.8]",2275056,2,,,,,0.41318545,,Right Foot,,,"[55.3, 43.7]",Ground Pass,,22.165289,,,Rhiannon Roberts,19779.0,,,,,,1,From Counter,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,12,Liverpool WFC,966,['fb8a9e71-96ef-4ada-aca7-7b274174cfca'],43,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:43.057,Pass,
,,,,,,,,,,,,,,,,,1.971585,,,,,,,,,,,,,,a4090ff3-e64d-4071-9deb-e87f2be00297,109,,"[54.2, 50.1]",2275056,2,,,,,2.5733058,,Right Foot,,,"[37.6, 60.7]",Ground Pass,,19.695684,,,Rebecca Jane,18144.0,,,,,,1,From Counter,Rhiannon Roberts,19779.0,Left Defensive Midfield,12,Liverpool WFC,966,['aab664e0-caf9-4840-b706-f20cff371586'],45,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:45.917,Pass,
,,,,,,,,,,,,,,,,,1.107843,,,,,,,,,,,,,,b4301b4b-c718-4aa9-88ff-a568f1171b08,112,,"[38.4, 62.6]",2275056,2,,,,,-1.1232764,,Right Foot,,,"[44.4, 50.1]",Ground Pass,,13.865424,,,Jade Bailey,21854.0,,,,,,1,From Counter,Rebecca Jane,18144.0,Right Back,12,Liverpool WFC,966,['be636cd0-a431-4369-b40d-7cb74a779c9a'],49,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:49.167,Pass,
,,,,,,,,,,,,,,,,,1.765448,,,,,,,,,,,,,,d06bc3dd-48ca-463f-a126-5d8194f922df,116,,"[42.6, 49.1]",2275056,2,,,,,1.2094394,,Right Foot,,,"[52.2, 74.5]",Ground Pass,,27.153637,,,Melissa Lawley,15547.0,,,,,,1,From Counter,Jade Bailey,21854.0,Right Defensive Midfield,12,Liverpool WFC,966,"['9cef969d-a2b5-454f-a6eb-b7a1931575fa', 'e17ee190-5b40-4367-8197-c4f04f81a6c6']",50,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:50.325,Pass,True
,,,,,,,,,,,,,,,,,2.27286,,,,,,,,,,,,,,34c19c6e-2596-4005-b656-9fed72fa49b4,121,,"[55.8, 52.3]",2275056,2,,,,,-1.5320346,,Right Foot,,,"[57.2, 16.2]",Ground Pass,,36.127136,,,Leigh-Anne Robe,15630.0,,,,,,1,From Counter,Melissa Lawley,15547.0,Right Wing,12,Liverpool WFC,966,['87520968-9d9f-4be4-82ef-042e1aac7566'],56,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:56.913,Pass,
,,,,,,,,,,,,,,,,,1.09139,,,,,,,,,,,,,,c0dea97b-5ef0-425b-8101-5e92066b2fc4,124,,"[70.9, 12.6]",2275056,3,,,,,-0.8990009,,Right Foot,,,"[77.5, 4.3]",Ground Pass,,10.604244,,,Niamh Charles,15631.0,,,,,,1,From Counter,Leigh-Anne Robe,15630.0,Left Back,12,Liverpool WFC,966,['9e2ca9af-61f4-4f45-a26b-033175500264'],1,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:01.248,Pass,
,,,,,,,,,,,,,,,,,1.182423,,,,,,,,,,,,,,0d490a57-a4f9-4abd-b2c0-6a90c8c45351,128,,"[104.8, 24.0]",2275056,3,,,,,1.2332368,,Left Foot,,,"[110.1, 39.1]",Ground Pass,,16.003124,Incomplete,,Melissa Lawley,15547.0,,,,,,1,From Counter,Niamh Charles,15631.0,Left Wing,12,Liverpool WFC,966,"['bb42500e-e040-4c0a-8854-5ef9cafd1665', 'ec8debfc-b461-462a-9e54-aecfe4c5df14']",8,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:08.049,Pass,
,,,,,,,,,,,,,,,,,1.435779,,,,,,,,,,,,,,dbf784c9-d233-4b03-af40-c1ffdfd524ad,136,,"[19.3, 42.7]",2275056,3,,,,,-1.5194397,,Right Foot,,,"[20.4, 21.3]",Ground Pass,,21.428253,,,Gabrielle George,15575.0,,,,,Free Kick,1,From Free Kick,Kika van Es,10651.0,Right Center Back,14,Everton LFC,967,['b2c811ce-c07c-459a-bc4b-4a8d0079af4f'],24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:24.742,Pass,
,,,,,,,,,,,,,,,,,2.963997,,,,,,,,,,,,,,0205fc31-28ff-4cf0-bcf4-1d0acb5a98d5,139,,"[27.5, 23.9]",2275056,3,,,,,1.8099465,,Left Foot,,,"[20.6, 52.2]",Ground Pass,,29.129023,,,Kika van Es,10651.0,,,,,,1,From Free Kick,Gabrielle George,15575.0,Left Center Back,14,Everton LFC,967,['ef7ef066-782e-47ec-aa33-955c78d519e6'],28,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:28.567,Pass,
