bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.799217,,,,,,,,,,,,,,,4949d387-c72c-4e68-9fe2-b80ca073a3bc,450,,,"[20.5, 21.6]",2275049,15,,,,,-0.49542177,,Left Foot,,,"[36.6, 12.9]",,Ground Pass,,18.300274,,,Alisha Lehmann,18153.0,,,,,Free Kick,1,From Free Kick,Katharina Baunach,31557.0,Left Wing Back,36,West Ham United LFC,972,['bb9ba83e-0a85-44cd-89e3-6a2fec92bd0d'],34,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:34.544,Pass,
,,,,,,,,,,,,,,,,,1.779006,,,,,,,,,,,,,,,1a46cca8-8c93-4e5a-a807-1ce3f58f0787,453,,,"[55.3, 11.0]",2275049,15,,,,,-0.49977645,,Right Foot,,,"[71.6, 2.1]",,Ground Pass,,18.571484,,,Leanne Kiernan,18146.0,,,,,,1,From Free Kick,Alisha Lehmann,18153.0,Right Wing,36,West Ham United LFC,972,['ebaa9eed-f5ef-4012-a0c9-f80554543db1'],38,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:15:38.515,Pass,
,,,,,,,,,,,,,,,,,1.565374,,,,,,,,,,,,,,,c3ae195e-adbd-43c7-a38e-418f468159a4,459,,,"[37.3, 80.0]",2275049,15,,,,,-0.66261464,,,,,"[50.5, 69.7]",,High Pass,,16.74306,,,Fara Williams,10251.0,,,,,Throw-in,1,From Throw In,Angharad James,15577.0,Right Center Back,37,Reading WFC,974,['5925d8e7-4491-4058-b893-9ab7bb8d6967'],57,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:15:57.908,Pass,
,,,,,,,,,,,,,,,,,1.192108,,,,,,,,,,,,,,,1722cd7e-3dfb-4b0f-b857-de740afb0104,462,,,"[50.5, 69.7]",2275049,16,,,,,2.9031606,,Right Foot,,,"[36.1, 73.2]",,Ground Pass,,14.819244,,,Angharad James,15577.0,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,37,Reading WFC,974,['9eb8310a-a805-4773-8d04-f53b9ae74602'],0,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:00.188,Pass,
,,,,,,,,,,,,,,,,,1.56399,,,,,,,,,,,,,,,0b53281b-703a-4c8e-978a-c228a8a2238f,465,,,"[36.1, 73.2]",2275049,16,,,,,-2.7943003,,Right Foot,,,"[19.8, 67.3]",,Ground Pass,,17.334936,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Angharad James,15577.0,Right Center Back,37,Reading WFC,974,['727cb8db-6213-4661-bdce-d8b415777a8b'],1,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:01.461,Pass,
,,,,,,,,,,,,,,,,,2.597009,,,,,,,,,,,,,,,5187629a-05bc-4f4e-93b4-923d8e5bb381,468,,,"[20.4, 67.7]",2275049,16,,,,,-0.2965458,,Left Foot,,,"[56.4, 56.7]",,High Pass,,37.64306,,,Lisa-Marie Utland,10387.0,,,,,,1,From Throw In,Kristine Leine,31628.0,Center Back,37,Reading WFC,974,"['4e58a5c6-32a7-4142-bec6-7d7dddcd54b3', '70957534-00d9-47b2-95e6-9a5ba003730a']",3,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:03.025,Pass,True
,,,,,,,,,,,,,,,,,0.779653,,,,,,,,,,,,,,,06b56e98-e4bc-4470-af66-a6a282201508,470,,,"[56.4, 56.7]",2275049,16,,,,,-3.0018837,,Right Foot,,,"[50.0, 55.8]",,Ground Pass,,6.4629717,,,Jade Moore,10190.0,,,,,,1,From Throw In,Lisa-Marie Utland,10387.0,Left Center Forward,37,Reading WFC,974,['6be99738-8f73-44d8-a38b-7c95d8471b2e'],5,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:05.622,Pass,
,,,,,,,,,,,,,,,,,2.431878,,,,,,,,,,,,,,,0e651788-491b-4395-b2e0-34a97ec8c514,472,,,"[50.0, 55.8]",2275049,16,,,,,0.6305301,,Right Foot,,,"[63.7, 65.8]",,High Pass,,16.961428,,Incomplete,Brooke Chaplen,15723.0,,,,,,1,From Throw In,Jade Moore,10190.0,Right Defensive Midfield,37,Reading WFC,974,"['9ee9c980-bfb7-40ec-b611-b86a69d41359', 'e0befc79-b8d3-4b0a-a36f-456f2d6a1df4']",6,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:06.401,Pass,
,,,,,,,,,,,,,,,,,1.072455,,,,,,,,,,,,,,,40185168-cf0c-40c5-a0bb-937733c287fc,476,,,"[56.1, 69.0]",2275049,16,,,,,0.37151787,,Head,,,"[63.8, 72.0]",,High Pass,,8.263777,,Incomplete,,,,,,,Recovery,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,37,Reading WFC,974,['f0809379-e236-441e-95b6-f20bddf18131'],10,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:10.742,Pass,
,,,,,,,,,,,,,,,,,1.56336,,,,,,,,,,,,,,,eaa144a6-7e4a-4c88-b86c-7ec56b3daa0f,480,,,"[48.0, 12.4]",2275049,16,,,,,1.8786589,,Right Foot,,,"[41.1, 34.1]",,Ground Pass,,22.770596,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Katharina Baunach,31557.0,Left Wing Back,38,West Ham United LFC,972,['da8d348f-a6c5-4a49-a88f-8ec833187084'],15,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:15.295,Pass,
,,,,,,,,,,,,,,,,,2.512338,,,,,,,,,,,,,,,fefbdc20-b508-4b88-a8a7-91a9fa07f721,483,,,"[42.4, 35.9]",2275049,16,,,,,1.2114067,,Right Foot,,,"[55.7, 71.3]",,Ground Pass,,37.816,,,Cecilie Redisch Kvamme,31553.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,38,West Ham United LFC,972,['a2cd9f48-bbae-4a01-9715-7cc225451724'],18,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:18.521,Pass,
,,,,,,,,,,,,,,,,,0.706208,,,,,,,,,,,,,,,55bca8cd-f3f5-4bf1-8a3e-5e4271ce216d,486,,,"[63.5, 72.3]",2275049,16,,,,,0.43358147,,Right Foot,,,"[68.9, 74.8]",,Ground Pass,,5.95063,,,Jacinta Galabadaarachchi,31554.0,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,38,West Ham United LFC,972,['ca3be8b5-8f6c-4028-a082-4e3c18403d11'],22,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:22.359,Pass,
,,,,,,,,,,,,,,,,,1.096046,,,,,,,,,,,,,,,1e057b37-011f-4c9b-aee6-a36d15047e2a,489,,,"[69.2, 72.5]",2275049,16,,,,,-0.30919892,,Right Foot,,,"[83.6, 67.9]",,High Pass,,15.116878,,Incomplete,Kenza Dali,15421.0,,,,,,1,Regular Play,Jacinta Galabadaarachchi,31554.0,Left Wing,38,West Ham United LFC,972,"['d2c28729-907f-4fa8-b5d9-78383c677c44', 'fa72c610-ce86-4d56-9296-5e39ec7f4508']",24,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:24.936,Pass,
,,,,,,,,,,,,,,,,,1.671051,,,,,,,,,,,,,,,700fb217-44ad-400c-9565-2d301f7d15f9,495,,,"[62.0, 18.8]",2275049,16,,,,,2.2597208,,Right Foot,,,"[55.0, 27.3]",,Ground Pass,,11.011357,,,Jade Moore,10190.0,,,,,,1,Regular Play,Lisa-Marie Utland,10387.0,Left Center Forward,39,Reading WFC,974,"['16be6901-7071-4d6d-a5df-0570f6fd116f', 'ae28c1b4-0a81-40d4-98a3-652c42b099a0']",29,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:29.939,Pass,True
,,,,,,,,,,,,,,,,,0.890109,,,,,,,,,,,,,,,203e2bca-fd9b-4028-991b-48de432a9e9c,497,,,"[55.0, 27.3]",2275049,16,,,,,-0.6319742,,Right Foot,,,"[66.2, 19.1]",,Ground Pass,,13.880922,,,Fara Williams,10251.0,,,,,,1,Regular Play,Jade Moore,10190.0,Right Defensive Midfield,39,Reading WFC,974,['aab0dd10-5be1-4fa3-93ad-5cc5baa8a78c'],31,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:31.610,Pass,
,,,,,,,,,,,,,,,,,2.74431,,,,,,,,,,,,,,,092c5ca3-0e12-4f6f-b01c-cadb62324ace,500,,,"[67.2, 20.5]",2275049,16,,,,,0.6195352,,Right Foot,,,"[93.7, 39.4]",,Ground Pass,,32.549347,,Incomplete,Brooke Chaplen,15723.0,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,39,Reading WFC,974,"['405b0448-9e9a-4583-8225-b55f56fdcab3', '697b97a3-b546-42e3-8705-d91a1c1d68cf']",33,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:33.686,Pass,
,,,,,,,,,,,,,,,,,1.489241,,,,,,,,,,,,,,,fca69f9d-c99f-4a14-bae7-6bf1da3e7178,504,,,"[54.7, 14.0]",2275049,16,,,,,1.4824195,,Right Foot,,,"[56.8, 37.7]",,Ground Pass,,23.792856,,,Jade Moore,10190.0,,,,,Recovery,1,Regular Play,Rachel Rowe,19780.0,Left Wing Back,39,Reading WFC,974,['9a33506f-062d-42f8-8de7-14fbd369e09d'],41,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:41.576,Pass,
,,,,,,,,,,,,,,,,,1.839997,,,,,,,,,,,,,,,a5a116d2-0132-4b61-83e3-3b5a5cc15e21,507,,,"[56.1, 41.9]",2275049,16,,,,,1.922949,,Right Foot,,,"[50.0, 58.5]",,Ground Pass,,17.685305,,,Kristine Leine,31628.0,,,,,,1,Regular Play,Jade Moore,10190.0,Right Defensive Midfield,39,Reading WFC,974,['a2ee6ab3-7f35-416e-8676-88aaecf542d2'],45,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:45.425,Pass,
,,,,,,,,,,,,,,,,,0.72205,,,,,,,,,,,,,,,20a4ba92-b056-4993-87b7-17c2031c0de9,509,,,"[50.0, 58.5]",2275049,16,,,,,0.043767653,,Right Foot,,,"[63.7, 59.1]",,Ground Pass,,13.713133,,Incomplete,Amalie Vevle Eikeland,26570.0,,,,,,1,Regular Play,Kristine Leine,31628.0,Center Back,39,Reading WFC,974,"['102a436f-0ace-4aaf-b17b-905d26ba8452', '34cbf0d4-2a85-42ad-95f4-f40cbb5241b1']",47,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:16:47.265,Pass,
,,,,,,,,,,,,,,,,,0.827718,,,,,,,,,,,,,,,6c90e1d6-6a1c-4135-b567-b3f2f062115b,518,,,"[113.8, 57.0]",2275049,16,,,,,-1.408829,,Right Foot,True,,"[116.3, 41.7]",,High Pass,,15.502903,,Incomplete,,,,,,,,1,Regular Play,Jacinta Galabadaarachchi,31554.0,Left Wing,40,West Ham United LFC,972,['d978134e-d20d-4644-affe-d696d6c86693'],58,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:16:58.854,Pass,
,,,,,,,,,,,,,,,,,5.841668,,,,,,,,,,,,,,,b3241311-28aa-4350-992d-8855fdd982c9,520,,,"[12.8, 45.0]",2275049,17,,True,,,0.10056662,,Drop Kick,,,"[101.0, 53.9]",,High Pass,,88.647896,,Incomplete,,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,41,Reading WFC,974,['d358e977-0be0-4f64-b974-13bc0862ee9f'],6,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:06.474,Pass,
,,,,,,,,,,,,,,,,,2.37308,,,,,,,,,,,,,,,4c05d3d1-0aca-4552-900c-065312616dd7,522,,,"[73.7, 80.0]",2275049,17,,True,,,-0.5464177,,,,,"[90.8, 69.6]",,Low Pass,,20.014244,,,Amalie Vevle Eikeland,26570.0,,,,,Throw-in,1,From Throw In,Angharad James,15577.0,Right Center Back,42,Reading WFC,974,['d404b20d-c7c1-4d3c-9cc3-4a92ae768133'],30,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:30.117,Pass,
,,,,,,,,,,,,,,,,,2.159706,,,,,,,,,,,,,,,76f2606c-695e-4b12-9267-314e31fb8c5a,524,,,"[111.0, 70.0]",2275049,17,,,,,-1.5064784,,Right Foot,True,,"[112.9, 40.5]",,High Pass,,29.561123,,Incomplete,,,,,,,,1,From Throw In,Amalie Vevle Eikeland,26570.0,Right Wing Back,42,Reading WFC,974,['b07a2b8d-60d0-490d-9749-8e3f8f9dd614'],36,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:17:36.542,Pass,
,,,,,,,,,,,,,,,,,2.353772,,,,,,,,,,,,,,,fa01cc4b-8ad8-43ff-8ded-1976e993a2b0,527,,,"[7.7, 36.6]",2275049,17,,,,,0.887087,,Keeper Arm,,,"[34.1, 69.0]",,Low Pass,,41.79378,,,Kenza Dali,15421.0,,,,,,1,From Keeper,Anne Moorhouse,22027.0,Goalkeeper,43,West Ham United LFC,972,['72c6820d-af78-4235-bd19-d0f854a87d9c'],47,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:47.326,Pass,
,,,,,,,,,,,,,,,,,0.868014,,,,,,,,,,,,,,,f5a15b79-3a74-48cb-9925-a6cec90918ab,530,,,"[35.2, 69.3]",2275049,17,,,,,0.4636476,,Right Foot,,,"[43.4, 73.4]",,Ground Pass,,9.167879,,,Jacinta Galabadaarachchi,31554.0,,,,,,1,From Keeper,Kenza Dali,15421.0,Right Center Midfield,43,West Ham United LFC,972,['5cc02c1e-e776-45f0-bdf6-ab191743f0e0'],50,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:50.537,Pass,
,,,,,,,,,,,,,,,,,0.955327,,,,,,,,,,,,,,,664afef2-80bf-4825-891f-7b320a1c92a5,534,,,"[48.4, 63.7]",2275049,17,,,,,-1.0186951,,Right Foot,,,"[56.1, 51.2]",,Ground Pass,,14.68128,,,Leanne Kiernan,18146.0,,,,,,1,From Keeper,Jacinta Galabadaarachchi,31554.0,Left Wing,43,West Ham United LFC,972,"['9eaa952e-e9fe-46ee-bbe6-f8e0b998deb8', 'decfd294-0aca-4fb0-b5c5-67c06458ba07']",54,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:54.426,Pass,True
,,,,,,,,,,,,,,,,,1.18423,,,,,,,,,,,,,,,252271d3-d065-41f7-ba04-1bf85a3fba64,538,,,"[55.7, 61.6]",2275049,17,,,,,0.8681357,,Right Foot,,,"[65.1, 72.7]",,Ground Pass,,14.545446,,,Kenza Dali,15421.0,,,,,,1,From Keeper,Leanne Kiernan,18146.0,Center Forward,43,West Ham United LFC,972,['f02e6728-11d9-430b-b7c2-60500cee6667'],57,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:57.885,Pass,
,,,,,,,,,,,,,,,,,0.141768,,,,,,,,,,,,,,,59a2ece2-cd8d-4b18-a365-d29d30c925ce,541,,,"[62.7, 72.7]",2275049,17,,,,,-0.12832323,,Right Foot,,,"[65.8, 72.3]",,Low Pass,,3.1257,,Incomplete,Alisha Lehmann,18153.0,,,,,,1,From Keeper,Kenza Dali,15421.0,Right Center Midfield,43,West Ham United LFC,972,"['0c2fb397-a4e0-4fcc-8b73-4121c636562e', '4e5baba2-1c24-4b2e-b91c-5d6833f8f347']",59,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:17:59.649,Pass,
,,,,,,,,,,,,,,,,,0.991491,,,,,,,,,,,,,,,ffe6ccba-230b-4094-adf3-226b52c97dfb,544,,,"[69.7, 80.0]",2275049,18,,,,,-1.467462,,,,,"[71.1, 66.5]",,Low Pass,,13.572398,,Incomplete,Kenza Dali,15421.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,44,West Ham United LFC,972,"['4c0c0060-c5fe-4d8b-9f00-fb48373302ca', 'b74b8731-731e-481a-a9b3-f5c91ce01789']",9,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:18:09.950,Pass,
,,,,,,,,,,,,,,,,,0.684415,,,,,,,,,,,,,,,cdb9af0c-41f7-4cda-be1e-1698754901e1,549,,,"[41.3, 13.0]",2275049,18,,,,,-0.5070985,,Right Foot,,,"[48.5, 9.0]",,Ground Pass,,8.236505,,,Remi Allen,18149.0,,,,,,1,Regular Play,Sophie Howard,15720.0,Left Center Back,45,Reading WFC,974,['c80a4e0f-35d4-43fa-b577-67d860f5de54'],13,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:18:13.734,Pass,
,,,,,,,,,,,,,,,,,0.726155,,,,,,,,,,,,,,,85dbfde3-39fd-4271-b919-dd809df66c4a,551,,,"[48.3, 9.0]",2275049,18,,,,,3.1415927,,Right Foot,,,"[36.5, 9.0]",,Low Pass,,11.8,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Remi Allen,18149.0,Left Defensive Midfield,45,Reading WFC,974,['575d17bb-8d96-479a-ad10-5cf7ebfea960'],14,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:18:14.419,Pass,
,,,,,,,,,,,,,,,,,1.269167,,,,,,,,,,,,,,,1029e8b6-5e0a-43dc-a333-7fd56feaf2ad,554,,,"[36.5, 9.0]",2275049,18,,,,,1.3586526,,Right Foot,,,"[40.7, 28.5]",,Ground Pass,,19.94718,,,Jade Moore,10190.0,,,,,,1,Regular Play,Rachel Rowe,19780.0,Left Wing Back,45,Reading WFC,974,['6388fb5b-0962-4a45-aab2-bdbcbe8d122f'],16,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:18:16.403,Pass,
,,,,,,,,,,,,,,,,,4.143409,,,,,,,,,,,,,,,55584b4e-3317-43d8-bb6e-61344cf22274,562,,,"[48.0, 34.2]",2275049,18,,,,,0.42676964,,Right Foot,,,"[101.0, 58.3]",,High Pass,,58.222076,,Incomplete,Amalie Vevle Eikeland,26570.0,,,,,,1,Regular Play,Jade Moore,10190.0,Right Defensive Midfield,45,Reading WFC,974,"['4b83d837-5de5-4184-9909-9819dc130212', 'ee6e3bb8-fd47-4f94-94a6-02a0bbe8f37a', 'f58b9cab-673d-4536-bb32-5855b8c3fbf1']",21,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:18:21.279,Pass,True
,,,,,,,,,,,,,,,,,2.068466,,,,,,,,,,,,,,,ffa5ef8e-d830-489f-8ac7-0cda45664cf5,565,,,"[91.3, 80.0]",2275049,18,,,,,-0.9114115,,,,,"[107.5, 59.1]",,Low Pass,,26.443336,,,Brooke Chaplen,15723.0,,,,,Throw-in,1,From Throw In,Angharad James,15577.0,Right Center Back,46,Reading WFC,974,['6a522fa4-5926-43ba-8513-58fdfd7eff7d'],42,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:18:42.261,Pass,
,,,,,,,,,,,,,,,,,1.261069,,,,,,,,,,,,,,,14785a87-d072-4975-806c-065198079ee3,571,,,"[6.0, 36.0]",2275049,19,,,,,1.670465,,Right Foot,,,"[4.2, 54.0]",,Ground Pass,,18.089777,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,Goal Kick,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,47,West Ham United LFC,972,['6bd13f65-176e-4409-ac7e-511d4fb60c57'],7,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:07.845,Pass,
,,,,,,,,,,,,,,,,,1.111671,,,,,,,,,,,,,,,8f36816c-0656-406f-a446-854049e6c10c,575,,,"[8.6, 47.6]",2275049,19,,,,,-2.1305933,,Right Foot,,,"[3.9, 40.1]",,Ground Pass,,8.850988,,,Anne Moorhouse,22027.0,,,,,,1,From Goal Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,47,West Ham United LFC,972,"['048fddcd-cb07-4386-b17a-ffca7f744b97', '81379920-5f92-4bd4-9dc9-1dc48e12b0c2']",12,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:12.088,Pass,True
,,,,,,,,,,,,,,,,,1.727953,,,,,,,,,,,,,,,8256da95-f1a0-47e3-ad56-268a1fd5fbff,577,,,"[4.2, 40.1]",2275049,19,,,,,1.3722284,,Right Foot,,,"[10.8, 72.9]",,Low Pass,,33.457436,,,Cecilie Redisch Kvamme,31553.0,,,,,,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,47,West Ham United LFC,972,"['37719fac-d0e5-4d8f-8a5e-907b898a106d', '81379920-5f92-4bd4-9dc9-1dc48e12b0c2']",13,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:13.199,Pass,True
,,,,,,,,,,,,,,,,,1.482271,,,,,,,,,,,,,,,ae934fa1-41f5-47c7-93c5-bd94928e0d45,580,,,"[11.8, 72.9]",2275049,19,,,,,-0.1359091,,Right Foot,,,"[35.2, 69.7]",,Ground Pass,,23.61779,,,Kenza Dali,15421.0,,,,,,1,From Goal Kick,Cecilie Redisch Kvamme,31553.0,Right Wing Back,47,West Ham United LFC,972,['391c47b5-0b43-4270-94d6-7493142a108a'],16,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:16.130,Pass,
,,,,,,,,,,,,,,,,,0.184007,,,,,,,,,,,,,,,75e87127-2702-46af-917d-c9a78ee6371d,582,,,"[35.2, 69.7]",2275049,19,,,,,1.3854483,,Right Foot,,,"[35.5, 71.3]",,Ground Pass,,1.627882,,Incomplete,Jacinta Galabadaarachchi,31554.0,,,,,,1,From Goal Kick,Kenza Dali,15421.0,Right Center Midfield,47,West Ham United LFC,972,"['3d459320-3279-4351-a837-ac80e25b3321', 'a3992bf7-9a91-47fe-8325-9229a191a8d4']",17,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:17.612,Pass,
,,,,,,,,,,,,,,,,,2.862607,,,,,,,,,,,,,,,9c986b63-fe13-4018-bb6d-8d94e313dc93,585,,,"[26.7, 57.7]",2275049,19,,,,,0.39840257,,Right Foot,,,"[64.0, 73.4]",,High Pass,,40.469494,,Incomplete,Jacinta Galabadaarachchi,31554.0,,,,,Recovery,1,From Goal Kick,Kate Longhurst,18147.0,Left Center Midfield,47,West Ham United LFC,972,"['1cf997bd-cc11-4057-98cd-d05f1e34e8a7', 'a6953878-8eaf-4b6c-859b-c3ec13781f92']",19,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:19.201,Pass,
,,,,,,,,,,,,,,,,,1.556693,,,,,,,,,,,,,,,4f0c794c-ea0f-4166-87de-ff378818dc2e,590,,,"[55.2, 5.3]",2275049,19,,,,,-0.34000412,,Right Foot,,,"[69.9, 0.1]",,High Pass,,15.592627,,Out,,,,,,,,1,From Goal Kick,Sophie Howard,15720.0,Left Center Back,47,West Ham United LFC,972,['54ac9e19-fe2a-4efe-9c0b-9ab4eff6a2c5'],22,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:19:22.874,Pass,True
,,,,,,,,,,,,,,,,,1.673139,,,,,,,,,,,,,,,1386cc79-9758-453a-861f-096795e629b0,591,,,"[61.5, 80.0]",2275049,19,,,,,-0.28037292,,,,,"[80.6, 74.5]",,High Pass,,19.876116,,Incomplete,Leanne Kiernan,18146.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,48,West Ham United LFC,972,"['5c11db9d-b3ec-4b3b-a17f-3913a091bee5', 'c8c11efb-9976-443b-8468-48f5213f4d9e']",42,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:42.833,Pass,
,,,,,,,,,,,,,,,,,1.518548,,,,,,,,,,,,,,,d779937f-93e9-4922-a550-970f0b4b6739,595,,,"[81.4, 80.0]",2275049,19,,,,,-0.30047718,,,,,"[102.7, 73.4]",,High Pass,,22.299103,,,Leanne Kiernan,18146.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,49,West Ham United LFC,972,['d7c9ec78-dcd6-4c5a-9d15-fa603b148684'],58,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:19:58.634,Pass,
,,,,,,,,,,,,,,,,,0.986697,,,,,,,,,,,,,,,59420f4b-67e2-4b0b-b2b7-8c12cad6206a,600,,,"[101.3, 73.9]",2275049,20,,,,,2.83354,,Left Foot,,,"[96.9, 75.3]",,Ground Pass,,4.6173587,,,Kenza Dali,15421.0,,,,,,1,From Throw In,Leanne Kiernan,18146.0,Center Forward,49,West Ham United LFC,972,"['82cd391f-1477-4517-ab7e-a179aa6c3a90', 'be9ba630-3ded-41be-a098-46a0beaf0740']",0,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:20:00.781,Pass,True
,,,,,,,,,,,,,,,,,1.3586,,,,,,,,,,,,,,,f711c405-6c66-4bba-b19c-7c5602fa36a5,605,,,"[105.8, 75.9]",2275049,20,,,,,-2.3958561,,Right Foot,,,"[92.7, 63.8]",,Ground Pass,,17.833115,,,Cecilie Redisch Kvamme,31553.0,,,,,,1,From Throw In,Kenza Dali,15421.0,Right Center Midfield,49,West Ham United LFC,972,"['1b3ea635-b95d-4a34-ba74-49bf8cb49702', '61fc392d-b440-417f-bae3-ecc614695325']",4,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:20:04.900,Pass,True
,,,,,,,,,,,,,,,,,1.339675,,,,,,,,,,,,,,,5ca04163-061b-4b1a-b640-53e6df16be5e,608,,,"[91.9, 59.6]",2275049,20,,,,,-1.9583201,,Right Foot,,,"[85.9, 44.9]",,Ground Pass,,15.877342,,,Kate Longhurst,18147.0,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,49,West Ham United LFC,972,['cb84e364-561c-4dfc-895e-da090fdca459'],7,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:20:07.150,Pass,
,,,,,,,,,,,,,,,,,4.035884,,,,,,,,,,,,,,,40d894ed-7114-47c5-94c5-1880b06696eb,611,,,"[85.3, 44.8]",2275049,20,,,,,-1.2614448,,Left Foot,,,"[98.5, 3.5]",,Ground Pass,,43.35816,,,Katharina Baunach,31557.0,,True,,,,1,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,49,West Ham United LFC,972,['a21bd961-dd0d-4a2f-bf8f-95d09a82a093'],8,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:20:08.706,Pass,
