50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a86f3fe8-37ae-42bd-a844-125c6b450ce7,1,,,,2275096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7db29ffb-d0b3-408e-b576-293a7a6cab89,2,,,,2275096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,73682b3f-592f-47fa-a549-02eec4b3c048,3,,,,2275096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['faf32eff-3993-4a42-98bf-1a7dc00b60a9'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,faf32eff-3993-4a42-98bf-1a7dc00b60a9,4,,,,2275096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['73682b3f-592f-47fa-a549-02eec4b3c048'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,69b827ec-d2eb-48e8-a83a-73f918029d31,2101,,,,2275096,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Arsenal WFC,968,['ca8ff715-1215-4518-bb77-19c1794f526a'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ca8ff715-1215-4518-bb77-19c1794f526a,2102,,,,2275096,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Arsenal WFC,968,['69b827ec-d2eb-48e8-a83a-73f918029d31'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.695168,,,,,,,,,,,,bd42aa7b-7faa-432b-aca9-9409866d424b,5,,,"[60.0, 40.0]",2275096,0,,,,,-2.8992596,,Right Foot,,,,"[51.1, 37.8]",,Ground Pass,,9.167879,,,,Leah Williamson,18999.0,,,,,,Kick Off,1,From Kick Off,Bethany Mead,15619.0,Center Forward,2,Arsenal WFC,968,['89feed97-33b9-4b26-8f62-aa5f4787cc6f'],0,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.316,Pass,
,,,,,,,,,,,,,,,,,1.702366,,,,,,,,,,,,d2159333-0559-44ae-9b1b-ae0035a0cb29,8,,,"[51.1, 37.8]",2275096,0,,,,,2.3881247,,Right Foot,,,,"[30.1, 57.5]",,Ground Pass,,28.793922,,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Midfield,2,Arsenal WFC,968,['bd79c905-6e92-4493-9c46-54e85fc9bb60'],1,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:01.998,Pass,
,,,,,,,,,,,,,,,,,1.083238,,,,,,,,,,,,f9927453-78fd-4ed0-9f32-56c1a9c645dd,11,,,"[30.5, 57.1]",2275096,0,,,,,-1.5840406,,Right Foot,,,,"[30.1, 26.9]",,Ground Pass,,30.202648,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Kick Off,Viktoria Schnaderbeck,10235.0,Right Center Back,2,Arsenal WFC,968,['cc01b93a-8faf-4f05-9aa6-a47c07443138'],5,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.163,Pass,
,,,,,,,,,,,,,,,,,1.125816,,,,,,,,,,,,ba662ab3-7fc3-4aa8-8114-094c21713b3c,14,,,"[30.1, 26.9]",2275096,0,,,,,-1.1071488,,Right Foot,,,,"[42.3, 2.5]",,Ground Pass,,27.28003,,,,Katie McCabe,15620.0,,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Arsenal WFC,968,['7f7f6538-7fa3-4d63-9dbb-fd1b0c26cb9e'],7,,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:07.729,Pass,
