ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.678521,,,,,,,,,,,,,f2969470-3811-404a-ae39-4565bd58e382,15,,,"[16.5, 34.8]",2275079,0,,,,,1.3237365,,Right Foot,,,"[22.2, 57.4]",,Ground Pass,,23.307724,,,,Leah Williamson,18999.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['f4d7e2ca-dc4e-4732-9ce7-e0484103a21c'],30,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.212,Pass,
,,,,,,,,,,,,,,,,,1.643914,,,,,,,,,,,,,82caacb8-bffe-4c9b-abcf-47753563ff1c,18,,,"[27.2, 57.0]",2275079,0,,,,,0.90790474,,Left Foot,,,"[41.8, 75.7]",,Ground Pass,,23.72446,,,,Lisa Evans,10179.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['ac454e7d-060b-496b-be44-af0fd8eee15e'],33,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.771,Pass,
,,,,,,,,,,,,,,,,,0.956813,,,,,,,,,,,,,11b3a3d9-93b4-4b6e-b488-efc7d23afb8f,21,,,"[42.4, 75.7]",2275079,0,,,,,-1.0168438,,Left Foot,,,"[48.4, 66.0]",,Ground Pass,,11.405701,,,,Bethany Mead,15619.0,,,,,,,1,From Goal Kick,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,['33f06075-2156-4043-8d02-2a28b8adab1b'],35,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:35.932,Pass,
,,,,,,,,,,,,,,,,,0.984118,,,,,,,,,,,,,ab7fc017-b78a-44fd-9498-eb8177d0417c,25,,,"[49.5, 67.1]",2275079,0,,,,,2.604308,,Right Foot,,,"[40.1, 72.7]",,Ground Pass,,10.941664,,,,Lisa Evans,10179.0,,,,,,,1,From Goal Kick,Bethany Mead,15619.0,Right Wing,3,Arsenal WFC,968,['f5ac3cb6-d37d-43ae-b7ec-7a731f4ac3c2'],37,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.292,Pass,
,,,,,,,,,,,,,,,,,1.275826,,,,,,,,,,,,,351063cb-a8f1-44d1-9b65-60b3a0deb738,29,,,"[37.9, 72.7]",2275079,0,,,,,-2.9592438,,Right Foot,,,"[23.8, 70.1]",,Ground Pass,,14.337712,,,,Leah Williamson,18999.0,,,,,,,1,From Goal Kick,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,"['2a8eeb89-18f8-44cc-b289-8c2bf3f83df2', 'ef660f6b-fd40-4e5c-a76b-4bd959e78041']",39,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.155,Pass,True
,,,,,,,,,,,,,,,,,2.71896,,,,,,,,,,,,,88fc2fca-d5b3-423d-a85f-0c31132963d9,32,,,"[27.4, 68.4]",2275079,0,,,,,-1.9359977,,Right Foot,,,"[14.4, 34.4]",,Low Pass,,36.40055,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['fc8dfc25-e6e5-4ff8-b85f-9a922c64c767'],42,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:42.957,Pass,
,,,,,,,,,,,,,,,,,1.767984,,,,,,,,,,,,,2d0006d9-87b7-4a92-883f-89e5f017101e,35,,,"[16.5, 30.3]",2275079,0,,,,,-1.0386156,,Right Foot,,,"[33.4, 1.6]",,Ground Pass,,33.306156,,,,Katie McCabe,15620.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['90892bd9-6fdf-47ef-9269-85b0da6922f6'],46,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.924,Pass,
,,,,,,,,,,,,,,,,,1.425717,,,,,,,,,,,,,c56244ed-9885-4756-bd81-14305af8234a,39,,,"[33.9, 1.4]",2275079,0,,,,,2.449094,,Left Foot,,,"[16.3, 16.0]",,Ground Pass,,22.867445,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Goal Kick,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,"['b28cd6f1-62d3-458d-a4bf-48e1a540ed5e', 'dcbb1479-494c-49dd-a0af-11fda0af88f5']",49,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.529,Pass,True
,,,,,,,,,,,,,,,,,1.226707,,,,,,,,,,,,,1ff0d86f-ca8e-45fc-a2f2-2fb561bf188c,43,,,"[17.2, 14.1]",2275079,0,,,,,-1.147261,,Right Foot,,,"[22.7, 1.9]",,Ground Pass,,13.382451,,,,Katie McCabe,15620.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['f8c3d2eb-aa23-4a3a-b558-e1b060836c42'],51,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.742,Pass,
,,,,,,,,,,,,,,,,,1.300214,,,,,,,,,,,,,e3a03bf8-66f0-4ad3-935b-3ee6126ce716,47,,,"[23.4, 1.6]",2275079,0,,,,,0.40363392,,Left Foot,,,"[42.6, 9.8]",,High Pass,,20.877739,,Incomplete,,Jordan Nobbs,10192.0,,,,,,,1,From Goal Kick,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,"['282da345-aadb-4bd2-b7d1-6b7d55f19725', '5416bb08-e97e-4ad2-a5e6-82c51a11aebb', '90a8a3e7-d363-4052-9e2c-ebe49f88e1b1']",53,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.555,Pass,True
,,,,,,,,,,,,,,,,,0.356602,,,,,,,,,,,,,41fc3fd4-6e52-4baf-881c-63355807fd66,51,,,"[90.3, 75.5]",2275079,0,,,,,-1.3288758,,Right Foot,,,"[92.2, 67.8]",,Ground Pass,,7.930952,,,,Kirsty Linnett,19418.0,,,,,,,1,From Goal Kick,Rhiannon Roberts,19779.0,Center Defensive Midfield,3,Arsenal WFC,968,['b5ab55f7-1bb8-47d8-a853-fb68cfc597dc'],57,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:57.373,Pass,
,,,,,,,,,,,,,,,,,1.31488,,,,,,,,,,,,,63301338-0b9e-4d32-903f-019700136577,63,,,"[18.9, 27.1]",2275079,1,,,,,0.40401688,,Right Foot,,,"[46.5, 38.9]",,Ground Pass,,30.016663,,,,Vivianne Miedema,15623.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['d471d259-13fc-4854-a873-be069ee2bd7b'],1,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:01.521,Pass,
,,,,,,,,,,,,,,,,,1.422934,,,,,,,,,,,,,8657161a-3c31-4767-93bb-f30a0c47ea05,67,,,"[79.8, 26.5]",2275079,1,,,,,-2.5175695,,Right Foot,,,"[62.3, 13.9]",,Ground Pass,,21.56409,,,,Leigh-Anne Robe,15630.0,,,,,,Recovery,1,Regular Play,Rinsola Babajide,15613.0,Left Wing,4,Liverpool WFC,966,['9bd3328c-917e-4c19-9070-fe420f1c996a'],4,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:04.744,Pass,
,,,,,,,,,,,,,,,,,1.076812,,,,,,,,,,,,,9552e730-fc07-4768-9685-a39a38abeee5,71,,,"[62.3, 13.9]",2275079,1,,,,,2.2625914,,Right Foot,,,"[51.2, 27.3]",,Ground Pass,,17.400288,,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,,1,Regular Play,Leigh-Anne Robe,15630.0,Left Back,4,Liverpool WFC,966,"['422e9fd5-a66a-4fed-b13f-112fe9b4ba15', '9f429498-1f84-4aaf-acc3-ff159f4f26c7']",6,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:06.268,Pass,True
,,,,,,,,,,,,,,,,,1.79301,,,,,,,,,,,,,f0b8dbf0-9c4a-4d8d-97c5-08c0a39cf420,75,,,"[46.7, 27.1]",2275079,1,,,,,2.8014016,,Right Foot,,,"[17.6, 37.4]",,Ground Pass,,30.869078,,,,Anke Preuß,15626.0,,,,,,,1,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,4,Liverpool WFC,966,"['b4cae08d-6b3e-4475-bcfd-deeb5915d3ff', 'f62cc3ea-708d-411a-9a1b-9633bd571505']",8,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:08.231,Pass,True
,,,,,,,,,,,,,,,,,1.17078,,,,,,,,,,,,,fdbef81a-eec0-4a96-ac5f-945bb5e984ce,78,,,"[18.2, 37.4]",2275079,1,,,,,1.3187854,,Right Foot,,,"[22.5, 54.1]",,Ground Pass,,17.244709,,,,Niamh Fahey,19777.0,,,,,,,1,Regular Play,Anke Preuß,15626.0,Goalkeeper,4,Liverpool WFC,966,['f66f1d6f-7d41-4824-a64c-9309e361f13a'],12,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:12.034,Pass,
,,,,,,,,,,,,,,,,,1.712018,,,,,,,,,,,,,6244496b-a609-4eda-b9d6-f7d0ba047a18,81,,,"[23.8, 54.5]",2275079,1,,,,,-1.6566772,,Right Foot,,,"[21.2, 24.3]",,Ground Pass,,30.311714,,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,,1,Regular Play,Niamh Fahey,19777.0,Left Center Back,4,Liverpool WFC,966,['4d1ea42a-0fbe-4f02-9c78-07a72ce83194'],14,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:14.470,Pass,
,,,,,,,,,,,,,,,,,1.696007,,,,,,,,,,,,,771c5294-b554-4c5c-b767-f0e188c52eae,84,,,"[27.0, 24.8]",2275079,1,,,,,-1.0547622,,Right Foot,,,"[38.8, 4.0]",,Low Pass,,23.914013,,,,Leigh-Anne Robe,15630.0,,,,,,,1,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,4,Liverpool WFC,966,['cabdf489-fcf7-4474-9863-40ec96e97c7c'],19,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:19.398,Pass,
,,,,,,,,,,,,,,,,,0.678887,,,,,,,,,,,,,0b3c158d-270b-459c-8798-b9054cc33c8d,87,,,"[37.9, 4.7]",2275079,1,,,,,1.1451739,,Right Foot,,,"[41.3, 12.2]",,Ground Pass,,8.234683,,,,Jade Bailey,21854.0,,,,,,,1,Regular Play,Leigh-Anne Robe,15630.0,Left Back,4,Liverpool WFC,966,['e8d2f2b3-6471-40b2-bad1-3d019b6aef95'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:23.835,Pass,
,,,,,,,,,,,,,,,,,1.106206,,,,,,,,,,,,,9db0c340-aea3-4a37-af5a-e62eb0645dbb,91,,,"[45.2, 8.5]",2275079,1,,,,,-0.44365028,,Right Foot,,,"[55.3, 3.7]",,Ground Pass,,11.182576,,,,Rinsola Babajide,15613.0,,,,,,,1,Regular Play,Jade Bailey,21854.0,Left Center Midfield,4,Liverpool WFC,966,"['7c894462-82db-48b9-8a3b-cd4fe7083ab7', 'a16a1054-74cb-45f8-81bd-86dc53ff3f3f']",26,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:26.810,Pass,True
,,,,,,,,,,,,,,,,,0.793359,,,,,,,,,,,,,df83aa22-64d3-4e00-96d3-de08cec90ff8,94,,,"[63.8, 80.0]",2275079,1,,,,,-1.9494474,,,,,"[60.1, 70.7]",,High Pass,,10.008996,,,,Kim Little,15616.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,5,Arsenal WFC,968,['a6de9923-249d-4372-87e1-ee8a8bdc76ec'],43,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:43.036,Pass,
,,,,,,,,,,,,,,,,,0.860974,,,,,,,,,,,,,c1b88b57-a474-4421-ac6f-e387c9849468,97,,,"[60.1, 70.7]",2275079,1,,,,,1.9094944,,Right Foot,,,"[57.0, 79.5]",,Low Pass,,9.330059,,Out,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Kim Little,15616.0,Center Defensive Midfield,5,Arsenal WFC,968,['bf9c115c-61c1-4111-abe1-dffcf9038f5c'],43,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:43.869,Pass,
,,,,,,,,,,,,,,,,,1.241826,,,,,,,,,,,,,ce60c0c9-8691-4662-9c40-b937fea21a17,99,,,"[57.8, 0.1]",2275079,1,,,,,0.7717004,,,,,"[68.9, 10.9]",,Low Pass,,15.487091,,,,Kirsty Linnett,19418.0,,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,6,Liverpool WFC,966,['464de09f-7f43-4374-bc2a-abd0081fb141'],59,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:59.144,Pass,
,,,,,,,,,,,,,,,,,0.576539,,,,,,,,,,,,,e0939c57-ed41-4e68-a6ae-aa0f3b0cbe3c,103,,,"[66.4, 14.1]",2275079,2,,,,,1.9559538,,Right Foot,,,"[61.9, 25.2]",,Ground Pass,,11.977479,,,,Rhiannon Roberts,19779.0,,,,,,,1,From Throw In,Kirsty Linnett,19418.0,Right Center Midfield,6,Liverpool WFC,966,"['138c5ef5-5794-472c-b188-31a5ed8da1f8', 'f20bc3d7-32f3-4510-8a4e-844b594d0e0b']",2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:02.013,Pass,True
,,,,,,,,,,,,,,,,,1.914174,,,,,,,,,,,,,adefb95d-d647-4342-8859-a9a2b54d45ec,107,,,"[58.4, 24.6]",2275079,2,,,,,2.3981867,,Right Foot,,,"[39.8, 41.7]",,Ground Pass,,25.265985,,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,,1,From Throw In,Rhiannon Roberts,19779.0,Center Defensive Midfield,6,Liverpool WFC,966,"['b0c83d21-687c-4357-8bde-bcde1f722215', 'bdb9c1c1-db2e-4c5a-84ff-5b06f8ea5151']",3,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:03.691,Pass,True
,,,,,,,,,,,,,,,,,1.582342,,,,,,,,,,,,,c01fc8d3-342b-4948-8ef2-273b41f53cd8,110,,,"[39.8, 42.7]",2275079,2,,,,,1.0731483,,Right Foot,,,"[55.5, 71.6]",,Ground Pass,,32.88921,,,,Rebecca Jane,18144.0,,,,,,,1,From Throw In,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,6,Liverpool WFC,966,['615fd4df-8d06-4ff7-abc5-0fef8bf91ebf'],7,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:07.044,Pass,
,,,,,,,,,,,,,,,,,1.597901,,,,,,,,,,,,,aa32b919-8245-4b5a-bfda-a75f8056459f,113,,,"[71.3, 78.5]",2275079,2,,,,,-0.67262566,,Right Foot,,,"[94.4, 60.1]",,High Pass,,29.532524,,,,Courtney Sweetman-Kirk,15611.0,,,,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,6,Liverpool WFC,966,['e3cc2808-38dc-49cd-ae0e-9244d02ca174'],12,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:12.015,Pass,
,,,,,,,,,,,,,,,,,1.236618,,,,,,,,,,,,,47e54cdc-b9f3-4120-8510-b53880851d27,116,,,"[94.4, 60.1]",2275079,2,,,,,-3.0940096,,Right Foot,,,"[83.9, 59.6]",,Low Pass,,10.511898,,,,Kirsty Linnett,19418.0,,,,,,,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,6,Liverpool WFC,966,['c3cda5a5-3ea5-4e46-aaa8-1e77c6dc23e7'],14,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:14.520,Pass,
,,,,,,,,,,,,,,,,,0.484667,,,,,,,,,,,,,818d4d33-88d5-4df7-a69d-8349f62ca7b1,119,,,"[84.7, 59.4]",2275079,2,,,,,1.929567,,Right Foot,,,"[83.5, 62.6]",,Ground Pass,,3.4176016,,,,Rhiannon Roberts,19779.0,,,,,,,1,From Throw In,Kirsty Linnett,19418.0,Right Center Midfield,6,Liverpool WFC,966,['23078669-e83c-49d9-8b08-a77e1bb3a433'],16,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:16.163,Pass,
,,,,,,,,,,,,,,,,,1.13084,,,,,,,,,,,,,410a58fb-f813-4885-89b3-380ecccfcb9b,123,,,"[88.0, 67.1]",2275079,2,,,,,1.012197,,Right Foot,,,"[93.5, 75.9]",,Ground Pass,,10.377379,,,,Melissa Lawley,15547.0,,,,,,,1,From Throw In,Rhiannon Roberts,19779.0,Center Defensive Midfield,6,Liverpool WFC,966,"['63e845fd-d6ac-47dc-a058-698fcf22d122', 'd51a2137-8647-4043-bc94-9b811c39d90c']",18,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:18.281,Pass,True
,,,,,,,,,,,,,,,,,0.932154,,,,,,,,,,,,,21bd071e-b123-4685-98e0-5877dadb5e79,126,,,"[91.8, 64.3]",2275079,2,,,,,-2.4558632,,Right Foot,,,"[83.0, 57.1]",,Ground Pass,,11.370136,,,,Jade Bailey,21854.0,,,,,,,1,From Throw In,Melissa Lawley,15547.0,Right Wing,6,Liverpool WFC,966,['4da8fea2-b374-4b5f-8051-e055656a34f7'],21,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:21.833,Pass,
,,,,,,,,,,,,,,,,,0.797694,,,,,,,,,,,,,d6eba78c-43e3-491e-b590-aec9194e18ff,129,,,"[84.6, 57.2]",2275079,2,,,,,-1.1707422,,Right Foot,,,"[92.0, 39.7]",,Ground Pass,,19.000263,,,,Rinsola Babajide,15613.0,,,,,,,1,From Throw In,Jade Bailey,21854.0,Left Center Midfield,6,Liverpool WFC,966,['d9309316-1a71-4fb9-b5b5-5434ca308699'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:23.849,Pass,
