50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,089ee3f2-8766-4c03-8838-8bad4626198f,1,,,2275156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,443ca77a-e86a-4c4e-9b59-59a539bff50e,2,,,2275156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,65cd95aa-a8ce-4f77-8911-a926fd27c746,3,,,2275156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['8d194fda-5c4f-4d87-b769-ba4417e451f7'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8d194fda-5c4f-4d87-b769-ba4417e451f7,4,,,2275156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['65cd95aa-a8ce-4f77-8911-a926fd27c746'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,59844af9-05af-46ed-8ba6-8dab62b63e93,1873,,,2275156,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,Arsenal WFC,968,['5962ce66-f941-4b60-a4fd-5aee4e4515fc'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5962ce66-f941-4b60-a4fd-5aee4e4515fc,1874,,,2275156,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,Arsenal WFC,968,['59844af9-05af-46ed-8ba6-8dab62b63e93'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.41014,,,,,,,,,,,,fe81a2b5-223a-4ce4-a3ca-3c8569513cfa,5,,"[60.0, 40.0]",2275156,0,,,,,-2.5105133,,Right Foot,,,"[47.0, 30.5]",Ground Pass,,16.101242,,,,Jill Roord,10650.0,,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['e0da7f64-5aa3-40f8-a3d2-45aee4328d22'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.759,Pass,
,,,,,,,,,,,,,,,,,2.722056,,,,,,,,,,,,5db70d43-d468-4151-beff-b254a4e378d4,8,,"[46.1, 30.7]",2275156,0,,,,,-1.7761917,,Right Foot,,,"[41.6, 9.1]",Ground Pass,,22.06377,,,,Katie McCabe,15620.0,,,,,,,1,From Kick Off,Jill Roord,10650.0,Right Center Midfield,2,Arsenal WFC,968,['176d7657-3443-4a1a-a22d-818b22c1c3c0'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:02.857,Pass,
,,,,,,,,,,,,,,,,,2.014536,,,,,,,,,,,,7145688e-1bda-41fc-b7b8-ca21fab3d8eb,12,,"[57.2, 10.0]",2275156,0,,,,,1.1736141,,Left Foot,,,"[68.4, 36.7]",Low Pass,,28.953928,,,,Jordan Nobbs,10192.0,,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,"['2051a3b5-c368-41d1-97c5-4b361cb106c6', '3a423037-ebb8-4367-a9ad-7d17e64cfd70']",8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:08.723,Pass,True
,,,,,,,,,,,,,,,,,0.944071,,,,,,,,,,,,e5532bd1-edad-4614-b41f-87c42311886b,15,,"[68.1, 38.0]",2275156,0,,,,,2.7453532,,Right Foot,,,"[58.3, 42.1]",Ground Pass,,10.623088,,,,Kim Little,15616.0,,,,,,,1,From Kick Off,Jordan Nobbs,10192.0,Center Attacking Midfield,2,Arsenal WFC,968,['cc39a6e3-7816-4b55-8ce5-08b572f80578'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:11.618,Pass,
,,,,,,,,,,,,,,,,,1.503408,,,,,,,,,,,,0ead1300-2b68-4fb4-a665-0f76057a213d,18,,"[53.6, 42.7]",2275156,0,,,,,1.7757963,,Right Foot,,,"[51.5, 52.8]",Ground Pass,,10.316007,,,,Leah Williamson,18999.0,,,,,,,1,From Kick Off,Kim Little,15616.0,Left Center Midfield,2,Arsenal WFC,968,['c519e5d5-795c-404b-a6ce-963e5779bc33'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:14.251,Pass,
,,,,,,,,,,,,,,,,,4.067122,,,,,,,,,,,,05161a28-876e-41df-8694-1241cec6d431,21,,"[54.5, 56.4]",2275156,0,,,,,-0.96204704,,Right Foot,,,"[78.2, 22.4]",High Pass,,41.445023,,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,From Kick Off,Leah Williamson,18999.0,Left Center Back,2,Arsenal WFC,968,"['30e427a0-4f09-4738-bf26-247f02b7ad53', '3dabc364-851d-4f61-a1e2-3ebf0af313d8']",16,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:16.822,Pass,
,,,,,,,,,,,,,,,,,0.952609,,,,,,,,,,,,30e427a0-4f09-4738-bf26-247f02b7ad53,23,,"[41.9, 57.7]",2275156,0,,,,,-0.21109334,,Right Foot,,,"[51.7, 55.6]",Ground Pass,,10.022474,,,,Jessica Sigsworth,31535.0,,,,,,Recovery,1,Regular Play,Hayley Ladd,19501.0,Right Center Midfield,3,Manchester United,1475,"['05161a28-876e-41df-8694-1241cec6d431', '1ece9cfd-2e45-433d-9956-0400705137b8']",20,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.889,Pass,
,,,,,,,,,,,,,,,,,1.034776,,,,,,,,,,,,d45a84c5-7028-422b-8ba9-cb7c26e43ae0,32,,"[48.3, 55.6]",2275156,0,,,,,-1.7970697,,Right Foot,,,"[45.1, 41.7]",Ground Pass,,14.26359,,,,Katie Zelem,31540.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Center Midfield,3,Manchester United,1475,['121fc38f-2caa-4901-a947-400a3035c716'],25,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:25.948,Pass,
,,,,,,,,,,,,,,,,,1.968754,,,,,,,,,,,,467609b6-9ede-488e-8cad-b84adee870cb,36,,"[45.1, 42.7]",2275156,0,,,,,-2.5687613,,Left Foot,,,"[28.2, 31.8]",Ground Pass,,20.110197,,,,Millie Turner,31536.0,,,,,,,1,Regular Play,Katie Zelem,31540.0,Left Center Midfield,3,Manchester United,1475,['cef7422a-71af-4cc8-bac0-5b6a8ab4b092'],27,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:27.236,Pass,
,,,,,,,,,,,,,,,,,2.610174,,,,,,,,,,,,62773c03-d9b3-47d2-b0d1-b9bb197007e5,39,,"[27.4, 32.7]",2275156,0,,,,,-0.7819499,,Right Foot,,,"[56.5, 3.8]",Ground Pass,,41.012436,,,,Leah Galton,31539.0,,,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['9f1560b6-1fc6-4cbf-ba3b-ffa217d9888b'],29,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:29.531,Pass,
,,,,,,,,,,,,,,,,,2.00273,,,,,,,,,,,,a977fabb-88d1-4217-bccd-1c61c5d62e41,46,,"[57.1, 0.1]",2275156,0,,,,,0.207104,,,,,"[82.8, 5.5]",High Pass,,26.261189,,Incomplete,,Jane Ross,4653.0,,,,,,Throw-in,1,From Throw In,Kirsty Smith,10196.0,Left Back,4,Manchester United,1475,"['7a2fe39c-274a-4608-9cb8-0f29779032ea', 'c352bdb2-a230-4bce-a555-9e150a0f68f4']",43,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:43.330,Pass,
,,,,,,,,,,,,,,,,,1.341085,,,,,,,,,,,,7a2fe39c-274a-4608-9cb8-0f29779032ea,49,,"[37.3, 74.6]",2275156,0,,,,True,-0.2573237,,,,,"[48.7, 71.6]",High Pass,,11.78813,,,,Lisa Evans,10179.0,,,,,,Recovery,1,From Throw In,Leah Williamson,18999.0,Left Center Back,4,Manchester United,1475,"['593e797e-3903-44c5-b41c-19c6825221f0', 'a977fabb-88d1-4217-bccd-1c61c5d62e41', 'b825940d-f629-4b0f-9137-220b8fdf9382']",45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:45.333,Pass,True
,,,,,,,,,,,,,,,,,0.709357,,,,,,,,,,,,f9694fb4-35e8-4cfd-b36f-a09908f7d709,54,,"[70.1, 9.2]",2275156,0,,,,,1.3465616,,Right Foot,,,"[71.4, 14.9]",Ground Pass,,5.8463664,,,,Ella Toone,31534.0,,,,,,Recovery,1,From Throw In,Kirsty Smith,10196.0,Left Back,4,Manchester United,1475,['1c3ac2d4-87e0-451d-adce-07452b81fe5a'],47,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:47.475,Pass,
,,,,,,,,,,,,,,,,,3.386091,,,,,,,,,,,,0b5788a3-a643-4fec-bfcd-a43e03dbe30a,58,,"[73.2, 13.8]",2275156,0,,,,,1.9606234,,Right Foot,,,"[62.6, 39.6]",Ground Pass,,27.89265,,,,Abbie McManus,4648.0,,,,,,,1,From Throw In,Ella Toone,31534.0,Center Defensive Midfield,4,Manchester United,1475,['9ecdd158-bf07-4da2-aeca-47864d2568ed'],49,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:49.560,Pass,
,,,,,,,,,,,,,,,,,2.111306,,,,,,,,,,,,f2016a1c-1f92-4340-a6fd-226c8fa5eb96,61,,"[59.5, 44.6]",2275156,0,,,,,1.1535594,,Right Foot,,,"[72.0, 72.8]",Ground Pass,,30.846231,,,,Amy Turner,31533.0,,,,,,,1,From Throw In,Abbie McManus,4648.0,Right Center Back,4,Manchester United,1475,['1bb8342a-a520-4ad5-a432-20144e6e6ed9'],53,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:53.231,Pass,
,,,,,,,,,,,,,,,,,5.357669,,,,,,,,,,,,bfc585b9-ced6-4d90-9316-55cb208fccc7,64,,"[77.8, 77.4]",2275156,0,,,,,-0.04499331,,Right Foot,,,"[120.0, 75.5]",Ground Pass,,42.242752,,Out,,Jessica Sigsworth,31535.0,,,,,,,1,From Throw In,Amy Turner,31533.0,Right Back,4,Manchester United,1475,['de9be9f4-b727-46d8-9063-6c5acaa104ab'],57,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:57.077,Pass,
,,,,,,,,,,,,,,,,,1.992797,,,,,,,,,,,,df069e03-010a-4e21-88dc-fa834d186843,67,,"[6.0, 36.0]",2275156,1,,,,,1.1341692,,Left Foot,,,"[15.1, 55.5]",Ground Pass,,21.51883,,,,Leah Williamson,18999.0,,,,,,Goal Kick,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,5,Arsenal WFC,968,['b808cc62-9c2a-4ab5-9a4a-7c40ad45b8e7'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.172,Pass,
,,,,,,,,,,,,,,,,,3.054845,,,,,,,,,,,,a0ccbbf5-53a2-497d-be23-6c835e23a621,70,,"[32.0, 58.3]",2275156,1,,,,,-2.1203563,,Left Foot,,,"[22.2, 42.3]",Ground Pass,,18.76273,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Left Center Back,5,Arsenal WFC,968,['8283e3a4-36e5-40b6-b6e9-06d6e7e9e925'],22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:22.199,Pass,
,,,,,,,,,,,,,,,,,1.720408,,,,,,,,,,,,f361355b-fabe-43f9-88a1-17639d268342,73,,"[23.9, 33.5]",2275156,1,,,,,1.2545102,,Right Foot,,,"[31.1, 55.5]",Ground Pass,,23.148218,,,,Leah Williamson,18999.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Right Center Back,5,Arsenal WFC,968,['b1cea3c4-c5a0-4c96-b41c-d5efa971127c'],28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:28.664,Pass,
,,,,,,,,,,,,,,,,,4.478152,,,,,,,,,,,,f29882aa-c7f3-4f2a-bfa0-ae39ab09b53e,76,,"[40.3, 60.0]",2275156,1,,,,,-0.26706418,,Right Foot,,,"[102.8, 42.9]",High Pass,,64.797066,,Incomplete,,Jordan Nobbs,10192.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Left Center Back,5,Arsenal WFC,968,"['0ccd80a0-e77d-48b6-aca3-740dfa33ec9c', 'fb452784-e689-4d93-9ac6-6af2b6c77219']",32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:32.660,Pass,
,,,,,,,,,,,,,,,,,1.281619,,,,,,,,,,,,1d2db4b2-016a-4129-9e76-ab0d3e37437f,80,,"[17.7, 37.0]",2275156,1,,,,,1.256292,,Right Foot,,,"[23.1, 53.6]",Ground Pass,,17.45623,,,,Abbie McManus,4648.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,6,Manchester United,1475,['23326b2a-70eb-423d-8c91-ef65fae768d8'],38,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:38.249,Pass,
,,,,,,,,,,,,,,,,,2.205601,,,,,,,,,,,,c08d9ff7-0f26-40e9-a3c9-d92c32d3e3e5,83,,"[29.7, 59.2]",2275156,1,,,,,0.6355857,,Right Foot,,,"[54.1, 77.2]",Ground Pass,,30.32095,,,,Amy Turner,31533.0,,,,,,,1,Regular Play,Abbie McManus,4648.0,Right Center Back,6,Manchester United,1475,['2fada026-bb6c-426d-8805-4578f49bf305'],42,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:42.888,Pass,
,,,,,,,,,,,,,,,,,4.933626,,,,,,,,,,,,a7c02517-027c-4b99-b0e5-146a07702701,86,,"[58.8, 77.2]",2275156,1,,,,,-0.2875976,,Right Foot,,,"[118.3, 59.6]",High Pass,,62.04845,,,,Jessica Sigsworth,31535.0,,,,,,,1,Regular Play,Amy Turner,31533.0,Right Back,6,Manchester United,1475,['30f864b3-c787-4679-9d80-85d59987199b'],46,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:46.501,Pass,
,,,,,,,,,,,,,,,,,0.972347,,,,,,,,,,,,9fc5f959-ae32-411f-bd80-d9f66bb2d492,89,,"[118.3, 59.6]",2275156,1,,,,,-1.7511082,,Right Foot,True,,"[114.8, 40.4]",Low Pass,,19.516403,,Incomplete,,Jane Ross,4653.0,,,,,,,1,Regular Play,Jessica Sigsworth,31535.0,Right Wing,6,Manchester United,1475,"['84370df8-6223-47f5-a0d9-487341b9d242', 'b20b93d6-065e-4ad1-bafb-531155d8d84d']",51,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:51.615,Pass,
