ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.573764,,,,,,,,,,,930c4192-600a-433d-b32e-efe290f3f24c,19,,,"[106.2, 10.4]",2275151,0,,,,1.3096575,,Left Foot,,,"[109.3, 22.0]",Low Pass,,12.007081,,Incomplete,,,,,,,,,1,From Kick Off,Lauren James,31531.0,Left Wing,2,Manchester United,1475,"['4e42f97a-5b94-4af1-b072-c6baf0b6451e', 'fb9ca6da-f72b-4112-843e-4c69a583e4db']",11,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:11.502,Pass,True
,,,,,,,,,,,,,,1.939203,,,,,,,,,,,9e3b431d-2732-4803-a2fb-0becfceeed84,23,,,"[61.0, 40.1]",2275151,0,,,,-2.8927855,,Right Foot,,,"[30.3, 32.3]",Ground Pass,,31.675385,,,,Maya Le Tissier,22337.0,,,,,Kick Off,1,From Kick Off,Aileen Whelan,16374.0,Right Center Forward,3,Brighton & Hove Albion WFC,965,['c603338c-ae30-46de-9391-2a3981318290'],55,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:55.939,Pass,
,,,,,,,,,,,,,,1.33299,,,,,,,,,,,a3259248-b8da-420e-933f-d06ea582a2b6,26,,,"[31.0, 30.7]",2275151,0,,,,-1.3743124,,Right Foot,,,"[35.2, 9.6]",Ground Pass,,21.513948,,,,Felicity Gibbons,16392.0,,,,,,1,From Kick Off,Maya Le Tissier,22337.0,Left Center Back,3,Brighton & Hove Albion WFC,965,['8510afd6-3740-4456-b42e-a5608a0f9275'],58,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:58.732,Pass,
,,,,,,,,,,,,,,0.845503,,,,,,,,,,,8de9dd2b-92b8-4185-b273-b1d8a22eeabe,29,,,"[35.2, 9.2]",2275151,1,,,,-0.7180157,,Left Foot,,,"[43.9, 1.6]",Ground Pass,,11.552056,,Out,,Amanda Nildén,21023.0,,,,,,1,From Kick Off,Felicity Gibbons,16392.0,Left Back,3,Brighton & Hove Albion WFC,965,['cc1b2ab5-6bb3-4c5d-a245-ca21606a069f'],1,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:01.297,Pass,
,,,,,,,,,,,,,,0.962059,,,,,,,,,,,8ab02716-d628-4c65-b77f-be8f52592ce0,31,,,"[70.0, 80.0]",2275151,1,,,,-0.92968756,,,,,"[75.0, 73.3]",High Pass,,8.3600235,,,,Jackie Groenen,10654.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,4,Manchester United,1475,['a938c258-e489-41d8-aaee-46bc4b0af0f9'],12,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:12.982,Pass,
,,,,,,,,,,,,,,0.452827,,,,,,,,,,,83e90518-4b20-486d-96bd-403d705b6e10,35,,,"[75.9, 74.2]",2275151,1,,,,2.685244,,Left Foot,,,"[70.4, 76.9]",Ground Pass,,6.1269894,,,,Martha Harris,32618.0,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Attacking Midfield,4,Manchester United,1475,"['f789ecf4-2f0d-4f37-b013-9cf4e07f02bd', 'ff90fea0-e032-4f9a-a805-efee16b60c24']",15,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:15.434,Pass,True
,,,,,,,,,,,,,,1.440802,,,,,,,,,,,2bac5dd4-85b3-43cc-bb01-a5b9a67094ac,38,,,"[54.2, 75.4]",2275151,1,,,,-2.7229598,,Left Foot,,,"[31.5, 65.3]",Ground Pass,,24.845522,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Martha Harris,32618.0,Right Back,4,Manchester United,1475,"['2e218a22-5d08-45d7-9107-77a49b545e19', 'f789ecf4-2f0d-4f37-b013-9cf4e07f02bd']",18,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:18.267,Pass,True
,,,,,,,,,,,,,,1.391919,,,,,,,,,,,38b494ba-360c-4805-92f5-fe80e10aa9ab,41,,,"[24.6, 60.5]",2275151,1,,,,-2.3876307,,Right Foot,,,"[8.2, 45.1]",Ground Pass,,22.49711,,,,Mary Alexandra Earps,31538.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,4,Manchester United,1475,['aa581dbf-5286-4612-b2fb-86423ef21cee'],22,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:22.356,Pass,
,,,,,,,,,,,,,,1.684765,,,,,,,,,,,e2e1b70f-e9b5-40b4-9b4d-ba77f7a2bc26,45,,,"[9.2, 45.6]",2275151,1,,,,0.21192098,,Right Foot,,,"[42.2, 52.7]",High Pass,,33.755146,,Incomplete,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,4,Manchester United,1475,"['01e57258-c259-4030-af37-8c106f7235b2', '44139be1-acc9-4f29-9303-1af9ef59c817', 'dcaa869b-6091-43ed-bd1b-6a9dd663c512']",23,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:23.925,Pass,True
,,,,,,,,,,,,,,0.611774,,,,,,,,,,,01e57258-c259-4030-af37-8c106f7235b2,47,,,"[77.9, 27.4]",2275151,1,,,,0.33993036,,Right Foot,,,"[86.1, 30.3]",Low Pass,,8.6977005,,Incomplete,,Léa Le Garrec,31529.0,,,,,Recovery,1,From Throw In,Megan Connolly,23413.0,Left Center Midfield,4,Manchester United,1475,"['0b8a6267-ce72-4d75-bdc7-7640f700599b', 'd6524b91-e5b1-4958-a83a-c20a5bf65f12', 'e2e1b70f-e9b5-40b4-9b4d-ba77f7a2bc26']",25,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:25.609,Pass,
,,,,,,,,,,,,,,3.133857,,,,,,,,,,,200c2aa6-6a76-43b6-9ad9-495d238a9658,50,,,"[36.4, 43.5]",2275151,1,,,,1.0214695,,Right Foot,,,"[55.5, 74.7]",Low Pass,,36.5821,,,,Jane Ross,4653.0,,,,,Recovery,1,From Throw In,Katie Zelem,31540.0,Left Center Midfield,4,Manchester United,1475,['dac879b6-3cc3-4fe0-892d-c0d3a33daa94'],27,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:27.872,Pass,
,,,,,,,,,,,,,,1.084308,,,,,,,,,,,19f8b65c-420d-41ba-b1e7-96b799f97601,53,,,"[57.0, 73.1]",2275151,1,,,,-2.5195606,,Right Foot,,,"[46.4, 65.5]",Ground Pass,,13.043006,,,,Martha Harris,32618.0,,,,,,1,From Throw In,Jane Ross,4653.0,Right Wing,4,Manchester United,1475,['01f926f2-fba8-4698-b258-769840c91356'],33,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:33.222,Pass,
,,,,,,,,,,,,,,1.0235,,,,,,,,,,,235e57f8-c5bf-4536-a641-ccf145faf743,57,,,"[43.3, 63.9]",2275151,1,,,,-2.288988,,Right Foot,,,"[33.6, 52.8]",Ground Pass,,14.741099,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Martha Harris,32618.0,Right Back,4,Manchester United,1475,"['b9f50e6d-e7fa-4a7d-bd75-b8ce13a3a64c', 'd554e2f0-3957-4105-8a6b-07481b4895c5']",35,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:35.239,Pass,True
,,,,,,,,,,,,,,1.394064,,,,,,,,,,,305b537b-5a8d-4425-acca-0aa91a2f144f,61,,,"[33.3, 53.9]",2275151,1,,,,0.9587809,,Right Foot,,,"[40.6, 64.3]",Ground Pass,,12.706298,,,,Martha Harris,32618.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,4,Manchester United,1475,"['82f5fabd-fd33-43d4-b839-ea289ec48027', '91cfbdc2-0b9e-4a16-957d-bf629e9f4bab']",37,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:37.437,Pass,True
,,,,,,,,,,,,,,1.071429,,,,,,,,,,,6e312531-320b-4564-b046-e75f83210e0a,63,,,"[40.7, 63.2]",2275151,1,,,,0.11816835,,Right Foot,,,"[62.6, 65.8]",Ground Pass,,22.053799,,Incomplete,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Martha Harris,32618.0,Right Back,4,Manchester United,1475,"['4bb5edc4-cab7-4268-96d3-cf7ba833b0d2', 'fd657601-6480-4e33-9ca0-6350d15a8190']",38,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:38.832,Pass,
,,,,,,,,,,,,,,0.179772,,,,,,,,,,,4bb5edc4-cab7-4268-96d3-cf7ba833b0d2,65,,,"[57.5, 14.3]",2275151,1,,,,0.5880026,,Left Foot,,,"[60.8, 16.5]",Low Pass,,3.9661064,,Incomplete,,,,,,,,Recovery,1,From Throw In,Felicity Gibbons,16392.0,Left Back,4,Manchester United,1475,"['62533f23-42f1-4562-b60e-b6b5b70c5221', '6e312531-320b-4564-b046-e75f83210e0a']",39,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:39.903,Pass,
,,,,,,,,,,,,,,0.762237,,,,,,,,,,,08a73a84-7a18-47f7-9a3e-020eb69eb932,68,,,"[53.4, 11.1]",2275151,1,,,,-1.1071488,,Left Foot,,,"[58.6, 0.7]",Ground Pass,,11.627554,,Out,,Amanda Nildén,21023.0,,,,,Recovery,1,From Throw In,Felicity Gibbons,16392.0,Left Back,4,Manchester United,1475,"['335921ef-2e67-4ba1-9116-4f02e845bf0b', '7a9b8e50-200e-49c2-b2ab-af30311485ce']",42,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:42.040,Pass,True
,,,,,,,,,,,,,,1.714471,,,,,,,,,,,568d2ba3-4999-4925-85d9-0680a820daaf,73,,,"[63.6, 80.0]",2275151,2,,,,-0.21023594,,,,,"[87.5, 74.9]",High Pass,,24.438086,,Incomplete,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,5,Manchester United,1475,"['c25cc69d-a7ab-4922-b406-e7f55ebbf141', 'ee22ea31-693b-4c36-9362-0d81e36e560d']",44,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:44.675,Pass,
,,,,,,,,,,,,,,1.488249,,,,,,,,,,,40c91c34-6d3f-4775-b934-2847004c8540,83,,,"[55.3, 66.4]",2275151,2,,,,-2.3460255,,Right Foot,,,"[40.7, 51.5]",Ground Pass,,20.86073,,,,Millie Turner,31536.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Center Midfield,5,Manchester United,1475,['9ace00a4-5ebf-41b7-bd4b-43c4b9186741'],50,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:50.901,Pass,
,,,,,,,,,,,,,,2.131458,,,,,,,,,,,afc12e4d-aa91-4e8b-87af-e20d0fdd1a08,87,,,"[41.8, 44.2]",2275151,2,,,,-2.9712594,,Right Foot,,,"[16.8, 39.9]",Ground Pass,,25.367105,,,,Mary Alexandra Earps,31538.0,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,5,Manchester United,1475,['0328a3f9-c018-4fd3-a3c0-82c03752c570'],54,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:54.151,Pass,
,,,,,,,,,,,,,,2.084753,,,,,,,,,,,687f0abf-e987-467d-af4b-556916d9097a,91,,,"[25.7, 45.2]",2275151,3,,,,-1.497667,,Right Foot,,,"[27.7, 17.9]",Ground Pass,,27.373161,,,,Millie Turner,31536.0,,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,5,Manchester United,1475,"['9aea4626-45cc-4eae-af41-e791debe2bf8', 'd59628ba-681f-4b9e-b704-aee208e72947']",1,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:01.981,Pass,True
,,,,,,,,,,,,,,2.365558,,,,,,,,,,,e8c6c0ed-466b-4ecf-ae7e-15e04a18a5e1,95,,,"[29.3, 16.6]",2275151,3,,,,1.5481757,,Right Foot,,,"[30.3, 60.8]",Low Pass,,44.21131,,,,Amy Turner,31533.0,,True,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,5,Manchester United,1475,"['d60fe96a-dee7-4c7c-bae0-84134b4400de', 'ecd3b668-3ab6-43f2-bac4-7c26cd94347c']",6,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:06.642,Pass,True
,,,,,,,,,,,,,,1.33825,,,,,,,,,,,41c0fd64-b249-43e9-b043-43da96a12ca8,99,,,"[32.1, 64.3]",2275151,3,,,,0.18301189,,Right Foot,,,"[68.3, 71.0]",High Pass,,36.814808,,,,Jane Ross,4653.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,5,Manchester United,1475,"['59b78d8b-cf0f-45b0-a382-ba1ed91916c0', '94065e05-0fb6-4dc4-9bd0-0a6e5426d7fb']",11,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:11.366,Pass,True
,,,,,,,,,,,,,,1.113621,,,,,,,,,,,e8804d54-495a-492e-b7f1-451ef0f74a94,101,,,"[70.4, 70.7]",2275151,3,,,,-2.748142,,Head,,,"[49.2, 61.9]",High Pass,,22.953867,,,,Hayley Ladd,19501.0,,,,,,1,From Throw In,Jane Ross,4653.0,Right Wing,5,Manchester United,1475,['21fbf668-baa1-4e5d-814a-910f295a76e3'],12,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:12.752,Pass,
,,,,,,,,,,,,,,1.324787,,,,,,,,,,,ac8abfb1-4b19-431e-9edb-d2c3f4c58979,104,,,"[48.0, 63.2]",2275151,3,,,,3.1265562,,Right Foot,,,"[34.7, 63.4]",Ground Pass,,13.301504,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Center Midfield,5,Manchester United,1475,['7a0a3498-e094-494b-8021-9484044574e7'],15,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:15.866,Pass,
,,,,,,,,,,,,,,0.825354,,,,,,,,,,,093ca7f4-3b31-4dea-8ce8-6a629acd7033,107,,,"[34.7, 63.4]",2275151,3,,,,0.6958182,,Right Foot,,,"[43.8, 71.0]",Ground Pass,,11.856222,,,,Hayley Ladd,19501.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,5,Manchester United,1475,['571a7998-63b3-4137-990f-0865e026d553'],17,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:17.474,Pass,
,,,,,,,,,,,,,,4.377457,,,,,,,,,,,8e83bfce-01d9-4892-90d8-bedf5ad8f11b,110,,,"[44.4, 71.0]",2275151,3,,,,0.104784146,,Right Foot,,,"[100.5, 76.9]",High Pass,,56.409397,,Incomplete,,Martha Harris,32618.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Center Midfield,5,Manchester United,1475,"['1a4109be-99fe-4d90-a7ee-c0aa9b6dc378', '7908ca1a-551b-4ad9-8a40-ede7534dc613']",19,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:19.831,Pass,
,,,,,,,,,,,,,,1.721752,,,,,,,,,,,d10da854-04e5-4e2f-bd6b-29cabb81fcfd,114,,,"[100.0, 80.0]",2275151,3,,,,-0.44418535,,,,,"[116.6, 72.1]",High Pass,,18.38396,,,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,6,Manchester United,1475,['9ab5bfc0-225a-49a3-a541-1431ef7a5abc'],34,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:34.675,Pass,
,,,,,,,,,,,,,,1.945444,,,,,,,,,,,94797e2d-bc36-4ec4-ba1d-72d84bff912e,120,,,"[120.0, 80.0]",2275151,3,,,,-1.7580259,cc8042cc-1b2c-453f-b635-3915795e15c4,Right Foot,,,"[112.1, 38.3]",High Pass,,42.441723,,,True,Amy Turner,31533.0,True,True,Outswinging,,Corner,1,From Corner,Katie Zelem,31540.0,Left Center Midfield,7,Manchester United,1475,['ef61fa76-2491-42be-b7ff-6011df42c490'],59,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:59.971,Pass,
,,,,,,,,,,,,,,1.022143,,,,,,,,,,,8b339ade-d8fb-4015-90e3-e19192f0aa80,127,,,"[73.1, 0.1]",2275151,4,,,,0.39305803,,,,,"[81.3, 3.5]",High Pass,,8.876936,,,,Lauren James,31531.0,,,,,Throw-in,1,From Throw In,Kirsty Smith,10196.0,Left Back,8,Manchester United,1475,['b2ac9dfe-f54b-4aa4-8042-e3bcd7e221cd'],20,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:20.795,Pass,
,,,,,,,,,,,,,,0.642407,,,,,,,,,,,984b328d-17fe-45b4-842d-bfa91eb54508,134,,,"[43.0, 72.0]",2275151,4,,,,0.0,,Right Foot,,,"[53.6, 72.0]",Ground Pass,,10.6,,,,Kayleigh Green,16400.0,,,,,,1,Regular Play,Danielle Buet,20034.0,Right Center Midfield,9,Brighton & Hove Albion WFC,965,['b894fe51-b0a1-4419-82a2-9e828a52f244'],24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:24.316,Pass,
,,,,,,,,,,,,,,1.273486,,,,,,,,,,,db3bd3a7-5e5a-47a8-9bd2-1822c0d481f4,137,,,"[53.2, 72.0]",2275151,4,,,,2.3669467,,Right Foot,,,"[48.5, 76.6]",Ground Pass,,6.576473,,,,Kirsty Barton,19414.0,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Midfield,9,Brighton & Hove Albion WFC,965,['2e55b598-f2cb-406d-8b67-b415ba195a87'],24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:24.999,Pass,
,,,,,,,,,,,,,,4.033391,,,,,,,,,,,8b7cf8ca-69a5-4fba-ac9a-54c5f3f1ee7c,141,,,"[48.4, 79.2]",2275151,4,,,,-0.052217297,,Right Foot,,,"[77.1, 77.7]",Low Pass,,28.739172,,Out,,,,,,,,,1,Regular Play,Kirsty Barton,19414.0,Right Back,9,Brighton & Hove Albion WFC,965,['43e1b106-c168-4f10-a2e3-fce2ca10806a'],27,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:04:27.270,Pass,True
