bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.45913,,,,,,,,,,,,62a9e50e-adbe-46dd-a4bc-5c87a0c2455d,19,,"[46.2, 41.0]",2275073,0,,,,-2.36554,,Left Foot,,,,"[35.4, 30.4]",,Ground Pass,,15.132746,,,Danielle Turner,15571.0,,,,,Recovery,1,Regular Play,Inessa Kaagman,15579.0,Right Defensive Midfield,3,Everton LFC,967,"['46177277-85ef-44ec-a3fc-e2eb4ae3efcf', '795ab317-54b9-4a59-bede-5824fcd2097a']",10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:10.991,Pass,True
,,,,,,,,,,,,,,,,,1.069693,,,,,,,,,,,,ce4af1c6-7983-4530-bcb0-35cde5bc0d51,22,,"[42.0, 24.0]",2275073,0,,,,-1.0781714,,Right Foot,,,,"[49.3, 10.4]",,Ground Pass,,15.435349,,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,3,Everton LFC,967,['98835bfc-fb64-4f2f-9a36-2a38618ddfb3'],14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:14.105,Pass,
,,,,,,,,,,,,,,,,,2.58495,,,,,,,,,,,,a46ea9dd-33f0-4776-b251-b271943e660a,27,,"[57.4, 80.0]",2275073,0,,,,-1.813444,,,,,,"[49.9, 49.7]",,High Pass,,31.21442,,,Chloe Peplow,16397.0,,,,,Throw-in,1,From Throw In,Ashleigh Neville,4848.0,Right Back,4,Tottenham Hotspur Women,749,['66df5206-3ad5-4388-8df6-7b84bb945f48'],30,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:30.387,Pass,
,,,,,,,,,,,,,,,,,2.039102,,,,,,,,,,,,e6338403-bcf6-4cd1-a14f-bed07f52fca0,30,,"[49.9, 49.7]",2275073,0,,,,-2.3710082,,Right Foot,,,,"[36.2, 36.4]",,Ground Pass,,19.093979,,,Anna Filbey,31703.0,,,,,,1,From Throw In,Chloe Peplow,16397.0,Left Defensive Midfield,4,Tottenham Hotspur Women,749,['34a8f8f6-9ed6-4712-8565-fdba5f709e73'],33,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:33.077,Pass,
,,,,,,,,,,,,,,,,,1.664211,,,,,,,,,,,,c4c25e12-1b83-4741-b3bb-6a2ad9a6b4c8,34,,"[36.4, 36.6]",2275073,0,,,,-1.3181181,,Right Foot,,,,"[42.7, 12.2]",,Ground Pass,,25.2002,,,Emma Mukandi,18998.0,,,,,,1,From Throw In,Anna Filbey,31703.0,Left Center Back,4,Tottenham Hotspur Women,749,['1240a751-a70a-4fd7-b593-d40ea30c6505'],35,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:35.270,Pass,
,,,,,,,,,,,,,,,,,0.895088,,,,,,,,,,,,0d70be18-0b52-428a-a37e-02069a232d40,38,,"[42.0, 12.2]",2275073,0,,,,0.99762315,,Left Foot,,,,"[49.1, 23.2]",,Ground Pass,,13.092364,,,Chloe Peplow,16397.0,,,,,,1,From Throw In,Emma Mukandi,18998.0,Left Back,4,Tottenham Hotspur Women,749,"['4dfd9e4f-aa8e-4db3-9e01-8dd5cdba906d', 'e6152204-92a6-4c2e-9750-237df682cf6e']",37,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:37.165,Pass,True
,,,,,,,,,,,,,,,,,1.415192,,,,,,,,,,,,114ed749-1be0-47aa-a1f6-d6d3bd39ae47,41,,"[49.3, 23.0]",2275073,0,,,,-0.9058879,,Left Foot,,,,"[59.1, 10.5]",,Ground Pass,,15.883639,,Incomplete,Ria Percival,18145.0,,,,,,1,From Throw In,Chloe Peplow,16397.0,Left Defensive Midfield,4,Tottenham Hotspur Women,749,"['6303d7c1-b96a-4508-8281-5982f44ad375', '8efe3896-b6fa-49b2-9091-3c316a5a698d']",38,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:38.100,Pass,
,,,,,,,,,,,,,,,,,1.369653,,,,,,,,,,,,bbb48a70-153f-49cb-a599-040b617af29c,47,,"[76.4, 51.9]",2275073,0,,,,-1.0432627,,Right Foot,,,,"[83.1, 40.4]",,Low Pass,,13.309395,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,From Throw In,Simone Magill,15559.0,Center Forward,4,Tottenham Hotspur Women,749,"['2e2a6e0e-6bbc-471a-a7ba-e8ea6fc73b84', 'b9b58917-1ddf-4795-89df-34a53b4ee9b6']",42,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:42.651,Pass,
,,,,,,,,,,,,,,,,,1.90324,,,,,,,,,,,,81dafc0d-7643-4073-ad3d-5ef959f60d06,56,,"[87.2, 17.7]",2275073,0,,,,-0.54802394,,Left Foot,,,,"[102.6, 8.3]",,Ground Pass,,18.042173,,Incomplete,Danielle Turner,15571.0,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Right Defensive Midfield,4,Tottenham Hotspur Women,749,"['2777ed43-4828-4fe6-8c44-ac70fdfffddd', 'd279f566-f76b-4826-b604-06859168ab2d']",48,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:48.304,Pass,
,,,,,,,,,,,,,,,,,1.012062,,,,,,,,,,,,fde60a07-da6b-4a85-a66a-8ff550b60245,61,,"[8.7, 72.2]",2275073,0,,,,-2.130736,,Left Foot,,,,"[4.5, 65.5]",,Ground Pass,,7.9075913,,,Ashleigh Neville,4848.0,,,,,,1,From Throw In,Rosella Ayane,21048.0,Right Wing,4,Tottenham Hotspur Women,749,"['1733fa51-cca8-470a-b85c-c5010fb3b607', '7258ecd7-402d-4cbb-bb55-17072733d5d5']",52,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:52.734,Pass,True
,,,,,,,,,,,,,,,,,2.262165,,,,,,,,,,,,bd4aaf37-d97e-4b69-bc0e-169e705950e2,64,,"[3.9, 66.8]",2275073,0,,,,0.2588565,,Right Foot,,,,"[36.0, 75.3]",,High Pass,,33.206326,,Incomplete,,,,,,,,1,From Throw In,Ashleigh Neville,4848.0,Right Back,4,Tottenham Hotspur Women,749,"['6bfb1244-9f16-419e-a73e-a95549b7f2c8', 'ad059eb0-7510-4f25-b6eb-c7a22a9b416e']",53,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:53.746,Pass,True
,,,,,,,,,,,,,,,,,0.887048,,,,,,,,,,,,6bfb1244-9f16-419e-a73e-a95549b7f2c8,65,,"[84.1, 4.8]",2275073,0,,,,2.8555412,,Right Foot,,,,"[75.6, 7.3]",,Low Pass,,8.860023,,,Maéva Clemaron,31713.0,,,,,Recovery,1,Regular Play,Inessa Kaagman,15579.0,Right Defensive Midfield,5,Everton LFC,967,"['ae9ff040-e774-4cc0-9dda-3632c3778dc5', 'bd4aaf37-d97e-4b69-bc0e-169e705950e2']",56,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:56.008,Pass,
,,,,,,,,,,,,,,,,,1.791784,,,,,,,,,,,,47d5e1f0-cd86-4826-a43c-4ec284119fbb,71,,"[74.7, 0.1]",2275073,1,,,,2.793654,,,,,,"[55.4, 7.1]",,High Pass,,20.530222,,,Gabrielle George,15575.0,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,6,Everton LFC,967,['1b31cfd8-5706-4c8a-a9d9-546c62192ab2'],4,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:04.257,Pass,
,,,,,,,,,,,,,,,,,0.942692,,,,,,,,,,,,6647b620-f8a5-4944-b737-9bcb6dffaf00,75,,"[62.6, 8.4]",2275073,1,,,,0.3426204,,Left Foot,,,,"[78.3, 14.0]",,Ground Pass,,16.668833,,,Inessa Kaagman,15579.0,,,,,,1,From Throw In,Gabrielle George,15575.0,Left Center Back,6,Everton LFC,967,"['68f93dcc-7618-44d0-a700-7a3e4bf852cb', 'c5db7ee7-1b47-43bf-abe3-ef27ac56d102']",9,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:09.705,Pass,True
,,,,,,,,,,,,,,,,,0.901952,,,,,,,,,,,,f405da72-73b3-41d6-b442-4c54da006f91,79,,"[77.5, 18.3]",2275073,1,,,,1.5182133,,Right Foot,,,,"[78.5, 37.3]",,Low Pass,,19.026299,,,Lucy Hope,16386.0,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Right Defensive Midfield,6,Everton LFC,967,"['cb53930d-bc7e-4475-813d-e6e090d02601', 'f92666c3-ad6a-404f-ad38-36b70453d83c']",13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:13.363,Pass,True
,,,,,,,,,,,,,,,,,2.790855,,,,,,,,,,,,b5a8967e-6b33-45cd-870a-b53af1fe6987,83,,"[84.3, 38.3]",2275073,1,,,,-0.16057728,,Right Foot,,,,"[112.7, 33.7]",,Ground Pass,,28.770123,,Incomplete,Chloe Kelly,15570.0,,,Through Ball,True,,1,From Throw In,Lucy Hope,16386.0,Right Wing,6,Everton LFC,967,"['ac0f41d9-e001-4384-84bc-242b418b21bf', 'f0c83f57-c31b-4bf2-b740-1c146704c0da', 'f5fe3a89-d225-4461-ac14-e7e7b27c39fa']",15,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:15.019,Pass,True
,,,,,,,,,,,,,,,,,1.475519,,,,,,,,,,,,22359cce-3bd2-44af-9661-174db4f4ce8d,90,,"[8.9, 47.0]",2275073,2,,,,-1.5458015,,Right Foot,,,,"[9.3, 31.0]",,Ground Pass,,16.005,,,Anna Filbey,31703.0,,,,,Free Kick,1,From Free Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,8,Tottenham Hotspur Women,749,['133d418b-fa69-45f6-8ee8-40e59d01da63'],21,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:21.518,Pass,
,,,,,,,,,,,,,,,,,0.736034,,,,,,,,,,,,37162d63-35ac-4c5a-9d77-cdd729bed192,94,,"[14.5, 21.0]",2275073,2,,,,0.560687,,Right Foot,,,,"[23.1, 26.4]",,Ground Pass,,10.154801,,,Chloe Peplow,16397.0,,,,,,1,From Free Kick,Anna Filbey,31703.0,Left Center Back,8,Tottenham Hotspur Women,749,"['41725406-1070-4f27-abb9-06f314e545c9', 'f1bb05d7-3067-40d3-813a-5278051f0ead']",26,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:26.410,Pass,True
,,,,,,,,,,,,,,,,,1.664097,,,,,,,,,,,,48aa9907-5665-4201-aa6c-9a2bc09926cb,98,,"[20.6, 25.7]",2275073,2,,,,2.4264152,,Right Foot,,,,"[3.1, 40.9]",,Ground Pass,,23.179518,,,Rebecca Leigh Spencer,18158.0,,,,,,1,From Free Kick,Chloe Peplow,16397.0,Left Defensive Midfield,8,Tottenham Hotspur Women,749,"['02b88892-a65d-4873-aa04-9168c500ce3f', 'b8b018f6-5d26-4295-9641-c21617a729bc']",28,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:28.205,Pass,True
,,,,,,,,,,,,,,,,,2.549018,,,,,,,,,,,,02bff3d4-a43f-4352-829a-12b25e4c17f9,102,,"[2.4, 42.2]",2275073,2,,,,0.58016574,,Right Foot,,,,"[46.8, 71.3]",,High Pass,,53.086437,,Incomplete,Rosella Ayane,21048.0,,,,,,1,From Free Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,8,Tottenham Hotspur Women,749,"['5e7a7610-bbc2-40d8-ad11-358988df8bd2', '7e889a84-0bcf-422c-a2c4-ef496674eebb', 'd5ef2c94-1646-4ca5-b562-9b35ac8b08a8']",31,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:31.387,Pass,True
,,,,,,,,,,,,,,,,,1.387659,,,,,,,,,,,,7e889a84-0bcf-422c-a2c4-ef496674eebb,104,,"[73.3, 8.8]",2275073,2,,,,1.2878194,,Head,,,,"[77.4, 22.9]",,Low Pass,,14.684005,,,Inessa Kaagman,15579.0,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,9,Everton LFC,967,"['02bff3d4-a43f-4352-829a-12b25e4c17f9', 'c5918432-6248-4b35-8326-53e03cffe218']",33,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:33.936,Pass,
,,,,,,,,,,,,,,,,,0.875638,,,,,,,,,,,,501a37a4-2d48-4d86-a6e4-1aed0265c228,108,,"[77.2, 23.3]",2275073,2,,,,2.7682164,,Left Foot,,,,"[67.5, 27.1]",,Low Pass,,10.417773,,,Maéva Clemaron,31713.0,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Right Defensive Midfield,9,Everton LFC,967,"['4e1e8eb0-731b-4005-9243-0f0e27516bd7', 'b1be2532-9cf5-45d2-b83d-4589021e26ca']",35,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:35.364,Pass,True
,,,,,,,,,,,,,,,,,1.583552,,,,,,,,,,,,925a4bdb-d58e-4527-b792-344b40d28776,111,,"[67.5, 26.9]",2275073,2,,,,0.17644054,,Right Foot,,,,"[80.4, 29.2]",,Ground Pass,,13.103435,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Maéva Clemaron,31713.0,Left Defensive Midfield,9,Everton LFC,967,"['2b2a5e7d-4252-4019-8e65-f256aa879001', '33337942-c747-488a-82bf-18128b00962b']",36,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:36.279,Pass,
,,,,,,,,,,,,,,,,,1.186033,,,,,,,,,,,,01e2e4dc-25b8-4089-ad3f-bf2b9f169244,120,,"[29.3, 49.5]",2275073,2,,,,-3.1071236,,Right Foot,,,,"[17.7, 49.1]",,Ground Pass,,11.6068945,,,Hannah Godfrey,31552.0,,,,,,1,Regular Play,Chloe Peplow,16397.0,Left Defensive Midfield,10,Tottenham Hotspur Women,749,"['56485644-976a-4d37-8377-cdf9797a3568', 'ed293a5c-9698-4c1a-ae7d-c7edb33418da']",40,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:40.258,Pass,True
,,,,,,,,,,,,,,,,,1.714469,,,,,,,,,,,,3f034ff6-40a2-4847-8eea-b09e41ee325c,123,,"[14.5, 48.2]",2275073,2,,,,-2.8223867,,Right Foot,,,,"[2.7, 44.3]",,Ground Pass,,12.427792,,,Rebecca Leigh Spencer,18158.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,10,Tottenham Hotspur Women,749,['8e87600d-b138-424b-93b5-ad543f9e8ceb'],41,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:41.814,Pass,
,,,,,,,,,,,,,,,,,2.442265,,,,,,,,,,,,2acd8d13-b019-41a1-839f-b944435950e9,127,,"[4.5, 40.7]",2275073,2,,,,-0.85636884,,Right Foot,,,,"[33.9, 6.8]",,High Pass,,44.87282,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,10,Tottenham Hotspur Women,749,"['22591d3a-a47a-4923-92f3-ae8b0b2d026a', '9f61c99a-9ec3-4c76-ad7e-1e0147ee22cd']",45,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:45.380,Pass,True
,,,,,,,,,,,,,,,,,1.359105,,,,,,,,,,,,05b9524d-43e2-4f05-acbd-93353856f072,134,,"[70.8, 77.9]",2275073,2,,,,0.14784937,,Left Foot,,,,"[84.9, 80.0]",,Ground Pass,,14.255526,,Out,Lucy Hope,16386.0,,,,,,1,Regular Play,Chantelle Boye-Hlorkah,15556.0,Left Wing,10,Tottenham Hotspur Women,749,['39836ddb-0366-4bb3-82f7-ddaf213ee28f'],50,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:50.772,Pass,
,,,,,,,,,,,,,,,,,1.002408,,,,,,,,,,,,8d5eb3ac-9c85-46d2-a5ea-99d4eff89b7c,137,,"[33.9, 0.1]",2275073,2,,,,0.7076332,,,,,,"[42.2, 7.2]",,Low Pass,,10.922454,,,Gemma Suzanne Davison,15721.0,,,,,Throw-in,1,From Throw In,Emma Mukandi,18998.0,Left Back,11,Tottenham Hotspur Women,749,['527810be-2cba-430c-b361-8ba580e2f66a'],58,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:58.608,Pass,
,,,,,,,,,,,,,,,,,1.630224,,,,,,,,,,,,00f849e7-bdfb-4b72-9d6b-7798069b67f7,140,,"[41.8, 6.8]",2275073,2,,,,-0.13102792,,Right Foot,,,,"[54.7, 5.1]",,Low Pass,,13.011534,,,Rianna Dean,31702.0,,,,,,1,From Throw In,Gemma Suzanne Davison,15721.0,Center Attacking Midfield,11,Tottenham Hotspur Women,749,"['16be1473-8195-41e4-a660-60afd90b6eda', '4e04f78e-9756-43c0-a047-a05a6903f0d3']",59,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:59.610,Pass,True
,,,,,,,,,,,,,,,,,0.682261,,,,,,,,,,,,5277b05e-7ac6-4cfa-9269-9e6d2d9aa1e1,144,,"[49.1, 6.0]",2275073,3,,,,2.3191743,,Right Foot,,,,"[42.6, 13.0]",,Ground Pass,,9.552486,,,Josie Green,4865.0,,,,,,1,From Throw In,Rianna Dean,31702.0,Center Forward,11,Tottenham Hotspur Women,749,['e81dd476-0954-493b-ba3e-580949176c7a'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:03.018,Pass,
