50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.930903,,,,,,,,,,,1febd0a4-4b67-4275-8c26-ce14297cb534,19,,"[50.9, 15.7]",2275027,0,,,,,-2.5386906,,Right Foot,,,"[37.1, 6.2]",,High Pass,,16.753805,,,,,Felicity Gibbons,16392.0,,,,,Recovery,1,From Kick Off,Danielle Buet,20034.0,Right Center Midfield,2,Brighton & Hove Albion WFC,965,['abe6fea7-8670-4c3e-87a1-c672c9d8dd27'],8,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:08.575,Pass,
,,,,,,,,,,,,,,1.425418,,,,,,,,,,,557cba98-5ef0-4431-b113-4e86e0ca2f0e,23,,"[37.4, 6.7]",2275027,0,,,,,-0.104589336,,Right Foot,,,"[55.5, 4.8]",,High Pass,,18.199451,,,,,Kayleigh Green,16400.0,,,,,,1,From Kick Off,Felicity Gibbons,16392.0,Left Back,2,Brighton & Hove Albion WFC,965,"['44872302-aa96-4dfe-9179-13d10d0e2bae', '682df7aa-564b-4f50-94a8-d5d461317803']",11,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.538,Pass,True
,,,,,,,,,,,,,,1.95152,,,,,,,,,,,7f20b1a4-c7c5-45a5-8c4c-bd088705c936,25,,"[55.5, 4.8]",2275027,0,,,,,0.045839425,,Head,,,"[66.4, 5.3]",,Low Pass,,10.911462,,,,,Iniabasi Anefiok Umotong,16378.0,,,,,,1,From Kick Off,Kayleigh Green,16400.0,Right Wing,2,Brighton & Hove Albion WFC,965,['023bac67-5c12-4e67-8925-0b423492908d'],12,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:12.963,Pass,
,,,,,,,,,,,,,,1.756658,,,,,,,,,,,d291033a-86c7-4236-80c3-4904718e5243,29,,"[61.5, 6.7]",2275027,0,,,,,1.1689256,,Right Foot,,,"[68.3, 22.7]",,High Pass,,17.385052,,,,,Megan Connolly,23413.0,,,,,,1,From Kick Off,Iniabasi Anefiok Umotong,16378.0,Center Forward,2,Brighton & Hove Albion WFC,965,"['5a81bd13-b5bb-4553-b02e-0e3d8175bdb7', 'a764247a-2618-4961-811b-37dbc365d094']",16,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:16.168,Pass,True
,,,,,,,,,,,,,,0.9,,,,,,,,,,,b8513f7c-23c3-4e7c-9afc-8a193b31152d,33,,"[49.7, 62.2]",2275027,0,,,,,2.878598,,Right Foot,,,"[41.9, 64.3]",,Low Pass,,8.077747,,,,,Abbey-Leigh Stringer,15573.0,,,,,Recovery,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,3,Everton LFC,967,['f5aa5de6-78a1-4706-abfd-dcaab3f923db'],18,,,,,,,,,,,,,,,,Everton LFC,967,00:00:18.819,Pass,
,,,,,,,,,,,,,,0.858656,,,,,,,,,,,b8a89acc-e0d0-4461-97eb-19ad61a2053a,36,,"[41.4, 68.7]",2275027,0,,,,,3.1045725,,Right Foot,,,"[30.6, 69.1]",,Ground Pass,,10.8074045,,,,,Taylor Hinds,19687.0,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Center Midfield,3,Everton LFC,967,['4facea3e-08b0-41ba-b783-46131ceb067c'],20,,,,,,,,,,,,,,,,Everton LFC,967,00:00:20.942,Pass,
,,,,,,,,,,,,,,0.216133,,,,,,,,,,,2a0b5d4a-c0b5-42a7-9b53-1064ce69b5e7,40,,"[32.2, 65.3]",2275027,0,,,,,0.6240231,,Left Foot,,,"[34.7, 67.1]",,Ground Pass,,3.0805843,,,Incomplete,,Abbey-Leigh Stringer,15573.0,,,,,,1,Regular Play,Taylor Hinds,19687.0,Right Back,3,Everton LFC,967,"['10090085-2f53-4bc2-9e6b-09cf1a0df8e8', '3d63b099-36e2-45cc-8737-844c5d3bc3ad', '5051b379-eafa-428f-aa3e-dee52dacf638']",22,,,,,,,,,,,,,,,,Everton LFC,967,00:00:22.493,Pass,True
,,,,,,,,,,,,,,1.55795,,,,,,,,,,,319732d8-0af1-4f19-a03b-3a6480abd190,43,,"[96.1, 26.8]",2275027,0,,,,,1.3032912,72fdac90-cc7a-4e11-af0a-27afaab3db9a,Right Foot,,,"[99.8, 40.3]",,Ground Pass,,13.997857,,,,,Aileen Whelan,16374.0,True,,,,Recovery,1,Regular Play,Kayleigh Green,16400.0,Right Wing,4,Brighton & Hove Albion WFC,965,['2a1947ea-e355-4faf-be17-0f79df86154b'],25,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:25.286,Pass,
,,,,,,,,,,,,,,1.077537,,,,,,,,,,,2c69ec4a-e6b4-419b-a6b4-9add5a5dcbc8,47,,"[12.4, 44.6]",2275027,0,,,,,1.4627846,,Keeper Arm,,,"[13.3, 52.9]",,Ground Pass,,8.348653,,,,,Megan Finnigan,18254.0,,,,,,1,From Keeper,Alexandra MacIver,34360.0,Goalkeeper,6,Everton LFC,967,['3a7d6102-cf1d-4074-aefe-f39819d370ed'],36,,,,,,,,,,,,,,,,Everton LFC,967,00:00:36.774,Pass,
,,,,,,,,,,,,,,1.637261,,,,,,,,,,,bb2580a7-f682-4631-8cc2-8c15eb9b8050,50,,"[13.8, 52.9]",2275027,0,,,,,-1.5707964,,Right Foot,,,"[13.8, 23.2]",,Ground Pass,,29.7,,,,,Gabrielle George,15575.0,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,7,Everton LFC,967,['b96d61a0-eaeb-424c-baa0-243c514832da'],39,,,,,,,,,,,,,,,,Everton LFC,967,00:00:39.602,Pass,
,,,,,,,,,,,,,,2.065622,,,,,,,,,,,d0ed3c9e-7d69-49ac-8910-02e50e1840f7,53,,"[15.6, 20.8]",2275027,0,,,,,-0.102729864,,Left Foot,,,"[64.1, 15.8]",,High Pass,,48.75705,,,Incomplete,,Chantelle Boye-Hlorkah,15556.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,8,Everton LFC,967,"['b513bff7-d926-480c-ae1f-c9cb367226fe', 'f82700e1-c935-488d-87ef-78d36e6d89a0']",42,,,,,,,,,,,,,,,,Everton LFC,967,00:00:42.986,Pass,
,,,,,,,,,,,,,,2.403805,,,,,,,,,,,b513bff7-d926-480c-ae1f-c9cb367226fe,55,,"[56.0, 64.3]",2275027,0,,,,,-1.5473632,,Other,,,"[56.3, 51.5]",,High Pass,,12.803515,,,,,Megan Connolly,23413.0,,,,,Recovery,1,Regular Play,Kirsty Barton,19414.0,Right Back,9,Brighton & Hove Albion WFC,965,"['15d639ca-51dd-44a2-85cf-6fa592baa230', 'd0ed3c9e-7d69-49ac-8910-02e50e1840f7']",45,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:45.051,Pass,
,,,,,,,,,,,,,,2.050551,,,,,,,,,,,3aa4c30f-138b-43f4-8876-6814065995d4,61,,"[49.1, 53.9]",2275027,0,,,,,-2.1171563,,Right Foot,,,"[31.1, 24.3]",,Low Pass,,34.643326,,,,,Maya Le Tissier,22337.0,,,,,Free Kick,1,From Free Kick,Danielle Buet,20034.0,Right Center Midfield,10,Brighton & Hove Albion WFC,965,['78b89d6a-b538-4b7c-ac99-35438c71546f'],59,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:59.470,Pass,
,,,,,,,,,,,,,,2.388786,,,,,,,,,,,0715465e-de4b-4b3a-a685-6e0c11e2b11f,64,,"[32.4, 25.5]",2275027,1,,,,,1.1340623,,Right Foot,,,"[56.3, 76.7]",,High Pass,,56.50354,,,,,Kirsty Barton,19414.0,,True,,,,1,From Free Kick,Maya Le Tissier,22337.0,Left Center Back,10,Brighton & Hove Albion WFC,965,['96a8d796-31a7-4f35-8b52-7bfcb734b4b7'],3,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:03.620,Pass,
,,,,,,,,,,,,,,0.975879,,,,,,,,,,,ba0710c7-6731-4dc5-994f-d4d422c19d20,67,,"[56.8, 75.6]",2275027,1,,,,,-0.7546386,,Right Foot,,,"[63.5, 69.3]",,Ground Pass,,9.196738,,,Incomplete,,Aileen Whelan,16374.0,,,,,,1,From Free Kick,Kirsty Barton,19414.0,Right Back,10,Brighton & Hove Albion WFC,965,"['0b1165a6-ac7b-43e2-8df1-e0af2a7badef', 'c0667a47-dee7-4a51-8bb5-ca224a6b21c4']",7,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:07.389,Pass,
,,,,,,,,,,,,,,0.845673,,,,,,,,,,,c849bd4a-664c-485e-81f3-337a1054ab56,73,,"[62.8, 15.7]",2275027,1,,,,,0.6084601,,Right Foot,,,"[71.7, 21.9]",,Ground Pass,,10.846659,,,,,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,11,Everton LFC,967,"['219c7108-1d00-49d9-88c4-f9d80bd95341', '234b4678-7433-4dae-8da7-ebb60d02fd77']",11,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.371,Pass,True
,,,,,,,,,,,,,,0.647192,,,,,,,,,,,c84617c9-1ff0-41c8-a684-9c1467e7b737,77,,"[72.0, 22.3]",2275027,1,,,,,2.7781994,,Left Foot,,,"[64.9, 25.0]",,Ground Pass,,7.5960517,,,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Forward,11,Everton LFC,967,"['efceb9d9-a06a-4feb-8a6a-049989cc66d5', 'f54d7448-7d18-4be7-9fa6-4631cb95b1a5']",12,,,,,,,,,,,,,,,,Everton LFC,967,00:01:12.377,Pass,True
,,,,,,,,,,,,,,7.310173,,,,,,,,,,,52b97b08-a022-410b-8d4b-17224d553a0a,80,,"[65.1, 25.8]",2275027,1,,,,,0.9823625,,Left Foot,,,"[100.8, 79.3]",,High Pass,,64.3175,,,Out,,Molly Pike,31564.0,,True,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,11,Everton LFC,967,['ab88e856-81a0-4a64-a3c2-484f7d2ffaa5'],13,,,,,,,,,,,,,,,,Everton LFC,967,00:01:13.214,Pass,
,,,,,,,,,,,,,,0.768131,,,,,,,,,,,933cdecd-3784-4b42-bf5d-1df18b9715af,84,,"[27.1, 0.1]",2275027,2,,,,,1.5214537,,,,,"[27.5, 8.2]",,Low Pass,,8.109871,,,,,Danielle Buet,20034.0,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,12,Brighton & Hove Albion WFC,965,['0fbf3b4b-b0b1-4127-a372-b3a1686293a7'],2,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:02.479,Pass,
,,,,,,,,,,,,,,1.099653,,,,,,,,,,,09e480d8-30c8-4e92-9b93-3a33c37db466,86,,"[27.5, 8.2]",2275027,2,,,,,-1.5011418,,Right Foot,,,"[27.8, 3.9]",,Low Pass,,4.3104525,,,,,Felicity Gibbons,16392.0,,,,,,1,From Throw In,Danielle Buet,20034.0,Right Center Midfield,12,Brighton & Hove Albion WFC,965,['0a92ddbc-b6d4-4be1-a4dd-82fcbdddd3e8'],3,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:03.247,Pass,
,,,,,,,,,,,,,,2.270654,,,,,,,,,,,0998342b-1e3a-4941-863d-1b73702bdbda,89,,"[27.8, 3.8]",2275027,2,,,,,0.5831795,,Left Foot,,,"[42.2, 13.3]",,High Pass,,17.251377,,,Incomplete,,Megan Connolly,23413.0,,,,,,1,From Throw In,Felicity Gibbons,16392.0,Left Back,12,Brighton & Hove Albion WFC,965,"['16368f63-13fe-4cad-b484-a33b39883acb', '7513245d-a1d6-489f-a371-c0383d014fe8', 'cff8d124-ce52-4945-b43a-2b95d06669be']",4,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:04.347,Pass,True
,,,,,,,,,,,,,,1.472932,,,,,,,,,,,cff8d124-ce52-4945-b43a-2b95d06669be,92,,"[77.9, 66.8]",2275027,2,,,,True,-0.3708913,,,,,"[92.3, 61.2]",,High Pass,,15.450566,,,,,Inessa Kaagman,15579.0,,,,,Recovery,1,From Throw In,Lucy Hope,16386.0,Center Attacking Midfield,12,Brighton & Hove Albion WFC,965,"['015194d3-e2a3-4c68-ab16-b414a5c0dd79', '0998342b-1e3a-4941-863d-1b73702bdbda', '0b7435ba-5ede-4c2a-bff0-c70c031fe188']",6,,,,,,,,,,,,,,,,Everton LFC,967,00:02:06.618,Pass,True
,,,,,,,,,,,,,,3.510619,,,,,,,,,,,37ff0d6f-ebc1-483a-9ea5-7077e72a188f,95,,"[92.3, 61.2]",2275027,2,,,,,-1.5744195,,Right Foot,,,"[92.2, 33.6]",,Low Pass,,27.600182,True,,Incomplete,,Chantelle Boye-Hlorkah,15556.0,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Center Forward,12,Brighton & Hove Albion WFC,965,"['636fcc29-cba2-48a6-89ea-c777229e673b', 'effebe75-ae63-4dcd-85d3-6e28c173296f']",8,,,,,,,,,,,,,,,,Everton LFC,967,00:02:08.192,Pass,
,,,,,,,,,,,,,,2.081788,,,,,,,,,,,85c9a0de-7eb4-468a-ba85-b75b55e19062,99,,"[24.9, 55.3]",2275027,2,,,,,-2.8214219,,Right Foot,,,"[5.9, 49.0]",,Ground Pass,,20.017242,,,,,Megan Walsh,15709.0,,,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,12,Brighton & Hove Albion WFC,965,['ae28eff6-37e5-441f-bcd4-8d4dc59b7799'],13,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:13.526,Pass,
,,,,,,,,,,,,,,2.021545,,,,,,,,,,,820ed8ea-6816-436e-ab3d-ba925cf694f0,103,,"[7.2, 58.0]",2275027,2,,,,,0.2477845,,Right Foot,,,"[49.1, 68.6]",,High Pass,,43.22002,,,Incomplete,,,,,,,,,1,From Throw In,Megan Walsh,15709.0,Goalkeeper,12,Brighton & Hove Albion WFC,965,"['0e01bd74-a07d-4ef1-b721-bb14938c93e9', 'd7dbbccd-dd34-4ac8-ad28-1f5735e8efae']",17,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:17.677,Pass,True
,,,,,,,,,,,,,,1.787386,,,,,,,,,,,0e01bd74-a07d-4ef1-b721-bb14938c93e9,104,,"[71.0, 11.5]",2275027,2,,,,,-0.4241944,,Head,,,"[86.5, 4.5]",,Low Pass,,17.00735,,,Incomplete,,Chantelle Boye-Hlorkah,15556.0,,,,,Recovery,1,From Throw In,Danielle Turner,15571.0,Left Back,12,Brighton & Hove Albion WFC,965,"['231e883a-9eb6-4415-b6a1-7a80d92b5fcf', '36360625-8c77-4fae-a158-69b8681f0f18', '820ed8ea-6816-436e-ab3d-ba925cf694f0']",19,,,,,,,,,,,,,,,,Everton LFC,967,00:02:19.699,Pass,
,,,,,,,,,,,,,,1.567906,,,,,,,,,,,1cf1eb38-994a-42e6-a4eb-1326ddebf6c8,109,,"[48.1, 78.8]",2275027,2,,,,,-0.5225475,,Right Foot,,,"[63.9, 69.7]",,Ground Pass,,18.233212,,,,,Aileen Whelan,16374.0,,,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,12,Brighton & Hove Albion WFC,965,"['bf90428e-56c4-46f6-a74e-bcd3e91dfe41', 'cef5ab33-de42-4dd1-a023-d8a53df78594']",23,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:23.441,Pass,True
,,,,,,,,,,,,,,2.088472,,,,,,,,,,,ca7cd6f5-6419-41db-9240-c4f06d8818f3,115,,"[63.5, 54.9]",2275027,2,,,,,-1.8435457,,Right Foot,,,"[55.5, 26.3]",,Ground Pass,,29.697811,,,,,Maya Le Tissier,22337.0,,,,,Free Kick,1,From Free Kick,Danique Kerkdijk,16383.0,Right Center Back,13,Brighton & Hove Albion WFC,965,['8165c849-20c4-4394-9a32-78e021fae35f'],48,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:48.265,Pass,
,,,,,,,,,,,,,,1.05026,,,,,,,,,,,577df779-e11a-40d6-bf1d-64281b17b2e1,119,,"[62.8, 25.9]",2275027,2,,,,,-0.1506816,,Right Foot,,,"[81.9, 23.0]",,Ground Pass,,19.318903,,,,,Kayleigh Green,16400.0,,,,,,1,From Free Kick,Maya Le Tissier,22337.0,Left Center Back,13,Brighton & Hove Albion WFC,965,"['0b7299cf-d87d-4ca5-8926-5294fb01a5e2', 'd421dec6-51ff-4640-8cdf-e1b3b3267188']",52,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:52.030,Pass,True
,,,,,,,,,,,,,,1.049107,,,,,,,,,,,488dfa3f-a706-4576-9fd5-bf688eb4fab8,123,,"[81.7, 23.0]",2275027,2,,,,,2.0968628,,Right Foot,,,"[76.3, 32.3]",,High Pass,,10.754069,,,,,Megan Connolly,23413.0,,,,,,1,From Free Kick,Kayleigh Green,16400.0,Right Wing,13,Brighton & Hove Albion WFC,965,"['420bda5e-5982-45ae-94f3-4d16b6219649', '4967a570-963d-4f46-a693-31788bc21c47']",53,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:53.120,Pass,True
,,,,,,,,,,,,,,0.677969,,,,,,,,,,,70e22bc9-7663-475f-890b-a56ac4fdd148,127,,"[78.3, 29.0]",2275027,2,,,,,-0.59506965,,Right Foot,,,"[84.8, 24.6]",,Ground Pass,,7.8492036,,,,,Kayleigh Green,16400.0,,,,,,1,From Free Kick,Megan Connolly,23413.0,Center Defensive Midfield,13,Brighton & Hove Albion WFC,965,"['b4c119fc-fcbb-4642-89db-c535755cb3ff', 'd385e3c2-2e5f-41a9-80b6-2fbad66861b4']",55,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:55.239,Pass,True
