ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,831e2700-eab6-47c3-acff-308275e4ae45,1,,,2275028,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dc6da0a7-623a-4a61-90e9-8229d7686531,2,,,2275028,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f0780ceb-83b4-4b46-b1f0-a56930666035,3,,,2275028,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['5044d097-8460-4fb4-872a-f77f6fad62d8'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5044d097-8460-4fb4-872a-f77f6fad62d8,4,,,2275028,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['f0780ceb-83b4-4b46-b1f0-a56930666035'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d3a1fb9a-296b-4b9c-9c07-0b8373611997,1970,,,2275028,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Birmingham City WFC,969,['ea2a065f-e7fd-417f-99df-f3ceed4d09b7'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ea2a065f-e7fd-417f-99df-f3ceed4d09b7,1971,,,2275028,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Birmingham City WFC,969,['d3a1fb9a-296b-4b9c-9c07-0b8373611997'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.495191,,,,,,,,,,,7ecd79cb-cda5-487d-b88e-b863aa4473be,5,,"[60.0, 40.0]",2275028,0,,,,,-2.8884547,,Right Foot,,,"[34.1, 33.3]",,Ground Pass,,26.75257,,,,Kerys Harrop,15569.0,,,,,Kick Off,1,From Kick Off,Rachel Williams,31563.0,Center Forward,2,Birmingham City WFC,969,['ca81566e-3b8e-4dda-981d-e84225fddf2c'],0,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.671,Pass,
,,,,,,,,,,,,,,,,1.493907,,,,,,,,,,,9abac8cd-45d5-48f6-bd8f-a546ae5737e9,8,,"[32.6, 33.1]",2275028,0,,,,,1.5061383,,Left Foot,,,"[33.5, 47.0]",,Ground Pass,,13.929106,,,,Rebecca Holloway,31568.0,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Birmingham City WFC,969,['2f06564f-9e15-4895-964c-4b11c47f7b7d'],2,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.765,Pass,
,,,,,,,,,,,,,,,,1.235753,,,,,,,,,,,869eebc9-8c7c-4bcf-bcba-ea6a8076182e,11,,"[33.5, 47.0]",2275028,0,,,,,-1.5707964,,Right Foot,,,"[33.5, 32.9]",,Ground Pass,,14.1,,,,Kerys Harrop,15569.0,,,,,,1,From Kick Off,Rebecca Holloway,31568.0,Right Center Back,2,Birmingham City WFC,969,['971de72f-08e4-49b5-8ee1-3018498e17c1'],4,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:04.810,Pass,
,,,,,,,,,,,,,,,,2.771574,,,,,,,,,,,6e01787a-8593-4dff-a9ef-e4cc57ba2570,15,,"[30.7, 33.8]",2275028,0,,,,,2.6163926,,Left Foot,,,"[11.2, 45.1]",,Ground Pass,,22.537525,,,,Hannah Hampton,22032.0,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Birmingham City WFC,969,"['0e5d39a3-2aba-4f55-b120-e1a7416a93f9', '162c5979-8f36-4051-ac6c-01aeec1b71cd']",6,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:06.859,Pass,True
,,,,,,,,,,,,,,,,0.640603,,,,,,,,,,,3e653c48-55c3-4858-9039-59618dc6151c,18,,"[12.0, 44.0]",2275028,0,,,,,-1.484058,,Right Foot,,,"[13.2, 30.2]",,Ground Pass,,13.852076,,,,Kerys Harrop,15569.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['bc887b6b-7266-4037-8ffa-e2727f3416ff'],11,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:11.006,Pass,
,,,,,,,,,,,,,,,,2.287376,,,,,,,,,,,6a7c714c-17b0-49f3-b676-08fcc675df97,22,,"[13.9, 28.9]",2275028,0,,,,,1.9138203,,Left Foot,,,"[7.9, 45.7]",,Ground Pass,,17.839283,,,,Hannah Hampton,22032.0,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Birmingham City WFC,969,"['3a6d3f77-7d6e-4876-b960-41ef44d35009', 'c079a90f-78d3-400d-b179-9d831382e0dd']",12,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:12.685,Pass,True
,,,,,,,,,,,,,,,,0.006673,,,,,,,,,,,6e110e18-a802-4c1b-8aa7-6a93cc660c9e,26,,"[8.4, 46.1]",2275028,0,,,,,-0.3332443,,Right Foot,,,"[11.0, 45.2]",,High Pass,,2.7513633,,Incomplete,,,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['6f860dd4-c4ea-4e20-901a-e4992394dd56'],15,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:15.301,Pass,
,,,,,,,,,,,,,,,,1.448084,,,,,,,,,,,519aede4-f937-49d7-ad7d-caa1aa5064a1,28,,"[29.5, 80.0]",2275028,0,,,,,-0.4098276,,,,,"[41.7, 74.7]",,Low Pass,,13.301504,,,,Claudia Walker,15580.0,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,3,Birmingham City WFC,969,['49a42ff6-5bce-4bcd-ad42-1ac649ad8c5f'],30,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:30.560,Pass,
,,,,,,,,,,,,,,,,1.210028,,,,,,,,,,,bf82dc33-4ad8-44de-8e6e-ec3fbac4f5cf,39,,"[73.6, 9.1]",2275028,0,,,,,-3.104177,,Right Foot,,,"[54.9, 8.4]",,Ground Pass,,18.713097,,,,Gemma Bonner,15554.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,4,Manchester City WFC,746,['d631e218-bc1a-48b3-a105-f8a679ac3aaa'],36,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:36.672,Pass,
,,,,,,,,,,,,,,,,1.175233,,,,,,,,,,,59754a7f-94b5-43c2-a6a5-727ca23142b0,42,,"[53.0, 9.9]",2275028,0,,,,,1.7978718,,Right Foot,,,"[46.9, 36.3]",,Low Pass,,27.095572,,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,4,Manchester City WFC,746,['dc0d3a37-d76c-413c-90e4-bb8b8b8cde0f'],38,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.841,Pass,
