50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,674568f3-93ca-42d2-b99e-66757132cc96,1,,,,2275098,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 21023, 'name': 'Amanda Nildén'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd656824-c066-45c5-a9f1-4a20b1bd61e7,2,,,,2275098,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e7127a38-8da5-493a-a5db-640ed96efbab,3,,,,2275098,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['7b1c262b-650f-47c1-b510-13fe6365db4c'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b1c262b-650f-47c1-b510-13fe6365db4c,4,,,,2275098,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['e7127a38-8da5-493a-a5db-640ed96efbab'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d37e1957-b1cb-4498-bb0b-8dcebd207446,1992,,,,2275098,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Arsenal WFC,968,['1a9fd256-97f0-4010-901e-e197551daf68'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a9fd256-97f0-4010-901e-e197551daf68,1993,,,,2275098,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,84,Arsenal WFC,968,['d37e1957-b1cb-4498-bb0b-8dcebd207446'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.141055,,,,,,,,,,,,,ddeb8f21-afec-4bb8-bb82-b9d5d4cea01b,5,,,"[60.0, 40.0]",2275098,0,,,,,2.5415425,,Left Foot,,,,"[37.2, 55.6]",,Ground Pass,,27.626074,,Danique Kerkdijk,16383.0,,,,,,Kick Off,1,From Kick Off,Léa Le Garrec,31529.0,Left Center Midfield,2,Brighton & Hove Albion WFC,965,['1fd4a280-3a11-4bed-bffb-67f42f8ea328'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.040,Pass,
,,,,,,,,,,,,,,,,,1.544497,,,,,,,,,,,,,ab7eb5a1-8e11-4da4-b639-df60d9b8d065,8,,,"[36.6, 53.3]",2275098,0,,,,,1.0224656,,Right Foot,,,,"[47.9, 71.8]",,Ground Pass,,21.678099,,Kirsty Barton,19414.0,,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Brighton & Hove Albion WFC,965,['0fc0add0-e177-4c4a-b92c-2a163c9edb00'],3,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:03.124,Pass,
,,,,,,,,,,,,,,,,,1.538306,,,,,,,,,,,,,73e64431-fbd8-4d41-89bf-1b89b8ade904,11,,,"[50.0, 70.4]",2275098,0,,,,,-0.11862645,,Right Foot,,,,"[84.4, 66.3]",,High Pass,,34.64347,,Emily Simpkins,23289.0,,,,,,,1,From Kick Off,Kirsty Barton,19414.0,Right Back,2,Brighton & Hove Albion WFC,965,['9e7ec943-198c-47bf-ae76-d44141890128'],6,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:06.096,Pass,
,,,,,,,,,,,,,,,,,4.424632,,,,,,,,,,,,,e0d6b27f-554f-4339-b613-c6247c5f79ec,15,,,"[85.3, 66.3]",2275098,0,,,,,-0.35341418,,Right Foot,,,,"[118.1, 54.2]",,High Pass,,34.960693,Incomplete,,,,,,,,,1,From Kick Off,Emily Simpkins,23289.0,Center Defensive Midfield,2,Brighton & Hove Albion WFC,965,['b772a38b-4d93-4d35-9589-3b4161739353'],8,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:08.784,Pass,
