ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.986194,,,,,,,,,,,02ad2e9b-755b-46fd-a040-0b3f02eb8738,17,,"[36.2, 53.0]",2275042,0,,,,-1.5707964,,Right Foot,,,,"[36.2, 12.4]",,Ground Pass,,40.6,,Gemma Bonner,15554.0,,,True,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['54ba6e91-ccc8-4b72-a8f2-05075399ca5f'],9,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:09.444,Pass,
,,,,,,,,,,,,,,,,,2.381702,,,,,,,,,,,3b330866-4e0b-4192-a0ae-734b7b8e63a3,21,,"[31.2, 10.2]",2275042,0,,,,2.263676,,Right Foot,,,,"[13.6, 31.4]",,Ground Pass,,27.553585,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,"['41e3ab69-f2aa-4465-91e6-7166a58a14ff', 'd7517c69-bf17-48c9-abdc-1540a777bdf8']",14,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.350,Pass,True
,,,,,,,,,,,,,,,,,2.140059,,,,,,,,,,,5f3d1c00-70d2-4b34-84b3-27215f0de748,24,,"[14.8, 37.6]",2275042,0,,,,1.1246908,,Right Foot,,,,"[26.9, 62.9]",,Ground Pass,,28.044607,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['7b703ea0-48cd-4ab7-b088-405bf5e8510f'],18,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:18.199,Pass,
,,,,,,,,,,,,,,,,,1.381648,,,,,,,,,,,1f49bd58-aa93-41c2-8721-96d8e5a972a9,27,,"[36.3, 65.3]",2275042,0,,,,-0.033163194,,Right Foot,,,,"[57.4, 64.6]",,Ground Pass,,21.111609,Incomplete,Tessa Wullaert,10099.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,"['301aeb2e-5b6b-4fd4-8a95-2b8770a70e08', '5bc1bf57-093d-47a1-b6f6-9bc982565b82']",22,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:22.355,Pass,
,,,,,,,,,,,,,,,,,0.753353,,,,,,,,,,,301aeb2e-5b6b-4fd4-8a95-2b8770a70e08,29,,"[62.7, 15.5]",2275042,0,,,,-1.194306,,Left Foot,,,,"[66.1, 6.9]",,Ground Pass,,9.247703,,Leanne Kiernan,18146.0,,,,,,Recovery,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Back,3,West Ham United LFC,972,"['1f49bd58-aa93-41c2-8721-96d8e5a972a9', 'f7736e48-12f0-4d56-b2c9-90aa71237f88']",23,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:23.736,Pass,
,,,,,,,,,,,,,,,,,1.771452,,,,,,,,,,,844527a8-10eb-4573-b4fe-b32338f46952,32,,"[66.1, 6.9]",2275042,0,,,,-0.1308274,,Left Foot,,,,"[73.7, 5.9]",,Ground Pass,,7.6655073,,Adriana Kristina Leon,8297.0,,,,,,,1,Regular Play,Leanne Kiernan,18146.0,Left Wing,3,West Ham United LFC,972,['41da0173-592f-46a7-a6d0-679a9efc7c6f'],24,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:24.493,Pass,
,,,,,,,,,,,,,,,,,0.597769,,,,,,,,,,,873de59f-490a-4cc0-aec0-39a4dd3a7be0,39,,"[33.1, 72.5]",2275042,0,,,,0.37032342,,Right Foot,,,,"[41.6, 75.8]",,Ground Pass,,9.1181135,,Jill Scott,10172.0,,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,"['3bc081dd-12b2-40b5-b8ad-797c3ae13a05', '6bd16775-1f82-43f7-95ba-30700db51c86']",28,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:28.670,Pass,True
,,,,,,,,,,,,,,,,,1.237292,,,,,,,,,,,a567962e-567f-45c8-a723-1e7f7d09ad40,42,,"[42.0, 75.8]",2275042,0,,,,-1.6309646,,Right Foot,,,,"[41.5, 67.5]",,Ground Pass,,8.315046,,Tessa Wullaert,10099.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,4,Manchester City WFC,746,['f51aa216-33cd-4b08-a3fd-174f14472391'],30,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:30.517,Pass,
,,,,,,,,,,,,,,,,,1.472692,,,,,,,,,,,61f91520-44cc-4577-b172-1703e211501c,45,,"[47.3, 55.7]",2275042,0,,,,-1.1091813,,Right Foot,,,,"[57.1, 36.0]",,Ground Pass,,22.002954,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Tessa Wullaert,10099.0,Right Midfield,4,Manchester City WFC,746,['b3d90c3b-f2a3-41d5-9bc0-b8dd2df4f832'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:33.436,Pass,
,,,,,,,,,,,,,,,,,1.820708,,,,,,,,,,,e3055526-85b9-4e52-8a2e-dc1727d488a0,48,,"[51.9, 31.1]",2275042,0,,,,-1.1361262,,Left Foot,,,,"[61.0, 11.5]",,Ground Pass,,21.60949,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,4,Manchester City WFC,746,['c77ae7f2-f86e-4994-9b20-0abb9402c370'],36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:36.340,Pass,
,,,,,,,,,,,,,,,,,0.917873,,,,,,,,,,,9436c8d9-104f-4726-af7b-1817d802633c,51,,"[59.5, 10.3]",2275042,0,,,,2.4689221,,Left Foot,,,,"[53.6, 15.0]",,Ground Pass,,7.543209,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,4,Manchester City WFC,746,['e101044d-6d68-4375-aa9a-93074cfbe4c9'],39,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:39.686,Pass,
,,,,,,,,,,,,,,,,,1.540879,,,,,,,,,,,25efec11-c0c3-4848-8233-ef04e7cd4bbb,54,,"[64.8, 17.0]",2275042,0,,,,2.269235,,Left Foot,,,,"[55.9, 27.6]",,Ground Pass,,13.840881,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,4,Manchester City WFC,746,['455af685-d19f-40ee-9f7b-14df9351ccf5'],42,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:42.745,Pass,
,,,,,,,,,,,,,,,,,1.618144,,,,,,,,,,,a6065467-7244-4380-8494-732e50e7587d,57,,"[55.9, 27.6]",2275042,0,,,,1.9402493,,Left Foot,,,,"[46.8, 51.1]",,Ground Pass,,25.200397,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,4,Manchester City WFC,746,['ee9555a8-4d6f-40fb-8b57-a8ed2839aa35'],45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:45.085,Pass,
,,,,,,,,,,,,,,,,,1.479357,,,,,,,,,,,5324afca-0e94-4c01-9b31-1c9537ea59b4,60,,"[52.6, 54.2]",2275042,0,,,,0.9963195,,Right Foot,,,,"[68.2, 78.3]",,Ground Pass,,28.70836,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['23a81fa0-43a4-4ae4-8178-10bb50cecb8d'],48,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:48.968,Pass,
,,,,,,,,,,,,,,,,,1.419776,,,,,,,,,,,79b459da-eaa5-4413-850e-79c5e391c14f,64,,"[73.2, 77.6]",2275042,0,,,,-0.93216133,,Right Foot,,,,"[87.9, 57.8]",,Low Pass,,24.660292,,Georgia Stanway,4643.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,4,Manchester City WFC,746,"['abaf18b8-85b4-4a3e-ab4c-6ae35830aac3', 'c6ce83c5-12d5-4e2d-ac84-0ea22778d7c3']",52,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:52.699,Pass,True
,,,,,,,,,,,,,,,,,0.477767,,,,,,,,,,,2054856e-9ccc-4b92-abbb-7c818c4ed71b,67,,"[87.2, 58.6]",2275042,0,,,,2.5127964,,Right Foot,,,,"[81.7, 62.6]",,Ground Pass,,6.8007355,,Jill Scott,10172.0,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Center Attacking Midfield,4,Manchester City WFC,746,['67e6b005-4cf0-4258-97e4-78546eeacbc8'],55,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:55.014,Pass,
,,,,,,,,,,,,,,,,,1.057208,,,,,,,,,,,44de3ed4-606e-48fc-912a-0d3585282b41,69,,"[81.7, 62.6]",2275042,0,,,,-0.34806028,,Right Foot,,,,"[93.0, 58.5]",,Low Pass,,12.020815,Incomplete,Tessa Wullaert,10099.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Defensive Midfield,4,Manchester City WFC,746,"['b10077ba-1173-4b38-95ea-814f57352604', 'cbb01748-0147-4112-842b-6442458a98fb']",55,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:55.492,Pass,
,,,,,,,,,,,,,,,,,1.364246,,,,,,,,,,,3700798b-a56a-4061-b8fe-2514f29d27ef,73,,"[64.6, 55.6]",2275042,0,,,,-2.4239638,,Left Foot,,,,"[52.8, 45.3]",,Ground Pass,,15.663013,,Gemma Bonner,15554.0,,,,,,Recovery,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,4,Manchester City WFC,746,['3f95d28e-3fbe-42ee-84c3-112075309b4b'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:59.889,Pass,
,,,,,,,,,,,,,,,,,2.905608,,,,,,,,,,,75a6a9d0-0d86-4fed-8a02-923555750d7d,76,,"[55.3, 41.8]",2275042,1,,,,0.43587697,,Right Foot,,,,"[91.8, 58.8]",,High Pass,,40.264748,Pass Offside,Tessa Wullaert,10099.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,4,Manchester City WFC,746,['57d242a8-c292-43c4-9cbf-b8c9088aa98a'],7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:07.057,Pass,
,,,,,,,,,,,,,,,,,1.730478,,,,,,,,,,,8e5475f1-3a2c-42eb-9c2b-b3fc46aac7fd,78,,"[41.1, 26.4]",2275042,1,,,,-2.6646125,,Right Foot,,,,"[26.2, 18.7]",,Ground Pass,,16.772001,,Laura Vetterlein,31556.0,,,,,,Free Kick,1,From Free Kick,Tessel Middag,23217.0,Right Defensive Midfield,5,West Ham United LFC,972,['d1e5573f-a556-4311-9baa-4ba2048de007'],23,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:23.254,Pass,
,,,,,,,,,,,,,,,,,1.816304,,,,,,,,,,,f3a5ec92-0ce7-47b7-9d5e-514c528e3e22,81,,"[26.0, 19.8]",2275042,1,,,,1.5876867,,Left Foot,,,,"[25.5, 49.4]",,Ground Pass,,29.604223,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Free Kick,Laura Vetterlein,31556.0,Left Center Back,5,West Ham United LFC,972,['ddd04e96-527a-4a79-a079-4e3a56fb9c6a'],26,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:26.168,Pass,
,,,,,,,,,,,,,,,,,1.537406,,,,,,,,,,,07c7062f-0dec-4889-bf52-bd7556d21b6f,84,,"[26.2, 52.1]",2275042,1,,,,1.0918827,,Right Foot,,,,"[37.0, 72.9]",,Ground Pass,,23.436724,,Cecilie Redisch Kvamme,31553.0,,,,,,,1,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,5,West Ham United LFC,972,['f06df4d3-7dad-4263-8e94-79d3901d16a5'],29,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:29.090,Pass,
,,,,,,,,,,,,,,,,,0.890275,,,,,,,,,,,1022894b-4324-4ffb-ba21-a08aefb057d1,88,,"[37.5, 73.2]",2275042,1,,,,-1.1377069,,Right Foot,,,,"[41.8, 63.9]",,Ground Pass,,10.245975,,Kate Longhurst,18147.0,,,,,,,1,From Free Kick,Cecilie Redisch Kvamme,31553.0,Right Back,5,West Ham United LFC,972,"['33da70a7-b6ca-4616-9175-9b142e47c001', '620ecf5a-89e7-41b6-8d4d-7823f8adbed5']",31,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:31.265,Pass,True
,,,,,,,,,,,,,,,,,0.85035,,,,,,,,,,,3256b9e9-4ba3-4c8a-8fbc-a864153e6ab5,92,,"[41.5, 64.6]",2275042,1,,,,0.8874811,,Right Foot,,,,"[50.7, 75.9]",,Ground Pass,,14.5715475,,Kenza Dali,15421.0,,,,,,,1,From Free Kick,Kate Longhurst,18147.0,Left Defensive Midfield,5,West Ham United LFC,972,"['48099693-f459-4ee4-8320-7f7dbff26222', '68181b5a-5189-471c-a927-397d4b48b626']",32,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:32.187,Pass,True
,,,,,,,,,,,,,,,,,0.850433,,,,,,,,,,,70cc40e8-b51f-4323-8ece-1107159b7fc7,95,,"[46.9, 77.0]",2275042,1,,,,-2.8743336,,Left Foot,,,,"[38.5, 74.7]",,Ground Pass,,8.70919,,Cecilie Redisch Kvamme,31553.0,,,,,,,1,From Free Kick,Kenza Dali,15421.0,Center Attacking Midfield,5,West Ham United LFC,972,['7303dd76-cf46-4c90-8a17-c06c7504b7ab'],33,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:33.753,Pass,
,,,,,,,,,,,,,,,,,1.659064,,,,,,,,,,,419f3b76-c9d5-4a0f-b465-1699a665535a,98,,"[35.8, 72.3]",2275042,1,,,,-2.5022068,,Right Foot,,,,"[20.2, 60.7]",,Ground Pass,,19.440165,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Free Kick,Cecilie Redisch Kvamme,31553.0,Right Back,5,West Ham United LFC,972,['d9fa1b48-6dc1-44c9-86b6-a8c66090fe97'],35,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:35.547,Pass,
,,,,,,,,,,,,,,,,,1.813234,,,,,,,,,,,9f710b1f-5055-4116-9dc4-9ad7b03da954,101,,"[20.6, 57.3]",2275042,1,,,,-1.6654036,,Right Foot,,,,"[18.0, 29.9]",,Ground Pass,,27.52308,,Laura Vetterlein,31556.0,,,,,,,1,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,5,West Ham United LFC,972,['f7cad03e-6a64-4964-909c-f2e435cfca47'],38,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:38.271,Pass,
,,,,,,,,,,,,,,,,,1.402353,,,,,,,,,,,ee746763-b669-48ce-8c40-39872696e6a3,105,,"[19.0, 26.9]",2275042,1,,,,-0.9657378,,Left Foot,,,,"[26.4, 16.2]",,Ground Pass,,13.009612,,Katharina Baunach,31557.0,,,,,,,1,From Free Kick,Laura Vetterlein,31556.0,Left Center Back,5,West Ham United LFC,972,"['751ad46a-a14e-4064-98ff-488dfb5a0be8', 'ede1904f-3d2e-4baf-b759-80e85c3a1642']",41,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:41.252,Pass,True
,,,,,,,,,,,,,,,,,1.176044,,,,,,,,,,,e2ef7b68-ba36-4769-b6df-737acdb60163,107,,"[26.4, 16.2]",2275042,1,,,,2.425051,,Left Foot,,,,"[20.2, 21.6]",,Ground Pass,,8.221922,,Laura Vetterlein,31556.0,,,,,,,1,From Free Kick,Katharina Baunach,31557.0,Left Back,5,West Ham United LFC,972,['14f9a7b5-b58c-4b1a-b289-6876a3da66e5'],42,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:42.654,Pass,
,,,,,,,,,,,,,,,,,1.616703,,,,,,,,,,,84bca43d-7895-41d6-81ee-e07e4cd967d3,110,,"[20.9, 22.8]",2275042,1,,,,1.7962546,,Left Foot,,,,"[15.9, 44.6]",,Ground Pass,,22.366045,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Free Kick,Laura Vetterlein,31556.0,Left Center Back,5,West Ham United LFC,972,['aa8b1595-b634-405a-b961-fdf19ea39f70'],46,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:46.064,Pass,
,,,,,,,,,,,,,,,,,1.892306,,,,,,,,,,,9bb2ed75-eadc-4df4-a5aa-29816dba5f4a,114,,"[14.2, 48.4]",2275042,1,,,,1.069532,,Right Foot,,,,"[26.2, 70.3]",,Ground Pass,,24.972185,,Cecilie Redisch Kvamme,31553.0,,,,,,,1,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,5,West Ham United LFC,972,['6fda47aa-d4d9-4c78-aaab-7e75c516b812'],48,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:48.712,Pass,
,,,,,,,,,,,,,,,,,1.522201,,,,,,,,,,,9cb521c3-36b3-4d6e-a275-0ef03e19ebe8,117,,"[32.2, 72.0]",2275042,1,,,,0.09518884,,Right Foot,,,,"[52.1, 73.9]",,Ground Pass,,19.990498,,Kenza Dali,15421.0,,,,,,,1,From Free Kick,Cecilie Redisch Kvamme,31553.0,Right Back,5,West Ham United LFC,972,['3e8ddd93-1543-4f20-8924-38ea5c1b4b26'],52,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:52.102,Pass,
,,,,,,,,,,,,,,,,,0.774864,,,,,,,,,,,2f538122-5db3-4742-b8d9-d5db33c7bb85,122,,"[24.9, 0.1]",2275042,2,True,,,1.8591403,,,,,,"[21.4, 11.9]",,Low Pass,,12.308127,,Caroline Weir,10188.0,,,,,,Throw-in,1,From Throw In,Demi Stokes,4651.0,Left Back,6,Manchester City WFC,746,['af3cb556-2ebe-41eb-a876-b52a9bba0f3c'],11,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:11.615,Pass,
