50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a9632887-c15d-4efa-8e9d-24fc8a32c28b,1,,,2275080,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46384681-75f9-4ff9-a642-7cefacc7f73f,2,,,2275080,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 21230, 'name': 'Elise Hughes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f9706d5-d7cb-41b7-b4e7-d54d5c0b3ab4,3,,,2275080,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['5dc3e186-d492-4ff0-aa78-928a28af4a53'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5dc3e186-d492-4ff0-aa78-928a28af4a53,4,,,2275080,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['3f9706d5-d7cb-41b7-b4e7-d54d5c0b3ab4'],0,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,36790a98-db14-42f5-b131-3e69367c570c,1580,,,2275080,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Bristol City WFC,973,['1a3752ae-34f0-4dac-99ab-aa03b97c8664'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a3752ae-34f0-4dac-99ab-aa03b97c8664,1581,,,2275080,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Bristol City WFC,973,['36790a98-db14-42f5-b131-3e69367c570c'],0,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.904756,,,,,,,,,,,,,503b6c27-b314-4b69-a484-bec51772e7f3,5,,"[61.0, 40.1]",2275080,0,,,,2.4386737,,Right Foot,,,,"[40.7, 57.3]",,Ground Pass,,26.606955,,,Jessica Carter,19422.0,,,,,Kick Off,1,From Kick Off,So-Yun Ji,4647.0,Center Attacking Midfield,2,Chelsea FCW,971,['cfa811fd-8dd0-4baa-9811-eaaf8366585b'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.381,Pass,
,,,,,,,,,,,,,,,,,2.801796,,,,,,,,,,,,,809edeec-fd3d-4552-9c69-66d11e2fe162,8,,"[49.2, 57.9]",2275080,0,,,,-0.01081039,,Right Foot,,,,"[86.2, 57.5]",,High Pass,,37.002163,,,Erin Cuthbert,4660.0,,,,,,1,From Kick Off,Jessica Carter,19422.0,Right Center Back,2,Chelsea FCW,971,['4c5b52fa-4782-4675-bcbc-7d82386b2f4c'],4,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:04.301,Pass,
,,,,,,,,,,,,,,,,,0.125459,,,,,,,,,,,,,3b034538-1ee9-4966-b3e4-9a69261b38e7,10,,"[84.5, 57.7]",2275080,0,,,,0.071307465,,Head,,,,"[87.3, 57.9]",,High Pass,,2.8071337,,Incomplete,Bethany England,15550.0,,,,,,1,From Kick Off,Erin Cuthbert,4660.0,Right Wing,2,Chelsea FCW,971,"['218161f2-0e89-4663-8038-2b482918c9ae', '494653ce-6880-43ad-b5bc-93c57f5e7ecf']",7,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:07.103,Pass,
,,,,,,,,,,,,,,,,,2.003138,,,,,,,,,,,,,1d52d472-cedf-498e-8713-d2f2b9a2efe7,13,,"[74.1, 51.9]",2275080,0,,,,1.6835239,,Right Foot,,,,"[71.7, 73.1]",,Low Pass,,21.335417,,,Hannah Jayne Blundell,17275.0,,,,,Recovery,1,From Kick Off,So-Yun Ji,4647.0,Center Attacking Midfield,2,Chelsea FCW,971,['84c0d30c-ecd1-4f54-9bec-254315b56e0e'],8,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:08.590,Pass,
,,,,,,,,,,,,,,,,,0.850277,,,,,,,,,,,,,1943e590-49f7-4484-ac48-aebaa1ada9ab,16,,"[76.2, 74.2]",2275080,0,,,,-1.3880748,,Right Foot,,,,"[77.9, 65.0]",,Ground Pass,,9.355747,,,Erin Cuthbert,4660.0,,,,,,1,From Kick Off,Hannah Jayne Blundell,17275.0,Right Back,2,Chelsea FCW,971,['baa50519-0cca-4581-b770-dbacca222b70'],14,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:14.667,Pass,
,,,,,,,,,,,,,,,,,0.81745,,,,,,,,,,,,,a5c8f394-e661-4f32-a9f4-4d12ed02800a,18,,"[77.9, 65.0]",2275080,0,,,,1.6853371,,Right Foot,,,,"[76.6, 76.3]",,Low Pass,,11.374533,,,Hannah Jayne Blundell,17275.0,,,,,,1,From Kick Off,Erin Cuthbert,4660.0,Right Wing,2,Chelsea FCW,971,['b354634a-ac66-48e9-9970-0c7af0526b3c'],15,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.517,Pass,
,,,,,,,,,,,,,,,,,0.794109,,,,,,,,,,,,,78fb4a4d-946a-428d-8c21-7c776be49012,21,,"[76.8, 76.3]",2275080,0,,,,-1.6575347,,Right Foot,,,,"[75.8, 64.8]",,Ground Pass,,11.543396,,,So-Yun Ji,4647.0,,,,,,1,From Kick Off,Hannah Jayne Blundell,17275.0,Right Back,2,Chelsea FCW,971,['c81278fd-e38f-4dcf-8ef2-11abe4604ac8'],18,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:18.001,Pass,
,,,,,,,,,,,,,,,,,1.212201,,,,,,,,,,,,,7da91cf1-3f73-458b-b881-9cc2e1fb62a8,24,,"[81.1, 62.8]",2275080,0,,,,0.6519675,,Right Foot,,,,"[98.0, 75.7]",,Ground Pass,,21.260761,,,Drew Spence,4638.0,,,,,,1,From Kick Off,So-Yun Ji,4647.0,Center Attacking Midfield,2,Chelsea FCW,971,['355c2eb6-5db9-47b7-91ab-039ac7e17290'],21,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.993,Pass,
,,,,,,,,,,,,,,,,,2.582955,,,,,,,,,,,,,50123ea9-0b48-49d0-b2a4-17c9358f3ce0,27,,"[98.0, 75.7]",2275080,0,,,,-0.4636476,,Right Foot,,,,"[113.8, 67.8]",,Ground Pass,,17.664938,,,Hannah Jayne Blundell,17275.0,,,,,,1,From Kick Off,Drew Spence,4638.0,Left Center Midfield,2,Chelsea FCW,971,['074537ab-2310-4f61-83a5-d0eb98a7bdb2'],24,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:24.103,Pass,
,,,,,,,,,,,,,,,,,0.300187,,,,,,,,,,,,,bafe5aea-3f05-4c97-9503-c12230bdf644,30,,"[113.8, 69.3]",2275080,0,,,,-1.0552473,,Right Foot,,,,"[115.5, 66.3]",,High Pass,,3.4481878,,Incomplete,Bethany England,15550.0,,,,,,1,From Kick Off,Hannah Jayne Blundell,17275.0,Right Back,2,Chelsea FCW,971,"['006f11c9-849f-44cb-adb6-7fd790c24010', 'cb8f38cb-e3d9-4d0f-a2e1-b7d12cefdec7']",26,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:26.766,Pass,
,,,,,,,,,,,,,,,,,1.204503,,,,,,,,,,,,,a46c31f9-1630-498b-a178-d16d5f8fb1c7,33,,"[108.7, 80.0]",2275080,0,,,,-1.4069248,,,,,,"[110.8, 67.3]",,High Pass,,12.872451,,,Bethany England,15550.0,,,,,Throw-in,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,['0ffdfff6-2fef-42b2-9a75-851cf62ebc7d'],33,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:33.535,Pass,
,,,,,,,,,,,,,,,,,1.279326,,,,,,,,,,,,,66e7d470-7b43-43be-b2a6-3181ddb0ca4c,36,,"[111.1, 66.5]",2275080,0,,,,2.1695051,,Right Foot,,,,"[103.8, 77.2]",,Low Pass,,12.9529915,,,Hannah Jayne Blundell,17275.0,,,,,,1,From Throw In,Bethany England,15550.0,Center Forward,3,Chelsea FCW,971,['98f18560-313f-4563-b24d-964f81819b2d'],34,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:34.780,Pass,
,,,,,,,,,,,,,,,,,0.962318,,,,,,,,,,,,,5470c6d4-e26e-4319-be96-f9c81e859de4,39,,"[103.8, 77.2]",2275080,0,,,,-1.4622502,,Right Foot,,,,"[105.5, 61.6]",,Ground Pass,,15.692355,,,Bethany England,15550.0,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,['80e1b7a0-7de0-42a5-a800-bfd48f96d865'],37,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:37.183,Pass,
,,,,,,,,,,,,,,,,,0.440925,,,,,,,,,,,,,3676a886-c9a9-44aa-809f-c8d83765644c,41,,"[105.5, 61.6]",2275080,0,,,,1.1872689,,Right Foot,,,,"[107.8, 67.3]",,Ground Pass,,6.146544,,,Drew Spence,4638.0,,,,,,1,From Throw In,Bethany England,15550.0,Center Forward,3,Chelsea FCW,971,['393d4146-9093-4aff-84b9-b69647a3bd4f'],38,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:38.146,Pass,
,,,,,,,,,,,,,,,,,0.944695,,,,,,,,,,,,,d3a5e1f8-87b2-40d2-b9a0-821b60ee5ff9,50,,"[11.6, 12.3]",2275080,0,,,,-0.2122705,,Left Foot,,,,"[23.2, 9.8]",,Low Pass,,11.866339,,Incomplete,Poppy Pattinson,17274.0,,,,,,1,From Throw In,Olivia Chance,24925.0,Left Center Midfield,3,Chelsea FCW,971,"['23f4d4ea-579a-4d30-92b3-1634e8a9e8e0', 'e2a1f2d5-4eb0-4c44-b1e1-ec9808c3cd21']",43,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:43.581,Pass,
,,,,,,,,,,,,,,,,,1.096242,,,,,,,,,,,,,148bf42e-59f4-4cf5-8b33-d879501cacb1,54,,"[95.9, 73.1]",2275080,0,,,,-2.3036115,,Right Foot,,,,"[86.9, 63.1]",,Ground Pass,,13.453624,,,So-Yun Ji,4647.0,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,3,Chelsea FCW,971,['d9b3b219-4467-4155-945e-f1f079e3cafb'],45,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:45.862,Pass,
