50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dbe83bbc-74e8-4ab8-b72c-ca7d3b4fa95e,1,,,2275062,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,02640f41-14ef-4b5f-b958-7fbcfb4b6dce,2,,,2275062,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,True,97cbf243-cb00-4ac7-8de9-00f388276bd6,3,,,2275062,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['3e888cb7-c285-459b-be66-e9b8794e24ca'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,True,3e888cb7-c285-459b-be66-e9b8794e24ca,4,,,2275062,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['97cbf243-cb00-4ac7-8de9-00f388276bd6'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e091b9e3-7a2b-400a-91be-4b17930fd865,1764,,,2275062,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Liverpool WFC,966,['4fae596b-87f8-43f9-bf05-9f54b9899618'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4fae596b-87f8-43f9-bf05-9f54b9899618,1765,,,2275062,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Liverpool WFC,966,['e091b9e3-7a2b-400a-91be-4b17930fd865'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.163271,,,,,,,,,,,,,,f0f1bd3c-c188-4d4a-98f0-598312ef2e8b,5,,"[61.0, 40.1]",2275062,0,,,,,3.0269892,,Right Foot,,,,"[47.1, 41.7]",,Ground Pass,,13.991783,,,Jade Bailey,21854.0,,,,,Kick Off,1,From Kick Off,Rinsola Babajide,15613.0,Center Forward,2,Liverpool WFC,966,['1131bfd6-2c21-4228-81ab-1ac4d50ae585'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,1.368534,,,,,,,,,,,,,,a1e86357-4592-478c-9d6b-8bab82b729b3,8,,"[51.8, 36.5]",2275062,0,,,,,-0.3042446,,Right Foot,,,,"[81.1, 27.3]",,High Pass,,30.710423,,Incomplete,Niamh Charles,15631.0,,,,,,1,From Kick Off,Jade Bailey,21854.0,Left Center Midfield,2,Liverpool WFC,966,"['1a2f0396-ece6-43df-8cd2-4595323b5f59', '62d8ba0b-a5d3-42e3-b2a7-aa7ef46e71ff']",2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.584,Pass,
,,,,,,,,,,,,,,,,1.742339,,,,,,,,,,,,,,62d8ba0b-a5d3-42e3-b2a7-aa7ef46e71ff,10,,"[39.0, 52.8]",2275062,0,,,,,0.0,,Right Foot,,,,"[52.3, 52.8]",,Low Pass,,13.3,,,Jordan Nobbs,10192.0,,,,,Recovery,1,From Kick Off,Leah Williamson,18999.0,Center Defensive Midfield,2,Liverpool WFC,966,"['315de1ee-e045-4d9d-a429-625174b6840c', 'a1e86357-4592-478c-9d6b-8bab82b729b3']",3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.953,Pass,
,,,,,,,,,,,,,,,,1.732934,,,,,,,,,,,,,,2e95d4a1-39ed-4fa7-9164-79505ed169d2,18,,"[52.4, 28.0]",2275062,0,,,,,1.6730031,,Right Foot,,,,"[49.2, 59.2]",,Ground Pass,,31.363674,,,Rebecca Jane,18144.0,,,,,,1,From Kick Off,Melissa Lawley,15547.0,Right Wing,2,Liverpool WFC,966,['9b4e3c01-f987-4efc-a008-1ecc351c2a59'],10,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:10.483,Pass,
