ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.487873,,,,,,,,,,,,03673c95-1b69-4d80-aec9-96c343259c9c,2943,,,"[5.4, 27.4]",2275083,84,,,,-0.7300913,,Left Foot,,,,"[35.9, 0.1]",,High Pass,,40.93336,Out,,,,,,,,,2,From Throw In,Kerys Harrop,15569.0,Left Center Back,180,Bristol City WFC,973,,35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:39:35.524,Pass,
,,,,,,,,,,,,,,,0.97403,,,,,,,,,,,,4559fbe5-64fa-4ef3-a731-196c938d1c79,2944,,,"[84.6, 80.0]",2275083,84,,,,-0.6081728,,,,,,"[92.5, 74.5]",,Low Pass,,9.626006,,,Charlie Wellings,15563.0,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,181,Bristol City WFC,973,['700091ed-ab2f-46f5-a1e9-e828fdb137e2'],51,,,,,,,,,,,,,,,,Bristol City WFC,973,00:39:51.873,Pass,
,,,,,,,,,,,,,,,1.228496,,,,,,,,,,,,ffdcfcc7-4af9-4eb9-8eec-824703543626,2950,,,"[99.2, 80.0]",2275083,85,,,,-0.9600704,,,,,,"[108.3, 67.0]",,Low Pass,,15.868523,,,Ebony Salmon,31527.0,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,182,Bristol City WFC,973,['57c36276-f076-4620-84be-7478954470a7'],5,,,,,,,,,,,,,,,,Bristol City WFC,973,00:40:05.012,Pass,
,,,,,,,,,,,,,,,0.838601,,,,,,,,,,,,b0bab4aa-4dda-46a9-9606-32abc421fb73,2955,,,"[110.2, 70.4]",2275083,85,,,,2.1524498,,Right Foot,,,,"[105.4, 77.7]",,Ground Pass,,8.736704,,,Megan Wynne,32617.0,,,,,,2,From Throw In,Ebony Salmon,31527.0,Left Center Forward,182,Bristol City WFC,973,['d8a2875d-a2c1-4944-ba11-47fee32bad1c'],9,,,,,,,,,,,,,,,,Bristol City WFC,973,00:40:09.381,Pass,
,,,,,,,,,,,,,,,0.843437,,,,,,,,,,,,e1fbbfcf-04e1-4efb-b703-c5696f44e622,2962,,,"[8.5, 4.4]",2275083,85,,,,-0.30704573,,Right Foot,,,,"[12.6, 3.1]",,Ground Pass,,4.3011627,,,Connie Scofield,21556.0,,,,,Recovery,2,Regular Play,Emma Rose Kelly,34375.0,Left Midfield,183,Birmingham City WFC,969,"['00e9cf5f-ceac-4161-bc76-151c59f79c4b', 'd41ecce0-acc9-4948-a668-bdc875083a7f']",11,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:40:11.883,Pass,True
,,,,,,,,,,,,,,,1.143218,,,,,,,,,,,,3b5a9b2e-7c86-496a-aa30-fae896a1a5a7,2966,,,"[11.8, 3.1]",2275083,85,,,,2.158799,,Right Foot,,,,"[8.2, 8.5]",,Low Pass,,6.489992,,,Adrienne Jordan,31567.0,,,,,,2,Regular Play,Connie Scofield,21556.0,Right Center Midfield,183,Birmingham City WFC,969,"['120bf9b3-fde1-48d6-925c-041362ef5e81', '244282c5-b089-4d89-8475-d753ba1d7e49']",13,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:40:13.121,Pass,True
,,,,,,,,,,,,,,,2.945736,,,,,,,,,,,,02bec501-f18c-4435-9c4d-190ad3076353,2969,,,"[7.2, 8.0]",2275083,85,,,,-0.060941394,,Left Foot,,,,"[36.7, 6.2]",,High Pass,,29.554865,,,Abbi Grant,31565.0,,,,,,2,Regular Play,Adrienne Jordan,31567.0,Left Back,183,Birmingham City WFC,969,"['0d3f7bbd-14f3-4dd3-8ae1-bd31dcb1c6a1', '54c67aa7-9810-4d14-a862-f0c418ce2e02']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:40:14.264,Pass,True
,,,,,,,,,,,,,,,0.390364,,,,,,,,,,,,8339f56f-0b1b-4232-b8bc-4bb4ce721b83,2974,,,"[35.5, 5.4]",2275083,85,,,,-2.3349211,,Left Foot,,,,"[33.2, 3.0]",,Ground Pass,,3.3241541,,,Connie Scofield,21556.0,,,,,,2,Regular Play,Abbi Grant,31565.0,Right Center Forward,183,Birmingham City WFC,969,"['53a9e5bb-1dc4-4668-83a6-e2ea5cbf5575', '8ad266d1-3f54-47e7-a62c-9e1ec9cdfa44', 'ca6ce859-7412-47a5-a31a-c6d66438ee5e']",17,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:40:17.799,Pass,True
,,,,,,,,,,,,,,,0.863068,,,,,,,,,,,,f4cff0e4-126a-4cd4-a306-42ec25780501,2978,,,"[81.8, 80.0]",2275083,85,,,,-1.5105246,,,,,,"[82.5, 68.4]",,Low Pass,,11.621101,,,Charlie Wellings,15563.0,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,184,Bristol City WFC,973,['2af2262b-b701-4c4f-8011-e7fb96704d64'],28,,,,,,,,,,,,,,,,Bristol City WFC,973,00:40:28.372,Pass,
,,,,,,,,,,,,,,,2.701822,,,,,,,,,,,,86f006d4-929a-4065-b6a8-13c68180d72f,2984,,,"[94.1, 80.0]",2275083,85,,,,-0.2239045,,,,,,"[114.3, 75.4]",,Low Pass,,20.717142,Incomplete,,,,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,185,Bristol City WFC,973,['c0a26b75-e763-4b06-9abc-974542d75a2f'],48,,,,,,,,,,,,,,,,Bristol City WFC,973,00:40:48.342,Pass,
,,,,,,,,,,,,,,,1.215013,,,,,,,,,,,,adb6cf5b-0606-4a1b-a922-ba0f364965c5,2994,,,"[110.0, 65.7]",2275083,85,,,,-1.6078165,,Left Foot,True,,,"[109.3, 46.8]",,Low Pass,,18.912958,Incomplete,,Yana Daniëls,10093.0,,,,,,2,From Throw In,Ebony Salmon,31527.0,Left Center Forward,185,Bristol City WFC,973,"['3198bc41-7cdb-4d94-83ad-046d9e1edc32', '832f41ef-0855-4733-8f2f-2c0d8a1eb211', '9a9dc750-8cde-4d7e-b9e6-e21f54b59cf9']",55,,,,,,,,,,,,,,,,Bristol City WFC,973,00:40:55.353,Pass,True
,,,,,,,,,,,,,,,0.977074,,,,,,,,,,,,d1623951-14a7-4daa-a31c-33e39ff069af,2998,,,"[97.8, 65.6]",2275083,86,,,,1.5334306,,Right Foot,,,,"[98.2, 76.3]",,Ground Pass,,10.707474,,,Megan Wynne,32617.0,,,,,Recovery,2,From Throw In,Faye Bryson,15578.0,Right Back,185,Bristol City WFC,973,['7a4f5ca4-9a68-4129-9b1b-7a11fef9c1f9'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:41:00.047,Pass,
,,,,,,,,,,,,,,,1.66002,,,,,,,,,,,,f9d280b9-a4b7-437e-aee1-e3b63de0bb34,3008,,,"[30.2, 0.1]",2275083,86,,,,0.24387369,,,,,,"[51.5, 5.4]",,High Pass,,21.949488,Incomplete,,Emma Rose Kelly,34375.0,,,,,Throw-in,2,From Throw In,Adrienne Jordan,31567.0,Left Back,187,Birmingham City WFC,969,"['a9481d01-bcbb-4824-9a21-31b30fdf5ba2', 'b7cd499f-d2eb-48ef-ba89-a2e605317f90']",12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:12.743,Pass,
,,,,,,,,,,,,,,,0.721483,,,,,,,,,,,,b7cd499f-d2eb-48ef-ba89-a2e605317f90,3010,,,"[68.6, 74.7]",2275083,86,,,,-0.08865588,,Left Foot,,,,"[73.1, 74.3]",,Low Pass,,4.5177426,Incomplete,,,,,,,,Recovery,2,From Throw In,Faye Bryson,15578.0,Right Back,187,Birmingham City WFC,969,"['93b35d28-6f99-49ba-b4a2-695d5df4f406', 'f9d280b9-a4b7-437e-aee1-e3b63de0bb34']",14,,,,,,,,,,,,,,,,Bristol City WFC,973,00:41:14.403,Pass,
,,,,,,,,,,,,,,,0.749213,,,,,,,,,,,,9e2587e8-9186-4a57-9d29-eeb96030a723,3014,,,"[44.9, 6.4]",2275083,86,,,,-3.0122378,,Right Foot,,,,"[32.6, 4.8]",,Ground Pass,,12.403628,,,Adrienne Jordan,31567.0,,,,,,2,From Throw In,Connie Scofield,21556.0,Right Center Midfield,187,Birmingham City WFC,969,['bc347572-c1d6-4a97-9799-cfd63db6bc40'],16,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:16.596,Pass,
,,,,,,,,,,,,,,,2.17753,,,,,,,,,,,,6378c901-a98d-46b3-a845-4c9cae6a455c,3018,,,"[32.5, 4.7]",2275083,86,,,,0.5215228,,Right Foot,,,,"[50.6, 15.1]",,High Pass,,20.875105,,,Abbi Grant,31565.0,,,,,,2,From Throw In,Adrienne Jordan,31567.0,Left Back,187,Birmingham City WFC,969,"['7ed60eb7-e332-4872-8f10-59d952e3aed9', 'c41b3b0c-8006-44c3-be01-905ed1510793']",18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:18.150,Pass,True
,,,,,,,,,,,,,,,1.079165,,,,,,,,,,,,28879016-c4ec-47ab-b96a-54db1ddb1676,3021,,,"[49.1, 13.7]",2275083,86,,,,-2.377025,,Left Foot,,,,"[44.2, 9.0]",,Low Pass,,6.789698,,,Connie Scofield,21556.0,,,,,,2,From Throw In,Abbi Grant,31565.0,Right Center Forward,187,Birmingham City WFC,969,"['72d14524-1097-4ef3-bd35-18be8d311d7b', 'f9c50282-2b50-441e-8798-7c19159fb36e']",20,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:20.226,Pass,True
,,,,,,,,,,,,,,,1.041167,,,,,,,,,,,,be83061f-8aa4-488d-ac77-c10c40556a3f,3024,,,"[44.2, 9.0]",2275083,86,,,,-0.49782234,,Right Foot,,,,"[53.4, 4.0]",,Low Pass,,10.470912,,,Emma Rose Kelly,34375.0,,,,,,2,From Throw In,Connie Scofield,21556.0,Right Center Midfield,187,Birmingham City WFC,969,['fd30ca93-faac-482a-a42a-29ff6de69900'],21,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:21.331,Pass,
,,,,,,,,,,,,,,,1.755623,,,,,,,,,,,,8f2e2757-c5e6-448c-80a2-cba4815ce02f,3028,,,"[52.1, 4.7]",2275083,86,,,,-0.1015602,,Right Foot,,,,"[67.8, 3.1]",,Ground Pass,,15.781318,,,Connie Scofield,21556.0,,,,,,2,From Throw In,Emma Rose Kelly,34375.0,Left Midfield,187,Birmingham City WFC,969,"['10836784-500e-4fb4-8b1a-169445e287bd', '6f5b183b-b61c-4444-abf9-5581c8ae4e50']",22,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:41:22.919,Pass,True
,,,,,,,,,,,,,,,1.716745,,,,,,,,,,,,138b242a-aa9f-47c2-bd8a-6836e1d18e62,3035,,,"[37.1, 80.0]",2275083,87,,,,-0.29890743,,,,,,"[54.3, 74.7]",,High Pass,,17.998055,Incomplete,,Ebony Salmon,31527.0,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,188,Bristol City WFC,973,"['17776090-077d-4aa8-af80-b3b5eccbadaa', '1cf75380-92a9-47d0-8d42-916581d8be38']",23,,,,,,,,,,,,,,,,Bristol City WFC,973,00:42:23.637,Pass,
,,,,,,,,,,,,,,,1.907921,,,,,,,,,,,,1cf75380-92a9-47d0-8d42-916581d8be38,3037,,,"[65.8, 5.4]",2275083,87,,,,-0.4454678,,Left Foot,,,,"[76.9, 0.1]",,High Pass,,12.300406,Out,,,,,,,,Recovery,2,From Throw In,Adrienne Jordan,31567.0,Left Back,188,Bristol City WFC,973,['138b242a-aa9f-47c2-bd8a-6836e1d18e62'],25,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:25.354,Pass,
,,,,,,,,,,,,,,,1.741111,,,,,,,,,,,,ce19eebc-30bb-4063-a9fc-96d81a0df3e1,3038,,,"[49.1, 80.0]",2275083,87,,,,-0.20481658,,,,,,"[69.8, 75.7]",,High Pass,,21.141901,,,Charlie Wellings,15563.0,,,,,Throw-in,2,From Throw In,Faye Bryson,15578.0,Right Back,189,Bristol City WFC,973,['cf77042d-617f-4c4b-b224-75834acee16b'],34,,,,,,,,,,,,,,,,Bristol City WFC,973,00:42:34.094,Pass,
,,,,,,,,,,,,,,,1.970258,,,,,,,,,,,,0c7b5eaf-123e-4ccb-8181-6e865ad75abf,3040,,,"[69.8, 75.7]",2275083,87,,,,-0.4388593,,Head,,,,"[79.6, 71.1]",,High Pass,,10.825895,Incomplete,,,,,,,,,2,From Throw In,Charlie Wellings,15563.0,Right Midfield,189,Bristol City WFC,973,['d5e46d9b-97c7-445c-abc6-daf9492316dd'],35,,,,,,,,,,,,,,,,Bristol City WFC,973,00:42:35.835,Pass,
,,,,,,,,,,,,,,,2.476668,,,,,,,,,,,,6c26da57-1dfd-4188-9196-b7deb7072db7,3043,,,"[40.0, 19.9]",2275083,87,,,,1.4915509,,Right Foot,,,,"[42.7, 53.9]",,Ground Pass,,34.107037,,,Sarah Emma Mayling,19500.0,,,,,,2,Regular Play,Georgia Brougham,15574.0,Right Center Back,190,Birmingham City WFC,969,['31c64fa7-c39c-4800-92a5-fe2455ec8abc'],39,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:39.940,Pass,
,,,,,,,,,,,,,,,2.185138,,,,,,,,,,,,49c4a0aa-85b1-485b-ac62-baba975188b7,3046,,,"[49.4, 57.0]",2275083,87,,,,0.010609682,,Right Foot,,,,"[87.1, 57.4]",,High Pass,,37.70212,Incomplete,,Connie Scofield,21556.0,,,,,,2,Regular Play,Sarah Emma Mayling,19500.0,Right Midfield,190,Birmingham City WFC,969,"['651cab95-c562-43e7-976e-04419499746d', 'c884c735-7b28-4982-84f2-78b56137e7b9']",43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:43.936,Pass,
,,,,,,,,,,,,,,,2.15365,,,,,,,,,,,,c884c735-7b28-4982-84f2-78b56137e7b9,3049,,,"[33.0, 22.7]",2275083,87,,,True,2.095592,,,,,,"[27.5, 32.2]",,High Pass,,10.977249,Incomplete,,Florence Allen,24922.0,,,,,Recovery,2,Regular Play,Jasmine Matthews,15618.0,Left Center Back,190,Birmingham City WFC,969,"['49c4a0aa-85b1-485b-ac62-baba975188b7', '9f26430c-694b-4da4-96d6-4dd1226a604f', 'a3c62413-33bf-4f9c-9bcd-269d4eb551e3', 'e71dbc2b-3e9a-4721-91d4-7080aad6ef84']",46,,,,,,,,,,,,,,,,Bristol City WFC,973,00:42:46.121,Pass,True
,,,,,,,,,,,,,,,1.315982,,,,,,,,,,,,8d0dbb63-573c-485f-81d4-3dbba96c4e74,3055,,,"[89.9, 58.0]",2275083,87,,,,2.4182615,,Right Foot,,,,"[80.5, 66.3]",,Ground Pass,,12.539936,,,Sarah Emma Mayling,19500.0,,,,,,2,Regular Play,Abbi Grant,31565.0,Right Center Forward,190,Birmingham City WFC,969,"['25bc236f-02b2-4398-aecc-70cf9d4f36b4', '6cb4a79e-2636-4075-83ee-9858b68604f2', 'ffe44670-7d76-462f-ac79-62c77c0d8f42']",51,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:51.273,Pass,True
,,,,,,,,,,,,,,,1.309298,,,,,,,,,,,,4e4d75a4-e1fa-4dfd-819f-8e4080155703,3058,,,"[80.8, 68.1]",2275083,87,,,,0.3142319,,Right Foot,,,,"[100.8, 74.6]",,Ground Pass,,21.029741,,,Claudia Walker,15580.0,,,,,,2,Regular Play,Sarah Emma Mayling,19500.0,Right Midfield,190,Birmingham City WFC,969,['2bca9b3f-b62d-4d19-b28f-5e96e42a6641'],53,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:42:53.752,Pass,
,,,,,,,,,,,,,,,0.732954,,,,,,,,,,,,7398d6cd-f2cb-4bfb-8d34-dc63c5ff7ca6,3065,,,"[12.4, 4.8]",2275083,87,,,,1.7840009,,Left Foot,,,,"[10.3, 14.5]",,Ground Pass,,9.924717,,,Florence Allen,24922.0,,,,,,2,Regular Play,Poppy Pattinson,17274.0,Left Back,190,Birmingham City WFC,969,['3ad17391-7454-48d9-8029-23b8ad8ce40d'],57,,,,,,,,,,,,,,,,Bristol City WFC,973,00:42:57.792,Pass,
,,,,,,,,,,,,,,,2.243171,,,,,,,,,,,,37eba757-29fa-43be-8517-98ad5ab545cf,3069,,,"[10.7, 14.5]",2275083,88,,,,0.09465302,,Right Foot,,,,"[42.3, 17.5]",,Ground Pass,,31.742086,Incomplete,,Chloe Logarzo,25547.0,,,,,,2,Regular Play,Florence Allen,24922.0,Left Defensive Midfield,190,Birmingham City WFC,969,"['48cd9fe8-f808-456b-b583-c13b8d1f1b4f', '60986d26-e417-4aaa-a13a-dbc8c3acd4a7']",0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:43:00.166,Pass,
,,,,,,,,,,,,,,,3.359938,,,,,,,,,,,,f2201fc6-0a0e-4b7e-97ad-5e8210e0c25c,3073,,,"[79.6, 58.4]",2275083,88,,,,-1.9350191,,Right Foot,,,,"[66.6, 24.3]",,Low Pass,,36.493973,,,Kerys Harrop,15569.0,,,,,,2,Regular Play,Rachel Williams,31563.0,Left Center Forward,190,Birmingham City WFC,969,['33590378-a57b-49b7-9781-1a540b1a0c14'],3,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:03.369,Pass,
,,,,,,,,,,,,,,,1.061704,,,,,,,,,,,,94713a3a-b67f-491c-a3f8-455f2d9ad468,3076,,,"[79.2, 19.9]",2275083,88,,,,-0.13003138,,Left Foot,,,,"[92.2, 18.2]",,Ground Pass,,13.1106825,,,Emma Rose Kelly,34375.0,,,,,,2,Regular Play,Kerys Harrop,15569.0,Left Center Back,190,Birmingham City WFC,969,['237a2ac8-aa33-4ea1-8c0a-fa3dfccffef9'],11,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:11.462,Pass,
,,,,,,,,,,,,,,,1.215203,,,,,,,,,,,,a901bcee-04e8-4e5f-93d6-e76a96607ab6,3080,,,"[90.8, 16.4]",2275083,88,,,,-2.2455373,,Right Foot,,,,"[82.0, 5.4]",,Ground Pass,,14.086873,,,Kerys Harrop,15569.0,,,,,,2,Regular Play,Emma Rose Kelly,34375.0,Left Midfield,190,Birmingham City WFC,969,"['40d3f464-0769-43e5-b081-6afde6d922a1', '9cbdd976-e0e1-4fe2-8808-203353193ccb']",12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:12.549,Pass,True
,,,,,,,,,,,,,,,1.188507,,,,,,,,,,,,227b6034-8f2c-49cf-9269-937ef4d419d9,3084,,,"[82.3, 5.2]",2275083,88,,,,-0.025151927,,Left Foot,,,,"[98.2, 4.8]",,Ground Pass,,15.90503,,,Adrienne Jordan,31567.0,,,,,,2,Regular Play,Kerys Harrop,15569.0,Left Center Back,190,Birmingham City WFC,969,"['9ad743a0-d51b-4cc7-8c68-e43570cfe881', 'b502b57b-3ec2-4a6b-86f6-fa060fc914be']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:14.205,Pass,True
,,,,,,,,,,,,,,,1.629738,,,,,,,,,,,,1851031f-0d4b-4c2a-850f-da0018c1afd0,3092,,,"[40.1, 75.4]",2275083,88,,,,-1.0636978,,Right Foot,,,,"[50.1, 57.4]",,Ground Pass,,20.59126,,,Charlie Wellings,15563.0,,,,,,2,Regular Play,Megan Wynne,32617.0,Right Center Forward,190,Birmingham City WFC,969,['8578229d-c874-4994-83f0-5684db404aba'],21,,,,,,,,,,,,,,,,Bristol City WFC,973,00:43:21.259,Pass,
,,,,,,,,,,,,,,,0.722394,,,,,,,,,,,,ed4903a4-763b-46a3-86d2-3987e9b6f744,3098,,,"[35.9, 27.0]",2275083,88,,,,0.8635795,,Right Foot,,,,"[45.9, 38.7]",,Ground Pass,,15.391232,,,Rachel Williams,31563.0,,,,,,2,Regular Play,Georgia Brougham,15574.0,Right Center Back,190,Birmingham City WFC,969,['586287ae-b2ee-4faa-bcf6-cf99d17248e6'],28,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:28.580,Pass,
,,,,,,,,,,,,,,,0.185658,,,,,,,,,,,,15305664-9062-4913-97de-552926f146a3,3102,,,"[52.4, 42.2]",2275083,88,,,,-2.2584677,,Right Foot,,,,"[50.1, 39.4]",,Ground Pass,,3.6235342,Incomplete,,Claudia Walker,15580.0,,,,,,2,Regular Play,Rachel Williams,31563.0,Left Center Forward,190,Birmingham City WFC,969,"['12388467-2172-4dca-8c55-b8578ddba92b', '7c9d7c61-03c0-4ea8-a035-1f5c400d8905', 'bf9a3360-7cb3-45e4-be41-435664341bba']",30,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:30.624,Pass,True
,,,,,,,,,,,,,,,1.201818,,,,,,,,,,,,75b1c2ef-fbfb-40a2-b398-6728106c9616,3108,,,"[36.9, 30.8]",2275083,88,,,,1.649148,,Right Foot,,,,"[35.0, 55.0]",,Ground Pass,,24.274471,,,Georgia Brougham,15574.0,,,,,,2,Regular Play,Lucy Whipp,31566.0,Left Center Midfield,190,Birmingham City WFC,969,"['76cf3591-3806-4760-be78-85139f66bf28', 'ba6fadb6-02d1-43e2-af63-680b64f8445e']",33,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:33.744,Pass,True
,,,,,,,,,,,,,,,1.553194,,,,,,,,,,,,7eea4d54-f2dc-4b70-818c-026edd36644d,3111,,,"[52.8, 64.3]",2275083,88,,,,0.34509262,,Right Foot,,,,"[83.4, 75.3]",,Ground Pass,,32.51707,,,Claudia Walker,15580.0,,,,,,2,Regular Play,Georgia Brougham,15574.0,Right Center Back,190,Birmingham City WFC,969,['7b93062a-b36a-4d11-b2f4-d981b6b3423e'],39,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:39.955,Pass,
,,,,,,,,,,,,,,,1.252063,,,,,,,,,,,,2cd5e2e0-c32e-4afa-a9e0-d7bcb2f5f153,3114,,,"[82.3, 75.3]",2275083,88,,,,-2.9849908,,Right Foot,,,,"[57.6, 71.4]",,Ground Pass,,25.005999,,,Sarah Emma Mayling,19500.0,,,,,,2,Regular Play,Claudia Walker,15580.0,Right Back,190,Birmingham City WFC,969,"['376705ef-59ff-44d8-a357-ac1ac0fd2112', '4a851b54-c239-48f8-b3db-1822fe4e44b8']",41,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:41.508,Pass,True
,,,,,,,,,,,,,,,1.350192,,,,,,,,,,,,993b750b-f000-472b-8da9-3a802720f7c1,3117,,,"[57.2, 71.4]",2275083,88,,,,-1.1212323,,Right Foot,,,,"[64.1, 57.1]",,Ground Pass,,15.877657,,,Lucy Whipp,31566.0,,,,,,2,Regular Play,Sarah Emma Mayling,19500.0,Right Midfield,190,Birmingham City WFC,969,['6d58d63b-1c42-448c-81be-de525f1bb964'],43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:43.463,Pass,
,,,,,,,,,,,,,,,1.307354,,,,,,,,,,,,bf262b22-1517-4131-b6f9-4b872cbd0afe,3121,,,"[65.4, 58.7]",2275083,88,,,,3.1415927,,Left Foot,,,,"[45.5, 58.7]",,Ground Pass,,19.9,,,Georgia Brougham,15574.0,,,,,,2,Regular Play,Lucy Whipp,31566.0,Left Center Midfield,190,Birmingham City WFC,969,"['31c17c12-bb9f-435b-97e8-2148e6c7cc7a', '43698f0f-a6de-49f7-a87f-77d34fdf0d45']",45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:45.294,Pass,True
,,,,,,,,,,,,,,,1.499192,,,,,,,,,,,,0b2b2746-2cb1-4423-81c9-d8db7d847fd2,3124,,,"[47.0, 59.0]",2275083,88,,,,-1.2369334,,Right Foot,,,,"[54.7, 36.8]",,Ground Pass,,23.497446,,,Adrienne Jordan,31567.0,,,,,,2,Regular Play,Georgia Brougham,15574.0,Right Center Back,190,Birmingham City WFC,969,['5adc9817-af6e-469a-90ed-ccb964b34097'],47,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:47.537,Pass,
,,,,,,,,,,,,,,,5.840689,,,,,,,,,,,,1ff96bbc-7b45-4657-9e51-acbc0adeedca,3127,,,"[57.0, 34.0]",2275083,88,,,,-0.09464275,,Left Foot,,,,"[118.1, 28.2]",,High Pass,,61.37467,Incomplete,,,,,,,,,2,Regular Play,Adrienne Jordan,31567.0,Left Back,190,Birmingham City WFC,969,['9c5c00a3-bf21-4d52-9203-71f286ec9041'],51,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:43:51.821,Pass,
,,,,,,,,,,,,,,,2.660779,,,,,,,,,,,,f9bce546-d6f2-4318-bfdf-fdd9fcb67387,3131,,,"[17.9, 23.5]",2275083,89,,,,-0.106188215,,Right Foot,,,,"[69.5, 18.0]",,High Pass,,51.892292,Incomplete,,Yana Daniëls,10093.0,,,,,,2,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,190,Birmingham City WFC,969,"['2733d576-dcf8-45ac-8918-5ea1e93201be', 'e772595f-6cc8-4aaf-9eae-6addaf6565f3']",18,,,,,,,,,,,,,,,,Bristol City WFC,973,00:44:18.346,Pass,
,,,,,,,,,,,,,,,5.806409,,,,,,,,,,,,7603a513-09e6-4892-9674-bb1bfa6e98eb,3135,,,"[80.1, 0.1]",2275083,89,,,,0.1882215,,,,,,"[120.0, 7.7]",,High Pass,,40.61736,Out,,Ebony Salmon,31527.0,,,,,Throw-in,2,From Throw In,Poppy Pattinson,17274.0,Left Back,191,Bristol City WFC,973,['3b3b5e7c-5174-44f7-9e53-d266ac78044a'],40,,,,,,,,,,,,,,,,Bristol City WFC,973,00:44:40.273,Pass,
,,,,,,,,,,,,,,,1.629158,,,,,,,,,,,,d8897051-bd04-4e03-a99c-10ec2daa6741,3139,,,"[6.0, 44.0]",2275083,89,,,,-1.0043813,,Right Foot,,,,"[19.1, 23.4]",,Low Pass,,24.412497,,,Kerys Harrop,15569.0,,,,,Goal Kick,2,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,192,Birmingham City WFC,969,['c2ea1fe1-4b00-474d-b96e-c55a421b5cbf'],58,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:44:58.691,Pass,
,,,,,,,,,,,,,,,3.900094,,,,,,,,,,,,012e9bf0-f93f-4bb6-b807-fe33423ae51d,3142,,,"[46.3, 22.7]",2275083,90,,,,0.12962921,,Left Foot,,,,"[104.6, 30.3]",,High Pass,,58.79328,Incomplete,,,,,,,,,2,From Goal Kick,Kerys Harrop,15569.0,Left Center Back,192,Birmingham City WFC,969,['87cbe1d8-c38f-4f03-958f-bf64821e1cf7'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:45:05.506,Pass,
