50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d2407fab-36e6-4632-89bf-d301ba8c65f5,1,,,2275121,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a23bf3d0-113d-45ab-963f-86cabfb164b8,2,,,2275121,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,38b4b80b-fa54-443f-96e1-d3d02c28edb5,3,,,2275121,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['8aa7b91e-ce91-4cd1-9fee-afd6380f457a'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8aa7b91e-ce91-4cd1-9fee-afd6380f457a,4,,,2275121,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['38b4b80b-fa54-443f-96e1-d3d02c28edb5'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f95c46e7-002a-4845-ab5f-d401b748822e,2117,,,2275121,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Arsenal WFC,968,['9d5070b5-6fdd-4835-ba98-ebc022eb5177'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9d5070b5-6fdd-4835-ba98-ebc022eb5177,2118,,,2275121,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Arsenal WFC,968,['f95c46e7-002a-4845-ab5f-d401b748822e'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.736772,,,,,,,,,,,,e5b2d0ea-0bc9-4e8d-9317-d697cfa2d473,5,,"[61.0, 40.1]",2275121,0,,,2.063282,,Right Foot,,,"[58.8, 44.2]",,Ground Pass,,4.652956,,,,Jordan Nobbs,10192.0,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['8579f39e-215e-47d7-bc27-125a81dacd89'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.215,Pass,
,,,,,,,,,,,,,,,,1.064764,,,,,,,,,,,,edd855ed-fd9a-4f48-a5dc-ec7002797e2d,8,,"[58.8, 43.9]",2275121,0,,,-2.6113768,,Right Foot,,,"[44.3, 35.4]",,Ground Pass,,16.807735,,,,Leah Williamson,18999.0,,,,,,1,From Kick Off,Jordan Nobbs,10192.0,Right Center Midfield,2,Arsenal WFC,968,['1c2a6614-9171-4e7f-b042-d187e4fb52f9'],1,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:01.311,Pass,
,,,,,,,,,,,,,,,,1.379888,,,,,,,,,,,,307d99ba-48ef-46da-abe3-fa43bd2b7067,11,,"[43.4, 36.5]",2275121,0,,,2.1362803,,Right Foot,,,"[36.8, 46.9]",,Ground Pass,,12.317468,,,,Viktoria Schnaderbeck,10235.0,,,,,,1,From Kick Off,Leah Williamson,18999.0,Center Defensive Midfield,2,Arsenal WFC,968,['15c846f0-94d9-4ff5-92a2-4e248f165c62'],3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.222,Pass,
,,,,,,,,,,,,,,,,1.106253,,,,,,,,,,,,f4ec24d9-cd27-490b-9941-8dabbd0bba56,14,,"[35.7, 47.5]",2275121,0,,,-1.6338705,,Right Foot,,,"[34.5, 28.5]",,Ground Pass,,19.037857,,,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Viktoria Schnaderbeck,10235.0,Right Center Back,2,Arsenal WFC,968,['9061b68e-1491-4377-ad25-d2251bd5136c'],5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.662,Pass,
