ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.079625,,,,,,,,,,,,,,bdfbfabb-a115-43b6-ac35-e9680e77da3a,23,,"[79.8, 69.5]",2275078,0,,,,-0.6819437,f95044e8-8ac7-4e66-b7f3-0dc64a9874c8,Right Foot,,,,"[89.9, 61.3]",,Ground Pass,,13.009612,,,Hannah Cain,18253.0,True,,,,,1,From Counter,Inessa Kaagman,15579.0,Left Wing,3,Everton LFC,967,['8f174b6f-1582-4d56-be6a-424cd705d825'],8,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:08.836,Pass,
,,,,,,,,,,,,,,,1.709521,,,,,,,,,,,,,,9d97c0a4-6aac-4bd7-b969-708b61c4e739,30,,"[112.8, 80.0]",2275078,0,True,,,-2.6888142,,,,,,"[109.1, 78.2]",,Low Pass,,4.1146083,,,Maéva Clemaron,31713.0,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,['7203b018-eb0d-45cb-aef9-67cd1985e615'],29,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:29.623,Pass,
,,,,,,,,,,,,,,,1.993188,,,,,,,,,,,,,,5b334d2c-46dd-476a-aa8d-da71c6e34279,36,,"[120.0, 80.0]",2275078,0,,,,-1.7015595,,Left Foot,,,,"[114.7, 39.7]",,High Pass,True,40.64702,Incomplete,,Gabrielle George,15575.0,,True,Inswinging,,Corner,1,From Corner,Inessa Kaagman,15579.0,Left Wing,5,Everton LFC,967,"['7525ffd5-7839-4c19-862f-7e3f97688a49', 'aaad3c61-c682-4ac0-8474-bf978f20b3aa']",58,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:58.084,Pass,
,,,,,,,,,,,,,,,2.227637,,,,,,,,,,,,,,9d021237-b347-405c-8db0-9775c09e5555,40,,"[94.3, 46.5]",2275078,1,,,,-1.2103746,,Right Foot,,,,"[101.8, 26.6]",,Low Pass,,21.266405,Incomplete,,Abbey-Leigh Stringer,15573.0,,,,,Recovery,1,From Corner,Chantelle Boye-Hlorkah,15556.0,Right Wing,5,Everton LFC,967,"['0dfcb095-c747-4003-ad29-4b0f51ae0504', '4a20bba0-9410-44b9-8e17-e2fc4e4e8287']",2,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:02.635,Pass,
,,,,,,,,,,,,,,,4.636686,,,,,,,,,,,,,,d310f709-3ca3-4726-8587-f53d1ab33a16,45,,"[17.4, 71.4]",2275078,1,,,,-0.19426948,,Right Foot,,,,"[72.8, 60.5]",,Low Pass,,56.462112,Incomplete,,Lauren Hemp,15555.0,,,,,,1,From Corner,Jill Scott,10172.0,Right Midfield,5,Everton LFC,967,"['4edebd7b-2dae-4db6-9578-5d9d13a73eff', 'ac548410-3df4-465e-913f-dc068863ea5c', 'fdc2922f-cbce-4eed-a733-c9600c6e898d']",7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:07.008,Pass,True
,,,,,,,,,,,,,,,2.521884,,,,,,,,,,,,,,fdc2922f-cbce-4eed-a733-c9600c6e898d,47,,"[47.3, 19.6]",2275078,1,,,,2.5908167,,Left Foot,,,,"[21.9, 35.2]",,Ground Pass,,29.808052,,,Tinja-Riikka Tellervo Korpela,13857.0,,,,,Recovery,1,From Corner,Danielle Turner,15571.0,Left Back,5,Everton LFC,967,"['872913dd-8842-43b8-9066-69b8382884a8', 'd310f709-3ca3-4726-8587-f53d1ab33a16']",11,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.644,Pass,
,,,,,,,,,,,,,,,1.934211,,,,,,,,,,,,,,f8c4d648-108e-4bc8-ac59-d788d1b8d028,50,,"[21.9, 35.2]",2275078,1,,,,1.0439917,,Right Foot,,,,"[39.0, 64.6]",,Low Pass,,34.011322,,,Taylor Hinds,19687.0,,,,,,1,From Corner,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,5,Everton LFC,967,['f236b328-d575-4a91-b167-efd21017bebd'],15,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:15.324,Pass,
,,,,,,,,,,,,,,,0.746803,,,,,,,,,,,,,,bc2e2ebd-aeea-4197-977e-caf3750c818c,53,,"[38.5, 64.8]",2275078,1,,,,-0.75908846,,Left Foot,,,,"[42.4, 61.1]",,Ground Pass,,5.375872,,,Maéva Clemaron,31713.0,,,,,,1,From Corner,Taylor Hinds,19687.0,Right Back,5,Everton LFC,967,['7f9e90f1-9065-4530-a37f-f143e961d026'],19,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:19.251,Pass,
,,,,,,,,,,,,,,,1.690408,,,,,,,,,,,,,,06f750a4-f9f2-4d5d-8e8a-1b57c51e5abf,56,,"[42.4, 61.1]",2275078,1,,,,0.8811049,,Right Foot,,,,"[53.7, 74.8]",,Low Pass,,17.758942,Incomplete,,Inessa Kaagman,15579.0,,,,,,1,From Corner,Maéva Clemaron,31713.0,Right Defensive Midfield,5,Everton LFC,967,"['01eb22b9-db27-46c7-b2b0-de9c43f582c0', 'c14e9432-c943-4b03-bbc0-5c7daa151c0b']",20,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:20.046,Pass,
,,,,,,,,,,,,,,,1.700981,,,,,,,,,,,,,,84afeacd-e5f1-434a-b4f6-0cb645263835,61,,"[67.1, 8.8]",2275078,1,,,,3.0472786,,Left Foot,,,,"[37.5, 11.6]",,Ground Pass,,29.732138,,,Gemma Bonner,15554.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,6,Manchester City WFC,746,"['05868154-52a5-4247-904b-67d48109109c', '419eeacf-155e-4a57-b1ef-e951cce30795']",25,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:25.051,Pass,True
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,ec12da5c-1394-4d64-9766-fa21a76c7827,65,,"[38.5, 15.5]",2275078,1,,,,1.6284248,,Right Foot,,,,"[36.4, 51.9]",,Ground Pass,,36.460526,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,6,Manchester City WFC,746,"['58901170-e78a-41c3-8039-7d58606f9fdc', 'c4a57e4b-4c96-4e90-8b78-72b956a0bb55']",27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:27.906,Pass,True
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,ec3bf5d0-30ef-4871-8665-c4967ab8cd93,68,,"[40.7, 53.4]",2275078,1,,,,0.92368513,,Right Foot,,,,"[57.4, 75.5]",,Ground Pass,,27.70018,,,Janine Elizabeth Beckie,4992.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['86b354b4-1d9f-4e44-a267-686bba14533f'],31,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:31.378,Pass,
,,,,,,,,,,,,,,,2.163425,,,,,,,,,,,,,,dfa94b55-13d7-4107-8eb6-72403a36bdfa,71,,"[58.0, 75.0]",2275078,1,,,,-2.4713292,,Right Foot,,,,"[41.6, 62.0]",,Ground Pass,,20.927494,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,6,Manchester City WFC,746,['5dec8046-0620-49fd-9ff2-812de5362e52'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:33.560,Pass,
,,,,,,,,,,,,,,,0.816924,,,,,,,,,,,,,,8ccc0b61-e3e4-4111-9980-31a709acca41,74,,"[40.7, 61.3]",2275078,1,,,,-0.48182744,,Right Foot,,,,"[51.6, 55.6]",,Ground Pass,,12.300406,,,Caroline Weir,10188.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['6fbdac54-2a67-4da2-8a0f-2376d1192aa5'],36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:36.381,Pass,
,,,,,,,,,,,,,,,1.407126,,,,,,,,,,,,,,0d2a3765-6279-4919-bc17-b5a9e2a225e0,78,,"[52.2, 55.3]",2275078,1,,,,1.4894545,,Right Foot,,,,"[53.7, 73.7]",,Ground Pass,,18.46104,,,Janine Elizabeth Beckie,4992.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,6,Manchester City WFC,746,"['8fa8b540-e3e5-4d3e-b57d-726b5bb021b8', 'b318f169-55f1-4fea-a7d3-55850cc6530b']",37,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:37.270,Pass,True
,,,,,,,,,,,,,,,0.939471,,,,,,,,,,,,,,39a9396a-e542-41c8-b390-3c6d40c941a8,81,,"[70.2, 70.7]",2275078,1,,,,-1.1222609,,Right Foot,,,,"[77.9, 54.7]",,Ground Pass,,17.756407,,,Georgia Stanway,4643.0,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,6,Manchester City WFC,746,['9439de19-3fdb-446d-b560-6bbe99f21fce'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:41.807,Pass,
,,,,,,,,,,,,,,,0.975257,,,,,,,,,,,,,,5f0b4b26-f740-4573-b5d8-b9fe1d65d34d,85,,"[43.5, 33.1]",2275078,1,,,,-2.1224513,,Right Foot,,,,"[32.3, 14.9]",,Ground Pass,,21.370073,,,Danielle Turner,15571.0,,,,,Recovery,1,Regular Play,Maéva Clemaron,31713.0,Right Defensive Midfield,7,Everton LFC,967,['da435979-3e4e-49d7-b67c-626398b15961'],44,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:44.156,Pass,
,,,,,,,,,,,,,,,2.439231,,,,,,,,,,,,,,45232f5b-62b0-4c52-b630-a43a28f62a60,88,,"[32.6, 15.4]",2275078,1,,,,2.473137,,Left Foot,,,,"[13.1, 30.8]",,Ground Pass,,24.847736,,,Tinja-Riikka Tellervo Korpela,13857.0,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,7,Everton LFC,967,['c9fd0427-c50b-43b3-b5c0-b41fd56121b8'],46,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:46.940,Pass,
,,,,,,,,,,,,,,,1.920694,,,,,,,,,,,,,,ac33c91c-718d-45bf-9faa-7237551c6631,91,,"[13.1, 33.8]",2275078,1,,,,-1.4322948,,Right Foot,,,,"[15.4, 17.3]",,Ground Pass,,16.659533,,,Gabrielle George,15575.0,,,,,,1,Regular Play,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,7,Everton LFC,967,['9367c642-c635-441f-9c57-cc5c919eb9a7'],54,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:54.093,Pass,
,,,,,,,,,,,,,,,1.901424,,,,,,,,,,,,,,e57b9ce1-cfb1-464e-8a4e-ea2259900aa9,95,,"[19.9, 12.9]",2275078,1,,,,0.05033528,,Left Foot,,,,"[59.6, 14.9]",,High Pass,,39.750347,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,7,Everton LFC,967,['ef1c8ae3-b4e5-4602-a283-00b67ba10c5e'],57,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:57.258,Pass,
,,,,,,,,,,,,,,,1.319465,,,,,,,,,,,,,,acc0a0ba-e9f6-4371-8625-b99e3a8b9f05,98,,"[83.2, 26.5]",2275078,2,,,,1.251623,6d3e375f-f99f-4a2e-ba4c-07b56778d5ea,Right Foot,,,,"[90.9, 49.8]",,Ground Pass,,24.539356,,,Hannah Cain,18253.0,True,,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,7,Everton LFC,967,['a27ab6e5-b6f3-4b5b-b95f-71cf3996dcb3'],2,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:02.598,Pass,
,,,,,,,,,,,,,,,1.628697,,,,,,,,,,,,,,47b6c5c8-3221-4d47-92d1-a7ce146beb2e,105,,"[120.0, 0.1]",2275078,2,,,,1.8508376,,Left Foot,,,,"[109.1, 38.0]",,High Pass,,39.43628,Incomplete,True,Taylor Hinds,19687.0,,,Outswinging,,Corner,1,From Corner,Inessa Kaagman,15579.0,Left Wing,8,Everton LFC,967,"['0b049290-e9bf-4f63-9742-cd73d49b6379', '79ee1c47-1948-499b-a884-79685ea09a24']",40,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:40.889,Pass,
,,,,,,,,,,,,,,,1.263105,,,,,,,,,,,,,,3741fb93-55c5-4705-8ba7-1ca2dfd7ff67,110,,"[86.7, 43.4]",2275078,2,,,,-1.0153025,,Head,,,,"[88.5, 40.5]",,Low Pass,,3.4132097,,,Taylor Hinds,19687.0,,,,,Recovery,1,From Corner,Kika van Es,10651.0,Right Center Back,8,Everton LFC,967,"['3df0eb90-992f-4c74-9a3f-322ca379962e', '98fb6ecd-f44e-4880-a0a4-3e4281714b62']",46,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:46.178,Pass,True
,,,,,,,,,,,,,,,2.959617,,,,,,,,,,,,,,1153a3a1-0cf2-4ad1-9d16-22e9ec3afe83,113,,"[86.6, 44.2]",2275078,2,,,,2.457541,,Left Foot,,,,"[67.1, 60.1]",,Low Pass,,25.160683,,,Danielle Turner,15571.0,,,,,,1,From Corner,Taylor Hinds,19687.0,Right Back,8,Everton LFC,967,['3dafd726-5d73-46c6-a8a3-d9d6e4fef9af'],47,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:47.494,Pass,
,,,,,,,,,,,,,,,2.024579,,,,,,,,,,,,,,7799ddec-74c6-44cd-8c04-d5d75ed1a7ce,116,,"[68.3, 64.0]",2275078,2,,,,0.5868815,,Left Foot,,,,"[88.9, 77.7]",,Ground Pass,,24.739645,,,Hannah Cain,18253.0,,,,,,1,From Corner,Danielle Turner,15571.0,Left Back,8,Everton LFC,967,['84a6a19d-a38d-43db-9bf8-f2574c716087'],51,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:51.277,Pass,
,,,,,,,,,,,,,,,0.180197,,,,,,,,,,,,,,9add764c-0288-49c6-a925-854f729e4cff,120,,"[91.6, 79.1]",2275078,2,,,,-0.65284663,,Right Foot,,,,"[93.3, 77.8]",,Ground Pass,,2.1400936,Incomplete,,Lucy Hope,16386.0,,,,,,1,From Corner,Hannah Cain,18253.0,Center Forward,8,Everton LFC,967,"['4aca2793-7b93-4b54-abbd-0aa389c97ff9', 'd37d52ec-5f66-4728-9478-0fec98a5156b', 'eda6f802-9034-4475-a4dc-97f0e7a7e9d3']",54,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:54.803,Pass,True
,,,,,,,,,,,,,,,1.361124,,,,,,,,,,,,,,576b7c0a-7c3c-4971-a470-45dd5409b876,126,,"[19.3, 2.0]",2275078,2,,,,1.9066305,,Right Foot,,,,"[15.6, 12.6]",,Ground Pass,,11.2272,,,Demi Stokes,4651.0,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,9,Manchester City WFC,746,"['032e3ce0-2291-4b88-b97d-b71896663399', 'b17229fe-7ea6-47ca-9dd6-333b3e9b774a']",56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:56.990,Pass,True
,,,,,,,,,,,,,,,1.151097,,,,,,,,,,,,,,8d801416-fc6f-44a2-9612-ec4750867d3b,128,,"[15.6, 12.6]",2275078,2,,,,-0.22923194,,Left Foot,,,,"[30.6, 9.1]",,Ground Pass,,15.402922,,,Pauline Bremer,20725.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,9,Manchester City WFC,746,['75bfc945-f453-4b9d-b8b5-3548aaaca0cc'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:58.351,Pass,
,,,,,,,,,,,,,,,0.730542,,,,,,,,,,,,,,eb8ed735-c789-4bad-b1d4-c653b1bf97c2,135,,"[12.9, 40.5]",2275078,3,True,,,0.8578102,,Right Foot,,,,"[30.8, 61.2]",,Ground Pass,,27.366037,,,Stephanie Houghton,10185.0,,,,,Free Kick,1,From Free Kick,Gemma Bonner,15554.0,Left Center Back,10,Manchester City WFC,746,['5226f429-f50f-43fb-9d57-2e945359928b'],23,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:23.892,Pass,
,,,,,,,,,,,,,,,3.122,,,,,,,,,,,,,,194d7116-9e82-46be-bb42-b28ec017b793,137,,"[30.6, 59.6]",2275078,3,,,,-1.1313908,,Right Foot,,,,"[56.5, 4.5]",,High Pass,,60.88366,,,Lauren Hemp,15555.0,,True,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,10,Manchester City WFC,746,['0cda4195-7a9f-4575-8f70-2d690b3ad96a'],26,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:26.662,Pass,
,,,,,,,,,,,,,,,1.629216,,,,,,,,,,,,,,a2dc8441-fd28-4506-89fa-422e8c2dca1b,140,,"[45.7, 1.8]",2275078,3,,,,2.3987753,,Left Foot,,,,"[24.9, 20.9]",,Ground Pass,,28.239157,,,Gemma Bonner,15554.0,,,,,,1,From Free Kick,Lauren Hemp,15555.0,Left Midfield,10,Manchester City WFC,746,['87c6ea01-74fa-400f-b98b-43dfc6480afd'],32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:32.112,Pass,
,,,,,,,,,,,,,,,2.070066,,,,,,,,,,,,,,7850a8a6-9d38-4002-88bd-4d72cc7834ad,144,,"[25.2, 21.9]",2275078,3,,,,2.3438494,,Right Foot,,,,"[9.2, 38.3]",,Ground Pass,,22.912006,,,Ellie Roebuck,4637.0,,,,,,1,From Free Kick,Gemma Bonner,15554.0,Left Center Back,10,Manchester City WFC,746,"['0c46d352-24af-4f93-87d6-0814b5ab6ad7', '5e553aaf-0697-4bb1-b7a6-551adf9c0da4']",34,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:34.662,Pass,True
