ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7162e617-218a-466d-82b3-27fdcf13ffb9,1,,,2275090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fcce144e-620e-43ee-9701-713dd804af2c,2,,,2275090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4c5e7653-d869-4be2-8657-d5db2502fc96,3,,,2275090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['0842ed58-901b-4e9f-ad81-999df743febf'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0842ed58-901b-4e9f-ad81-999df743febf,4,,,2275090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['4c5e7653-d869-4be2-8657-d5db2502fc96'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0a1f64a3-1a27-4cd6-8961-2a08a345f582,1681,,,2275090,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Chelsea FCW,971,['98f2b5a8-cec1-44ad-87b4-5bea9dd8b03e'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,98f2b5a8-cec1-44ad-87b4-5bea9dd8b03e,1682,,,2275090,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Chelsea FCW,971,['0a1f64a3-1a27-4cd6-8961-2a08a345f582'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.50431,,,,,,,,,,,,,cbd701d3-eeec-4bc3-ba2a-d56a06c8d91c,5,,"[60.0, 40.0]",2275090,0,,True,,,-1.9138203,,Right Foot,,,,"[59.5, 38.6]",,Ground Pass,,1.4866068,,,,,Jill Roord,10650.0,,,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Right Center Forward,2,Arsenal WFC,968,['45b47cd9-648c-483e-a2f7-79de40ac169e'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.186,Pass,
,,,,,,,,,,,,,,0.885682,,,,,,,,,,,,,a6e3ec09-a4f8-4828-801e-5736ae54659d,7,,"[57.9, 39.3]",2275090,0,,,,,-3.0774605,,Right Foot,,,,"[47.0, 38.6]",,Ground Pass,,10.922454,,,,,Kim Little,15616.0,,,,,,1,From Kick Off,Jill Roord,10650.0,Left Center Forward,2,Arsenal WFC,968,['51e4771a-7659-4d86-9538-4526bc447a87'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.690,Pass,
,,,,,,,,,,,,,,0.622399,,,,,,,,,,,,,89ad7773-ba49-4f4e-bde3-88519654b496,11,,"[53.7, 33.9]",2275090,0,,,,,-2.237354,,Right Foot,,,,"[47.8, 26.4]",,Ground Pass,,9.542537,,,,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Kim Little,15616.0,Left Center Midfield,2,Arsenal WFC,968,"['98b1056d-c540-47cf-9b17-05efff58d48c', 'f3c28177-7476-4608-9dcc-257c6f76603d']",3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.357,Pass,True
,,,,,,,,,,,,,,0.578232,,,,,,,,,,,,,1db91f0c-ff6d-4fc8-bf63-28a168ac4ab8,22,,"[59.8, 67.7]",2275090,0,,,,,-0.7775243,,Head,,,,"[66.2, 61.4]",,Low Pass,,8.980535,,,,,Erin Cuthbert,4660.0,,,,,Recovery,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,['f0ac1324-e44d-47e5-8e92-61ba7427d3af'],10,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:10.618,Pass,
