50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba7f2a19-afc2-4af6-a455-ee8fb49fe44a,1,,,,2275051,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13857, 'name': 'Tinja-Riikka Tellervo Korpela'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 18253, 'name': 'Hannah Cain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4fb1b7e8-15c9-4e09-819a-4ce67ca5b73b,2,,,,2275051,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,06070d78-306c-46e4-8eda-f10a2fa688e6,3,,,,2275051,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['9941508f-380e-4895-8cc5-e019577d7463'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9941508f-380e-4895-8cc5-e019577d7463,4,,,,2275051,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['06070d78-306c-46e4-8eda-f10a2fa688e6'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ba85a9d-e2c8-49fd-9796-9b3de2a281ec,1674,,,,2275051,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,113,Brighton & Hove Albion WFC,965,['b762dc95-0dfe-4522-a1fa-a2e28e7ec177'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b762dc95-0dfe-4522-a1fa-a2e28e7ec177,1675,,,,2275051,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,113,Brighton & Hove Albion WFC,965,['3ba85a9d-e2c8-49fd-9796-9b3de2a281ec'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.548837,,,,,,,,,,,,,3fc2f4c0-049d-4556-baff-f8cc528e6750,5,,,"[60.0, 40.0]",2275051,0,,,,,0.7123576,,Left Foot,,,,"[62.2, 41.9]",,Ground Pass,,2.9068885,,,Chloe Kelly,15570.0,,,,,Kick Off,1,From Kick Off,Maéva Clemaron,31713.0,Right Defensive Midfield,2,Everton LFC,967,['e365569a-ce7f-4d0d-8033-4e9f967550b1'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.067,Pass,
,,,,,,,,,,,,,,,,,2.504069,,,,,,,,,,,,,c16362bb-a26b-4782-8fa1-8312adfe21cc,12,,,"[72.3, 30.0]",2275051,0,,,,,-0.72527003,,Right Foot,,,,"[104.0, 1.9]",,High Pass,,42.361538,,,Danielle Turner,15571.0,,,,,Free Kick,1,From Free Kick,Kika van Es,10651.0,Right Center Back,3,Everton LFC,967,['21cd354f-248c-4a71-9c2c-508ecb6ea6b9'],14,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:14.563,Pass,
,,,,,,,,,,,,,,,,,1.628912,,,,,,,,,,,,,7dc8fa92-6ae7-458e-b88b-3346ce9c9981,15,,,"[17.3, 80.0]",2275051,0,,,,,-0.10150183,,,,,,"[38.9, 77.8]",,High Pass,,21.711748,Incomplete,,Ellie Brazil,16393.0,,,,,Throw-in,1,From Throw In,Matilde Lundorf Skovsen,31528.0,Right Back,4,Brighton & Hove Albion WFC,965,"['4a778b7f-03fe-42e5-a08a-818133220af8', '9efb534f-70b1-4652-b958-f63568acb7f0']",31,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:31.419,Pass,
,,,,,,,,,,,,,,,,,0.505717,,,,,,,,,,,,,4a778b7f-03fe-42e5-a08a-818133220af8,17,,,"[81.2, 2.3]",2275051,0,,,,,0.8430266,,Left Foot,,,,"[86.1, 7.8]",,Low Pass,,7.366139,,,Maéva Clemaron,31713.0,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,5,Everton LFC,967,"['7dc8fa92-6ae7-458e-b88b-3346ce9c9981', 'a7f78cf3-5fdd-4d0b-934d-705431cf20b6']",33,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:33.048,Pass,
