50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,91fdaa62-e36b-4aca-8c56-7a6d32289483,1,,,2275050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 33664, 'name': 'Rachael Laws'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,aae12223-7969-4f4e-ac4e-83b075af1352,2,,,2275050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 37}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ba7b6ef4-edab-43e9-8ed2-ccc073667b8f,3,,,2275050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['f8f30929-e011-4ea9-bbc9-c22873023d5f'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f8f30929-e011-4ea9-bbc9-c22873023d5f,4,,,2275050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['ba7b6ef4-edab-43e9-8ed2-ccc073667b8f'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8fa0eb5b-73d6-4a72-856f-319c9861d48e,1866,,,2275050,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,124,Birmingham City WFC,969,['d26a44b6-fea0-4a10-9876-9fd37c7ddc12'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d26a44b6-fea0-4a10-9876-9fd37c7ddc12,1867,,,2275050,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,124,Birmingham City WFC,969,['8fa0eb5b-73d6-4a72-856f-319c9861d48e'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.85577,,,,,,,,,,,c0927b64-b182-4e44-83f0-b77222d600f8,5,,"[61.0, 40.1]",2275050,0,,,,,-3.0712862,,Right Foot,,,"[53.9, 39.6]",,Ground Pass,,7.1175838,,,,,Lucy Staniforth,15562.0,,,,,,Kick Off,1,From Kick Off,Rachel Williams,31563.0,Center Forward,2,Birmingham City WFC,969,['2a1a0dfc-2e25-4131-bd28-e595edb7b0cb'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.443,Pass,
,,,,,,,,,,,,,,,,,5.671911,,,,,,,,,,,71905fc2-e4fb-4429-8f44-11c3942ade7d,9,,"[52.8, 42.7]",2275050,0,,,,,0.43144065,,Right Foot,,,"[118.4, 72.9]",,High Pass,,72.21773,,,,,Claudia Walker,15580.0,,,,,,,1,From Kick Off,Lucy Staniforth,15562.0,Right Defensive Midfield,2,Birmingham City WFC,969,"['5f5e47d6-0278-4b42-a19a-90798c115f10', 'd36266bb-cdb5-462b-9d9b-6bb90fa04020']",2,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.582,Pass,True
,,,,,,,,,,,,,,,,,1.551324,,,,,,,,,,,7c8f43bb-78d6-421b-a485-c8ddb83e7b1d,13,,"[6.0, 44.0]",2275050,1,,,,,0.9431669,,Left Foot,,,"[13.4, 54.2]",,Ground Pass,,12.601587,,,,,Sophie Howard,15720.0,,,,,,Goal Kick,1,From Goal Kick,Rachael Laws,33664.0,Goalkeeper,3,Reading WFC,974,['b29c5ad7-5fff-446a-a328-6da38addd9d5'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:00.646,Pass,
,,,,,,,,,,,,,,,,,1.042904,,,,,,,,,,,575a6ca7-9736-4487-bd1f-12ee10011319,17,,"[39.6, 58.2]",2275050,1,,,,,0.089049585,,Right Foot,,,"[62.0, 60.2]",,Ground Pass,,22.489109,,,,,Amalie Vevle Eikeland,26570.0,,,,,,,1,From Goal Kick,Sophie Howard,15720.0,Right Center Back,3,Reading WFC,974,"['8f915cac-6edb-45f4-9ce2-c0b51999bbe6', 'badfa18b-ffc9-44d9-914c-a63727ab8567']",7,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:07.176,Pass,True
,,,,,,,,,,,,,,,,,1.754862,,,,,,,,,,,719c6c68-fa1e-4aab-ab70-601450bc44d6,24,,"[35.8, 9.9]",2275050,1,,,,,0.099378295,,Left Foot,,,"[69.9, 13.3]",,High Pass,,34.26908,,,Incomplete,,Rachel Williams,31563.0,,,,,,,1,From Goal Kick,Rebecca Holloway,31568.0,Left Center Back,3,Reading WFC,974,"['7b2c7906-f906-475f-9c2b-0a791b0a1302', '80b80649-db4d-4f4e-9e3b-1f5bb011aa7d', '8e187357-e1e8-4738-b9f0-d5063d710f70']",11,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:11.470,Pass,True
,,,,,,,,,,,,,,,,,1.727499,,,,,,,,,,,8138a7e3-98a7-4903-a589-a2906ffd27bb,31,,"[61.1, 62.7]",2275050,1,,,,,2.753274,,Right Foot,,,"[56.7, 64.5]",,High Pass,,4.753946,,,Incomplete,,,,,,,,,,1,From Goal Kick,Angharad James,15577.0,Right Center Midfield,3,Reading WFC,974,"['8545e90f-b14b-45b3-8ff6-515e855b1c94', 'eeeeb585-71d8-48de-8943-88f235e97fb9', 'ff567ce2-723a-4657-9bad-803b53054c08']",19,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:19.013,Pass,True
,,,,,,,,,,,,,,,,,0.88119,,,,,,,,,,,8545e90f-b14b-45b3-8ff6-515e855b1c94,33,,"[63.4, 15.6]",2275050,1,,,,True,2.4780369,,,,,"[57.9, 19.9]",,High Pass,,6.981404,,,,,Rachel Williams,31563.0,,,,,,Recovery,1,Regular Play,Lucy Whipp,31566.0,Center Attacking Midfield,4,Birmingham City WFC,969,"['8138a7e3-98a7-4903-a589-a2906ffd27bb', '9a4bd382-163a-4837-9db3-fff17323edc8', 'ebee3b2d-a669-42ef-9566-d827fd69183c']",20,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:20.740,Pass,True
,,,,,,,,,,,,,,,,,2.606367,,,,,,,,,,,f4e18de1-9498-40e5-8134-52576c00b8a1,39,,"[64.3, 18.3]",2275050,1,,,,,0.90898865,,Right Foot,,,"[92.5, 54.5]",,High Pass,,45.887688,,,,,Claudia Walker,15580.0,,,,,,Free Kick,1,From Free Kick,Lucy Staniforth,15562.0,Right Defensive Midfield,5,Birmingham City WFC,969,['a8c6bff6-68d1-435e-af4f-fd7b647123bd'],33,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:33.201,Pass,
,,,,,,,,,,,,,,,,,1.599377,,,,,,,,,,,3822fa1f-812b-465d-a711-aed378d6101a,47,,"[26.9, 29.7]",2275050,1,,,,,0.3277385,,Right Foot,,,"[36.9, 33.1]",,Ground Pass,,10.562197,,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,6,Reading WFC,974,"['2cea5705-d6e0-4099-a649-365c52c85663', 'f3ee1abe-7c35-43f5-a1ec-da66cd534ec4']",37,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:37.786,Pass,True
,,,,,,,,,,,,,,,,,1.445162,,,,,,,,,,,c730168c-ba02-4a0b-9e80-aeb8d58b7bac,49,,"[36.8, 33.1]",2275050,1,,,,,-1.7335237,,Right Foot,,,"[34.6, 19.7]",,Ground Pass,,13.579396,,,,,Mayumi Pacheco,15724.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Center Defensive Midfield,6,Reading WFC,974,['05d2a98e-39bb-4827-b1a7-35d87e3789a2'],39,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:39.385,Pass,
,,,,,,,,,,,,,,,,,2.435489,,,,,,,,,,,13798307-d041-4a9c-9d2e-d3392e598452,52,,"[27.6, 14.5]",2275050,1,,,,,2.6468196,,Left Foot,,,"[6.1, 26.1]",,Ground Pass,,24.429695,,,,,Rachael Laws,33664.0,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,6,Reading WFC,974,['3879957f-8001-4fa6-9b9c-064c0cb4ea36'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:44.817,Pass,
,,,,,,,,,,,,,,,,,2.515024,,,,,,,,,,,fea56414-dec6-4c18-a2b1-8440546551fb,55,,"[9.3, 31.7]",2275050,1,,,,,1.0918827,,Right Foot,,,"[20.1, 52.5]",,Ground Pass,,23.436724,,,,,Sophie Howard,15720.0,,,,,,,1,Regular Play,Rachael Laws,33664.0,Goalkeeper,6,Reading WFC,974,['47f42836-cff5-4307-954f-51bc26dc6b09'],49,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:49.959,Pass,
,,,,,,,,,,,,,,,,,0.98201,,,,,,,,,,,3b465518-63fd-401b-9b8f-3b8055d1c20b,58,,"[42.3, 65.6]",2275050,1,,,,,-0.3658678,,Right Foot,,,"[57.7, 59.7]",,Ground Pass,,16.491512,,,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,,1,Regular Play,Sophie Howard,15720.0,Right Center Back,6,Reading WFC,974,"['b1bdfeb7-9abf-4a52-9868-5885884c6494', 'b93e5bf6-2de0-43de-8959-fa4e40fa50c8']",56,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:56.055,Pass,
,,,,,,,,,,,,,,,,,1.324757,,,,,,,,,,,b93e5bf6-2de0-43de-8959-fa4e40fa50c8,60,,"[62.4, 20.4]",2275050,1,,,,,-0.90530217,,Left Foot,,,"[69.7, 11.1]",,Low Pass,,11.822859,,,,,Abbi Grant,31565.0,,,,,,Recovery,1,Regular Play,Lucy Staniforth,15562.0,Right Defensive Midfield,7,Birmingham City WFC,969,"['3b465518-63fd-401b-9b8f-3b8055d1c20b', 'd1a46c22-79f4-429e-8e1d-4864e38fde80']",57,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:57.037,Pass,
,,,,,,,,,,,,,,,,,0.204233,,,,,,,,,,,bf5cd3fa-1477-443f-a17f-dca4c31ba815,68,,"[86.8, 17.4]",2275050,2,,,,,-0.98279375,,Right Foot,,,"[89.0, 14.1]",,Ground Pass,,3.9661064,,,Incomplete,,Rachel Williams,31563.0,,,,,,,1,Regular Play,Abbi Grant,31565.0,Left Wing,7,Birmingham City WFC,969,"['c205a767-00a2-4d15-bebf-6b1e96a4db17', 'cf2a0660-5165-4833-9980-b5f540818e03']",1,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:01.373,Pass,
,,,,,,,,,,,,,,,,,1.760424,,,,,,,,,,,aeb573d1-c9db-4b6c-9f40-492b8ec0dcc7,74,,"[19.5, 72.0]",2275050,2,,,,,0.26227254,,Right Foot,,,"[34.4, 76.0]",,Ground Pass,,15.427572,,,,,Amalie Vevle Eikeland,26570.0,,,,,,,1,Regular Play,Rachel Rowe,19780.0,Right Back,8,Reading WFC,974,"['5f9fd28a-788b-434b-959f-2a8e44864355', 'd3b429a5-6a75-41d0-a918-726771d8e397']",4,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:04.441,Pass,True
