ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7f0040bf-992f-413c-94d3-357a715bfe6a,1,,,2275074,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2494fdd3-5a89-4952-872b-0baf60ca0c74,2,,,2275074,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 37}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1e4a21f1-74f1-4820-8b91-d0a143e89934,3,,,2275074,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['7e4e2c48-e177-4f1c-884c-602868022b48'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e4e2c48-e177-4f1c-884c-602868022b48,4,,,2275074,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['1e4a21f1-74f1-4820-8b91-d0a143e89934'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,07a822bd-39ca-4979-add9-4c59cdcc86d8,1852,,,2275074,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Chelsea FCW,971,['98fb68b9-4761-4a39-8662-6e6f3df57f14'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,98fb68b9-4761-4a39-8662-6e6f3df57f14,1853,,,2275074,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Chelsea FCW,971,['07a822bd-39ca-4979-add9-4c59cdcc86d8'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.015803,,,,,,,,,,,,054482bc-0b27-4c90-a813-b1854a2bfb1a,5,,"[60.0, 40.0]",2275074,0,,,,,-2.5296364,,Right Foot,,,,"[38.2, 24.7]",,Ground Pass,,26.63325,,,Magdalena Lilly Eriksson,4633.0,,,,,,Kick Off,1,From Kick Off,Drew Spence,4638.0,Right Defensive Midfield,2,Chelsea FCW,971,['0a8488bc-741f-4434-a56d-1f127dbe3f89'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.020,Pass,
,,,,,,,,,,,,,,,,,1.702696,,,,,,,,,,,,ff22feb7-ad85-477e-922e-b5872627e719,8,,"[42.2, 7.9]",2275074,0,,,,,0.20024997,,Left Foot,,,,"[82.6, 16.1]",,High Pass,,41.223778,,,Erin Cuthbert,4660.0,,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,['1b0d83e7-aadf-4ec6-b874-db8552530394'],4,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:04.082,Pass,
,,,,,,,,,,,,,,,,,3.456556,,,,,,,,,,,,67b04c8e-3596-4536-9638-134564112e99,10,,"[82.6, 16.1]",2275074,0,,,,,0.29736516,,Head,,,,"[113.6, 25.6]",,High Pass,,32.422985,,Incomplete,,,,,,,,,1,From Kick Off,Erin Cuthbert,4660.0,Right Center Forward,2,Chelsea FCW,971,['ca732b41-cb1b-4d43-99ff-d1c0e4110514'],5,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:05.785,Pass,
,,,,,,,,,,,,,,,,,2.344506,,,,,,,,,,,,55172f22-449e-48bc-bea9-0c88afd7c115,13,,"[16.5, 45.4]",2275074,0,,,,,-1.3418442,,Keeper Arm,,,,"[24.4, 11.5]",,Low Pass,,34.80833,,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,['e7658689-d406-4fca-9262-29cb30e0a053'],17,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:17.511,Pass,
,,,,,,,,,,,,,,,,,3.328085,,,,,,,,,,,,d0e8d75b-8cae-4fd7-87cc-c5601469c733,17,,"[37.1, 14.8]",2275074,0,,,,,0.013778656,,Right Foot,,,,"[87.9, 15.5]",,High Pass,,50.80482,,,Lucy Staniforth,15562.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,3,Birmingham City WFC,969,"['88efa183-b4db-4392-98e3-a21406e97b82', 'bf67e259-3474-4f12-8ff9-5be050aba112']",22,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:22.389,Pass,True
,,,,,,,,,,,,,,,,,2.012285,,,,,,,,,,,,91b03a78-85b9-4c4f-b59d-f55e99da4f08,20,,"[95.0, 17.9]",2275074,0,,,,,0.9393026,,Left Foot,True,,,"[112.7, 42.1]",,Low Pass,,29.98216,,Incomplete,Rachel Williams,31563.0,,,,,,,1,Regular Play,Lucy Staniforth,15562.0,Left Defensive Midfield,3,Birmingham City WFC,969,"['a28ffd07-e725-4305-a1ca-f380beacacc9', 'e05de137-b003-4577-98be-c7d11a639864']",26,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:26.317,Pass,
,,,,,,,,,,,,,,,,,1.89035,,,,,,,,,,,,cc0f9da5-ccae-407e-9c6c-dbed4d082589,24,,"[15.6, 38.9]",2275074,0,,,,,-0.58962595,,Keeper Arm,,,,"[29.8, 29.4]",,Ground Pass,,17.08479,,,Sophie Louise Ingle,15549.0,,,,,,,1,Regular Play,Carly Mitchell Telford,19421.0,Goalkeeper,4,Chelsea FCW,971,['fdd77254-29a0-406e-9a5c-a3301167f907'],29,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:29.646,Pass,
,,,,,,,,,,,,,,,,,1.790584,,,,,,,,,,,,e82e5936-687f-4c35-9f83-0003469464aa,27,,"[43.3, 19.2]",2275074,0,,,,,-0.30060568,,Right Foot,,,,"[63.3, 13.0]",,Ground Pass,,20.93896,,,Erin Cuthbert,4660.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,4,Chelsea FCW,971,['64742b44-446f-48ff-943a-b2639ed00ffc'],33,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:33.839,Pass,
,,,,,,,,,,,,,,,,,1.790338,,,,,,,,,,,,09ef1490-276a-4575-8148-946945bae929,33,,"[79.9, 0.1]",2275074,0,,,,,2.807264,,,,,,"[70.4, 3.4]",,Low Pass,,10.056838,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Throw-in,1,From Throw In,Erin Cuthbert,4660.0,Right Center Forward,5,Chelsea FCW,971,['8b731699-fb44-49f2-8030-f7bb57aa42a4'],45,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:45.743,Pass,
,,,,,,,,,,,,,,,,,2.216166,,,,,,,,,,,,ab7ba730-9599-4490-abff-235ab16f2c99,36,,"[66.2, 3.2]",2275074,0,,,,,2.9153192,,Right Foot,,,,"[38.4, 9.6]",,Low Pass,,28.52718,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Chelsea FCW,971,['a9abab25-9fe7-4687-932e-c20b6a54913d'],48,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:48.669,Pass,
,,,,,,,,,,,,,,,,,3.30583,,,,,,,,,,,,a75d784f-0750-4fe4-9a77-e2d79772b57d,39,,"[38.2, 9.6]",2275074,0,,,,,1.6083213,,Left Foot,,,,"[37.1, 38.9]",,Low Pass,,29.32064,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['2dd2eac8-a4a8-4e2f-858b-a75134152377'],52,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:52.153,Pass,
,,,,,,,,,,,,,,,,,4.860567,,,,,,,,,,,,6701ca2c-1327-46ef-8af7-9aaaa06cd411,42,,"[37.6, 44.7]",2275074,0,,,,,-0.6497409,,Right Foot,,,,"[96.3, 0.1]",,High Pass,,73.721436,,Out,Erin Cuthbert,4660.0,,,True,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,5,Chelsea FCW,971,['a9a65555-4c59-4da3-a700-0b6a58bbcc05'],58,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:58.003,Pass,
,,,,,,,,,,,,,,,,,1.120238,,,,,,,,,,,,78cf6935-dd1d-421a-8bb5-1488771b4bb3,44,,"[28.0, 80.0]",2275074,1,,,,,-0.8391099,,,,,,"[32.4, 75.1]",,High Pass,,6.5855904,,,Lucy Staniforth,15562.0,,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,6,Birmingham City WFC,969,['8178aa18-2c2e-406d-98df-1c32f5f08ccd'],22,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:22.496,Pass,
,,,,,,,,,,,,,,,,,1.027501,,,,,,,,,,,,fdc6c8cf-d698-4a7c-bdd6-5b79a0992078,48,,"[33.1, 74.4]",2275074,1,,,,,2.7187388,,Right Foot,,,,"[25.1, 78.0]",,Low Pass,,8.772685,,,Sarah Emma Mayling,19500.0,,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Left Defensive Midfield,6,Birmingham City WFC,969,"['4e4769fd-9167-41c2-be41-565eae4dc482', 'fee2cd43-cc7f-4a43-82f9-ea2381867ff9']",23,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:23.647,Pass,True
,,,,,,,,,,,,,,,,,1.001508,,,,,,,,,,,,eb451e93-7efe-42f6-a6a5-12ec868f64fb,52,,"[37.3, 77.8]",2275074,1,,,,,-0.52807444,,Right Foot,,,,"[45.7, 72.9]",,Ground Pass,,9.72471,,Incomplete,,,,,,,,,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,6,Birmingham City WFC,969,"['16bc1b17-7343-4b67-9061-0237c00ce2f0', '8741e0b1-764d-49eb-a0ff-af870f0a740f']",27,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:27.620,Pass,True
,,,,,,,,,,,,,,,,,0.705098,,,,,,,,,,,,8741e0b1-764d-49eb-a0ff-af870f0a740f,53,,"[74.4, 7.2]",2275074,1,,,,,-0.9780989,,Right Foot,,,,"[77.7, 2.3]",,Ground Pass,,5.9076223,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Recovery,1,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,7,Chelsea FCW,971,"['02d35cad-5a06-4c64-9352-9c29dc80d5db', 'eb451e93-7efe-42f6-a6a5-12ec868f64fb']",28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:28.621,Pass,
,,,,,,,,,,,,,,,,,0.685619,,,,,,,,,,,,ae4a7b6e-c297-4aef-b86f-cd8b63caa3e3,56,,"[77.7, 2.3]",2275074,1,,,,,0.48995733,,Left Foot,,,,"[85.2, 6.3]",,Ground Pass,,8.5,,,Guro Reiten,10514.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,7,Chelsea FCW,971,['f862d997-f530-4768-b64e-89f46e75cc2c'],30,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:30.041,Pass,
,,,,,,,,,,,,,,,,,0.748348,,,,,,,,,,,,b5217ec8-05e4-4527-8a1d-70fa49449ff8,65,,"[31.3, 75.8]",2275074,1,,,,,0.7086263,,Right Foot,,,,"[36.2, 80.0]",,Low Pass,,6.453681,,Out,Lucy Whipp,31566.0,,,,,,,1,Regular Play,Sarah Emma Mayling,19500.0,Right Back,7,Chelsea FCW,971,"['8fb149ce-d7d9-4bd7-88a7-383ae7ceaf23', 'eb704f1b-62c5-4873-ae7f-829fd440b886']",34,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:34.208,Pass,True
,,,,,,,,,,,,,,,,,1.739083,,,,,,,,,,,,311d1d87-4eb2-467b-83d9-e864307a5ab4,67,,"[81.0, 0.1]",2275074,1,,True,,,2.9344175,,,,,,"[65.3, 3.4]",,Low Pass,,16.043068,,,Magdalena Lilly Eriksson,4633.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,['650845d5-e97b-459f-9f42-4ab1116b9932'],40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:40.563,Pass,
,,,,,,,,,,,,,,,,,0.282385,,,,,,,,,,,,22d22e9c-ff82-4062-8e58-c6423f4d26bb,71,,"[63.7, 2.1]",2275074,1,,,,,0.24497867,,Left Foot,,,,"[65.3, 2.5]",,Ground Pass,,1.6492423,,Incomplete,Sophie Louise Ingle,15549.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,"['79014761-7fa5-4ef1-8880-23bb2c647ac6', '90f17b8c-56c1-47a7-aa88-59a7c40c18d5', 'eb3001b0-110a-4c79-b899-1b75f8a581a4']",42,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:42.362,Pass,True
,,,,,,,,,,,,,,,,,0.923136,,,,,,,,,,,,f558b8c5-9139-4329-a8b4-0bb4fecce9a4,74,,"[75.7, 0.1]",2275074,1,,,,,0.9856839,,,,,,"[81.0, 8.1]",,Low Pass,,9.596354,,,Bethany England,15550.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Chelsea FCW,971,['cf60bd8d-d76f-4132-abe4-c119d387118b'],51,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.344,Pass,
,,,,,,,,,,,,,,,,,1.047126,,,,,,,,,,,,2862d2bd-4440-4de7-8963-fbba225e3174,76,,"[81.0, 8.1]",2275074,1,,,,,-2.4374964,,Right Foot,,,,"[73.7, 1.9]",,Low Pass,,9.577578,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Bethany England,15550.0,Left Center Forward,9,Chelsea FCW,971,['f286fc91-66d9-452d-abd3-6a6d54c3b3d6'],52,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:52.268,Pass,
,,,,,,,,,,,,,,,,,1.838799,,,,,,,,,,,,2c7523b9-946c-4ce2-874d-4439a3a58b81,78,,"[73.7, 1.9]",2275074,1,,,,,0.09299524,,Right Foot,,,,"[93.0, 3.7]",,Low Pass,,19.383757,,,Guro Reiten,10514.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Chelsea FCW,971,['9bdef905-0137-4c9a-8b27-c099f418d89d'],53,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:53.315,Pass,
,,,,,,,,,,,,,,,,,1.951788,,,,,,,,,,,,2633e3da-3ced-47a8-a78b-317fbcd19ff6,84,,"[120.0, 0.1]",2275074,2,,,,,1.7787759,,Right Foot,,,,"[111.2, 41.8]",,High Pass,True,42.618423,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Erin Cuthbert,4660.0,Right Center Forward,10,Chelsea FCW,971,['d6bcf10a-f10d-4a32-94c2-be736e6605f1'],26,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:26.004,Pass,
,,,,,,,,,,,,,,,,,1.615313,,,,,,,,,,,,df91835f-cbfe-422c-95f4-e0e249439004,90,,"[101.4, 5.2]",2275074,2,,,,,1.1019336,,Right Foot,True,,,"[116.9, 35.8]",,Low Pass,,34.30175,,Incomplete,,,,,,,,,1,From Corner,Erin Cuthbert,4660.0,Right Center Forward,10,Chelsea FCW,971,['e760ba64-f2e1-4bd8-a98c-ea150a4c1da1'],36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:36.848,Pass,
,,,,,,,,,,,,,,,,,1.239997,,,,,,,,,,,,44efd48f-2064-48ca-aa4a-78636d341c95,93,,"[16.0, 38.3]",2275074,2,,,,,0.42238665,,Keeper Arm,,,,"[33.8, 46.3]",,Ground Pass,,19.515121,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,11,Birmingham City WFC,969,['2e671b3e-61ca-4112-ad05-76c47d4a78a2'],53,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:53.825,Pass,
,,,,,,,,,,,,,,,,,1.73975,,,,,,,,,,,,600c3753-b4fb-43d3-aa43-5cea2c9792f0,95,,"[33.8, 46.3]",2275074,2,,,,,-2.9680572,,Right Foot,,,,"[8.7, 41.9]",,Low Pass,,25.482738,,,Hannah Hampton,22032.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Defensive Midfield,11,Birmingham City WFC,969,['9f1fccc1-3007-40c4-8715-4a444ded17e2'],55,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:55.065,Pass,
,,,,,,,,,,,,,,,,,0.828284,,,,,,,,,,,,43cc8ca3-dd04-4818-b6d6-135310a693be,98,,"[11.1, 45.6]",2275074,2,,,,,1.436025,,Left Foot,,,,"[12.7, 57.4]",,Ground Pass,,11.907981,,,Georgia Brougham,15574.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,11,Birmingham City WFC,969,['013928a3-dec6-4077-a350-58a84da3e95c'],58,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:58.128,Pass,
,,,,,,,,,,,,,,,,,1.896275,,,,,,,,,,,,a1e592aa-578f-462b-b4e5-d6e6387d2bd4,102,,"[12.0, 55.4]",2275074,3,,,,,-2.0174,,Right Foot,,,,"[5.2, 41.2]",,Ground Pass,,15.744205,,,Hannah Hampton,22032.0,,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,11,Birmingham City WFC,969,"['1314668a-b192-4601-8930-e2084f25fcc0', '1f495497-9369-4530-b53c-04b95d9df171']",0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:00.142,Pass,True
,,,,,,,,,,,,,,,,,2.183426,,,,,,,,,,,,fe60d56f-e59a-44ed-adb4-3746118b0b12,106,,"[8.0, 37.6]",2275074,3,,,,,-1.0986292,,Right Foot,,,,"[27.1, 0.2]",,High Pass,,41.99488,,Out,Adrienne Jordan,31567.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,11,Birmingham City WFC,969,"['28b8d902-7c1a-4c46-9e9f-baa3bc488946', 'c9607c01-248e-418e-a532-e9d632f30a6e']",3,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:03.019,Pass,True
,,,,,,,,,,,,,,,,,0.644083,,,,,,,,,,,,08eb3a1e-12b4-4a0b-a6f2-5ccd236d3fa7,108,,"[93.4, 80.0]",2275074,3,,True,,,-2.738681,,,,,,"[81.2, 74.8]",,Low Pass,,13.261975,,,Hannah Jayne Blundell,17275.0,,,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Midfield,12,Chelsea FCW,971,['baee903a-b9e1-40c7-9728-bc3153cf7c5a'],10,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:10.710,Pass,
,,,,,,,,,,,,,,,,,2.219798,,,,,,,,,,,,4cf1a63f-9368-4931-b62e-e2ae2822056d,112,,"[71.3, 73.7]",2275074,3,,,,,-2.9769938,,Right Foot,,,,"[41.8, 68.8]",,Low Pass,,29.90418,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,12,Chelsea FCW,971,"['4c1c92ee-ca74-42c2-a2a7-b092a9ad143b', '707fdda5-f761-49b9-9397-a71bce1fee6f']",11,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:11.929,Pass,True
,,,,,,,,,,,,,,,,,0.984155,,,,,,,,,,,,56f5d1ed-8390-4516-8c04-f8a857d447e6,115,,"[44.0, 69.5]",2275074,3,,,,,0.35144478,,Left Foot,,,,"[56.0, 73.9]",,Ground Pass,,12.781237,,,Hannah Jayne Blundell,17275.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,12,Chelsea FCW,971,['11e7584b-4cfa-4333-bdb1-313649a1d4d9'],16,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:16.764,Pass,
,,,,,,,,,,,,,,,,,3.812347,,,,,,,,,,,,554907c4-3b3c-4403-b9c0-fd2691e931d5,118,,"[52.0, 72.8]",2275074,3,,,,,-2.69475,,Right Foot,,,,"[13.6, 54.4]",,Ground Pass,,42.580746,,,Carly Mitchell Telford,19421.0,,,,,,,1,From Throw In,Hannah Jayne Blundell,17275.0,Right Back,12,Chelsea FCW,971,['aabeb3e4-9251-42e4-b293-7a584187ad97'],18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:18.367,Pass,
,,,,,,,,,,,,,,,,,2.347954,,,,,,,,,,,,bed92bc9-3e24-4759-9c9f-3b670653505c,121,,"[18.0, 53.8]",2275074,3,,,,,-1.4594171,,Right Foot,,,,"[21.4, 23.4]",,Low Pass,,30.58954,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Carly Mitchell Telford,19421.0,Goalkeeper,12,Chelsea FCW,971,['3c7cc4c4-d92b-463d-ae17-7a3d1a756de6'],24,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:24.651,Pass,
,,,,,,,,,,,,,,,,,2.903564,,,,,,,,,,,,a397921e-0340-4513-bb53-023e5c6f8a1b,124,,"[28.2, 24.7]",2275074,3,,,,,1.5554601,,Left Foot,,,,"[28.7, 57.3]",,Ground Pass,,32.603832,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,12,Chelsea FCW,971,['c7e26740-0415-4b77-a2cb-cb9c073f20d3'],28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:28.463,Pass,
,,,,,,,,,,,,,,,,,1.890226,,,,,,,,,,,,3625fb90-b2b0-46f3-a546-81215688cbfe,127,,"[45.8, 67.3]",2275074,3,,,,,-0.7629132,,Right Foot,,,,"[79.9, 34.7]",,High Pass,,47.17595,,Incomplete,Guro Reiten,10514.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,12,Chelsea FCW,971,"['00edbd64-63cd-45ea-bbb3-b1cd4dfdfc28', 'f95ac4c2-de9f-4c77-9f8c-309d87b15b50']",35,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:35.973,Pass,
,,,,,,,,,,,,,,,,,2.37305,,,,,,,,,,,,04e433a3-1733-48b4-b32a-fa071d75947d,130,,"[57.1, 33.4]",2275074,3,,,,,-0.9114322,,Right Foot,,,,"[79.5, 4.5]",,High Pass,,36.5646,,,Guro Reiten,10514.0,,,,,,Recovery,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,12,Chelsea FCW,971,['3a774eea-e351-44f8-a514-fc44eb9bae0a'],40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:40.229,Pass,
