50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.323227,,,,,,,,,,,,,100a1257-2e7c-426e-b1e0-43a0ddb18fbc,18,,"[15.5, 25.9]",2275130,0,,,,1.6275535,,Right Foot,,,,"[14.5, 43.5]",,Ground Pass,,17.628386,,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['962503ae-17a5-4323-a13a-121ffa13b8bd'],8,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:08.349,Pass,
,,,,,,,,,,,,,,,,,2.18777,,,,,,,,,,,,,8a8f34b4-0d7a-469b-a0ab-cde5b7eaf2af,21,,"[14.8, 45.7]",2275130,0,,,,1.1331921,,Right Foot,,,,"[27.9, 73.7]",,Ground Pass,,30.912943,,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['d5ff7ece-9a84-4a23-a430-97618ee27e59'],10,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:10.929,Pass,
,,,,,,,,,,,,,,,,,1.537458,,,,,,,,,,,,,c438a41f-65c4-4417-aa9c-10351314c9b7,23,,"[27.9, 73.7]",2275130,0,,,,-2.827177,,Right Foot,,,,"[15.6, 69.7]",,Ground Pass,,12.934064,,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Janine Elizabeth Beckie,4992.0,Right Back,2,Manchester City WFC,746,['961b6b82-1eae-454f-b6bd-c47c258f6f84'],13,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:13.117,Pass,
,,,,,,,,,,,,,,,,,1.939243,,,,,,,,,,,,,979e4f03-b154-4a0c-b8aa-f86feb8fca48,26,,"[15.6, 69.7]",2275130,0,,,,-2.0939405,,Right Foot,,,,"[3.2, 48.2]",,Ground Pass,,24.81955,,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['e08c2e2e-e303-4a0b-ad4c-9448fac02944'],15,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:15.519,Pass,
,,,,,,,,,,,,,,,,,2.077578,,,,,,,,,,,,,6e01b70b-f647-4651-a55b-a234251ff0a2,29,,"[6.1, 44.2]",2275130,0,,,,-1.2668766,,Right Foot,,,,"[13.0, 22.2]",,Ground Pass,,23.05667,,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['88d2511f-b1f2-4b1f-9d08-3afe53ba20d3'],18,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:18.772,Pass,
,,,,,,,,,,,,,,,,,1.22149,,,,,,,,,,,,,108d4fa0-dcf1-4c7f-98e3-7301e06f2a2c,32,,"[21.3, 24.7]",2275130,0,,,,2.0569482,,Right Foot,,,,"[14.8, 37.0]",,Ground Pass,,13.911865,,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['d6d20991-5ee4-405f-9a49-e026f7371392'],23,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:23.775,Pass,
,,,,,,,,,,,,,,,,,0.93051,,,,,,,,,,,,,3ab42da5-f2b7-4c6c-a7db-f4842172db9b,35,,"[19.9, 37.8]",2275130,0,,,,-0.3145043,,Right Foot,,,,"[28.2, 35.1]",,Ground Pass,,8.728115,,,,Keira Walsh,4658.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['5a7a0b81-557a-44ac-8d32-f07c14f23bd0'],26,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:26.125,Pass,
,,,,,,,,,,,,,,,,,1.378206,,,,,,,,,,,,,68ac7f79-e05c-43c3-b7c9-6fd92cca3f77,39,,"[28.6, 32.2]",2275130,0,,,,-2.0831857,,Right Foot,,,,"[23.2, 22.6]",,Ground Pass,,11.014536,,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Right Defensive Midfield,2,Manchester City WFC,746,"['1b9b4644-3c65-473c-85ba-090b7f21cd2b', 'e3dd1d5c-fcfd-46e8-a8c4-f3b076ef2df1']",28,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:28.169,Pass,True
,,,,,,,,,,,,,,,,,2.160104,,,,,,,,,,,,,807f2ae2-eb8f-4506-8874-6464d200bad4,42,,"[26.7, 25.9]",2275130,0,,,,1.5620246,,Right Foot,,,,"[27.0, 60.1]",,Ground Pass,,34.201317,,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['74794ca9-f350-4ca7-9581-2d5c74e8a333'],31,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:31.911,Pass,
,,,,,,,,,,,,,,,,,1.739781,,,,,,,,,,,,,bae83d18-e1c5-4b52-b62a-fe4e1bacb843,45,,"[27.5, 60.1]",2275130,0,,,,-2.0344439,,Right Foot,,,,"[17.6, 40.3]",,Ground Pass,,22.137074,,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['5c5bd9a1-2049-4044-95ce-2c891826947d'],34,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.897,Pass,
,,,,,,,,,,,,,,,,,1.639434,,,,,,,,,,,,,b4536904-b825-480d-ab5f-3f373c93bc83,48,,"[20.7, 41.3]",2275130,0,,,,-1.3777018,,Right Foot,,,,"[24.2, 23.4]",,Ground Pass,,18.23897,,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['2986556c-71bd-4eb9-9a09-2578332ce13a'],38,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.438,Pass,
,,,,,,,,,,,,,,,,,1.1822,,,,,,,,,,,,,96ba103b-1565-4fc4-8e56-1e04e2f1c02b,51,,"[33.3, 18.9]",2275130,0,,,,-1.6642731,,Right Foot,,,,"[32.4, 9.3]",,Ground Pass,,9.642096,,,,Caroline Weir,10188.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['bf998f07-c2a8-462b-8265-d85e399dffe7'],42,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:42.254,Pass,
,,,,,,,,,,,,,,,,,2.306897,,,,,,,,,,,,,7678c419-0039-42e1-a653-91327a1b9b01,54,,"[35.3, 7.2]",2275130,0,,,,0.12094204,,Left Foot,,,,"[82.2, 12.9]",,High Pass,,47.245106,,,Incomplete,Tessa Wullaert,10099.0,,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Defensive Midfield,2,Manchester City WFC,746,"['559de79f-15a5-4cce-af61-59d8f0ce7d51', 'e20722ff-1e2d-42cc-a09c-8f9c7234e18e']",44,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:44.947,Pass,
,,,,,,,,,,,,,,,,,1.348285,,,,,,,,,,,,,559de79f-15a5-4cce-af61-59d8f0ce7d51,56,,"[37.9, 67.2]",2275130,0,,,,0.024994794,,Head,,,,"[49.9, 67.5]",,High Pass,,12.00375,,,,Sophie Louise Ingle,15549.0,,,,,,Recovery,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,"['7678c419-0039-42e1-a653-91327a1b9b01', 'ad042ce6-a0a6-4628-bf22-a45dd6e1f805']",47,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:47.254,Pass,
,,,,,,,,,,,,,,,,,1.110269,,,,,,,,,,,,,98e6a715-3e36-4283-8225-9f25a1399fac,60,,"[49.7, 60.0]",2275130,0,,,,-1.049362,,Right Foot,,,,"[55.1, 50.6]",,Ground Pass,,10.840664,,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,3,Chelsea FCW,971,"['728f2d16-be41-426e-af85-d7045397cb6b', '97b3286c-b7cb-447f-8ef4-ca648aeee311']",50,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:50.229,Pass,True
,,,,,,,,,,,,,,,,,1.804723,,,,,,,,,,,,,51a5a58f-f792-4394-b2fa-e34eaea385cc,63,,"[55.1, 50.6]",2275130,0,,,,-2.6505258,,Right Foot,,,,"[36.4, 40.6]",,Low Pass,,21.205894,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Chelsea FCW,971,['69edabd5-f9b4-4797-8383-d03ccd28fc6c'],51,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:51.432,Pass,
,,,,,,,,,,,,,,,,,1.49042,,,,,,,,,,,,,18b60bc9-c8a7-4b8e-a30e-9cc717bcf000,66,,"[41.5, 31.1]",2275130,0,,,,-1.2575717,,Right Foot,,,,"[49.5, 6.4]",,Ground Pass,,25.963243,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['f412a9a4-66aa-4869-b8c7-a28de838bd2b'],54,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:54.994,Pass,
,,,,,,,,,,,,,,,,,1.777477,,,,,,,,,,,,,2dcc5315-c7d5-4f32-9c38-4d43949a853c,70,,"[49.7, 6.4]",2275130,0,,,,2.5979116,,Left Foot,,,,"[27.2, 20.0]",,Ground Pass,,26.290873,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Chelsea FCW,971,['e7439018-be4b-4a10-9123-d96dad3d70b8'],57,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:57.315,Pass,
,,,,,,,,,,,,,,,,,2.379579,,,,,,,,,,,,,784ab5d3-c045-405e-96d6-9f2be08fe801,73,,"[27.7, 22.3]",2275130,1,,,,2.1086874,,Left Foot,,,,"[13.8, 45.6]",,Ground Pass,,27.131163,,,,Ann-Katrin Berger,15560.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['6e98118f-876e-417a-930c-37ea228d477c'],0,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:00.495,Pass,
,,,,,,,,,,,,,,,,,1.439192,,,,,,,,,,,,,e55a8de6-66eb-4b62-b48b-e835159f6dc3,76,,"[19.5, 43.4]",2275130,1,,,,-1.1071488,,Right Foot,,,,"[28.9, 24.6]",,Ground Pass,,21.01904,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,3,Chelsea FCW,971,['e14b91f1-839a-4f49-80ce-1fc09fbef038'],5,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:05.183,Pass,
,,,,,,,,,,,,,,,,,1.221007,,,,,,,,,,,,,8de2a15e-a622-4906-bcaf-ae843fed7796,79,,"[31.4, 25.4]",2275130,1,,,,0.13800602,,Left Foot,,,,"[42.2, 26.9]",,Ground Pass,,10.903669,,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['394005c4-153a-4a4c-97bb-3b36ede93c6f'],7,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:07.949,Pass,
,,,,,,,,,,,,,,,,,1.375974,,,,,,,,,,,,,8e65bd68-d4e5-418f-b962-1261b18829b1,82,,"[42.5, 26.6]",2275130,1,,,,-2.4053352,,Right Foot,,,,"[29.7, 15.0]",,Ground Pass,,17.274258,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Chelsea FCW,971,['694066bf-641f-4076-a070-9e2029c26a6e'],9,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:09.861,Pass,
,,,,,,,,,,,,,,,,,2.127159,,,,,,,,,,,,,35fd9f50-66fd-42b1-84b4-cdc3a5fb1d74,85,,"[37.2, 11.8]",2275130,1,,,,0.09289952,,Left Foot,,,,"[85.5, 16.3]",,High Pass,,48.509174,,,Pass Offside,Ramona Bachmann,4659.0,,,,Through Ball,True,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['984b7acb-31ae-4135-8e95-be0ebf96495d'],13,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:13.162,Pass,
,,,,,,,,,,,,,,,,,1.997391,,,,,,,,,,,,,ffb69c93-a557-44d5-867e-89b0f70e1d76,87,,"[42.2, 55.3]",2275130,1,,,,-1.9152702,,Right Foot,,,,"[32.8, 29.1]",,Ground Pass,,27.83523,,,,Gemma Bonner,15554.0,,,,,,Free Kick,1,From Free Kick,Keira Walsh,4658.0,Right Defensive Midfield,4,Manchester City WFC,746,['e429f401-c3bb-4361-9468-2f77f24296ed'],35,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:35.065,Pass,
,,,,,,,,,,,,,,,,,2.426972,,,,,,,,,,,,,68f3baa2-a72d-46ae-a5ac-2ff502473585,90,,"[35.3, 30.8]",2275130,1,,,,0.8980688,,Right Foot,,,,"[49.8, 49.0]",,Ground Pass,,23.269938,True,,Incomplete,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Gemma Bonner,15554.0,Left Center Back,4,Manchester City WFC,746,"['0c85cab7-7761-43cc-b47c-fc86f74b8abb', 'd9fd9a6b-56c8-4343-9cea-b2ed8904d1a3']",39,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:39.566,Pass,
,,,,,,,,,,,,,,,,,1.18029,,,,,,,,,,,,,e879e356-5ee9-486b-b225-7fe9ca9e7afb,94,,"[78.3, 39.1]",2275130,1,,,,0.79291683,819f8ad9-3b91-4fed-ae4e-a0bd1dc2c024,Right Foot,,,,"[91.5, 52.5]",,Ground Pass,,18.809572,,,,Erin Cuthbert,4660.0,True,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,5,Chelsea FCW,971,['604386fa-eeb6-41f0-a739-66d677c53061'],43,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:43.516,Pass,
,,,,,,,,,,,,,,,,,1.390581,,,,,,,,,,,,,2fec4a89-299b-4d82-9177-1fdd0807ace2,100,,"[120.0, 80.0]",2275130,2,,,,-1.663748,,Left Foot,,,,"[116.7, 44.6]",,High Pass,True,35.553482,,,,Maren Nævdal Mjelde,10395.0,,,,Inswinging,,Corner,1,From Corner,Guro Reiten,10514.0,Left Wing,6,Chelsea FCW,971,['6a8a3bff-968b-4367-8b61-9acda4203566'],20,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:20.866,Pass,
,,,,,,,,,,,,,,,,,1.428171,,,,,,,,,,,,,d6ba4103-2507-4e08-a9da-d4b524c6a843,105,,"[6.5, 43.1]",2275130,2,True,,,1.5132682,,Right Foot,,,,"[7.6, 62.2]",,Ground Pass,,19.131649,,,,Stephanie Houghton,10185.0,,,,,,Free Kick,1,From Free Kick,Ellie Roebuck,4637.0,Goalkeeper,7,Manchester City WFC,746,['19de535d-b514-4b55-8e47-5c1c98ef2f70'],45,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:45.367,Pass,
,,,,,,,,,,,,,,,,,1.440968,,,,,,,,,,,,,8ce52bde-e2ed-48a6-91f1-20e128a29796,107,,"[7.6, 62.2]",2275130,2,,,,0.83725476,,Right Foot,,,,"[21.3, 77.4]",,Ground Pass,,20.462893,,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,7,Manchester City WFC,746,['52f773ea-f10b-4e57-ad66-04c95f98e501'],48,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:48.457,Pass,
,,,,,,,,,,,,,,,,,0.868117,,,,,,,,,,,,,71c938b5-fb94-45f7-8a92-a69276c24c51,111,,"[22.1, 77.4]",2275130,2,,,,-1.3120254,,Right Foot,,,,"[25.7, 63.8]",,Ground Pass,,14.068404,,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Janine Elizabeth Beckie,4992.0,Right Back,7,Manchester City WFC,746,"['36adb2e5-3cf4-4d12-be03-1de5f7a9c833', '3f3745d9-d045-4a89-b852-3f26ade8fc4b']",50,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:50.375,Pass,True
,,,,,,,,,,,,,,,,,0.991345,,,,,,,,,,,,,05115e4e-0052-4035-8688-1d6367601c81,115,,"[29.4, 53.2]",2275130,2,,,,-1.6823643,,Left Foot,,,,"[26.7, 29.1]",,Ground Pass,,24.250772,,,,Caroline Weir,10188.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Right Defensive Midfield,7,Manchester City WFC,746,['dd517d43-9abb-4611-b339-107700f54006'],57,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:57.322,Pass,
,,,,,,,,,,,,,,,,,1.712296,,,,,,,,,,,,,2d28cc5f-f0e8-4863-8258-3b520655ee09,118,,"[35.7, 24.9]",2275130,3,,,,-1.1646545,,Left Foot,,,,"[44.0, 5.6]",,Ground Pass,,21.009047,,,,Demi Stokes,4651.0,,,,,,,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,7,Manchester City WFC,746,['a3b0df95-766a-45a7-a812-f6536d0f6bef'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:00.556,Pass,
