ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,f0689479-89f8-4476-8189-2e8715945e10,18,,"[15.0, 16.6]",2275065,0,,,,,2.0249205,,Right Foot,,"[4.7, 37.7]",,Ground Pass,,23.479778,,,Hannah Hampton,22032.0,,,,,,,1,From Kick Off,Rebecca Holloway,31568.0,Left Center Back,2,Birmingham City WFC,969,['476cfcbd-35bc-44f5-b507-b34499a83c3a'],10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:10.864,Pass,
,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,,4c54c28b-5732-4011-bffc-a36f2c30d290,21,,"[8.1, 37.1]",2275065,0,,,,,-1.5333139,,Right Foot,,"[8.7, 21.1]",,Ground Pass,,16.011246,,,Rebecca Holloway,31568.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['5aad45e8-162c-4550-90e1-24a455972e11'],15,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:15.229,Pass,
,,,,,,,,,,,,,,,,1.691465,,,,,,,,,,,,,,50cb2021-285c-4e66-987d-9b992af9d279,24,,"[13.3, 21.8]",2275065,0,,,,,1.993183,,Left Foot,,"[5.3, 39.6]",,Ground Pass,,19.515121,,,Hannah Hampton,22032.0,,,,,,,1,From Kick Off,Rebecca Holloway,31568.0,Left Center Back,2,Birmingham City WFC,969,['07f6df6d-2fcd-42d3-b2f2-8b6483c7ac68'],18,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:18.418,Pass,
,,,,,,,,,,,,,,,,2.117146,,,,,,,,,,,,,,375c29d3-f429-4a9c-b567-306609de9131,27,,"[10.0, 43.7]",2275065,0,,,,,1.4348476,,Left Foot,,"[12.9, 64.9]",,Ground Pass,,21.39743,,,Harriet Scott,19592.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['47ba81e8-9e13-4504-8523-eca9a652b866'],22,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:22.772,Pass,
,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,,64618d9b-947d-4c3b-89d6-5a371d6d60c4,31,,"[12.9, 66.3]",2275065,0,,,,,-1.9047414,,Right Foot,,"[4.4, 41.8]",,Ground Pass,,25.932606,,,Hannah Hampton,22032.0,,,,,,,1,From Kick Off,Harriet Scott,19592.0,Right Center Back,2,Birmingham City WFC,969,"['9193eba0-dddd-440a-a19f-0c2ac4bd7cb3', 'f8e612b6-9bdb-4b7d-aafc-c92661d74adb']",25,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:25.441,Pass,True
,,,,,,,,,,,,,,,,3.312111,,,,,,,,,,,,,,401176c7-a5fe-4fba-846b-7dbe561df2ef,34,,"[8.5, 39.9]",2275065,0,,,,,-1.3285878,,Right Foot,,"[14.8, 14.4]",,Ground Pass,,26.266708,,,Rebecca Holloway,31568.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['960f78bb-516e-4eae-8ef5-f33b2de48bd7'],29,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:29.281,Pass,
,,,,,,,,,,,,,,,,2.460365,,,,,,,,,,,,,,cde6f685-be8f-4eb3-b54c-04f3fd915ba1,37,,"[20.9, 11.3]",2275065,0,,,,,0.059426513,,Left Foot,,"[64.6, 13.9]",,High Pass,,43.77728,,,Claudia Walker,15580.0,,,,,,,1,From Kick Off,Rebecca Holloway,31568.0,Left Center Back,2,Birmingham City WFC,969,['db7d1c0b-0a99-4e0d-985c-8f07e36cac7c'],34,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:34.384,Pass,
,,,,,,,,,,,,,,,,1.042721,,,,,,,,,,,,,,4ec706ca-9f5d-4f64-b876-f74b5e57189a,42,,"[63.4, 13.4]",2275065,0,,,,,-1.6322572,,Right Foot,,"[63.0, 6.9]",,Low Pass,,6.512296,,,Adrienne Jordan,31567.0,,,,,,,1,From Kick Off,Claudia Walker,15580.0,Center Forward,2,Birmingham City WFC,969,['32423162-e50c-4006-ab5c-3e7cc14c5777'],37,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:37.905,Pass,
,,,,,,,,,,,,,,,,2.180133,,,,,,,,,,,,,,2795bf76-ab45-41c8-8278-efe945a5a8ad,46,,"[65.3, 3.7]",2275065,0,,,,,2.9277692,,Left Foot,,"[47.8, 7.5]",,Ground Pass,,17.90782,Incomplete,,Claudia Walker,15580.0,,,,,,,1,From Kick Off,Adrienne Jordan,31567.0,Left Back,2,Birmingham City WFC,969,"['99b5ea82-3d4c-48f7-9e51-26337d6f9be9', 'b1531d02-a39d-4b54-bba7-261653eedf51', 'c131edd0-a7fa-4f5f-ab5d-26a83d86814d']",41,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:41.186,Pass,True
,,,,,,,,,,,,,,,,2.157469,,,,,,,,,,,,,,c131edd0-a7fa-4f5f-ab5d-26a83d86814d,48,,"[72.3, 72.6]",2275065,0,,,,,-0.88640463,,Right Foot,,"[85.6, 56.3]",,Ground Pass,,21.037586,,,Kayleigh Green,16400.0,,,,,,Recovery,1,Regular Play,Léa Le Garrec,31529.0,Right Center Forward,3,Brighton & Hove Albion WFC,965,"['2795bf76-ab45-41c8-8278-efe945a5a8ad', '9f91c8c1-afeb-4cb5-be74-6a9455bb6bc3']",43,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:43.366,Pass,
,,,,,,,,,,,,,,,,2.151796,,,,,,,,,,,,,,bbb4361b-6cab-49ac-b7be-c7790d346643,52,,"[91.9, 54.0]",2275065,0,,,,,0.87090343,,Left Foot,,"[107.9, 73.0]",,Ground Pass,,24.839485,,,Léa Le Garrec,31529.0,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Left Center Forward,3,Brighton & Hove Albion WFC,965,"['208fa4b6-2ab4-45d9-bf13-3e2317107de4', 'f48dea2b-ac92-455e-95f8-d1466ef88f6e']",47,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:47.053,Pass,True
,,,,,,,,,,,,,,,,2.996715,,,,,,,,,,,,,,f110e1a2-6cc9-43e3-a0a9-51a3b3121922,54,,"[110.4, 73.2]",2275065,0,,,,,-1.78572,,Right Foot,True,"[99.9, 25.1]",,High Pass,,49.23271,Incomplete,,,,,,True,,,,1,Regular Play,Léa Le Garrec,31529.0,Right Center Forward,3,Brighton & Hove Albion WFC,965,['f36d5c86-0462-41c1-a680-d64edb322b84'],49,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:49.205,Pass,
,,,,,,,,,,,,,,,,0.947076,,,,,,,,,,,,,,f36d5c86-0462-41c1-a680-d64edb322b84,55,,"[20.2, 55.0]",2275065,0,,,,,-0.8528632,,Right Foot,,"[27.1, 47.1]",,Low Pass,,10.489042,,,Connie Scofield,21556.0,,,,,,Recovery,1,Regular Play,Freya Gregory,33010.0,Right Wing,4,Birmingham City WFC,969,"['9dcf7c9a-0949-4f15-be7a-ce454068b5a6', 'f110e1a2-6cc9-43e3-a0a9-51a3b3121922']",52,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:52.202,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,022a7dd4-5fc0-4687-9e4d-5fe9aba34df6,58,,"[27.1, 47.1]",2275065,0,,,,,1.9756881,,Right Foot,,"[20.5, 62.5]",,Ground Pass,,16.754702,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Connie Scofield,21556.0,Center Attacking Midfield,4,Birmingham City WFC,969,['c1aa1746-42d1-4c1b-b843-2a0d433f3ec9'],54,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:54.891,Pass,
,,,,,,,,,,,,,,,,3.395949,,,,,,,,,,,,,,6e2efd50-7a83-4f04-8b14-ca688322c6e2,62,,"[26.8, 64.7]",2275065,0,,,,,2.317253,,Left Foot,,"[15.7, 76.7]",,Ground Pass,,16.34656,,,Harriet Scott,19592.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Back,4,Birmingham City WFC,969,"['8f4d6b63-312b-445e-9035-ba0a999cac60', 'ee2ac2d1-0f22-4f32-a9d9-d5dc54270e10']",58,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:58.523,Pass,True
,,,,,,,,,,,,,,,,1.270422,,,,,,,,,,,,,,957a1256-7c98-4bc8-b5d8-f579cf6ea64f,67,,"[99.5, 0.1]",2275065,1,,,,,1.2441359,,,,"[105.7, 18.4]",,Low Pass,,19.321749,,,Léa Le Garrec,31529.0,,,,,,Throw-in,1,From Throw In,Aileen Whelan,16374.0,Left Midfield,5,Brighton & Hove Albion WFC,965,['5f42e405-d286-4896-b1e4-5cc20b4d7628'],12,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:12.056,Pass,
,,,,,,,,,,,,,,,,1.660001,,,,,,,,,,,,,,1bee1368-9804-49b6-ac68-8d0577f1057f,75,,"[28.5, 56.7]",2275065,1,,,,,-1.334392,,Right Foot,,"[33.8, 34.7]",,Ground Pass,,22.629406,Incomplete,,Abbi Grant,31565.0,,,,,,,1,From Throw In,Chloe Arthur,10193.0,Right Back,5,Brighton & Hove Albion WFC,965,"['19d301e2-9fdc-451b-b324-6ad98406919f', 'f10d009c-556c-4f37-b985-70060a4713c0']",18,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:18.471,Pass,
,,,,,,,,,,,,,,,,0.698885,,,,,,,,,,,,,,80bac74d-c359-42a2-8da4-c2cc014111c1,79,,"[82.8, 40.6]",2275065,1,,,,,-1.8471236,,Right Foot,,"[80.9, 33.9]",,Ground Pass,,6.9641943,,,Emily Simpkins,23289.0,,,,,,,1,From Throw In,Ellie Brazil,16393.0,Right Midfield,5,Brighton & Hove Albion WFC,965,['b4b5a0cf-2a1f-491d-91e4-01db83bb9a4a'],20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:20.801,Pass,
,,,,,,,,,,,,,,,,3.804851,,,,,,,,,,,,,,4747bd2a-0761-46c4-af8b-9a4e68a78f72,82,,"[80.5, 31.1]",2275065,1,,,,,1.5617672,,Right Foot,,"[80.9, 75.4]",,Ground Pass,,44.301807,,,Kirsty Barton,19414.0,,,True,,,,1,From Throw In,Emily Simpkins,23289.0,Right Center Midfield,5,Brighton & Hove Albion WFC,965,"['aa54689e-4d5f-499f-998f-4cf1cd9b1392', 'c0d7028b-276e-4288-807c-d2b6c1a44bf3']",21,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:21.500,Pass,True
,,,,,,,,,,,,,,,,2.186738,,,,,,,,,,,,,,68a752bc-14e7-4dea-a699-79b59b63f914,86,,"[27.4, 0.1]",2275065,1,,,,,2.5733716,,,,"[14.4, 8.4]",,Low Pass,,15.423683,,,Rebecca Holloway,31568.0,,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['6f359fea-feaa-4eb1-a625-d79ae728fa57'],38,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:38.468,Pass,
,,,,,,,,,,,,,,,,2.081266,,,,,,,,,,,,,,77379581-d4b3-4fdb-a9d1-84646490accb,90,,"[14.4, 7.5]",2275065,1,,,,,-0.28805545,,Left Foot,,"[25.2, 4.3]",,Ground Pass,,11.264102,,,Adrienne Jordan,31567.0,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Center Back,6,Birmingham City WFC,969,"['8ccf8d72-ee19-4aa2-83a5-4c44030a52bf', 'f07b316b-56e6-48b6-a342-07318471c770']",41,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:41.469,Pass,True
,,,,,,,,,,,,,,,,0.808716,,,,,,,,,,,,,,aba18da3-b10c-4e11-9bec-5e18a5893dfe,94,,"[27.2, 5.8]",2275065,1,,,,,1.5034825,,Right Foot,,"[27.8, 14.7]",,Ground Pass,,8.920202,,,Lucy Whipp,31566.0,,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['2f16b190-b736-4b16-ba84-d157efea209d'],44,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:44.361,Pass,
,,,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,,,aa46c139-68c5-41fa-aeaa-3e24dff4bff8,97,,"[27.7, 15.1]",2275065,1,,,,,-1.0798118,,Right Foot,,"[33.1, 5.0]",,Ground Pass,,11.452948,,,Adrienne Jordan,31567.0,,,,,,,1,From Throw In,Lucy Whipp,31566.0,Right Center Midfield,6,Birmingham City WFC,969,['3cd0bc1f-ab7d-446e-92b5-7f572ebb6a92'],45,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:45.744,Pass,
,,,,,,,,,,,,,,,,0.901101,,,,,,,,,,,,,,f0aae112-ed8a-4888-b6fb-4389b171143f,101,,"[39.0, 2.7]",2275065,1,,,,,2.0586329,,Right Foot,,"[33.8, 12.5]",,Ground Pass,,11.094143,,,Lucy Whipp,31566.0,,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['48b49726-dfb8-443e-8846-1abb6d01d64b'],48,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:48.991,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,5b93c883-a3d0-43c1-9dca-b9a9166f9f5b,105,,"[39.0, 10.9]",2275065,1,,,,,-2.228685,,Right Foot,,"[33.9, 4.3]",,Ground Pass,,8.340863,,,Adrienne Jordan,31567.0,,,,,,,1,From Throw In,Lucy Whipp,31566.0,Right Center Midfield,6,Birmingham City WFC,969,"['3fcb46ba-4853-4b76-b1d8-192460463e15', '751b43bb-794b-497d-ab71-e70821342052']",50,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:50.829,Pass,True
,,,,,,,,,,,,,,,,1.701368,,,,,,,,,,,,,,2e485ba2-476b-4150-93cb-4d4da0908957,108,,"[33.8, 4.6]",2275065,1,,,,,2.6909313,,Left Foot,,"[15.2, 13.6]",,Ground Pass,,20.66301,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['9da1325a-d7e6-4e90-851f-382c15a26a86'],52,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:52.935,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,6cdb1ed5-355d-4366-964c-aa37508acc64,111,,"[14.4, 16.3]",2275065,1,,,,,1.8967663,,Right Foot,,"[7.2, 37.6]",,Ground Pass,,22.483994,,,Hannah Hampton,22032.0,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Center Back,6,Birmingham City WFC,969,['ddad476d-1019-4ea0-9001-3223c591e484'],55,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:55.107,Pass,
,,,,,,,,,,,,,,,,2.64187,,,,,,,,,,,,,,763c088f-180d-43b0-930d-a32f62eb5453,114,,"[9.5, 43.9]",2275065,1,,,,,0.76065797,,Right Foot,,"[44.7, 77.4]",,High Pass,,48.593105,,,Chloe Arthur,10193.0,,,,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,6,Birmingham City WFC,969,['98cd9a5f-e9ae-421c-9414-3a9d22682a3f'],58,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:58.833,Pass,
,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,,d55099c8-de52-4f83-b842-b4e8e4feb199,119,,"[38.3, 54.5]",2275065,2,,,,,-1.9108934,,Right Foot,,"[26.8, 22.0]",,Ground Pass,,34.47463,,,Adrienne Jordan,31567.0,,,,,,,1,From Throw In,Chloe Arthur,10193.0,Right Back,6,Birmingham City WFC,969,['66eb69a7-833c-4de3-a647-a456faa82d4a'],6,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:06.446,Pass,
,,,,,,,,,,,,,,,,1.767466,,,,,,,,,,,,,,7cc54f8d-e647-49d0-9031-f77882840730,122,,"[26.8, 22.0]",2275065,2,,,,,2.3267913,,Left Foot,,"[20.2, 29.0]",,Ground Pass,,9.6208105,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,6,Birmingham City WFC,969,['171979d0-8138-48f3-813d-480431d93b56'],10,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:10.267,Pass,
,,,,,,,,,,,,,,,,2.061338,,,,,,,,,,,,,,ff2226e8-8eec-4ed1-b5a3-23cf0c22562a,125,,"[20.6, 32.8]",2275065,2,,,,,1.6937681,,Right Foot,,"[17.3, 59.5]",,Ground Pass,,26.90316,,,Harriet Scott,19592.0,,,,,,,1,From Throw In,Rebecca Holloway,31568.0,Left Center Back,6,Birmingham City WFC,969,['3c29e910-7a79-4c49-a3da-6a7d0af4806f'],13,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:13.766,Pass,
,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,6e6ca49d-a930-4773-957d-c875c60ffac7,128,,"[21.1, 63.0]",2275065,2,,,,,-1.8075311,,Right Foot,,"[14.2, 34.4]",,Ground Pass,,29.42057,,,Rebecca Holloway,31568.0,,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Center Back,6,Birmingham City WFC,969,['46c48dfe-6c02-4f36-aaa8-bec82c47336d'],19,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:19.436,Pass,
