ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.316792,,,,,,,,,,,f03c2d60-f546-4b42-8ce2-590a6ead3a81,34,,,"[62.2, 29.3]",2275082,0,,,,0.9390643,,Right Foot,,,,"[90.3, 67.7]",Low Pass,,47.583294,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Center Attacking Midfield,4,Arsenal WFC,968,"['1e1ce126-f787-432d-950b-6f3e906864ed', 'c2195519-8439-4d55-a1c8-b79bbb7482b4']",47,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:47.234,Pass,True
,,,,,,,,,,,,,,,0.527883,,,,,,,,,,,fd206919-3c7e-4ecd-be52-1583ab6a9314,37,,,"[99.5, 66.0]",2275082,0,,,,-1.1184264,,Right Foot,,,,"[104.7, 55.3]",Ground Pass,,11.896638,,Jordan Nobbs,10192.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Wing,4,Arsenal WFC,968,['94c3b8c3-3399-4894-bc10-bc20ae38c202'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.599,Pass,
,,,,,,,,,,,,,,,1.807632,,,,,,,,,,,87a1b018-ed23-43cc-b466-f9d131e7e837,39,,,"[104.7, 55.3]",2275082,0,,,,2.7813995,,Left Foot,,,,"[97.0, 58.2]",Ground Pass,,8.228001,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Center Attacking Midfield,4,Arsenal WFC,968,['febcc9ee-8479-468c-b141-2d41f2296f30'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:54.127,Pass,
,,,,,,,,,,,,,,,1.347345,,,,,,,,,,,632f9194-84a0-4d85-9015-5699dc00b200,41,,,"[97.0, 58.2]",2275082,0,,,,-1.1828163,,Left Foot,,,,"[106.4, 35.2]",Low Pass,,24.84673,Incomplete,Vivianne Miedema,15623.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Wing,4,Arsenal WFC,968,"['d2de272c-7596-434b-80d7-7a8765ae275d', 'df750469-2d9c-455d-8ca8-60044824b990']",55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:55.935,Pass,
,,,,,,,,,,,,,,,1.186043,,,,,,,,,,,84d8614f-4cbb-4b82-96dc-51081db4c214,48,,,"[33.8, 37.6]",2275082,1,,,,-1.278449,,Left Foot,,,,"[36.9, 27.3]",Ground Pass,,10.756393,,Josie Green,4865.0,,,,,,,1,Regular Play,Kit Graham,31551.0,Right Center Forward,5,Tottenham Hotspur Women,749,"['53773b2f-24de-4514-86f3-af14382d94cc', 'e94fb3e8-da1b-43d3-a9f5-ed2518316b7d']",1,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:01.086,Pass,True
,,,,,,,,,,,,,,,1.668871,,,,,,,,,,,ca1058f8-fe37-42f3-a6d3-793452ef18a6,50,,,"[36.9, 27.3]",2275082,1,,,,-0.252318,,Right Foot,,,,"[49.7, 24.0]",Ground Pass,,13.218548,,Rachel Furness,15706.0,,,,,,,1,Regular Play,Josie Green,4865.0,Left Midfield,5,Tottenham Hotspur Women,749,['e61e4e2f-a140-4b7e-a0b5-53a6333a36c2'],2,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:02.272,Pass,
,,,,,,,,,,,,,,,1.004616,,,,,,,,,,,d82831ee-71af-40f9-8809-4b1bdbc0de98,57,,,"[53.6, 31.2]",2275082,1,,,,0.8315193,,Left Foot,,,,"[59.8, 38.0]",Ground Pass,,9.202173,,Kit Graham,31551.0,,,,,,,1,Regular Play,Rachel Furness,15706.0,Left Defensive Midfield,5,Tottenham Hotspur Women,749,['9e8ef9c4-0bd0-4827-9755-4fca14eebab7'],6,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:06.760,Pass,
,,,,,,,,,,,,,,,1.797465,,,,,,,,,,,c0f00c92-5e55-438a-b9ed-2ee690e39d92,60,,,"[58.1, 37.1]",2275082,1,,,,-2.63342,,Left Foot,,,,"[42.3, 28.3]",Ground Pass,,18.085354,,Anna Filbey,31703.0,,,,,,,1,Regular Play,Kit Graham,31551.0,Right Center Forward,5,Tottenham Hotspur Women,749,['bd32c77c-2b93-43b6-b93e-fd272a162c6e'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:08.856,Pass,
,,,,,,,,,,,,,,,1.399206,,,,,,,,,,,f1f84ee6-3546-4503-882d-a84a03a67cd6,63,,,"[44.2, 27.3]",2275082,1,,,,-0.8913825,,Right Foot,,,,"[58.9, 9.1]",Ground Pass,,23.395084,,Siri Worm,15572.0,,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['09a0832a-b0d0-4aa2-b85e-67b34f7bf6cd'],11,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:11.523,Pass,
,,,,,,,,,,,,,,,1.057792,,,,,,,,,,,43d535ab-9a22-4a40-95e7-c70c7276f388,66,,,"[62.0, 9.9]",2275082,1,,,,0.8356352,,Left Foot,,,,"[70.5, 19.3]",Ground Pass,,12.6732,,Josie Green,4865.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['1e474c8f-50cd-4906-81df-65cf47a5cd3f'],14,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:14.709,Pass,
,,,,,,,,,,,,,,,1.345082,,,,,,,,,,,dfcce516-c32f-491e-b5d1-8752ade76c97,69,,,"[70.5, 19.3]",2275082,1,,,,-2.8288047,,Right Foot,,,,"[47.0, 11.7]",Ground Pass,,24.698381,,Anna Filbey,31703.0,,,,,,,1,Regular Play,Josie Green,4865.0,Left Midfield,5,Tottenham Hotspur Women,749,['bd162d77-6d6d-425e-9001-e055a887839c'],16,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:16.187,Pass,
,,,,,,,,,,,,,,,1.241073,,,,,,,,,,,7e71b687-62d2-4fcc-94f0-c6fade7084d2,72,,,"[47.0, 13.0]",2275082,1,,,,-0.6246354,,Right Foot,,,,"[55.6, 6.8]",Ground Pass,,10.601887,,Siri Worm,15572.0,,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['ce586a40-1b27-4744-913f-78e57f8d8950'],21,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:21.132,Pass,
,,,,,,,,,,,,,,,3.326556,,,,,,,,,,,67b4f959-dcad-451d-b497-e30b8673562b,74,,,"[55.6, 6.8]",2275082,1,,,,2.7416172,,Left Foot,,,,"[43.3, 12.0]",Ground Pass,,13.354026,,Anna Filbey,31703.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['65e2cf50-2c99-4d21-8294-527e3446bb03'],22,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:22.373,Pass,
,,,,,,,,,,,,,,,2.335041,,,,,,,,,,,0cfe0ef1-a951-4f23-bd17-e1e07c125cad,77,,,"[37.9, 16.8]",2275082,1,,,,2.2860916,,Right Foot,,,,"[18.7, 38.9]",Ground Pass,,29.275415,,Rebecca Leigh Spencer,18158.0,,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['4d8bb367-84b7-4770-910c-5c8077805964'],25,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:25.707,Pass,
,,,,,,,,,,,,,,,1.902502,,,,,,,,,,,76b2c3a5-6dbe-4dfc-a1f4-6cb9ff2522b7,80,,,"[20.7, 42.8]",2275082,1,,,,1.1530455,,Right Foot,,,,"[29.4, 62.4]",Ground Pass,,21.444113,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,5,Tottenham Hotspur Women,749,['21b27abe-b853-4c36-a412-70473295a70c'],29,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:29.020,Pass,
,,,,,,,,,,,,,,,1.239802,,,,,,,,,,,36647cf3-4e00-4816-b20a-5ee689c2452c,83,,,"[29.4, 70.7]",2275082,1,,,,-0.560687,,Right Foot,,,,"[42.3, 62.6]",Ground Pass,,15.232203,,Chloe Peplow,16397.0,,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,5,Tottenham Hotspur Women,749,['16b94650-f291-4664-b710-4668d04818c3'],33,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:33.992,Pass,
,,,,,,,,,,,,,,,1.257826,,,,,,,,,,,635ed2f3-a8f6-4f7c-82dd-824a7b7d2154,85,,,"[39.7, 63.1]",2275082,1,,,,2.6367314,,Right Foot,,,,"[28.3, 69.4]",Ground Pass,,13.024976,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Chloe Peplow,16397.0,Right Defensive Midfield,5,Tottenham Hotspur Women,749,['9e497b83-20c1-4157-983c-95aeea95d9b7'],35,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:35.232,Pass,
,,,,,,,,,,,,,,,3.53627,,,,,,,,,,,8fbc0001-c350-4887-b21a-fa8628392d35,88,,,"[29.1, 67.2]",2275082,1,,,,-1.6370608,,Right Foot,,,,"[26.2, 23.5]",Ground Pass,,43.79612,,Anna Filbey,31703.0,,,True,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,5,Tottenham Hotspur Women,749,['dd603e01-ceb8-415e-b17e-26bad7c64139'],37,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:37.476,Pass,
,,,,,,,,,,,,,,,1.351193,,,,,,,,,,,5532aca5-cf2d-45f7-8206-c136e0e353e7,92,,,"[24.4, 20.6]",2275082,1,,,,-1.1531867,,Right Foot,,,,"[31.1, 5.5]",Ground Pass,,16.519686,,Siri Worm,15572.0,,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,5,Tottenham Hotspur Women,749,['b4130b89-6a82-43a5-a267-03969020afab'],41,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:41.354,Pass,
,,,,,,,,,,,,,,,1.720624,,,,,,,,,,,ebbc1860-6498-4a4b-9133-286f9ad89fb3,95,,,"[36.0, 6.8]",2275082,1,,,,0.23093276,,Left Foot,,,,"[71.3, 15.1]",High Pass,,36.262653,,Kit Graham,31551.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['d1156243-29de-4d7f-a52d-904011e077c7'],43,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:43.711,Pass,
,,,,,,,,,,,,,,,1.364211,,,,,,,,,,,08cc6607-430e-4384-84ed-61f01460f8a1,101,,,"[27.1, 59.5]",2275082,1,,,,1.0584068,,Right Foot,,,,"[34.3, 72.3]",Ground Pass,,14.686048,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,['c48701a8-0025-4aaa-bb2d-7d5a26180ed2'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:48.009,Pass,
,,,,,,,,,,,,,,,1.409915,,,,,,,,,,,b6f682e0-67f0-4b63-9f9c-d2f1f9c12745,104,,,"[34.3, 72.3]",2275082,1,,,,-2.5167065,,Right Foot,,,,"[22.1, 63.5]",Ground Pass,,15.042606,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,6,Arsenal WFC,968,['4b66f826-6499-4a5c-be53-e535863bfbd5'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:50.552,Pass,
,,,,,,,,,,,,,,,2.169978,,,,,,,,,,,6b60370d-3307-40c0-9a24-65214820f00b,107,,,"[22.1, 61.9]",2275082,1,,,,-1.6483432,,Right Foot,,,,"[19.8, 32.3]",Ground Pass,,29.689224,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,['9ac6ddff-49d6-4c7d-bf4c-24b16e01f4b9'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:53.107,Pass,
,,,,,,,,,,,,,,,1.562617,,,,,,,,,,,f004b524-f11a-4047-8ee0-76bbb83a4326,110,,,"[21.2, 26.6]",2275082,1,,,,1.5639471,,Right Foot,,,,"[21.4, 55.8]",Ground Pass,,29.200686,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Arsenal WFC,968,['e0e611ee-2a81-4a75-ad7b-388606529338'],57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:57.640,Pass,
,,,,,,,,,,,,,,,1.984375,,,,,,,,,,,f09a8810-d1a5-4840-8915-871625681bc8,113,,,"[27.4, 53.9]",2275082,2,,,,-1.5240078,,Right Foot,,,,"[28.8, 24.0]",Ground Pass,,29.932758,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,['f45e7a33-ba27-47a4-9f40-e8515607fd6b'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:00.795,Pass,
,,,,,,,,,,,,,,,1.923247,,,,,,,,,,,6c4bf177-7f8f-463f-86d3-c3cad31c419f,116,,,"[30.4, 22.7]",2275082,2,,,,1.4297453,,Right Foot,,,,"[35.1, 55.8]",Low Pass,,33.432022,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Arsenal WFC,968,['4190439d-7369-49ca-928c-29650462fc0a'],6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:06.976,Pass,
,,,,,,,,,,,,,,,0.78107,,,,,,,,,,,e56195c4-7e78-4158-b99a-b70a16ff24e2,119,,,"[48.2, 57.8]",2275082,2,,,,0.1990819,,Right Foot,,,,"[59.6, 60.1]",Ground Pass,,11.6297035,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,6,Arsenal WFC,968,['28b05815-8eb1-4bd9-a106-5ed01a88baf8'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:11.214,Pass,
,,,,,,,,,,,,,,,1.285136,,,,,,,,,,,14b5bf50-0178-41d6-997b-35dc2159400f,122,,,"[54.9, 61.7]",2275082,2,,,,1.0879817,,Right Foot,,,,"[61.4, 74.1]",Ground Pass,,14.000357,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Center Attacking Midfield,6,Arsenal WFC,968,['4a7eca71-86ea-4b19-bdd3-d82f3a96140d'],13,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:13.102,Pass,
