50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b57ab1cf-8934-4f84-a08b-cc48934440d4,1,,,,2275093,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 33009, 'name': 'Lily Simkin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,88db45b2-f93a-4222-9eab-12fac1f67925,2,,,,2275093,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,060d1b1b-cac0-4ab3-aa95-53ecfffad5f4,3,,,,2275093,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['e0bf8aea-b1af-4a2d-a511-0cd3e5fcdd59'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e0bf8aea-b1af-4a2d-a511-0cd3e5fcdd59,4,,,,2275093,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['060d1b1b-cac0-4ab3-aa95-53ecfffad5f4'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14bbc7cd-1d9e-4b2c-83ce-b6f07bf968ca,1897,,,,2275093,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Birmingham City WFC,969,['f40808fd-d904-42ce-afec-35d45800646f'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f40808fd-d904-42ce-afec-35d45800646f,1898,,,,2275093,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Birmingham City WFC,969,['14bbc7cd-1d9e-4b2c-83ce-b6f07bf968ca'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.399129,,,,,,,,,,,,63a7ea15-ab5c-40af-af62-abdbb37c3351,5,,,"[60.0, 40.0]",2275093,0,,,,2.7617817,,Right Foot,,,"[35.2, 49.9]",,Ground Pass,,26.702995,,Millie Bright,4642.0,,,,,,Kick Off,1,From Kick Off,Bethany England,15550.0,Center Forward,2,Chelsea FCW,971,['7802d9cf-2639-4960-ae4a-ec8a785b7593'],0,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.378,Pass,
,,,,,,,,,,,,,,,2.975092,,,,,,,,,,,,81d12521-9283-4a2a-9c44-108b39c61ee1,8,,,"[40.8, 49.4]",2275093,0,,,,0.044533815,,Right Foot,,,"[96.9, 51.9]",,High Pass,,56.155678,Incomplete,Bethany England,15550.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,Chelsea FCW,971,"['ea352cca-5428-4bfa-ad1c-32cb473807d0', 'f78f183c-142c-4490-9ffe-29cb88d5ace0']",3,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:03.706,Pass,
,,,,,,,,,,,,,,,0.436728,,,,,,,,,,,,67020f0d-d47d-4f4f-bbd8-21d95a742e51,13,,,"[93.5, 42.9]",2275093,0,,,True,-0.36813077,,,,,"[100.5, 40.2]",,High Pass,,7.502666,Incomplete,Bethany England,15550.0,,,,,,,1,From Kick Off,Drew Spence,4638.0,Right Center Midfield,2,Chelsea FCW,971,"['45577eb9-23e5-4218-b3cc-4efa8d1dfc1a', '9759bacd-321f-46e8-a192-2329c993babf', 'aa496c1e-26e8-4a5d-af26-5648638465ff']",9,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:09.239,Pass,True
,,,,,,,,,,,,,,,0.926222,,,,,,,,,,,,45577eb9-23e5-4218-b3cc-4efa8d1dfc1a,16,,,"[19.6, 39.9]",2275093,0,,,,-0.42934734,,Head,,,"[27.9, 36.1]",,Low Pass,,9.128527,Incomplete,Chloe Arthur,10193.0,,,,,,Recovery,1,From Kick Off,Harriet Scott,19592.0,Right Center Back,2,Chelsea FCW,971,"['663409f8-1b4a-4444-bf83-2f7bc15ea864', '67020f0d-d47d-4f4f-bbd8-21d95a742e51', 'e5825e21-bb6f-4e63-bcfb-3c6f2edff4bd']",9,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:09.675,Pass,
,,,,,,,,,,,,,,,2.184843,,,,,,,,,,,,45a80dbd-08d5-4c7a-8a67-9c94a54f0785,21,,,"[93.3, 42.4]",2275093,0,,,,1.7856117,,Right Foot,,,"[88.5, 64.4]",,Ground Pass,,22.51755,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Drew Spence,4638.0,Right Center Midfield,2,Chelsea FCW,971,['b9d99a18-a71f-45ec-ac15-175ae1ca5d4d'],11,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:11.376,Pass,
,,,,,,,,,,,,,,,0.912689,,,,,,,,,,,,e3689112-bffe-46ad-8f6a-47d8001492c5,23,,,"[88.5, 64.4]",2275093,0,,,,0.36035797,,Right Foot,,,"[102.3, 69.6]",,Ground Pass,,14.747203,,Ramona Bachmann,4659.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Back,2,Chelsea FCW,971,['cc5756d8-aefb-4381-8963-ae2424f83783'],13,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:13.561,Pass,
,,,,,,,,,,,,,,,1.954239,,,,,,,,,,,,13d5cba9-e3c7-4525-9722-1ae0b44608e9,26,,,"[105.9, 74.7]",2275093,0,,,,-0.57932603,,Right Foot,,,"[116.6, 67.7]",,Ground Pass,,12.786321,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Ramona Bachmann,4659.0,Right Wing,2,Chelsea FCW,971,['e2a81c8b-03d0-4044-b930-e82e7fb09d5c'],15,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.965,Pass,
,,,,,,,,,,,,,,,0.918153,,,,,,,,,,,,3591bcc4-28fd-4d78-81db-23391a7f531f,30,,,"[115.4, 72.7]",2275093,0,,,,3.0381892,,Right Foot,,,"[104.8, 73.8]",,Ground Pass,,10.656922,,Ramona Bachmann,4659.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Back,2,Chelsea FCW,971,['bc5dc319-1e8e-44ab-b720-e67850280664'],19,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:19.650,Pass,
,,,,,,,,,,,,,,,0.563499,,,,,,,,,,,,964dd0cc-2d53-4c08-acdb-13b17ce4c475,34,,,"[106.6, 71.4]",2275093,0,,,,0.4918092,,Right Foot,,,"[115.0, 75.9]",,Ground Pass,,9.5294285,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Ramona Bachmann,4659.0,Right Wing,2,Chelsea FCW,971,"['44b91364-95fb-4a3e-83f6-fc52b58a985a', '653a691d-2c74-4e09-bdfe-8e48f183be3a']",22,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:22.406,Pass,True
,,,,,,,,,,,,,,,1.088056,,,,,,,,,,,,9146be28-d43c-4414-a44a-0f8241d3a0f7,38,,,"[108.8, 69.1]",2275093,0,,,,2.7409682,,Right Foot,,,"[100.3, 72.7]",,Ground Pass,,9.2309265,,Ramona Bachmann,4659.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Back,2,Chelsea FCW,971,"['388d5979-f567-4a83-acf8-ea66658b13c9', 'a5f4b7ce-c693-401b-a846-8fa217e946b3']",26,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:26.058,Pass,True
,,,,,,,,,,,,,,,1.811443,,,,,,,,,,,,b72d1108-588e-4dc9-ba3b-495a339f0bd3,41,,,"[100.0, 72.3]",2275093,0,,,,-2.3726766,,Right Foot,,,"[81.5, 54.4]",,Ground Pass,,25.742184,,Millie Bright,4642.0,,,,,,,1,From Kick Off,Ramona Bachmann,4659.0,Right Wing,2,Chelsea FCW,971,['270d2bd7-c5e4-405f-bc73-0d2b27ba6d5d'],28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:28.175,Pass,
