50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.54743,,,,,,,,,,,,d8639ab3-e350-4dba-ab89-7b2871f712a9,45,,,"[79.0, 45.6]",2275093,0,,,,-0.74249923,,Left Foot,,,"[111.8, 15.5]",,High Pass,,44.517975,,Guro Reiten,10514.0,,,,,,,1,From Kick Off,Millie Bright,4642.0,Right Center Back,2,Chelsea FCW,971,['5c314115-b5dd-4485-b351-39d2307539dc'],31,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:31.715,Pass,
,,,,,,,,,,,,,,,1.103256,,,,,,,,,,,,80e2700c-3dd9-4744-a61d-4b9b651debdc,49,,,"[117.2, 15.5]",2275093,0,,,,1.8865349,,Left Foot,True,True,"[112.3, 30.5]",,Ground Pass,,15.78005,Incomplete,Bethany England,15550.0,,,,,,,1,From Kick Off,Guro Reiten,10514.0,Left Wing,2,Chelsea FCW,971,"['2528b591-da7f-47b2-8a82-e483882aeaaf', '4c590394-c28d-4fca-a842-e99ca776f3db']",36,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:36.557,Pass,
,,,,,,,,,,,,,,,0.846945,,,,,,,,,,,,f777dc41-474e-4486-bb53-89bfa46596d8,53,,,"[2.4, 54.6]",2275093,0,,,,0.29849893,,Right Foot,,,"[12.8, 57.8]",,Ground Pass,,10.881176,,Chloe Arthur,10193.0,,,,,,,1,From Kick Off,Lucy Staniforth,15562.0,Right Center Midfield,2,Chelsea FCW,971,['bc1be788-f435-479b-abe0-a0a51c56ff0b'],39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:39.155,Pass,
,,,,,,,,,,,,,,,2.838142,,,,,,,,,,,,9f659cc2-e1ae-4418-931d-0d147046f03a,64,,,"[61.0, 40.1]",2275093,2,True,,,-2.8310986,,Right Foot,,,"[28.9, 29.8]",,Ground Pass,,33.712017,,Rebecca Holloway,31568.0,,,,,,Kick Off,1,From Kick Off,Connie Scofield,21556.0,Center Forward,4,Birmingham City WFC,969,['8b2e4bfc-e01e-42c5-9285-87aac0f142c3'],16,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:16.256,Pass,
,,,,,,,,,,,,,,,1.582296,,,,,,,,,,,,9bf94287-4258-4285-8adb-2fefba08b875,66,,,"[28.7, 28.9]",2275093,2,,,,-1.3854483,,Left Foot,,,"[32.9, 6.5]",,Ground Pass,,22.790348,,Adrienne Jordan,31567.0,,,,,,,1,From Kick Off,Rebecca Holloway,31568.0,Left Center Back,4,Birmingham City WFC,969,['5196ffeb-4906-4e2c-a81c-4821d729a649'],20,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:20.181,Pass,
,,,,,,,,,,,,,,,1.70811,,,,,,,,,,,,953dab07-9c69-4d0e-a8b4-0fb093b8ff7d,71,,,"[30.7, 11.5]",2275093,2,,,,-0.1727295,,Left Foot,,,"[54.2, 7.4]",,High Pass,,23.854979,,Abbi Grant,31565.0,,,,,,,1,From Kick Off,Adrienne Jordan,31567.0,Left Back,4,Birmingham City WFC,969,"['1483ff82-3cc2-4f29-9e60-d84b01fa2a9c', '40de9d51-5aa7-4c70-bd00-d32a5aca8ddf']",25,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:25.592,Pass,True
,,,,,,,,,,,,,,,1.889983,,,,,,,,,,,,93ca44be-0355-4db0-b7e7-860fa8ea99e2,80,,,"[13.7, 30.0]",2275093,2,,,,1.1789069,,Keeper Arm,,,"[21.8, 49.6]",,Low Pass,,21.20778,,Harriet Scott,19592.0,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,4,Birmingham City WFC,969,['5d3be9ef-d065-4b90-9698-d4c841d60aee'],37,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:37.638,Pass,
,,,,,,,,,,,,,,,1.891433,,,,,,,,,,,,606fc09d-e230-47d6-bd54-86f3923f763a,84,,,"[32.2, 56.0]",2275093,2,,,,0.26645643,,Right Foot,,,"[73.6, 67.3]",,High Pass,,42.91445,Incomplete,Claudia Walker,15580.0,,,,,,,1,From Kick Off,Harriet Scott,19592.0,Right Center Back,4,Birmingham City WFC,969,"['77c06a6a-6273-4710-afa8-45717544336e', 'c5a944a4-462e-4008-b720-51000bfeb787', 'ca06cba6-a9ad-424f-85db-73761d5c8e73']",43,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:43.960,Pass,True
,,,,,,,,,,,,,,,1.505258,,,,,,,,,,,,c5a944a4-462e-4008-b720-51000bfeb787,86,,,"[46.5, 12.8]",2275093,2,,,,0.112028964,,Left Foot,,,"[62.5, 14.6]",,Low Pass,,16.100931,,Guro Reiten,10514.0,,,,,,Recovery,1,From Kick Off,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Birmingham City WFC,969,"['606fc09d-e230-47d6-bd54-86f3923f763a', '8d7e3fcc-91a4-467f-9a54-9e9469b2aba8']",45,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:45.851,Pass,
,,,,,,,,,,,,,,,0.111852,,,,,,,,,,,,3852dee8-905c-46bf-aa30-98f615d8dd3a,90,,,"[61.7, 15.5]",2275093,2,,,,2.6087487,,Left Foot,,,"[57.8, 17.8]",,Ground Pass,,4.527693,Incomplete,,,,,,,,,1,From Kick Off,Guro Reiten,10514.0,Left Wing,4,Birmingham City WFC,969,"['ab088abb-2101-4257-8cca-a2cdb3a31f83', 'e322bb46-1c45-44a7-81d3-7b1f491c8110']",47,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:47.802,Pass,True
,,,,,,,,,,,,,,,2.249392,,,,,,,,,,,,2a09e71c-f11d-426c-95d6-9f1bda376a0a,94,,,"[53.1, 43.3]",2275093,2,,,,-1.5001594,,Right Foot,,,"[54.6, 22.1]",,Low Pass,,21.253,,Adrienne Jordan,31567.0,,,,,,,1,From Kick Off,Chloe Arthur,10193.0,Left Center Midfield,4,Birmingham City WFC,969,['24973432-4e26-45f4-b8e3-70206860e517'],52,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:52.333,Pass,
,,,,,,,,,,,,,,,1.119547,,,,,,,,,,,,750bab80-8d19-46b7-8b8f-8691cf313afc,106,,,"[76.8, 18.1]",2275093,3,,,,2.6311042,,Right Foot,,,"[66.8, 23.7]",,Ground Pass,,11.461239,Incomplete,Lucy Staniforth,15562.0,,,,,,,1,From Kick Off,Chloe Arthur,10193.0,Left Center Midfield,4,Birmingham City WFC,969,"['279bf45e-0d6c-45dc-80c0-89b53714ea6d', '478bf15c-a221-433b-a252-b4c2f6abe2fb']",2,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:02.315,Pass,
,,,,,,,,,,,,,,,0.723179,,,,,,,,,,,,9f525b54-9d17-4028-b656-7c0b810f7f3c,112,,,"[50.8, 60.1]",2275093,3,,,,2.4763033,,Right Foot,,,"[44.3, 65.2]",,Ground Pass,,8.261961,,Ramona Bachmann,4659.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,5,Chelsea FCW,971,['e034f06c-bd52-4d4f-bd65-233c38fcad14'],4,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:04.511,Pass,
,,,,,,,,,,,,,,,1.253146,,,,,,,,,,,,7940c7df-1c8a-4074-8478-f8a1135f00a2,117,,,"[44.2, 58.9]",2275093,3,,,,-2.278164,,Right Foot,,,"[33.0, 45.8]",,Ground Pass,,17.235138,,Millie Bright,4642.0,,,,,,,1,Regular Play,Ramona Bachmann,4659.0,Right Wing,5,Chelsea FCW,971,"['d669c91a-2748-4826-9b08-b1f389467c3a', 'ef9e0410-2901-4804-9753-884d48eafc8d']",6,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:06.882,Pass,True
,,,,,,,,,,,,,,,1.968449,,,,,,,,,,,,c36c8d59-b1c3-4299-8d2d-1ac5c0e8396a,121,,,"[33.2, 44.5]",2275093,3,,,,-2.7343369,,Right Foot,,,"[12.8, 35.7]",,Ground Pass,,22.21711,,Ann-Katrin Berger,15560.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,5,Chelsea FCW,971,"['57d15bb4-a523-4535-8b2a-d85663dae9bf', 'f289ad44-1e72-40c0-8054-2835ad2fe1aa']",8,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:08.855,Pass,True
,,,,,,,,,,,,,,,1.65323,,,,,,,,,,,,873c6d18-c4da-4dc0-a97f-b9ac9354d5bc,124,,,"[12.8, 35.7]",2275093,3,,,,-0.7758746,,Right Foot,,,"[28.7, 20.1]",,Ground Pass,,22.274874,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,5,Chelsea FCW,971,['e4ed0a0a-a205-4ce8-92f2-e5a0cbe72c71'],12,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:12.041,Pass,
,,,,,,,,,,,,,,,1.722433,,,,,,,,,,,,e25097ad-569c-45ba-be1b-c68a4204e1b7,127,,,"[29.5, 20.8]",2275093,3,,,,1.4778748,,Left Foot,,,"[32.1, 48.7]",,Ground Pass,,28.020885,,Millie Bright,4642.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['c32fd200-d974-4dc8-b9c7-5f75f8050474'],14,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:14.726,Pass,
,,,,,,,,,,,,,,,4.005976,,,,,,,,,,,,e5087977-a623-439d-90da-37191688df44,130,,,"[35.9, 52.2]",2275093,3,,,,-0.08473253,,Right Foot,,,"[98.3, 46.9]",,High Pass,,62.624676,Incomplete,Bethany England,15550.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,5,Chelsea FCW,971,"['87edad50-3baa-4d4c-93b7-540cf0402208', '9bc5cfd6-dc91-4907-9a76-ada39e21f4a8']",18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:18.698,Pass,
,,,,,,,,,,,,,,,1.430221,,,,,,,,,,,,ba3092eb-70d8-4231-bdae-4b9fa9013a7b,134,,,"[10.4, 64.8]",2275093,3,,,,0.3328202,,Right Foot,,,"[34.7, 73.2]",,Low Pass,,25.710892,Incomplete,,,,,,,,Recovery,1,Regular Play,Lily Simkin,33009.0,Right Back,5,Chelsea FCW,971,"['95b9cdf5-afe8-45ea-a1b9-edd1e33e2240', 'c010e3b4-4601-45e2-8dd3-6f289bd61d64']",26,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:26.864,Pass,True
,,,,,,,,,,,,,,,0.854357,,,,,,,,,,,,b2761eb0-64ab-4552-a0df-d379d2a0ddab,138,,,"[17.4, 60.0]",2275093,3,,,,-1.9559538,,Right Foot,,,"[14.4, 52.6]",,Ground Pass,,7.984986,,Harriet Scott,19592.0,,,,,,Recovery,1,Regular Play,Lily Simkin,33009.0,Right Back,5,Chelsea FCW,971,"['346754d1-1a10-4e3e-8fff-cd699e241b9b', '4826ce1a-8b7b-46e9-9b4a-894b1cb0f7d6']",31,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:31.475,Pass,True
,,,,,,,,,,,,,,,0.918501,,,,,,,,,,,,42d1e1af-04c9-4150-b3e1-db1247a5d06d,141,,,"[14.4, 52.6]",2275093,3,,,,-0.10673567,,Right Foot,,,"[34.0, 50.5]",,Low Pass,,19.71218,Incomplete,,,,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Center Back,5,Chelsea FCW,971,['f155d31c-e357-4e47-9f3b-139952bb793e'],32,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:32.369,Pass,
,,,,,,,,,,,,,,,1.009896,,,,,,,,,,,,ec5693bc-c397-478d-977b-9c753c61b9fd,145,,,"[87.2, 30.9]",2275093,3,,,,-0.9224643,,Right Foot,,,"[92.2, 24.3]",,Low Pass,,8.280097,,Sophie Louise Ingle,15549.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,5,Chelsea FCW,971,['b201e4e4-670f-49e2-b827-54dd08393c9b'],34,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:34.172,Pass,
,,,,,,,,,,,,,,,2.040897,,,,,,,,,,,,aeacbebe-cfc4-4f6d-9d94-592238f8cb59,148,,,"[91.9, 22.5]",2275093,3,,,,1.4648948,,Left Foot,,,"[94.6, 47.9]",,Low Pass,,25.5431,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,5,Chelsea FCW,971,"['0093c719-8edd-4865-a72e-f17c0787df3b', '908dc8ec-20a6-471d-963a-fcbf7d52ba74']",35,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:35.182,Pass,True
,,,,,,,,,,,,,,,1.766117,,,,,,,,,,,,f67745be-6445-4700-96ec-d029119fbc08,152,,,"[93.9, 52.1]",2275093,3,,,,2.5633698,,Left Foot,,,"[84.4, 58.3]",,Ground Pass,,11.344161,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,5,Chelsea FCW,971,"['5fbe0956-0857-4075-ade5-02d6c278cf52', 'e0d16b55-7730-47d2-9ed2-4e4560a970de']",38,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:38.535,Pass,True
,,,,,,,,,,,,,,,0.657033,,,,,,,,,,,,116a6aed-f7c9-4480-a0bb-594789c8dae3,155,,,"[84.4, 58.3]",2275093,3,,,,-1.1583859,,Right Foot,,,"[87.9, 50.3]",,Ground Pass,,8.732124,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,5,Chelsea FCW,971,['9ca23066-4b73-4ee5-8ebf-32cc86588ae8'],41,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:41.248,Pass,
