50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f8aa0a24-40ac-499f-a54d-481385017bf1,1,,,,2275094,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 31554, 'name': 'Jacinta Galabadaarachchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9f47a65a-17eb-4772-9e4d-fc22559aa762,2,,,,2275094,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 37}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b5fd6a81-ca9a-4ae9-83e1-c5f93ebccfa3,3,,,,2275094,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['e19eb59c-9e5c-4b22-9600-b06be309c5c5'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e19eb59c-9e5c-4b22-9600-b06be309c5c5,4,,,,2275094,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['b5fd6a81-ca9a-4ae9-83e1-c5f93ebccfa3'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,685fe77d-a5d1-401f-9638-d64fc24f60b3,1663,,,,2275094,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Birmingham City WFC,969,['beb0f5d3-d8d4-449d-ba43-3bdb575b626f'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,beb0f5d3-d8d4-449d-ba43-3bdb575b626f,1664,,,,2275094,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Birmingham City WFC,969,['685fe77d-a5d1-401f-9638-d64fc24f60b3'],0,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.904804,,,,,,,,,,,,,,,16469fe3-3f66-4f1c-af8c-085e822a4495,5,,,"[61.0, 40.1]",2275094,0,,,,,-2.9945142,,Right Foot,,,,"[47.5, 38.1]",Ground Pass,,13.647344,,Adriana Kristina Leon,8297.0,,,,,,Kick Off,1,From Kick Off,Kenza Dali,15421.0,Left Center Forward,2,West Ham United LFC,972,['09d04dbd-224c-47ef-8825-90bb2b63bab4'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.362,Pass,
,,,,,,,,,,,,,,,,1.644169,,,,,,,,,,,,,,,74c90e71-733d-440e-8142-917c3adabc8d,8,,,"[52.2, 34.0]",2275094,0,,,,,-1.9865102,,Right Foot,,,,"[42.4, 11.8]",Ground Pass,,24.26685,,Katharina Baunach,31557.0,,,,,,,1,From Kick Off,Adriana Kristina Leon,8297.0,Right Midfield,2,West Ham United LFC,972,['1ff584e1-ede8-4246-8351-dcd7f6bbbfa1'],2,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:02.707,Pass,
,,,,,,,,,,,,,,,,1.516933,,,,,,,,,,,,,,,745c31a3-cb31-4f28-9337-2faa2708e80e,12,,,"[43.0, 14.1]",2275094,0,,,,,2.6338098,,Left Foot,,,,"[30.6, 21.0]",Ground Pass,,14.19049,,Laura Vetterlein,31556.0,,,,,,,1,From Kick Off,Katharina Baunach,31557.0,Left Back,2,West Ham United LFC,972,"['6cd3dfe0-f1e2-4cf3-a05f-2bddded3eecf', 'c3d6a53d-98c1-4d60-809c-e31c8d510597']",5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:05.841,Pass,True
,,,,,,,,,,,,,,,,1.578017,,,,,,,,,,,,,,,285d4a04-ccfc-40bf-b92b-f633789388c9,15,,,"[31.7, 26.3]",2275094,0,,,,,2.4575999,,Left Foot,,,,"[16.0, 39.1]",Ground Pass,,20.256603,,Courtney Brosnan,31555.0,,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,['a04f399a-869b-4595-b13e-0ed662dac300'],10,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:10.473,Pass,
