50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d9ba054-1beb-4b0f-ac9a-0308af3ae3bd,1,,,2275126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 13857, 'name': 'Tinja-Riikka Tellervo Korpela'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,608b22de-5d24-4488-9544-d5cd6f08b51e,2,,,2275126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4858, 'name': 'Jenna Schillaci'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 11}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37d9cfb5-ddea-45d8-bcf1-99f21d266c96,3,,,2275126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['3060b687-a32d-40a5-b2d7-3cbc4755382f'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3060b687-a32d-40a5-b2d7-3cbc4755382f,4,,,2275126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['37d9cfb5-ddea-45d8-bcf1-99f21d266c96'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7e4c655b-26fd-45f7-b0c4-67124f8ef79a,1640,,,2275126,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Everton LFC,967,['2ee8b5f3-aa21-49e6-9777-fe4873b7d5f3'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ee8b5f3-aa21-49e6-9777-fe4873b7d5f3,1641,,,2275126,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Everton LFC,967,['7e4c655b-26fd-45f7-b0c4-67124f8ef79a'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,2.10279,,,,,,,,,,,,,,2bb51732-2f7e-463a-b53b-1058df2577d5,5,,"[61.0, 40.1]",2275126,0,,,,,2.6034129,,Right Foot,,,,"[34.7, 55.8]",,Ground Pass,,30.629725,,,,Jenna Schillaci,4858.0,,,,,,Kick Off,1,From Kick Off,Rianna Dean,31702.0,Center Forward,2,Tottenham Hotspur Women,749,['dbefa5e0-07f9-44fd-a36d-26160513a991'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.903,Pass,
,,,,,,,,,,,,,,,,,,1.8453,,,,,,,,,,,,,,0e309172-87ab-427a-a489-18a630f36458,8,,"[39.3, 61.0]",2275126,0,,,,,0.020939348,,Right Foot,,,,"[77.5, 61.8]",,High Pass,,38.208378,,Incomplete,,Rachel Furness,15706.0,,,,,,,1,From Kick Off,Jenna Schillaci,4858.0,Left Center Back,2,Tottenham Hotspur Women,749,"['642cc347-9d32-4977-aa03-1c044fd3e963', 'e11051e3-7b58-4266-b61a-8b458796e27d']",4,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:04.410,Pass,
,,,,,,,,,,,,,,,,,,1.263065,,,,,,,,,,,,,,642cc347-9d32-4977-aa03-1c044fd3e963,10,,"[42.6, 18.3]",2275126,0,,,,,-0.4214192,,Left Foot,,,,"[51.3, 14.4]",,Low Pass,,9.534149,,,,Inessa Kaagman,15579.0,,,,,,Recovery,1,From Kick Off,Danielle Turner,15571.0,Left Back,2,Tottenham Hotspur Women,749,"['05e42205-a1ac-435a-a637-600b09879cd6', '0e309172-87ab-427a-a489-18a630f36458']",6,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:06.255,Pass,
,,,,,,,,,,,,,,,,,,0.696347,,,,,,,,,,,,,,abebdd52-6ed8-4d6c-a2c2-f5586df8aaf6,13,,"[51.3, 14.4]",2275126,0,,,,,1.9195673,,Right Foot,,,,"[49.7, 18.8]",,Low Pass,,4.68188,True,Incomplete,,Molly Pike,31564.0,,,,,,,1,From Kick Off,Inessa Kaagman,15579.0,Left Wing,2,Tottenham Hotspur Women,749,"['dec69561-ead2-44cc-9929-63c4147f6431', 'e46d5577-d7c5-4834-916d-64412bb8e9e7']",7,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:07.522,Pass,
,,,,,,,,,,,,,,,,,,1.665345,,,,,,,,,,,,,,a42c5de7-c587-46da-9d59-eafc7a34ea7a,18,,"[70.2, 64.8]",2275126,0,,,,,2.896614,,Right Foot,,,,"[58.2, 67.8]",,Ground Pass,,12.369317,,,,Chloe Peplow,16397.0,,,,,,,1,From Kick Off,Josie Green,4865.0,Left Center Midfield,2,Tottenham Hotspur Women,749,"['b2e4110c-3132-4b60-9a88-f52d10cae43f', 'dbeffc21-04df-4851-acae-59a2605623c0']",9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:09.056,Pass,True
,,,,,,,,,,,,,,,,,,0.659241,,,,,,,,,,,,,,7e5491a6-550a-4ace-8003-4736c663870b,22,,"[59.8, 67.8]",2275126,0,,,,,0.9440534,,Right Foot,,,,"[64.0, 73.6]",,Ground Pass,,7.1610055,,,,Ria Percival,18145.0,,,,,,,1,From Kick Off,Chloe Peplow,16397.0,Center Defensive Midfield,2,Tottenham Hotspur Women,749,"['5fcd5b51-f241-4ae4-92fc-d6bafbe155b9', '8cfbe2e9-af22-482f-ae84-95ec9e80d1c5']",10,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:10.762,Pass,True
,,,,,,,,,,,,,,,,,,1.110227,,,,,,,,,,,,,,29b9bc1a-dacf-43ab-86e5-76d04c1a10ee,26,,"[64.0, 74.0]",2275126,0,,,,,0.40656683,,Right Foot,,,,"[71.2, 77.1]",,Ground Pass,,7.839005,,,,Lucy Quinn,15564.0,,,,,,,1,From Kick Off,Ria Percival,18145.0,Right Back,2,Tottenham Hotspur Women,749,"['203f8b3e-c812-4fc5-97e1-1e2111a8f604', '5e8bc30b-f8b9-4f83-9fd9-f6845a195843']",11,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:11.724,Pass,True
,,,,,,,,,,,,,,,,,,1.333314,,,,,,,,,,,,,,727e8fed-4139-43ca-bf70-c6331013bf88,32,,"[68.6, 80.0]",2275126,0,,,,,-0.15549138,,,,,,"[87.1, 77.1]",,High Pass,,18.725918,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,3,Tottenham Hotspur Women,749,['2488b991-ef8c-49cc-90c5-7d7af7374250'],20,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:20.276,Pass,
,,,,,,,,,,,,,,,,,,1.570981,,,,,,,,,,,,,,2488b991-ef8c-49cc-90c5-7d7af7374250,34,,"[33.0, 3.0]",2275126,0,,,,True,0.7443254,,,,,,"[36.8, 6.5]",,High Pass,,5.1662364,,,,Maéva Clemaron,31713.0,,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,"['484f473c-a2d0-401c-952d-0af0d3dddc34', '60088412-0834-4bb9-a2a9-3ef19f08ae48', '727e8fed-4139-43ca-bf70-c6331013bf88']",21,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:21.610,Pass,True
,,,,,,,,,,,,,,,,,,1.021984,,,,,,,,,,,,,,33e507a8-dd52-46ba-ba08-1561bdad7c35,37,,"[34.8, 7.1]",2275126,0,,,,,-1.3315648,,Right Foot,,,,"[35.8, 3.0]",,Low Pass,,4.2201896,,,,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Maéva Clemaron,31713.0,Left Center Midfield,4,Everton LFC,967,['6736137a-396f-4a50-a6fd-8ad28e642e88'],24,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:24.573,Pass,
,,,,,,,,,,,,,,,,,,0.891879,,,,,,,,,,,,,,30b80a25-2681-4410-882b-29f6c25f2e1e,40,,"[38.4, 3.0]",2275126,0,,,,,2.896614,,Right Foot,,,,"[28.4, 5.5]",,Low Pass,,10.307764,,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Left Wing,4,Everton LFC,967,"['275fa11f-914b-4b2b-a5b8-5ab6e49f0d26', '8b41500d-7c1f-4a35-9be5-b7e34bada80b']",25,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:25.595,Pass,True
,,,,,,,,,,,,,,,,,,2.396904,,,,,,,,,,,,,,abad2f02-36ff-410d-a61b-10f2bb64e832,44,,"[28.2, 7.5]",2275126,0,,,,,-0.03411645,,Right Foot,,,,"[57.5, 6.5]",,High Pass,,29.31706,,Incomplete,,Simone Magill,15559.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,"['44a8a64c-cb17-4580-b021-235df0f2491a', '74ecb6af-d50c-4bbd-8a29-015edbef1917', 'fe639a61-7b97-4a46-8047-ac11979b90c4']",26,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:26.527,Pass,True
,,,,,,,,,,,,,,,,,,1.597622,,,,,,,,,,,,,,74ecb6af-d50c-4bbd-8a29-015edbef1917,47,,"[62.6, 73.6]",2275126,0,,,,True,-0.034233198,,,,,,"[77.2, 73.1]",,High Pass,,14.60856,,Incomplete,,Rachel Furness,15706.0,,,,,,Recovery,1,Regular Play,Anna Filbey,31703.0,Right Center Back,4,Everton LFC,967,"['2b0c21a7-97ca-469a-9c86-47bfb21986a2', '650aead5-4071-42c6-923d-5d5ffc110802', 'abad2f02-36ff-410d-a61b-10f2bb64e832', 'd4d98157-b3ba-41d6-be56-31baaac98f68']",28,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:28.924,Pass,True
,,,,,,,,,,,,,,,,,,0.935877,,,,,,,,,,,,,,650aead5-4071-42c6-923d-5d5ffc110802,49,,"[42.9, 7.0]",2275126,0,,,,,3.0860941,,Head,,,,"[33.9, 7.5]",,High Pass,,9.013878,,,,Danielle Turner,15571.0,,,,,,Recovery,1,Regular Play,Maéva Clemaron,31713.0,Left Center Midfield,4,Everton LFC,967,"['74ecb6af-d50c-4bbd-8a29-015edbef1917', 'bf731582-738b-4c18-83bf-2f8fb1aa3955']",30,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:30.522,Pass,
,,,,,,,,,,,,,,,,,,1.320622,,,,,,,,,,,,,,b73348b7-ad5f-437a-b40f-97abdb13dbb9,51,,"[33.9, 7.5]",2275126,0,,,,,0.80078155,,Head,,,,"[40.3, 14.1]",,High Pass,,9.193476,,,,Maéva Clemaron,31713.0,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,['77802e79-430f-48ab-ba96-588b0e104db1'],31,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:31.458,Pass,
,,,,,,,,,,,,,,,,,,1.165077,,,,,,,,,,,,,,340e3b6e-f6c4-4e3c-94ba-a0e1f3ba93a0,54,,"[40.2, 14.7]",2275126,0,,,,,1.4080689,,Right Foot,,,,"[41.3, 21.4]",,Low Pass,,6.789698,,,,Lucy Hope,16386.0,,,,,,,1,Regular Play,Maéva Clemaron,31713.0,Left Center Midfield,4,Everton LFC,967,"['ec8197d8-dab9-4233-a75e-dee01571cfe6', 'f4be9c2d-baaa-46f7-8f13-f890bce7a161']",32,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:32.778,Pass,True
,,,,,,,,,,,,,,,,,,1.062154,,,,,,,,,,,,,,886b78cc-e493-4eaa-99f3-5e69471478b5,57,,"[42.0, 19.5]",2275126,0,,,,,0.10711532,,Left Foot,,,,"[51.3, 20.5]",,Ground Pass,,9.353609,,,,Molly Pike,31564.0,,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Defensive Midfield,4,Everton LFC,967,"['3b058fb7-0793-4b62-a5ad-bccf5d404cc2', 'e1c0da1f-7fa3-4d2e-9c66-b7863275c72f']",33,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:33.943,Pass,True
,,,,,,,,,,,,,,,,,,0.549767,,,,,,,,,,,,,,691961a9-e467-4921-a2a5-797f139993ee,60,,"[51.3, 20.5]",2275126,0,,,,,-1.735945,,Right Foot,,,,"[50.3, 14.5]",,Ground Pass,,6.0827627,,,,Maéva Clemaron,31713.0,,,,,,,1,Regular Play,Molly Pike,31564.0,Right Center Midfield,4,Everton LFC,967,['d646682f-276f-4947-85d0-92f5f34106bf'],35,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:35.046,Pass,
,,,,,,,,,,,,,,,,,,1.54805,,,,,,,,,,,,,,a0e7bceb-f1d3-42fe-8b2d-cb8e4a4ee882,67,,"[99.0, 0.1]",2275126,1,,,,,0.7819852,,,,,,"[113.7, 14.7]",,Low Pass,,20.71835,,,,Inessa Kaagman,15579.0,,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,5,Everton LFC,967,['e8d862bb-c41c-4526-91cd-4e79f08cfb5e'],0,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:00.081,Pass,
,,,,,,,,,,,,,,,,,,3.198762,,,,,,,,,,,,,,217487d4-5fae-4c5f-8bc3-79437d58d78c,72,,"[113.5, 0.1]",2275126,1,,,,,1.808071,,,True,,,"[106.1, 30.7]",,High Pass,,31.482058,,Incomplete,,Simone Magill,15559.0,,,,,,Throw-in,1,From Throw In,Danielle Turner,15571.0,Left Back,6,Everton LFC,967,"['56ea1e21-b886-4a4a-8508-8b4146f90ab6', '5f094574-1840-4b38-ae52-c48a54b57ff6']",18,,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:18.014,Pass,
,,,,,,,,,,,,,,,,,,1.172284,,,,,,,,,,,,,,1436138d-4a6e-4476-a323-eadde0a9d6a3,78,,"[7.0, 36.1]",2275126,1,,,,,-1.7102364,,Right Foot,,,,"[5.4, 24.7]",,Ground Pass,,11.511733,,,,Anna Filbey,31703.0,,,,,,Goal Kick,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,7,Tottenham Hotspur Women,749,['82231d39-f7b3-4c04-a0a7-3ce0b6bb09cf'],37,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:37.099,Pass,
,,,,,,,,,,,,,,,,,,0.871763,,,,,,,,,,,,,,60f247dd-0c3a-4ad8-a7a0-8e322f8395f8,82,,"[11.5, 19.4]",2275126,1,,,,,-1.0341082,,Left Foot,,,,"[20.9, 3.6]",,Ground Pass,,18.384777,,,,Siri Worm,15572.0,,,,,,,1,From Goal Kick,Anna Filbey,31703.0,Right Center Back,7,Tottenham Hotspur Women,749,"['8943d5fb-62ef-49c6-8668-bcb0ce01e80b', 'da87d1e2-fddc-4bdb-b3a6-0200199c1eca']",40,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:40.242,Pass,True
,,,,,,,,,,,,,,,,,,1.80876,,,,,,,,,,,,,,8ee3e56f-47c2-4622-99f7-d2be258bb6b3,86,,"[19.5, 4.4]",2275126,1,,,,,-0.092882656,,Left Foot,,,,"[56.0, 1.0]",,Low Pass,,36.658012,,Out,,Lucy Quinn,15564.0,,,,,,,1,From Goal Kick,Siri Worm,15572.0,Left Back,7,Tottenham Hotspur Women,749,"['2213c380-b121-4d1c-a496-9333123e59ff', 'ae5fe6fb-d1a4-4a99-8908-f3b3f9819271']",42,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:42.098,Pass,True
