bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_end_early_video_end,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,88066600-fd7f-4e65-92d2-3780b13c0f59,1,,,2275138,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 50460, 'name': 'Lotta Ökvist'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,74f332b0-bdf1-40cf-883c-42fd15221960,2,,,2275138,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7fd489ef-d165-4566-9afa-7e3930459a2d,3,,,2275138,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['cbfd9902-4c5a-4075-95f2-e82f789e71c9'],0,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cbfd9902-4c5a-4075-95f2-e82f789e71c9,4,,,2275138,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['7fd489ef-d165-4566-9afa-7e3930459a2d'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,dece6351-a1af-4688-b16a-b9770eba1b57,1723,,,2275138,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Manchester United,1475,['ce9603ee-66e2-4761-862b-c95bbd52aca6'],0,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ce9603ee-66e2-4761-862b-c95bbd52aca6,1724,,,2275138,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Manchester United,1475,['dece6351-a1af-4688-b16a-b9770eba1b57'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.333826,,,,,,,,,,,,,,,,37f4d85c-3d61-4f23-82a1-80c11d5eadab,5,,"[60.0, 40.0]",2275138,0,,,,,-3.0498965,,Right Foot,,,,"[51.3, 39.2]",,Ground Pass,,8.736704,,,Katie Zelem,31540.0,,,,,Kick Off,1,From Kick Off,Hayley Ladd,19501.0,Right Center Midfield,2,Manchester United,1475,['50a3d077-2aa4-44a6-979d-a2b507c8b662'],0,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.385,Pass,
,,,,,,,,,,,,,,,,1.708848,,,,,,,,,,,,,,,,a92678b1-f39b-4866-9dd1-de7ed2767cc4,9,,"[47.9, 41.3]",2275138,0,,,,,-1.8798894,,Left Foot,,,,"[40.3, 17.5]",,Ground Pass,,24.983995,,,Millie Turner,31536.0,,,,,,1,From Kick Off,Katie Zelem,31540.0,Center Defensive Midfield,2,Manchester United,1475,['d4366c99-0655-4051-910a-b6cfced18119'],4,,,,,,,,,,,,,,,,Manchester United,1475,00:00:04.120,Pass,
,,,,,,,,,,,,,,,,1.611997,,,,,,,,,,,,,,,,2b1fa047-88ef-4129-b9f2-32a2163515b7,12,,"[44.0, 14.9]",2275138,0,,,,,-0.9133264,,Right Foot,,,,"[54.5, 1.3]",,Ground Pass,,17.181677,,,Lotta Ökvist,50460.0,,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['5ec6e094-5b76-422b-8076-818142423028'],7,,,,,,,,,,,,,,,,Manchester United,1475,00:00:07.339,Pass,
,,,,,,,,,,,,,,,,0.898012,,,,,,,,,,,,,,,,54c27c6e-c7a5-476d-aab8-d5bf70dbfe89,16,,"[52.6, 2.6]",2275138,0,,,,,0.307667,,Left Foot,,,,"[63.3, 6.0]",,Ground Pass,,11.2272,,,Ella Toone,31534.0,,,,,,1,From Kick Off,Lotta Ökvist,50460.0,Left Back,2,Manchester United,1475,"['3bcf6f37-ae24-48a8-a70a-41483e37b861', 'e83428fa-cf2e-4349-becc-fc15e3c80c89']",9,,,,,,,,,,,,,,,,Manchester United,1475,00:00:09.558,Pass,True
