50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,dbd49a8e-16a9-4a05-ae3e-ca5fd7170cda,1,,,,2275136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,a139bde0-c796-418d-9b0e-4edcb9cb89a8,2,,,,2275136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 50460, 'name': 'Lotta Ökvist'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,d30494f7-d31d-446b-ba21-675f57b833dc,3,,,,2275136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['81f3085b-bdf0-450d-88a4-b17f6f293dc2'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,81f3085b-bdf0-450d-88a4-b17f6f293dc2,4,,,,2275136,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['d30494f7-d31d-446b-ba21-675f57b833dc'],0,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,6a71623c-af14-46f0-b7ac-5282f357cc4c,1767,,,,2275136,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Manchester United,1475,['d9964862-41be-408c-8563-9dd5bc78e91b'],0,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,d9964862-41be-408c-8563-9dd5bc78e91b,1768,,,,2275136,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Manchester United,1475,['6a71623c-af14-46f0-b7ac-5282f357cc4c'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.766714,,,,,,,,,ca2c2893-e66a-4689-8592-6d485cd3b6de,5,,,"[60.0, 40.0]",2275136,0,,,,,3.1415927,,Right Foot,,,,"[51.3, 40.0]",Ground Pass,,8.7,,,,Katie Zelem,31540.0,,,,Kick Off,1,From Kick Off,Jane Ross,4653.0,Center Forward,2,Manchester United,1475,['67654772-5114-4975-9224-f47753704955'],1,,,,,,,,,,,,,,,,Manchester United,1475,00:00:01.041,Pass,
,,,,,,,,,,,,,,,1.774316,,,,,,,,,3c48fa06-8c86-4f4a-9421-104026a4e290,9,,,"[53.9, 37.8]",2275136,0,,,,,-0.7744696,,Right Foot,,,,"[72.4, 19.7]",High Pass,,25.881653,,Incomplete,,Leah Galton,31539.0,,,,,1,From Kick Off,Katie Zelem,31540.0,Center Defensive Midfield,2,Manchester United,1475,"['360b20e2-afe9-4155-995d-35e75cd49287', '6f915eb9-0f8c-4046-a6a8-8c7a6f72fce7', '86aedd0e-bc71-4aeb-9e00-f60f6f36868f']",2,,,,,,,,,,,,,,,,Manchester United,1475,00:00:02.579,Pass,True
,,,,,,,,,,,,,,,2.013126,,,,,,,,,86aedd0e-bc71-4aeb-9e00-f60f6f36868f,11,,,"[47.7, 60.4]",2275136,0,,,,,-2.8357139,,Right Foot,,,,"[36.3, 56.8]",High Pass,,11.954915,,,,Stephanie Houghton,10185.0,,,,Interception,1,From Kick Off,Tessa Wullaert,10099.0,Right Midfield,2,Manchester United,1475,"['3c48fa06-8c86-4f4a-9421-104026a4e290', 'f75263fb-edfe-44d3-a56a-66cdd887089f']",4,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.353,Pass,
,,,,,,,,,,,,,,,3.048986,,,,,,,,,eca52c6f-3633-4ce7-8aa4-e2f0b9e24f60,15,,,"[36.5, 57.4]",2275136,0,,,,,-0.710271,,Right Foot,,,,"[51.5, 44.5]",High Pass,,19.784084,,Incomplete,,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester United,1475,['a3d09cf8-f4ac-442a-b18e-040785cbc520'],6,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.446,Pass,
,,,,,,,,,,,,,,,1.860369,,,,,,,,,a3d09cf8-f4ac-442a-b18e-040785cbc520,16,,,"[68.6, 35.6]",2275136,0,,,,,-0.40416452,,Right Foot,,,,"[85.2, 28.5]",High Pass,,18.05464,,Incomplete,,Jane Ross,4653.0,,,,Recovery,1,From Kick Off,Jackie Groenen,10654.0,Right Center Midfield,2,Manchester United,1475,"['0b8601fc-7910-4e4a-adbb-0d26b8ff46b2', 'b93694e6-c4e8-4c1d-bfd2-0a2a633164dc', 'eca52c6f-3633-4ce7-8aa4-e2f0b9e24f60']",9,,,,,,,,,,,,,,,,Manchester United,1475,00:00:09.495,Pass,
,,,,,,,,,,,,,,,2.09293,,,,,,,,,b739017f-0b08-4917-ad46-33845c721cae,19,,,"[21.8, 20.9]",2275136,0,,,,,-0.65922827,,Right Foot,,,,"[40.9, 6.1]",Ground Pass,,24.162989,,,,Lotta Ökvist,50460.0,,,,Recovery,1,From Kick Off,Mary Alexandra Earps,31538.0,Goalkeeper,2,Manchester United,1475,['32c361d5-a10e-475a-bf63-0a49e62238c8'],16,,,,,,,,,,,,,,,,Manchester United,1475,00:00:16.002,Pass,
,,,,,,,,,,,,,,,1.472184,,,,,,,,,44d16d4b-e2d5-4aae-bbd1-3e3fc09fefb6,22,,,"[40.9, 6.1]",2275136,0,,,,,2.6433675,,Left Foot,,,,"[28.4, 12.9]",Ground Pass,,14.229898,,,,Millie Turner,31536.0,,,,,1,From Kick Off,Lotta Ökvist,50460.0,Left Back,2,Manchester United,1475,['6afb92df-449e-453d-9f27-316115d72bf6'],18,,,,,,,,,,,,,,,,Manchester United,1475,00:00:18.114,Pass,
,,,,,,,,,,,,,,,1.293808,,,,,,,,,acce2f8e-9911-42f6-806f-4eeee0056b82,25,,,"[28.4, 14.3]",2275136,0,,,,,2.1708465,,Right Foot,,,,"[20.6, 25.7]",Ground Pass,,13.813037,,,,Mary Alexandra Earps,31538.0,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['95645574-2d82-4bb7-a01c-07d9e7377c75'],20,,,,,,,,,,,,,,,,Manchester United,1475,00:00:20.731,Pass,
,,,,,,,,,,,,,,,1.799969,,,,,,,,,929bad84-b94c-4b06-94e5-99fb468cdc9d,28,,,"[26.6, 32.0]",2275136,0,,,,,-1.0625235,,Right Foot,,,,"[42.7, 3.1]",Low Pass,,33.08202,,,,Lotta Ökvist,50460.0,,,,,1,From Kick Off,Mary Alexandra Earps,31538.0,Goalkeeper,2,Manchester United,1475,['99acbe5f-e5c7-4b1c-901e-2407f1ed952b'],28,,,,,,,,,,,,,,,,Manchester United,1475,00:00:28.038,Pass,
,,,,,,,,,,,,,,,4.721549,,,,,,,,,45c1c1b6-8afb-49be-87b4-878f0a8a080d,32,,,"[42.5, 2.8]",2275136,0,,,,,0.020782227,,Left Foot,,,,"[85.8, 3.7]",High Pass,,43.309353,,Incomplete,,Leah Galton,31539.0,,,,,1,From Kick Off,Lotta Ökvist,50460.0,Left Back,2,Manchester United,1475,"['1ab97e06-eac8-49a4-9fa6-31908032d604', '1bddbf25-83e7-4e6e-a06a-67ef79f4a73e']",31,,,,,,,,,,,,,,,,Manchester United,1475,00:00:31.046,Pass,
,,,,,,,,,,,,,,,2.218074,,,,,,,,,92b961b5-65ca-400a-afdf-bbe56a902922,37,,,"[57.3, 75.0]",2275136,0,,,,,0.022984458,,Right Foot,,,,"[66.0, 75.2]",High Pass,,8.702298,,,,Tessa Wullaert,10099.0,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,3,Manchester City WFC,746,['54e3a646-16ac-406f-a4e5-4f9fb25d5070'],38,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.587,Pass,
,,,,,,,,,,,,,,,1.406953,,,,,,,,,3a88d0b4-f416-4c08-9fb1-9c15258e5d9d,40,,,"[65.8, 75.2]",2275136,0,,,,True,0.7454195,,,,,,"[71.0, 80.0]",High Pass,,7.0767226,,Out,,,,,,,,1,Regular Play,Tessa Wullaert,10099.0,Right Midfield,3,Manchester City WFC,746,['53070236-62ef-45f3-9365-f615f24c4fdf'],40,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:40.845,Pass,True
,,,,,,,,,,,,,,,1.576729,,,,,,,,,421ae4e3-a65d-4e18-b403-37fec0d3e5c1,41,,,"[54.1, 0.1]",2275136,0,,,,,0.43919596,,,,,,"[69.0, 7.1]",High Pass,,16.462381,,Incomplete,,Jane Ross,4653.0,,,,Throw-in,1,From Throw In,Lotta Ökvist,50460.0,Left Back,4,Manchester United,1475,"['a4d34e0d-c543-4988-be04-73f6f76c5b88', 'd693856a-c582-4c76-8dca-7bce91a7ed4b']",52,,,,,,,,,,,,,,,,Manchester United,1475,00:00:52.803,Pass,
