bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a2282a4-d4fc-4bb7-8448-cdb34b9d670d,1,,,2275075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 4}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0ad32aa4-b2aa-43ea-8306-2b73b56a2f86,2,,,2275075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,62156523-cfd9-4751-b5f9-988774865498,3,,,2275075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['74debda7-6970-40c0-9b9b-2717c0f0fe58'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,74debda7-6970-40c0-9b9b-2717c0f0fe58,4,,,2275075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['62156523-cfd9-4751-b5f9-988774865498'],0,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c1edb68f-e435-4451-b545-87413539c6aa,1487,,,2275075,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Tottenham Hotspur Women,749,['0a5ece71-e0a0-4e68-ad89-4a59327677fe'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0a5ece71-e0a0-4e68-ad89-4a59327677fe,1488,,,2275075,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Tottenham Hotspur Women,749,['c1edb68f-e435-4451-b545-87413539c6aa'],0,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.550241,,,,,,,,,,,,9296c66a-d427-4b2f-999c-6130dcc4d9a4,5,,"[61.0, 40.1]",2275075,0,,,,,-2.6069038,,Right Foot,,,,"[40.4, 27.9]",,Ground Pass,,23.941595,,,,Josanne Potter,10198.0,,,,,,Kick Off,1,From Kick Off,Brooke Chaplen,15723.0,Right Center Forward,2,Reading WFC,974,['6b87f75c-b0fe-4374-b78d-dbc1a184391c'],0,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.069,Pass,
,,,,,,,,,,,,,,,,,2.52068,,,,,,,,,,,,25ad5d84-1560-40d9-b91e-d002f9e14124,9,,"[47.7, 29.6]",2275075,0,,,,,0.7776263,,Left Foot,,,,"[86.6, 67.9]",,High Pass,,54.590294,,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,,1,From Kick Off,Josanne Potter,10198.0,Left Center Back,2,Reading WFC,974,"['6ed3807f-8ed8-474e-8074-f5995890fda9', 'e058e9eb-ca99-41fb-8cc5-b839035a5e38', 'ebd719ac-e1ad-44ca-88a2-d1af48bdd0a5']",3,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:03.602,Pass,True
,,,,,,,,,,,,,,,,,1.10764,,,,,,,,,,,,e058e9eb-ca99-41fb-8cc5-b839035a5e38,11,,"[33.5, 12.2]",2275075,0,,,,,-0.07776494,,Head,,,,"[48.9, 11.0]",,Low Pass,,15.446683,,,,Gemma Suzanne Davison,15721.0,,,,,,Recovery,1,From Kick Off,Siri Worm,15572.0,Left Back,2,Reading WFC,974,"['25ad5d84-1560-40d9-b91e-d002f9e14124', 'c06f4645-8aae-4aac-9904-12ec79c87dca']",6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:06.123,Pass,
,,,,,,,,,,,,,,,,,0.730092,,,,,,,,,,,,49f7e687-d692-4570-a468-1b81ac34d5c7,13,,"[48.9, 11.0]",2275075,0,,,,,1.1027628,,Right Foot,,,,"[53.5, 20.1]",,Low Pass,,10.1965685,,Incomplete,,Josie Green,4865.0,,,,,,,1,From Kick Off,Gemma Suzanne Davison,15721.0,Left Wing,2,Reading WFC,974,"['02e8b08b-ac9d-4452-8be0-76f181f5551b', 'df6997e5-0cc1-4aad-963d-bf23bbaf0749']",7,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:07.230,Pass,
