50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.070244,,,,,,,,,,,,,,7463fba4-1acc-40ec-9b96-4cc4cb256aa0,26,,"[35.8, 36.9]",2275131,0,,,,,0.33955282,,Head,,,,"[55.9, 44.0]",High Pass,,21.31713,,Pauline Bremer,20725.0,,,,,Recovery,1,Regular Play,Gemma Bonner,15554.0,Right Center Back,3,Manchester City WFC,746,"['b81e0616-e8f2-4c67-82d8-efdc164712ed', 'e764ddc8-84bd-495a-9fd1-f7dfbd9ae0d1']",13,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:13.492,Pass,
,,,,,,,,,,,,,,,,,,0.865957,,,,,,,,,,,,,,f74f8d0e-c325-4e5e-9d7b-c8bcb31b7586,30,,"[55.7, 44.2]",2275131,0,,,,,1.6506263,,Left Foot,,,,"[55.1, 51.7]",Low Pass,,7.5239615,,Jill Scott,10172.0,,,,,,1,Regular Play,Pauline Bremer,20725.0,Center Forward,3,Manchester City WFC,746,['514c0441-aeb0-4d64-8517-849d98589d07'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.747,Pass,
,,,,,,,,,,,,,,,,,,3.751727,,,,,,,,,,,,,,9dc7913f-4172-436f-b0d0-1ab03598ae48,33,,"[55.5, 52.1]",2275131,0,,,,,-0.07251187,,Right Foot,,,,"[96.8, 49.1]",Low Pass,,41.408817,Incomplete,Janine Elizabeth Beckie,4992.0,,,,,,1,Regular Play,Jill Scott,10172.0,Center Defensive Midfield,3,Manchester City WFC,746,"['04078f4c-1663-4de0-8ff2-fff9a38886ab', 'b1fc867d-7ca4-4012-bbaf-a270b279e676']",15,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:15.714,Pass,
,,,,,,,,,,,,,,,,,,1.727239,,,,,,,,,,,,,,7a70f002-72f2-45b0-96a6-31c3dfacff82,36,,"[63.6, 71.4]",2275131,0,,,,,-1.0618539,,Right Foot,,,,"[79.0, 43.8]",High Pass,,31.605696,,Caroline Weir,10188.0,,,,,Recovery,1,Regular Play,Aoife Mannion,19503.0,Right Back,3,Manchester City WFC,746,['395fc066-1346-4005-8a49-2dbc70cbd9d3'],22,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:22.944,Pass,
,,,,,,,,,,,,,,,,,,1.415875,,,,,,,,,,,,,,4e4d9583-9121-41a6-a585-fbdcf7a6878d,42,,"[77.1, 80.0]",2275131,0,,,,,-1.0130875,,,,,,"[89.7, 59.8]",High Pass,,23.807562,,Pauline Bremer,20725.0,,,,,Throw-in,1,From Throw In,Aoife Mannion,19503.0,Right Back,4,Manchester City WFC,746,['825a5d37-1b1d-424c-a09b-f19cc21b47f6'],34,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.049,Pass,
,,,,,,,,,,,,,,,,,,1.238887,,,,,,,,,,,,,,fe63a710-7e37-4df5-9c7d-a402c0fc708f,46,,"[82.3, 64.1]",2275131,0,,,,,2.27441,,Right Foot,,,,"[76.7, 70.7]",Ground Pass,,8.655634,,Keira Walsh,4658.0,,,,,,1,From Throw In,Pauline Bremer,20725.0,Center Forward,4,Manchester City WFC,746,['f61e0d80-f450-48f0-94f4-0944d73426ac'],37,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:37.095,Pass,
,,,,,,,,,,,,,,,,,,1.17405,,,,,,,,,,,,,,9436a733-8423-4d4f-b5d1-969aababb50e,50,,"[71.1, 72.4]",2275131,0,,,,,2.7947578,,Right Foot,,,,"[62.8, 75.4]",Ground Pass,,8.825531,,Aoife Mannion,19503.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Center Midfield,4,Manchester City WFC,746,"['38366038-de16-4e91-aeb4-dbefd3e20331', 'd3b94526-35cc-492d-83a0-2a5ecedf6734']",38,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.959,Pass,True
,,,,,,,,,,,,,,,,,,1.638765,,,,,,,,,,,,,,12680119-6cc8-4cbe-b1c6-b62116ac3eca,53,,"[62.8, 75.4]",2275131,0,,,,,-3.0428581,,Right Foot,,,,"[41.6, 73.3]",Ground Pass,,21.303755,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Aoife Mannion,19503.0,Right Back,4,Manchester City WFC,746,"['38366038-de16-4e91-aeb4-dbefd3e20331', 'a5a3df88-9bbd-474d-8843-9d9bc894da84']",40,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:40.194,Pass,True
,,,,,,,,,,,,,,,,,,2.51914,,,,,,,,,,,,,,8c83fad7-3a30-4688-9487-646356595fda,57,,"[40.3, 73.1]",2275131,0,,,,,-1.7290992,,Right Foot,,,,"[35.0, 39.9]",Ground Pass,,33.62038,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Left Center Back,4,Manchester City WFC,746,"['33460c07-09cd-46a3-a91a-3bdbaed088a7', '5c7d9b6d-4583-449a-9a61-0c341652694a']",42,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:42.393,Pass,True
,,,,,,,,,,,,,,,,,,1.289007,,,,,,,,,,,,,,ea6b367f-9ed4-46f2-881a-9a4cc85e6161,60,,"[34.3, 25.2]",2275131,0,,,,,2.3490517,,Right Foot,,,,"[20.4, 39.3]",Ground Pass,,19.799496,,Ellie Roebuck,4637.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Center Back,4,Manchester City WFC,746,['531b77d4-f45b-49b7-ac58-8239e1f58614'],46,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:46.965,Pass,
,,,,,,,,,,,,,,,,,,1.219381,,,,,,,,,,,,,,a23dbcc1-d9d9-4c7b-aeff-d6510df1f4e1,63,,"[20.7, 39.1]",2275131,0,,,,,-1.253051,,Right Foot,,,,"[28.1, 16.6]",Ground Pass,,23.68565,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,4,Manchester City WFC,746,['69741a7d-d7a6-42cd-b832-50961486c4c1'],51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:51.657,Pass,
,,,,,,,,,,,,,,,,,,0.813368,,,,,,,,,,,,,,a11ad90e-7ffc-4077-be41-37f8c252545e,66,,"[28.1, 16.6]",2275131,0,,,,,0.56720835,,Left Foot,,,,"[41.6, 25.2]",Ground Pass,,16.006561,,Caroline Weir,10188.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Center Back,4,Manchester City WFC,746,['cd7363e5-c4b9-45da-a5e2-2f4111ef8f48'],54,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:54.100,Pass,
,,,,,,,,,,,,,,,,,,1.307336,,,,,,,,,,,,,,b56e4449-9ab2-4144-ad8d-1216b6dbb6ac,69,,"[41.6, 25.2]",2275131,0,,,,,-1.2418517,,Right Foot,,,,"[48.7, 4.4]",Low Pass,,21.9784,,Demi Stokes,4651.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,4,Manchester City WFC,746,['16ad357d-c5d6-4ef0-bf12-b4ba9868ea5b'],55,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:55.733,Pass,
,,,,,,,,,,,,,,,,,,2.677598,,,,,,,,,,,,,,48acf2a2-8e7b-4a6d-800b-643c002054bb,73,,"[48.5, 3.4]",2275131,0,,,,,0.19321148,,Left Foot,,,,"[85.3, 10.6]",High Pass,,37.497734,Incomplete,Tessa Wullaert,10099.0,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,4,Manchester City WFC,746,"['87aa0a33-7441-4dff-9125-48bee3df199a', '95e973e4-73ec-49d9-83ce-a0c0165c719f', 'f1d54fe5-1f4b-4a9b-80a1-543553441f56']",57,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:57.135,Pass,True
,,,,,,,,,,,,,,,,,,2.408866,,,,,,,,,,,,,,bb127519-6e97-44d7-827c-b282971d3939,78,,"[34.6, 68.0]",2275131,1,,,,,-2.2685337,,Left Foot,,,,"[15.4, 45.1]",Low Pass,,29.883942,,Tinja-Riikka Tellervo Korpela,13857.0,,,,,,1,From Throw In,Megan Finnigan,18254.0,Right Back,4,Manchester City WFC,746,"['e28b4bac-8b7c-4e2e-a38d-6634bf6d299d', 'f59c0883-0de5-4cca-8de8-27c82114c539']",0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:00.699,Pass,True
,,,,,,,,,,,,,,,,,,3.180959,,,,,,,,,,,,,,c0122968-2786-4f69-bb13-7e4737fbf2e2,82,,"[14.7, 45.7]",2275131,1,,,,,1.5560045,,Right Foot,,,,"[15.2, 79.5]",Ground Pass,,33.8037,Out,Kika van Es,10651.0,,,,,,1,From Throw In,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,4,Manchester City WFC,746,"['3a727164-3623-4e47-a91d-f313c88cdcaa', 'c294230d-1692-4e4f-a658-89281a3d479f']",4,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:04.561,Pass,True
,,,,,,,,,,,,,,,,,,0.57896,,,,,,,,,,,,,,eb23dfd7-8ec8-4309-8cd4-61a812831b6c,85,,"[106.0, 0.1]",2275131,1,,,,,1.7288862,,,,,,"[104.9, 7.0]",Low Pass,,6.987131,,Caroline Weir,10188.0,,,,,Throw-in,1,From Throw In,Demi Stokes,4651.0,Left Back,5,Manchester City WFC,746,"['56c86cc7-f994-4c16-ab8b-daf9b027bbfa', '5f7f4510-9a81-4a83-8e27-0f6880ab283d']",16,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:16.412,Pass,True
,,,,,,,,,,,,,,,,,,0.546213,,,,,,,,,,,,,,31691166-9500-4e28-b6eb-8ef66327b5a9,88,,"[104.9, 7.0]",2275131,1,,,,,-1.6635526,,Right Foot,,,,"[104.5, 2.7]",Low Pass,,4.3185644,,Demi Stokes,4651.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,"['10a30f8f-21c2-4b77-b91a-9b1401b21ab6', '5f7f4510-9a81-4a83-8e27-0f6880ab283d']",17,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:17.291,Pass,True
,,,,,,,,,,,,,,,,,,0.46216,,,,,,,,,,,,,,d03ce896-8733-4a67-a214-7bd2e560b008,92,,"[104.7, 1.9]",2275131,1,,,,,0.27609703,,Left Foot,,,,"[110.7, 3.6]",Ground Pass,,6.2361846,,Caroline Weir,10188.0,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,5,Manchester City WFC,746,"['5f7f4510-9a81-4a83-8e27-0f6880ab283d', 'ac98d34e-cd8f-4a4c-acc8-65aa29ad213c', 'baf50e91-ac4a-4619-8d29-71d1b44df6f0']",18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.384,Pass,True
,,,,,,,,,,,,,,,,,,1.955828,,,,,,,,,,,,,,5763e375-e40e-4c32-b24a-cabc9f647f53,95,,"[110.7, 3.6]",2275131,1,,,,,2.3686938,,Left Foot,,,,"[102.6, 11.5]",High Pass,,11.314592,,Demi Stokes,4651.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,"['6df3bd85-8768-48e4-8405-0920ed940892', 'baf50e91-ac4a-4619-8d29-71d1b44df6f0']",19,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:19.435,Pass,True
,,,,,,,,,,,,,,,,,,0.899787,,,,,,,,,,,,,,5eddae56-27bd-4832-bf5b-922de09ceef2,99,,"[94.7, 19.4]",2275131,1,,,,,-1.522447,,Left Foot,,,,"[95.3, 7.0]",Ground Pass,,12.414508,,Tessa Wullaert,10099.0,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,5,Manchester City WFC,746,['caa90e39-daa6-4069-aa96-33056f2994e5'],23,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:23.822,Pass,
,,,,,,,,,,,,,,,,,,0.545683,,,,,,,,,,,,,,2ab6e15a-7235-4fd0-a0a6-e0057b69f734,102,,"[95.3, 7.0]",2275131,1,,,,,-3.0638278,,Left Foot,,,,"[87.6, 6.4]",Ground Pass,,7.7233415,,Caroline Weir,10188.0,,,,,,1,From Throw In,Tessa Wullaert,10099.0,Right Wing,5,Manchester City WFC,746,['3736f971-cf2d-460c-833a-2b7466653047'],25,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:25.826,Pass,
,,,,,,,,,,,,,,,,,,0.807638,,,,,,,,,,,,,,834e5d3f-c537-4926-8a27-91d3caf1281d,106,,"[87.4, 5.1]",2275131,1,,,,,1.3677511,,Right Foot,,,,"[89.5, 15.3]",Ground Pass,,10.413933,,Tessa Wullaert,10099.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,"['82dbb503-19cf-45bc-9179-72bdded0d292', 'afa61661-e9fa-4b2b-abce-8faf97ff86bb']",28,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:28.788,Pass,True
,,,,,,,,,,,,,,,,,,1.445989,,,,,,,,,,,,,,957d97d8-6edf-483b-9318-36cc4dbdd088,110,,"[70.5, 15.3]",2275131,1,,,,,3.0116754,,Left Foot,,,,"[50.6, 17.9]",Ground Pass,,20.06913,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Tessa Wullaert,10099.0,Right Wing,5,Manchester City WFC,746,['703325cb-de67-4202-a3b5-95aafb16958e'],32,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:32.545,Pass,
,,,,,,,,,,,,,,,,,,1.806605,,,,,,,,,,,,,,e2beda15-f207-421e-81d6-9a11b988075d,113,,"[48.5, 21.8]",2275131,1,,,,,2.5116858,,Right Foot,,,,"[27.1, 37.4]",Ground Pass,,26.482447,,Ellie Roebuck,4637.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Center Back,5,Manchester City WFC,746,['28e6f7cf-6c45-449a-b253-970717c1eefe'],36,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:36.389,Pass,
,,,,,,,,,,,,,,,,,,0.922441,,,,,,,,,,,,,,1dce2cc7-3c5c-4766-bc1a-96cc579c5302,116,,"[27.1, 37.4]",2275131,1,,,,,-0.9383785,,Right Foot,,,,"[36.7, 24.3]",Ground Pass,,16.240997,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,5,Manchester City WFC,746,['b66ef22c-c6e4-4a64-b951-6e4e9e12f16a'],41,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:41.238,Pass,
,,,,,,,,,,,,,,,,,,1.607578,,,,,,,,,,,,,,4310256e-9ab8-4929-b731-659af6fb659c,119,,"[48.5, 16.8]",2275131,1,,,,,-0.64821804,,Right Foot,,,,"[65.4, 4.0]",Ground Pass,,21.200235,,Demi Stokes,4651.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Center Back,5,Manchester City WFC,746,['c7acd4d5-6f25-44b5-9c15-2f216058b997'],44,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:44.717,Pass,
,,,,,,,,,,,,,,,,,,0.938883,,,,,,,,,,,,,,b1601a92-e375-48a5-918d-492be07ba25e,123,,"[63.2, 2.3]",2275131,1,,,,,2.7392716,,Left Foot,,,,"[49.1, 8.3]",Ground Pass,,15.323511,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,5,Manchester City WFC,746,['e7b995c8-9746-4857-b72f-0ebde802f706'],48,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:48.790,Pass,
,,,,,,,,,,,,,,,,,,0.667579,,,,,,,,,,,,,,a33a4888-a044-4a00-ad9c-21760d71e1b1,126,,"[49.1, 8.3]",2275131,1,,,,,1.5291537,,Right Foot,,,,"[49.5, 17.9]",Ground Pass,,9.60833,,Keira Walsh,4658.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Center Back,5,Manchester City WFC,746,['41f2ec42-687e-4f5c-808e-86de1be3624b'],50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:50.760,Pass,
,,,,,,,,,,,,,,,,,,1.161735,,,,,,,,,,,,,,3cac39a7-0d26-4f71-942a-886667139055,129,,"[49.5, 17.9]",2275131,1,,,,,-1.6295521,,Left Foot,,,,"[49.1, 11.1]",Ground Pass,,6.8117547,,Demi Stokes,4651.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Center Midfield,5,Manchester City WFC,746,['0e2a8ae0-93d9-44d9-8112-7afe9d9d3bf8'],51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:51.446,Pass,
,,,,,,,,,,,,,,,,,,1.883193,,,,,,,,,,,,,,032a65f7-7f3a-4cde-86fc-7ea6d67cb6ae,133,,"[48.5, 7.8]",2275131,1,,,,,2.3716972,,Right Foot,,,,"[35.4, 20.5]",Ground Pass,,18.245548,,Keira Walsh,4658.0,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,5,Manchester City WFC,746,"['999388c3-599e-4f8d-a676-e2ba3230283e', 'eb30d040-27a7-4122-9c7b-09fa99c689a7']",52,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:52.953,Pass,True
