50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.674128,,,,,,,,,,,,,3da3b5b2-dcec-43bb-b625-62b7b7f6d0b4,2634,,,"[68.4, 54.6]",2275102,79,,,,,-1.6845883,,Other,,,,"[67.6, 47.6]",,Ground Pass,,7.045566,,,Aileen Whelan,16374.0,,,,,,Recovery,2,From Keeper,Maya Le Tissier,22337.0,Center Defensive Midfield,188,Brighton & Hove Albion WFC,965,"['3322b967-0c92-433c-adfa-de80d5ad3380', '3740cf59-55d8-40df-829f-d18c04c42296']",23,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:34:23.595,Pass,
,,,,,,,,,,,,,,,,,0.801816,,,,,,,,,,,,,0936833d-7e20-4bbf-a0e6-e8dca497d240,2642,,,"[55.7, 45.6]",2275102,79,,,,,1.0798602,,Right Foot,,,,"[64.2, 61.5]",,Ground Pass,,18.02942,,,Amalie Vevle Eikeland,26570.0,,,,,,,2,Regular Play,Jade Moore,10190.0,Right Center Midfield,189,Reading WFC,974,['652e13d2-4631-4925-be71-9c5388fdfb8e'],31,,,,,,,,,,,,,,,,Reading WFC,974,00:34:31.058,Pass,
,,,,,,,,,,,,,,,,,1.001235,,,,,,,,,,,,,6c7501aa-7564-42ef-8f48-fde162fb1759,2650,,,"[95.2, 61.5]",2275102,79,,,,,-2.4610715,,Right Foot,,,,"[88.9, 56.4]",,Ground Pass,,8.105554,,,Jade Moore,10190.0,,,,,,,2,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,189,Reading WFC,974,['2f7921c8-b6fc-4082-b9b2-9c61ac022b7e'],39,,,,,,,,,,,,,,,,Reading WFC,974,00:34:39.712,Pass,
,,,,,,,,,,,,,,,,,1.373932,,,,,,,,,,,,,6532428e-05fc-423a-96e4-a59ecf98f7c9,2657,,,"[40.7, 22.6]",2275102,79,,,,,-0.9559116,,Right Foot,,,,"[53.2, 4.9]",,Ground Pass,,21.66887,,,Kate Natkiel,16399.0,,,,,,,2,Regular Play,Léa Le Garrec,31529.0,Left Center Midfield,190,Brighton & Hove Albion WFC,965,['742e577e-6dce-4caf-87ca-140e89304581'],44,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:34:44.431,Pass,
,,,,,,,,,,,,,,,,,1.737497,,,,,,,,,,,,,29984a1e-9bab-4266-812a-8c398fa5db85,2660,,,"[53.2, 4.9]",2275102,79,,,,,1.4714361,,Right Foot,,,,"[56.4, 37.0]",,Ground Pass,,32.259106,,,Léa Le Garrec,31529.0,,,,,,,2,Regular Play,Kate Natkiel,16399.0,Left Midfield,190,Brighton & Hove Albion WFC,965,['5aeb41cd-b254-4bb8-bc1f-e54576077467'],47,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:34:47.603,Pass,
,,,,,,,,,,,,,,,,,3.970795,,,,,,,,,,,,,33751744-a28b-42f4-875a-c229a7a1d475,2664,,,"[56.6, 38.5]",2275102,79,,,,,1.1722739,,Right Foot,,,,"[68.6, 67.0]",,Ground Pass,,30.923292,,,Kayleigh Green,16400.0,,,,,,,2,Regular Play,Léa Le Garrec,31529.0,Left Center Midfield,190,Brighton & Hove Albion WFC,965,"['82ee9ba9-938c-4405-a0e1-cdc6a94791de', '9df6d59a-9eaf-44d2-934b-69fd23aabab0']",49,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:34:49.985,Pass,True
,,,,,,,,,,,,,,,,,1.976611,,,,,,,,,,,,,7d28261a-81dd-4795-9313-9b5653c82965,2674,,,"[108.8, 68.9]",2275102,81,,,,,-1.8503736,5c6a70fc-8f27-42e7-944f-3920c5472052,Left Foot,True,,,"[99.9, 37.9]",,Ground Pass,,32.252285,,,Kayleigh Green,16400.0,True,,,,,Free Kick,2,From Free Kick,Amanda Nildén,21023.0,Left Center Midfield,191,Brighton & Hove Albion WFC,965,['eb0f720c-cdce-4399-8c88-db7441353457'],2,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:36:02.717,Pass,
,,,,,,,,,,,,,,,,,2.910136,,,,,,,,,,,,,c2c1b195-637c-47a6-9409-10766d532c3a,2684,,,"[13.6, 47.9]",2275102,81,,,,,-0.34133515,,Drop Kick,,,,"[69.9, 27.9]",,High Pass,,59.746883,,Incomplete,Amalie Vevle Eikeland,26570.0,,,,,,,2,From Free Kick,Grace Moloney,15719.0,Goalkeeper,191,Brighton & Hove Albion WFC,965,"['039dfba0-2b49-4426-b0d1-35857c3b68fb', 'd56e7eed-7c96-451c-a268-c9f92a95a7d9']",11,,,,,,,,,,,,,,,,Reading WFC,974,00:36:11.694,Pass,
,,,,,,,,,,,,,,,,,3.53854,,,,,,,,,,,,,c51e0931-4646-4e32-992e-351345a49008,2693,,,"[71.6, 7.4]",2275102,81,,,,,0.5026187,,Right Foot,,,,"[105.8, 26.2]",,Low Pass,,39.026657,,,Brooke Chaplen,15723.0,,,,,,,2,From Free Kick,Remi Allen,18149.0,Left Defensive Midfield,191,Brighton & Hove Albion WFC,965,['db8bc93a-6275-4ee6-8b0e-730484ed39b2'],22,,,,,,,,,,,,,,,,Reading WFC,974,00:36:22.019,Pass,
,,,,,,,,,,,,,,,,,2.121056,,,,,,,,,,,,,d7f535e3-bba5-4a13-82b0-83162e2e957e,2701,,,"[2.9, 54.8]",2275102,81,,,,,1.5546035,,Right Foot,,,,"[3.3, 79.5]",,Ground Pass,,24.70324,,Out,,,,,,,,,2,From Free Kick,Kirsty Barton,19414.0,Right Back,191,Brighton & Hove Albion WFC,965,['e7685c8a-869a-45af-9d44-5a15b9cf770b'],30,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:36:30.256,Pass,True
,,,,,,,,,,,,,,,,,0.901067,,,,,,,,,,,,,8b32aa91-f948-4bf7-a95f-2315452f373c,2702,,,"[111.3, 0.1]",2275102,81,,,,,1.1236081,,,,,,"[116.0, 9.9]",,Low Pass,,10.868763,,,Amalie Vevle Eikeland,26570.0,,,,,,Throw-in,2,From Throw In,Mayumi Pacheco,15724.0,Left Back,192,Reading WFC,974,['9ffdeb86-6573-4c08-90f3-505d099ad645'],38,,,,,,,,,,,,,,,,Reading WFC,974,00:36:38.338,Pass,
,,,,,,,,,,,,,,,,,1.413291,,,,,,,,,,,,,2635af30-ad8d-4bd7-9ac8-00bad19eddef,2708,,,"[111.1, 13.5]",2275102,81,,,,,1.5269996,,Right Foot,True,,,"[112.2, 38.6]",,High Pass,,25.124092,,Incomplete,Fara Williams,10251.0,,,,,,Recovery,2,From Throw In,Mayumi Pacheco,15724.0,Left Back,192,Reading WFC,974,"['3e2188ed-13d8-45cf-b2b4-4871547ac55c', 'da2a7d69-15a3-4c7b-b64d-61fc72263699']",46,,,,,,,,,,,,,,,,Reading WFC,974,00:36:46.182,Pass,
,,,,,,,,,,,,,,,,,3.699248,,,,,,,,,,,,,7a5a3965-17f4-4498-89ca-2ca2723bceea,2714,,,"[16.8, 54.4]",2275102,82,,,,,0.08435221,,Drop Kick,,,,"[78.3, 59.6]",,High Pass,,61.719444,,Incomplete,,,,,,,,,2,From Keeper,Megan Walsh,15709.0,Goalkeeper,194,Brighton & Hove Albion WFC,965,['f8ff527f-12e4-42b8-b1d2-a6a710ad6595'],8,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:37:08.756,Pass,
,,,,,,,,,,,,,,,,,2.947332,,,,,,,,,,,,,1573ddbb-2dd7-4744-b69a-b86a7f835ad5,2718,,,"[84.7, 71.3]",2275102,82,,,,,-0.8385799,,Right Foot,True,,,"[109.6, 43.6]",,High Pass,,37.246475,,Incomplete,Kayleigh Green,16400.0,,,,,,,2,From Keeper,Kate Natkiel,16399.0,Left Midfield,194,Brighton & Hove Albion WFC,965,"['258c2d9f-ea8f-40ad-99cd-14c3f035ec7f', 'e0330edc-d256-4bef-afb4-353c81b517f2']",15,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:37:15.084,Pass,
,,,,,,,,,,,,,,,,,3.225177,,,,,,,,,,,,,14c97ffe-4a58-4411-923e-d5c0a2ab1f8c,2722,,,"[15.1, 38.0]",2275102,82,,,,,-0.25060388,,Drop Kick,,,,"[69.4, 24.1]",,High Pass,,56.05087,,Incomplete,,,,,,,,,2,From Keeper,Grace Moloney,15719.0,Goalkeeper,194,Brighton & Hove Albion WFC,965,['be8f3193-22e3-4bee-a259-ce31aafff679'],22,,,,,,,,,,,,,,,,Reading WFC,974,00:37:22.523,Pass,
,,,,,,,,,,,,,,,,,0.995938,,,,,,,,,,,,,be8f3193-22e3-4bee-a259-ce31aafff679,2723,,,"[50.7, 56.0]",2275102,82,,,,,0.69060117,,Right Foot,,,,"[67.4, 69.8]",,Ground Pass,,21.664026,,,Iniabasi Anefiok Umotong,16378.0,,,,,,Recovery,2,From Keeper,Danique Kerkdijk,16383.0,Right Center Back,194,Brighton & Hove Albion WFC,965,"['14c97ffe-4a58-4411-923e-d5c0a2ab1f8c', 'dad7a570-a74c-4d61-811d-dd346298418e']",25,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:37:25.748,Pass,
,,,,,,,,,,,,,,,,,0.723485,,,,,,,,,,,,,a6f9fa4f-da00-4f6a-a502-0a4334c88580,2727,,,"[47.9, 11.2]",2275102,82,,,,,0.9201695,,Right Foot,,,,"[53.0, 17.9]",,Ground Pass,,8.420214,,,Remi Allen,18149.0,,,,,,Recovery,2,Regular Play,Mayumi Pacheco,15724.0,Left Back,195,Reading WFC,974,['14c6a077-6d72-4d64-aebb-8a7e2feda452'],27,,,,,,,,,,,,,,,,Reading WFC,974,00:37:27.598,Pass,
,,,,,,,,,,,,,,,,,0.984432,,,,,,,,,,,,,0ed79c00-72b7-41a4-826f-63bb01c6ef85,2730,,,"[52.7, 24.5]",2275102,82,,,,,1.4929398,,Right Foot,,,,"[53.8, 38.6]",,Ground Pass,,14.142842,,,Jade Moore,10190.0,,,,,,,2,Regular Play,Remi Allen,18149.0,Left Defensive Midfield,195,Reading WFC,974,['49bdc14f-78bd-4eb9-9883-7978ae1aba53'],29,,,,,,,,,,,,,,,,Reading WFC,974,00:37:29.788,Pass,
,,,,,,,,,,,,,,,,,2.421759,,,,,,,,,,,,,ba289b45-f393-480c-b02c-cc6a353e4a10,2733,,,"[54.2, 41.8]",2275102,82,,,,,-0.42889678,,Right Foot,,,,"[94.0, 23.6]",,High Pass,,43.763912,,,Lisa-Marie Utland,10387.0,,,,,,,2,Regular Play,Jade Moore,10190.0,Right Center Midfield,195,Reading WFC,974,['f48f65f0-4fcb-4203-b338-5270a1d10de6'],32,,,,,,,,,,,,,,,,Reading WFC,974,00:37:32.214,Pass,
,,,,,,,,,,,,,,,,,1.252845,,,,,,,,,,,,,7dde1bc5-a8e2-457c-8f80-9da5a889daf4,2737,,,"[104.8, 9.7]",2275102,82,,,,,2.2638066,7f8f8294-0ed0-44ce-a06d-a59ac9fbc3a4,Right Foot,,,,"[90.6, 26.8]",,Ground Pass,,22.227236,,,Remi Allen,18149.0,True,,,,,,2,Regular Play,Lisa-Marie Utland,10387.0,Center Forward,195,Reading WFC,974,"['1e277cf3-7790-43eb-8188-323a6255d306', 'af715fa7-c3de-4e7f-a421-4afb8d7762fd']",38,,,,,,,,,,,,,,,,Reading WFC,974,00:37:38.769,Pass,True
,,,,,,,,,,,,,,,,,2.920463,,,,,,,,,,,,,f33aacd6-a0c3-4f55-bce9-f05efb66bd78,2742,,,"[6.0, 44.0]",2275102,83,,,,,0.16943908,,Right Foot,,,,"[55.1, 52.4]",,High Pass,,49.81335,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,196,Brighton & Hove Albion WFC,965,['19139952-7d72-47f6-9e55-ec9c5cb87336'],16,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:38:16.148,Pass,
,,,,,,,,,,,,,,,,,2.272313,,,,,,,,,,,,,19139952-7d72-47f6-9e55-ec9c5cb87336,2743,,,"[65.0, 27.7]",2275102,83,,,,,-0.09743485,,Head,,,,"[78.3, 26.4]",,Low Pass,,13.363382,,Incomplete,Fara Williams,10251.0,,,,,,Recovery,2,From Goal Kick,Lisa-Marie Utland,10387.0,Center Forward,196,Brighton & Hove Albion WFC,965,"['e151e808-370a-4ae0-bdeb-e0a92f3ff3a0', 'f33aacd6-a0c3-4f55-bce9-f05efb66bd78', 'f75bc990-f92d-4611-ae05-4aedf6eb89df']",19,,,,,,,,,,,,,,,,Reading WFC,974,00:38:19.069,Pass,
,,,,,,,,,,,,,,,,,2.954266,,,,,,,,,,,,,f75bc990-f92d-4611-ae05-4aedf6eb89df,2745,,,"[41.8, 53.7]",2275102,83,,,,,-0.7908826,,Right Foot,,,,"[69.0, 26.2]",,High Pass,,38.67932,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Danique Kerkdijk,16383.0,Right Center Back,196,Brighton & Hove Albion WFC,965,"['19139952-7d72-47f6-9e55-ec9c5cb87336', '64016c1a-c715-41c8-b0df-10b2df4363e9']",21,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:38:21.341,Pass,
,,,,,,,,,,,,,,,,,1.597959,,,,,,,,,,,,,64016c1a-c715-41c8-b0df-10b2df4363e9,2746,,,"[51.1, 53.9]",2275102,83,,,,,0.45066133,,Right Foot,,,,"[72.8, 64.4]",,Low Pass,,24.106846,,,Amalie Vevle Eikeland,26570.0,,,,,,Recovery,2,Regular Play,Angharad James,15577.0,Right Back,197,Reading WFC,974,"['86f58d0a-c29b-49df-9ccb-1434ea2df490', 'f75bc990-f92d-4611-ae05-4aedf6eb89df']",24,,,,,,,,,,,,,,,,Reading WFC,974,00:38:24.295,Pass,
,,,,,,,,,,,,,,,,,1.269142,,,,,,,,,,,,,862e46e6-3e5b-4167-bed6-f8feb98c5f54,2751,,,"[96.1, 76.1]",2275102,83,,,,,3.1237373,,Left Foot,,,,"[84.9, 76.3]",,Ground Pass,,11.201786,,,Angharad James,15577.0,,,,,,,2,Regular Play,Amalie Vevle Eikeland,26570.0,Right Wing,197,Reading WFC,974,"['a83d5f80-698e-4771-aab3-aef3a615fcdd', 'e596e7b1-accb-4fa1-bc87-caa9ded1fc7e']",32,,,,,,,,,,,,,,,,Reading WFC,974,00:38:32.479,Pass,True
,,,,,,,,,,,,,,,,,1.986309,,,,,,,,,,,,,095606c5-9016-4fe7-a0b5-7482f1a267c5,2754,,,"[84.9, 76.3]",2275102,83,,,,,-0.8197281,,Right Foot,,,,"[108.8, 50.7]",,High Pass,,35.022423,,Incomplete,,,,,,,,,2,Regular Play,Angharad James,15577.0,Right Back,197,Reading WFC,974,['80c1d82d-c979-48a6-87c3-f0276f992208'],34,,,,,,,,,,,,,,,,Reading WFC,974,00:38:34.840,Pass,
,,,,,,,,,,,,,,,,,2.255792,,,,,,,,,,,,,e77a139f-bbac-4fe8-8bf1-1e7409b52b93,2759,,,"[21.1, 13.3]",2275102,83,,,,,0.041891646,,Left Foot,,,,"[37.8, 14.0]",,High Pass,,16.714664,,Incomplete,Amanda Nildén,21023.0,,,,,,,2,Regular Play,Aileen Whelan,16374.0,Right Center Midfield,197,Reading WFC,974,"['906f2362-c4a4-4946-8eee-e7ce04693461', 'd10faa06-b5dc-47d9-9ecb-cd79ecd4cbd7', 'dcf2f786-3dc8-4024-a579-524a641e6182']",39,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:38:39.404,Pass,True
,,,,,,,,,,,,,,,,,1.361765,,,,,,,,,,,,,d10faa06-b5dc-47d9-9ecb-cd79ecd4cbd7,2761,,,"[82.3, 66.1]",2275102,83,,,,,-0.3714523,,Left Foot,,,,"[99.5, 59.4]",,High Pass,,18.458874,,Incomplete,,,,,,,,Recovery,2,Regular Play,Angharad James,15577.0,Right Back,197,Reading WFC,974,"['e77a139f-bbac-4fe8-8bf1-1e7409b52b93', 'f6557b9c-9ff9-4dce-976a-ee816a3303a9']",41,,,,,,,,,,,,,,,,Reading WFC,974,00:38:41.660,Pass,
,,,,,,,,,,,,,,,,,1.845781,,,,,,,,,,,,,2d5b7fea-b64c-4508-93d3-1517c135d535,2768,,,"[120.0, 80.0]",2275102,84,,,,,-1.635322,,Left Foot,,,,"[117.9, 47.5]",,High Pass,True,32.567776,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,198,Reading WFC,974,['4db026d2-5098-47aa-b34b-10e46812da46'],12,,,,,,,,,,,,,,,,Reading WFC,974,00:39:12.719,Pass,
,,,,,,,,,,,,,,,,,1.303416,,,,,,,,,,,,,e4b793d0-858e-4a9f-ace2-2521d0685507,2770,,,"[120.0, 80.0]",2275102,84,,,,,-1.6951513,,Left Foot,,,,"[117.0, 56.0]",,High Pass,True,24.186773,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,199,Reading WFC,974,['5738180f-3e4a-424b-9a1a-b71425e5e5c6'],44,,,,,,,,,,,,,,,,Reading WFC,974,00:39:44.931,Pass,
,,,,,,,,,,,,,,,,,2.735471,,,,,,,,,,,,,af6aaa69-fc67-4fcc-9fbd-9955961dc670,2772,,,"[104.3, 75.9]",2275102,84,,,,,-1.4271231,,Left Foot,True,,,"[110.0, 36.5]",,High Pass,,39.810173,,Incomplete,,,,,,,,Recovery,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,199,Reading WFC,974,['2065780c-5732-4f9d-b474-f29fff89728a'],49,,,,,,,,,,,,,,,,Reading WFC,974,00:39:49.080,Pass,
,,,,,,,,,,,,,,,,,1.42482,,,,,,,,,,,,,6f2d03e8-fb8b-44c6-9e78-17560d742467,2775,,,"[100.9, 37.0]",2275102,84,,,,,-0.8329813,,Head,,,,"[110.9, 26.0]",,Low Pass,,14.866069,,,Amalie Vevle Eikeland,26570.0,,,,,,Recovery,2,From Corner,Remi Allen,18149.0,Left Defensive Midfield,199,Reading WFC,974,['006537b9-dbcf-4102-b74f-dcfac14733db'],52,,,,,,,,,,,,,,,,Reading WFC,974,00:39:52.627,Pass,
,,,,,,,,,,,,,,,,,0.2783,,,,,,,,,,,,,754d658d-92c8-4fbc-8d57-3ac2fe705f13,2779,,,"[118.5, 24.1]",2275102,84,,,,,1.6756732,,Left Foot,,,,"[118.1, 27.9]",,Low Pass,,3.8209946,,Incomplete,,,,,,,,,2,From Corner,Amalie Vevle Eikeland,26570.0,Right Wing,199,Reading WFC,974,['54696b7c-2daf-44d9-bf66-822aef911c51'],57,,,,,,,,,,,,,,,,Reading WFC,974,00:39:57.100,Pass,
,,,,,,,,,,,,,,,,,2.21931,,,,,,,,,,,,,a567e4e5-4cac-4926-be4b-ebd56c75cd21,2781,,,"[120.0, 0.1]",2275102,85,,,,,1.7581166,,Right Foot,,,,"[111.3, 46.0]",,High Pass,True,46.717236,,Incomplete,,,,,True,Inswinging,,Corner,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,200,Reading WFC,974,['807ce4e9-202c-4ca0-87b0-6188cf9f9f5f'],16,,,,,,,,,,,,,,,,Reading WFC,974,00:40:16.200,Pass,
,,,,,,,,,,,,,,,,,1.348465,,,,,,,,,,,,,3cb1add6-0917-487e-a009-4eeb6ba9d24a,2784,,,"[120.0, 80.0]",2275102,85,,,,,-1.8064481,,Left Foot,,,,"[111.5, 44.6]",,High Pass,True,36.40618,,,Remi Allen,18149.0,,,,Inswinging,,Corner,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,201,Reading WFC,974,['8f2d8ca3-9c6b-4466-98dc-9fca6f6630d2'],43,,,,,,,,,,,,,,,,Reading WFC,974,00:40:43.255,Pass,
,,,,,,,,,,,,,,,,,1.772705,,,,,,,,,,,,,13e6c8e1-759e-4bed-a3d4-c249ab600522,2787,,,"[111.5, 44.6]",2275102,85,,,,True,-1.607144,,,,,,"[111.1, 33.6]",,High Pass,,11.00727,,Incomplete,,,,,,,,,2,From Corner,Remi Allen,18149.0,Left Defensive Midfield,201,Reading WFC,974,"['67e5c564-1e93-48de-9492-17b37a55ca63', 'e90e4c3d-456a-46bc-9aec-b119fef30912']",44,,,,,,,,,,,,,,,,Reading WFC,974,00:40:44.667,Pass,True
,,,,,,,,,,,,,,,,,1.388395,,,,,,,,,,,,,df4218c3-a9f3-44b7-aa1a-35d1a7a4aa6d,2790,,,"[9.2, 73.6]",2275102,85,,,,,-0.25752628,,Right Foot,,,,"[33.5, 67.2]",,Ground Pass,,25.12867,,Incomplete,Kate Natkiel,16399.0,,,,,,,2,From Corner,Amanda Nildén,21023.0,Left Center Midfield,201,Reading WFC,974,"['3e57d2c9-dffd-4dba-807e-65800d4f1a56', 'abc9f69d-9269-4889-a168-021198243bcb']",51,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:40:51.416,Pass,
,,,,,,,,,,,,,,,,,1.076702,,,,,,,,,,,,,d87cf8f2-0cb0-4128-9e3f-422ac9c96a49,2794,,,"[94.6, 9.7]",2275102,85,,,,,1.4121411,,Right Foot,,,,"[97.4, 27.2]",,Ground Pass,,17.722584,,,Amalie Vevle Eikeland,26570.0,,,,,,,2,From Corner,Angharad James,15577.0,Right Back,201,Reading WFC,974,['16e22fbf-6de8-4ecd-b811-3daeef5d12de'],55,,,,,,,,,,,,,,,,Reading WFC,974,00:40:55.479,Pass,
,,,,,,,,,,,,,,,,,1.630569,,,,,,,,,,,,,a87e2a3e-ccba-47d3-9424-f5620f5b682c,2798,,,"[96.5, 28.5]",2275102,85,,,,,1.8762779,,Right Foot,,,,"[88.9, 52.6]",,Ground Pass,,25.269943,,,Kristine Leine,31628.0,,,,,,,2,From Corner,Amalie Vevle Eikeland,26570.0,Right Wing,201,Reading WFC,974,"['0699af96-accb-4c75-ad38-577b799da7e2', 'b5982651-5274-47ac-ae45-f5df880e11e0']",57,,,,,,,,,,,,,,,,Reading WFC,974,00:40:57.666,Pass,True
,,,,,,,,,,,,,,,,,1.014606,,,,,,,,,,,,,b5e84142-f855-4cf4-bf1e-ddb1d2f910a3,2801,,,"[92.1, 53.7]",2275102,86,,,,,1.1420183,,Right Foot,,,,"[96.9, 64.2]",,Ground Pass,,11.545129,,,Fara Williams,10251.0,,,,,,,2,From Corner,Kristine Leine,31628.0,Right Center Back,201,Reading WFC,974,['998f3ed0-2349-4427-8103-dbba27eb9b2a'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:41:00.586,Pass,
,,,,,,,,,,,,,,,,,1.886091,,,,,,,,,,,,,912811d3-3908-48bb-9af7-692460656780,2804,,,"[96.9, 64.2]",2275102,86,,,,,-0.26260906,,Right Foot,,,,"[115.5, 59.2]",,Ground Pass,,19.260323,,,Remi Allen,18149.0,,,,,,,2,From Corner,Fara Williams,10251.0,Center Attacking Midfield,201,Reading WFC,974,['30a332fe-0fb4-40c7-960c-b254ad76f106'],2,,,,,,,,,,,,,,,,Reading WFC,974,00:41:02.769,Pass,
,,,,,,,,,,,,,,,,,1.793401,,,,,,,,,,,,,083fa62d-a876-46d9-9eee-5db016254f2a,2808,,,"[110.7, 59.8]",2275102,86,,,,,2.564293,,Left Foot,,,,"[95.5, 69.7]",,Ground Pass,,18.139736,,,Kristine Leine,31628.0,,,,,,,2,From Corner,Remi Allen,18149.0,Left Defensive Midfield,201,Reading WFC,974,"['991aec36-d8a0-4f9d-a015-066e7c374c41', '9b97f2d0-0bb8-4396-ad52-2a68be556b50']",5,,,,,,,,,,,,,,,,Reading WFC,974,00:41:05.972,Pass,True
,,,,,,,,,,,,,,,,,1.274269,,,,,,,,,,,,,1f59d2f1-cd2a-421a-a1df-680d3084188a,2811,,,"[95.5, 69.7]",2275102,86,,,,,-0.82903856,,Right Foot,True,,,"[117.4, 45.8]",,Ground Pass,,32.416355,,Incomplete,,,,,,,,,2,From Corner,Kristine Leine,31628.0,Right Center Back,201,Reading WFC,974,['021e582e-54de-4ae7-a012-35709081733e'],8,,,,,,,,,,,,,,,,Reading WFC,974,00:41:08.878,Pass,
,,,,,,,,,,,,,,,,,3.710605,,,,,,,,,,,,,a7e455c5-1cef-43d0-b303-0b96f3ce70e5,2814,,,"[16.0, 54.4]",2275102,86,,,,,0.29885378,,Drop Kick,,,,"[75.4, 72.7]",,High Pass,,62.15505,,Incomplete,,,,,,,,,2,Regular Play,Megan Walsh,15709.0,Goalkeeper,202,Brighton & Hove Albion WFC,965,['333e783c-8fd8-4cb9-bb4c-54df4b5918a6'],30,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:41:30.402,Pass,
,,,,,,,,,,,,,,,,,4.364155,,,,,,,,,,,,,06682c73-dc17-4752-8b54-ef8615a4743f,2816,,,"[54.4, 24.7]",2275102,86,,,,,0.52113813,,Right Foot,,,,"[86.8, 43.3]",,High Pass,,37.359337,,Incomplete,Brooke Chaplen,15723.0,,,,,,Recovery,2,Regular Play,Jade Moore,10190.0,Right Center Midfield,202,Brighton & Hove Albion WFC,965,"['1039de9b-3b97-4ff8-bdd2-466aaacb6592', 'dc88233d-da67-4fb2-9d7d-bc9029b7aeff']",35,,,,,,,,,,,,,,,,Reading WFC,974,00:41:35.447,Pass,
,,,,,,,,,,,,,,,,,2.226484,,,,,,,,,,,,,b86861eb-d59d-4179-a4d3-4971f2c895b0,2821,,,"[19.6, 38.5]",2275102,86,,,,,1.8445357,,Left Foot,,,,"[8.2, 79.1]",,High Pass,,42.17013,,Out,,,,,True,,,,2,Regular Play,Felicity Gibbons,16392.0,Left Back,202,Brighton & Hove Albion WFC,965,,40,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:41:40.692,Pass,
,,,,,,,,,,,,,,,,,1.305933,,,,,,,,,,,,,fe409326-5634-4860-abe3-c2c11a120f0a,2822,,,"[111.9, 0.1]",2275102,86,,,,,2.4936206,,,,,,"[101.2, 8.2]",,Low Pass,,13.420135,,,Mayumi Pacheco,15724.0,,,,,,Throw-in,2,From Throw In,Lisa-Marie Utland,10387.0,Center Forward,203,Reading WFC,974,['6e26a337-43db-4ca9-a14f-c8a922e8392a'],48,,,,,,,,,,,,,,,,Reading WFC,974,00:41:48.423,Pass,
