ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7db928f4-5b74-4308-a5dd-11defb015471,1,,,,2275070,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,46c762b7-0f88-4b6c-87c4-1a66b2e11791,2,,,,2275070,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b5f8d981-2b1a-48a3-9d5c-7554af5ae593,3,,,,2275070,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['9167cf11-d4f5-4128-8e17-2ff63708613b'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9167cf11-d4f5-4128-8e17-2ff63708613b,4,,,,2275070,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['b5f8d981-2b1a-48a3-9d5c-7554af5ae593'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9ab8f425-a71e-449d-bfcc-5a9905ef3790,1567,,,,2275070,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,Bristol City WFC,973,['b099303c-320a-4d10-b4eb-3036d0787892'],0,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b099303c-320a-4d10-b4eb-3036d0787892,1568,,,,2275070,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,93,Bristol City WFC,973,['9ab8f425-a71e-449d-bfcc-5a9905ef3790'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.754715,,,,,,,,,,,,,,,a248f62b-eed6-4100-8698-be787825188c,5,,,"[60.0, 40.0]",2275070,0,,,,,-2.9109242,,Right Foot,,,"[46.8, 36.9]",Ground Pass,,13.55913,,,,Jade Bailey,21854.0,,,,,,Kick Off,1,From Kick Off,Melissa Lawley,15547.0,Center Attacking Midfield,2,Liverpool WFC,966,['86ffb387-58f8-4498-80b2-e370b4039cdd'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.816,Pass,
,,,,,,,,,,,,,,,,,2.260563,,,,,,,,,,,,,,,4e60df23-e722-4f18-b3bb-f0c8e89d69ee,8,,,"[48.2, 37.4]",2275070,0,,,,,2.0735075,,Right Foot,,,"[32.2, 66.5]",Low Pass,,33.208584,,,,Rebecca Jane,18144.0,,,,,,,1,From Kick Off,Jade Bailey,21854.0,Left Center Midfield,2,Liverpool WFC,966,['510448ae-b8a7-4702-87c1-6040f432a59d'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.706,Pass,
,,,,,,,,,,,,,,,,,1.931171,,,,,,,,,,,,,,,bf09097b-795f-46c6-87c2-66d4ca52f69d,11,,,"[33.5, 68.0]",2275070,0,,,,,-2.3028643,,Right Foot,,,"[20.2, 53.2]",Ground Pass,,19.89799,,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,,,1,From Kick Off,Rebecca Jane,18144.0,Right Back,2,Liverpool WFC,966,['e3763f32-810d-4294-99ba-7951453c081e'],5,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:05.690,Pass,
,,,,,,,,,,,,,,,,,0.848019,,,,,,,,,,,,,,,605ef6fd-3094-4f36-93ec-0450d8e28bcd,14,,,"[20.2, 53.2]",2275070,0,,,,,0.42562246,,Right Foot,,,"[27.7, 56.6]",Ground Pass,,8.234683,,,,Jade Bailey,21854.0,,,,,,,1,From Kick Off,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,2,Liverpool WFC,966,['d87d27f7-177e-4d79-a665-679bd0bd3fef'],8,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:08.765,Pass,
