bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bb8b2d08-f751-4d1a-aa18-23f0ecc19486,1,,,2275133,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8cbbff07-13c2-4026-8e80-043112be1658,2,,,2275133,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 24238, 'name': 'Ashley Hodson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e4ea4222-a93d-465e-b4de-5231d0c4c1cb,3,,,2275133,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['50bf83d0-63bf-4fdb-9a1d-fdabd135f279'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50bf83d0-63bf-4fdb-9a1d-fdabd135f279,4,,,2275133,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['e4ea4222-a93d-465e-b4de-5231d0c4c1cb'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,da17ac19-ec29-498d-b72f-f6c6677538a6,1736,,,2275133,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,West Ham United LFC,972,['a893ef89-64f9-4991-9606-487fe8400055'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,a893ef89-64f9-4991-9606-487fe8400055,1737,,,2275133,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,West Ham United LFC,972,['da17ac19-ec29-498d-b72f-f6c6677538a6'],0,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.605677,,,,,,,,,,,,,d40d1657-eea3-42ad-8f01-57376c4e8319,5,,"[60.0, 40.0]",2275133,0,,,,,-3.0671039,,Right Foot,,,,"[53.3, 39.5]",,Ground Pass,,6.718631,,,,Julia Simic,18150.0,,,,,Kick Off,1,From Kick Off,Martha Thomas,31558.0,Center Forward,2,West Ham United LFC,972,['73cff0aa-8ace-4ec8-9f8c-f28537dbde98'],0,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.080,Pass,
,,,,,,,,,,,,,,,1.805343,,,,,,,,,,,,,12e5b8ac-be3b-44df-acda-55e9689edd21,8,,"[53.9, 39.3]",2275133,0,,,,,-2.4592762,,Right Foot,,,,"[39.5, 27.6]",,Ground Pass,,18.553976,,,,Laura Vetterlein,31556.0,,,,,,1,From Kick Off,Julia Simic,18150.0,Left Center Midfield,2,West Ham United LFC,972,['ed115aaa-1a3b-4932-b60e-e8f91b887ff0'],1,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:01.248,Pass,
,,,,,,,,,,,,,,,2.012938,,,,,,,,,,,,,064ff1e3-67ce-4ef1-93c5-e275b1784b7b,12,,"[38.7, 28.0]",2275133,0,,,,,-0.516909,,Left Foot,,,,"[62.8, 14.3]",,Low Pass,,27.721832,,Incomplete,,Adriana Kristina Leon,8297.0,,,,,,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,"['5e9f4c6c-7c00-4e92-8786-bb689522ae01', '71b50592-8ef0-4965-a46b-a9945c631c0a', 'df38a596-b638-4c6e-9d22-f7290bad3f8d']",4,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:04.110,Pass,True
,,,,,,,,,,,,,,,1.48583,,,,,,,,,,,,,5e9f4c6c-7c00-4e92-8786-bb689522ae01,14,,"[57.3, 65.8]",2275133,0,,,,,-0.52888155,,Right Foot,,,,"[80.4, 52.3]",,High Pass,,26.75556,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Rebecca Jane,18144.0,Right Back,2,West Ham United LFC,972,"['064ff1e3-67ce-4ef1-93c5-e275b1784b7b', 'cddba9af-834e-4aeb-91a5-39fa2ac24328']",6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:06.123,Pass,
,,,,,,,,,,,,,,,3.564148,,,,,,,,,,,,,cddba9af-834e-4aeb-91a5-39fa2ac24328,15,,"[39.7, 27.8]",2275133,0,,,,,-1.5635762,,Right Foot,,,,"[39.9, 0.1]",,High Pass,,27.700722,,Out,,Katharina Baunach,31557.0,,,,,Recovery,1,From Kick Off,Laura Vetterlein,31556.0,Left Center Back,2,West Ham United LFC,972,"['374024fc-8b7a-4b17-b682-62d8694594b3', '5e9f4c6c-7c00-4e92-8786-bb689522ae01']",7,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:07.609,Pass,
,,,,,,,,,,,,,,,1.155601,,,,,,,,,,,,,50435e8b-e702-4b25-9d12-de19c058d1f7,17,,"[81.2, 80.0]",2275133,0,,,,,-0.7140907,,,,,,"[87.2, 74.8]",,High Pass,,7.939773,,,,Kirsty Linnett,19418.0,,,,,Throw-in,1,From Throw In,Rebecca Jane,18144.0,Right Back,3,Liverpool WFC,966,['e18abd03-6848-43af-bd9f-85afc6d2aa1b'],18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:18.250,Pass,
,,,,,,,,,,,,,,,0.621301,,,,,,,,,,,,,f5978d0e-9613-4e2f-aeb5-e00829238ffb,25,,"[40.2, 15.1]",2275133,0,,,,,1.9513026,,Right Foot,,,,"[37.6, 21.6]",,Ground Pass,,7.0007143,,,,Julia Simic,18150.0,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,4,West Ham United LFC,972,['262da441-3e2e-435c-aebe-089985d27eda'],22,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:22.218,Pass,
,,,,,,,,,,,,,,,0.710431,,,,,,,,,,,,,d336556e-7d57-4715-8bdd-86598ce0f51b,28,,"[45.1, 50.1]",2275133,0,,,,,0.6257918,,Right Foot,,,,"[57.0, 58.7]",,Ground Pass,,14.682302,,,,Alisha Lehmann,18153.0,,,,,,1,Regular Play,Julia Simic,18150.0,Left Center Midfield,4,West Ham United LFC,972,['36bce548-355e-42df-a58a-965aa58c73a6'],29,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:29.232,Pass,
,,,,,,,,,,,,,,,1.136368,,,,,,,,,,,,,0e6f9b90-683f-442d-af21-c7c9715b3dca,31,,"[47.4, 61.4]",2275133,0,,,,,1.7729163,,Right Foot,,,,"[44.9, 73.6]",,Ground Pass,,12.453513,,,,Grace Fisk,34232.0,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Right Wing,4,West Ham United LFC,972,['9e77b323-2158-4f38-862c-8b6c6b3959a7'],32,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:32.111,Pass,
,,,,,,,,,,,,,,,1.494112,,,,,,,,,,,,,025a5f90-0ca9-4ee9-9691-4296d69a7d24,34,,"[44.9, 73.4]",2275133,0,,,,,-2.5955052,,Right Foot,,,,"[26.8, 62.4]",,Ground Pass,,21.180416,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Back,4,West Ham United LFC,972,['ff01365d-dd30-4925-8db8-400332c190ed'],33,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:33.286,Pass,
,,,,,,,,,,,,,,,1.473633,,,,,,,,,,,,,8f516712-60ca-4982-8a1a-a065fc6f23f5,37,,"[17.7, 65.5]",2275133,0,,,,,-2.38891,,Left Foot,,,,"[3.5, 52.2]",,Low Pass,,19.455847,,,,Anne Moorhouse,22027.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,4,West Ham United LFC,972,['927f1636-fdfd-44b5-95e5-d3349ca3f01f'],36,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:36.638,Pass,
,,,,,,,,,,,,,,,1.523024,,,,,,,,,,,,,25d38272-83fa-41c8-bd86-d135c90c96bf,40,,"[11.4, 50.5]",2275133,0,,,,,1.5175135,,Left Foot,,,,"[12.2, 65.5]",,Low Pass,,15.021318,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Anne Moorhouse,22027.0,Goalkeeper,4,West Ham United LFC,972,['c411e0fc-f145-45da-9204-2b51dc14459d'],41,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:41.326,Pass,
,,,,,,,,,,,,,,,1.317939,,,,,,,,,,,,,dc338ae4-7a03-4748-bb46-c3c84c020b41,43,,"[19.7, 68.8]",2275133,0,,,,,-0.7140907,,Right Foot,,,,"[34.7, 55.8]",,Ground Pass,,19.849434,,,,Julia Simic,18150.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,4,West Ham United LFC,972,['1db5ae2b-8091-43ac-ad10-c90b0af2ab75'],44,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:44.525,Pass,
,,,,,,,,,,,,,,,0.665797,,,,,,,,,,,,,4e4249d9-a919-48db-8c94-71efd4a0ab66,46,,"[37.7, 61.1]",2275133,0,,,,,-2.470735,,Right Foot,,,,"[31.4, 56.1]",,Ground Pass,,8.04301,,Incomplete,,Tessel Middag,23217.0,,,,,,1,Regular Play,Julia Simic,18150.0,Left Center Midfield,4,West Ham United LFC,972,"['2427d331-4286-4ed4-ba93-8e3afffb7c97', '813ab3df-a2c1-4803-9b11-ffff959eecf6']",45,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:45.883,Pass,
,,,,,,,,,,,,,,,1.045332,,,,,,,,,,,,,dc5bb76a-c860-4c86-9d3f-a05188a4ea3f,50,,"[92.5, 27.1]",2275133,0,,,,,-0.10854603,,Left Foot,,,,"[108.1, 25.4]",,Ground Pass,,15.692355,,,,Ashley Hodson,24238.0,,,Through Ball,True,,1,Regular Play,Kirsty Linnett,19418.0,Center Attacking Midfield,5,Liverpool WFC,966,['6ded3713-54f8-4a56-815f-84b2e0c9c5a0'],47,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:47.493,Pass,
,,,,,,,,,,,,,,,0.568852,,,,,,,,,,,,,97fe24e9-758a-4104-bfb1-8b3b34645c25,53,,"[108.7, 27.3]",2275133,0,,,,,1.3769978,,Left Foot,,,,"[110.8, 38.0]",,Ground Pass,,10.904128,,Incomplete,,Melissa Lawley,15547.0,,,,,,1,Regular Play,Ashley Hodson,24238.0,Center Forward,5,Liverpool WFC,966,"['1c33577f-2826-4ab0-9918-c1fcb20a784d', '7a79944e-5b34-46dc-80bb-fe886bb6eda0']",49,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:49.808,Pass,
,,,,,,,,,,,,,,,1.128251,,,,,,,,,,,,,1594b861-390c-47fd-ae4a-eedc88a26a83,56,,"[115.2, 13.3]",2275133,0,,,,,-3.0529368,,Right Foot,,,,"[106.2, 12.5]",,Ground Pass,,9.035485,,,,Niamh Charles,15631.0,,,,,Recovery,1,Regular Play,Ashley Hodson,24238.0,Center Forward,5,Liverpool WFC,966,['650b5013-b4f2-4351-967a-8c9c3bf794e2'],53,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:53.915,Pass,
