bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.084652,,,,,,,,,,,,,5e5896a3-bfad-4eee-8251-7bce211e51bc,61,,"[93.9, 25.2]",2275133,0,,,,,1.8346716,,Right Foot,,,,"[86.2, 53.7]",,Low Pass,,29.521856,,Incomplete,,Melissa Lawley,15547.0,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,5,Liverpool WFC,966,"['5b88f6e5-5cb3-4329-b02f-8c6595be5d78', '7f5b2bc2-b5a3-4cb0-aa6e-e4ecaa5aa48a', 'ef354fc0-01ce-4a43-8a39-736a9ded5baa']",59,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:59.359,Pass,True
,,,,,,,,,,,,,,,3.604093,,,,,,,,,,,,,84695093-d79c-4340-a522-13c9fd897c66,66,,"[27.4, 23.2]",2275133,1,,,,,1.2831866,,Right Foot,,,,"[38.7, 61.4]",,High Pass,,39.83629,,,,Grace Fisk,34232.0,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,6,West Ham United LFC,972,['75de731a-7774-49fa-8795-eb7700c23eb4'],6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:06.400,Pass,
,,,,,,,,,,,,,,,1.519795,,,,,,,,,,,,,ff7b16ab-dee3-48a3-846a-91f6fd4b66da,69,,"[43.7, 64.5]",2275133,1,,,,,0.55225796,,Right Foot,,,,"[62.2, 75.9]",,Ground Pass,,21.730394,,,,Alisha Lehmann,18153.0,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Back,6,West Ham United LFC,972,['c37df9c5-86c1-404a-b57f-86007efe1242'],10,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:10.934,Pass,
,,,,,,,,,,,,,,,1.362781,,,,,,,,,,,,,ac01e7f1-b96e-4587-9199-de7178f4186b,76,,"[110.6, 65.8]",2275133,1,,,,,-1.2596555,,Right Foot,True,,,"[117.9, 43.1]",,High Pass,,23.844915,,Incomplete,,,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Right Wing,6,West Ham United LFC,972,['f0c33706-03b0-40c5-9ca5-5b07c19e76b6'],20,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:20.166,Pass,
,,,,,,,,,,,,,,,2.423605,,,,,,,,,,,,,23bd52e4-4b24-4037-bee3-108e92e2f51e,79,,"[21.4, 28.3]",2275133,1,,,,,-0.012799301,,Right Foot,,,,"[83.9, 27.5]",,High Pass,,62.50512,,Incomplete,,,,,,,,,1,From Keeper,Anke Preuß,15626.0,Goalkeeper,7,Liverpool WFC,966,['2ef6ba75-ef2b-4cb0-a45a-b75bd7f0579e'],45,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:45.090,Pass,
,,,,,,,,,,,,,,,2.12518,,,,,,,,,,,,,9704fa2a-7523-4051-8e50-f99f42a16ee9,81,,"[120.0, 0.1]",2275133,2,,,,,1.5707964,,Right Foot,,,,"[120.0, 38.9]",,High Pass,True,38.8,,Out,,,,,,Inswinging,,Corner,1,From Corner,Jade Bailey,21854.0,Left Defensive Midfield,8,Liverpool WFC,966,,20,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:20.698,Pass,
,,,,,,,,,,,,,,,2.032034,,,,,,,,,,,,,befb6103-4b31-4bb3-a7e2-fa3b2153835d,82,,"[6.0, 44.0]",2275133,2,,,,,1.7403245,,Right Foot,,,,"[4.1, 55.1]",,Ground Pass,,11.261438,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,Goal Kick,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,9,West Ham United LFC,972,['8f46c071-6af4-4bde-8243-269f81b460cc'],37,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:37.190,Pass,
,,,,,,,,,,,,,,,1.587331,,,,,,,,,,,,,c2dce63a-0c3a-439b-908c-3804ec53e15e,86,,"[4.7, 56.4]",2275133,2,,,,,0.043640397,,Right Foot,,,,"[27.6, 57.4]",,Low Pass,,22.921824,,,,Tessel Middag,23217.0,,,,,,1,From Goal Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,9,West Ham United LFC,972,"['16b7507e-0505-419f-abf0-ce5c4e736e16', '512197eb-d425-4f6c-8412-2e4d4cad79d6']",40,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:40.235,Pass,True
,,,,,,,,,,,,,,,0.958291,,,,,,,,,,,,,bf42780d-b29b-46e5-bf73-5a1d44027909,89,,"[27.0, 56.6]",2275133,2,,,,,1.5574638,,Right Foot,,,,"[27.2, 71.6]",,Ground Pass,,15.001333,,Incomplete,,Grace Fisk,34232.0,,,,,,1,From Goal Kick,Tessel Middag,23217.0,Right Center Midfield,9,West Ham United LFC,972,"['15f22900-7fe5-4bf0-b73d-657b2aed0780', 'ee1e8c3c-a42b-47f4-bf67-6cfd8eb1562d']",41,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:41.853,Pass,
,,,,,,,,,,,,,,,2.124594,,,,,,,,,,,,,15f22900-7fe5-4bf0-b73d-657b2aed0780,91,,"[92.9, 8.5]",2275133,2,,,,,0.1378071,,Left Foot,,,,"[106.6, 10.4]",,Low Pass,,13.831124,,Incomplete,,Niamh Charles,15631.0,,,,,Interception,1,From Goal Kick,Leigh-Anne Robe,15630.0,Left Back,9,West Ham United LFC,972,"['107c8af3-54ce-49f1-a3ce-6acadda65651', '4eaca69a-684c-4414-ab02-fdae7c367874', 'bf42780d-b29b-46e5-bf73-5a1d44027909']",42,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:42.812,Pass,
,,,,,,,,,,,,,,,1.631331,,,,,,,,,,,,,107c8af3-54ce-49f1-a3ce-6acadda65651,93,,"[13.5, 69.7]",2275133,2,,,,,0.006116132,,Right Foot,,,,"[46.2, 69.9]",,Low Pass,,32.70061,,,,Martha Thomas,31558.0,,,,,Recovery,1,From Goal Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,9,West Ham United LFC,972,"['15f22900-7fe5-4bf0-b73d-657b2aed0780', 'a0419c59-a308-4767-a50e-d1047d25ef58']",44,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:44.936,Pass,
,,,,,,,,,,,,,,,1.95928,,,,,,,,,,,,,a27ca0e4-4a85-4023-8f67-09321aeec2ce,97,,"[48.5, 73.9]",2275133,2,,,,,-0.31456935,,Right Foot,,,,"[82.0, 63.0]",,Low Pass,,35.22868,,Incomplete,,Alisha Lehmann,18153.0,,,,,,1,From Goal Kick,Martha Thomas,31558.0,Center Forward,9,West Ham United LFC,972,"['13b31061-ac6f-4ef6-80f6-272fb5df0958', '7336c5e2-85a4-489d-afc4-85b9cfe47660', '9a40e9e5-dfbe-4e18-9044-bf4a9a72861a']",48,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:48.157,Pass,True
,,,,,,,,,,,,,,,2.935919,,,,,,,,,,,,,67a513e9-b7f7-4ea9-94b7-2d42ac6edd38,101,,"[35.6, 18.3]",2275133,2,,,,,2.5155935,,Right Foot,,,,"[14.3, 33.7]",,Ground Pass,,26.284025,,,,Anke Preuß,15626.0,,,,,,1,From Goal Kick,Niamh Fahey,19777.0,Left Center Back,9,West Ham United LFC,972,['55d32318-c862-409b-9e7a-fa065579e492'],51,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:51.176,Pass,
,,,,,,,,,,,,,,,2.574614,,,,,,,,,,,,,b0580fdb-3671-465a-8ef1-31c309aa7597,104,,"[21.2, 36.7]",2275133,2,,,,,-0.050865177,,Right Foot,,,,"[76.2, 33.9]",,High Pass,,55.071228,,Incomplete,,,,,,,,,1,From Goal Kick,Anke Preuß,15626.0,Goalkeeper,9,West Ham United LFC,972,['b59eba8b-abde-40c0-876a-d5a8856f74bb'],58,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:58.776,Pass,
,,,,,,,,,,,,,,,0.928809,,,,,,,,,,,,,b59eba8b-abde-40c0-876a-d5a8856f74bb,105,,"[43.9, 46.2]",2275133,3,,,,,-0.36663765,,Head,,,,"[56.4, 41.4]",,High Pass,,13.389921,,,,Julia Simic,18150.0,,,,,Recovery,1,From Goal Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,9,West Ham United LFC,972,"['b0580fdb-3671-465a-8ef1-31c309aa7597', 'b569713b-5a62-4bc4-877e-29d6580a35fe']",1,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:01.351,Pass,
,,,,,,,,,,,,,,,1.639701,,,,,,,,,,,,,a130a8c3-717c-4a11-8bf8-70e0b5953c10,108,,"[53.3, 39.9]",2275133,3,,,,,-2.863293,,Left Foot,,,,"[39.3, 35.9]",,Ground Pass,,14.56022,,,,Laura Vetterlein,31556.0,,,,,,1,From Goal Kick,Julia Simic,18150.0,Left Center Midfield,9,West Ham United LFC,972,['9e750ce6-d831-48ec-be84-4108dd5b8fe2'],3,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:03.593,Pass,
,,,,,,,,,,,,,,,1.095528,,,,,,,,,,,,,ecb21673-5521-439b-b565-b5a1f6cc4cb7,111,,"[33.9, 32.0]",2275133,3,,,,,-1.6142472,,Left Foot,,,,"[33.3, 18.2]",,Ground Pass,,13.813037,,,,Katharina Baunach,31557.0,,,,,,1,From Goal Kick,Laura Vetterlein,31556.0,Left Center Back,9,West Ham United LFC,972,['6de9a3e4-e7eb-49da-bece-be739c900f8b'],6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:06.808,Pass,
,,,,,,,,,,,,,,,2.168391,,,,,,,,,,,,,315b9486-5643-4609-ba76-57229dd6fa54,113,,"[33.3, 18.2]",2275133,3,,,,,1.9014752,,Right Foot,,,,"[28.7, 31.6]",,Ground Pass,,14.167568,,,,Laura Vetterlein,31556.0,,,,,,1,From Goal Kick,Katharina Baunach,31557.0,Left Back,9,West Ham United LFC,972,['404d433c-a587-4588-a7d5-d13e5df28b7a'],7,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:07.904,Pass,
,,,,,,,,,,,,,,,2.358152,,,,,,,,,,,,,751edcef-db3f-4b82-a69d-557519873a79,116,,"[28.9, 31.0]",2275133,3,,,,,2.7574234,,Left Foot,,,,"[5.4, 40.5]",,Ground Pass,,25.347584,,,,Anne Moorhouse,22027.0,,,,,,1,From Goal Kick,Laura Vetterlein,31556.0,Left Center Back,9,West Ham United LFC,972,['5b8e5c4c-8761-4f90-ad41-64dce76174f6'],10,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:10.082,Pass,
