50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.491716,,,,,,,,,,,,,,14e0864e-f7f9-42ed-a263-ffeace7e644c,19,,"[18.6, 25.7]",2275085,0,,,,1.5560915,,Right Foot,,,,"[18.8, 39.3]",,Ground Pass,,13.601471,,,Ellie Roebuck,4637.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['53238b42-680d-4f8d-b1be-fe59d585cda9'],9,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:09.293,Pass,
,,,,,,,,,,,,,,,,,0.636061,,,,,,,,,,,,,,b2d7148e-bd83-4da9-b274-3914090dc9f5,22,,"[23.7, 43.7]",2275085,0,,,,0.13835096,,Right Foot,,,,"[31.6, 44.8]",,Ground Pass,,7.9762144,,,Keira Walsh,4658.0,,,,,,,1,From Kick Off,Ellie Roebuck,4637.0,Goalkeeper,2,Manchester City WFC,746,['a8b47be5-c28d-47d0-8776-ebb967888b14'],11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:11.948,Pass,
,,,,,,,,,,,,,,,,,1.428495,,,,,,,,,,,,,,6602e6a4-b9c9-4de4-ba48-b237c985ff67,25,,"[31.6, 44.8]",2275085,0,,,,-2.0383966,,Left Foot,,,,"[21.4, 24.6]",,Ground Pass,,22.629185,,,Gemma Bonner,15554.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Right Defensive Midfield,2,Manchester City WFC,746,['2212bbb7-af1d-4f06-8bb8-9f12730fd9d5'],13,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:13.388,Pass,
,,,,,,,,,,,,,,,,,1.184112,,,,,,,,,,,,,,4c9b227b-2cd9-4ee1-ad93-434844dd18da,28,,"[21.8, 24.8]",2275085,0,,,,-0.3851575,,Right Foot,,,,"[32.9, 20.3]",,Ground Pass,,11.977479,,,Caroline Weir,10188.0,,,,,,,1,From Kick Off,Gemma Bonner,15554.0,Left Center Back,2,Manchester City WFC,746,['fae6b411-0252-4388-aa5b-ff54fbcf46df'],15,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:15.408,Pass,
,,,,,,,,,,,,,,,,,0.923299,,,,,,,,,,,,,,920ac2ad-71ed-42cf-9e8d-330d967bbc75,31,,"[55.8, 7.4]",2275085,0,,,,-1.1801893,,Left Foot,,,,"[57.9, 2.3]",,Ground Pass,,5.515433,,,Megan Campbell,23465.0,,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Defensive Midfield,2,Manchester City WFC,746,['9b6047bc-4aca-4fd4-b902-9726f0b6cfbf'],20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:20.845,Pass,
,,,,,,,,,,,,,,,,,1.484208,,,,,,,,,,,,,,914ae78e-26f1-48c5-b394-c15af530baa7,43,,"[51.3, 3.1]",2275085,0,,,,2.6036484,,Left Foot,,,,"[39.4, 10.2]",,Ground Pass,,13.857128,,,Gemma Bonner,15554.0,,,,,,Free Kick,1,From Free Kick,Megan Campbell,23465.0,Left Back,3,Manchester City WFC,746,['bfefc79f-74bd-4beb-8b29-2d4e5ffc14dd'],40,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:40.364,Pass,
,,,,,,,,,,,,,,,,,2.343373,,,,,,,,,,,,,,e15e656f-0f89-47a5-a5e1-665d57ab5827,46,,"[24.6, 16.6]",2275085,0,,,,1.3963579,,Right Foot,,,,"[33.2, 65.4]",,Low Pass,,49.551994,,,Stephanie Houghton,10185.0,,,True,,,,1,From Free Kick,Gemma Bonner,15554.0,Left Center Back,3,Manchester City WFC,746,['1e7c07bd-af7f-4467-97d4-a68a6329b43f'],43,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:43.351,Pass,
,,,,,,,,,,,,,,,,,1.386446,,,,,,,,,,,,,,6ce787d1-4bde-4069-8f6f-7a574bb07d25,49,,"[33.5, 65.4]",2275085,0,,,,-0.78881115,,Right Foot,,,,"[48.1, 50.7]",,Ground Pass,,20.71835,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['812f9ee0-ca25-402e-9605-7919a93608d2'],48,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:48.002,Pass,
,,,,,,,,,,,,,,,,,1.45635,,,,,,,,,,,,,,d43f5fb0-e199-4904-9af5-cb360ec85fb1,52,,"[50.5, 57.3]",2275085,0,,,,1.2280698,,Right Foot,,,,"[58.1, 78.6]",,Ground Pass,,22.615261,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Right Defensive Midfield,3,Manchester City WFC,746,['e2fd4f7b-8f5e-45bb-afd7-8ddc357935f0'],51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:51.533,Pass,
,,,,,,,,,,,,,,,,,2.173988,,,,,,,,,,,,,,81adee6c-7743-4d95-8e83-6960e4019e4b,55,,"[58.1, 78.6]",2275085,0,,,,-2.7598937,,Right Foot,,,,"[29.2, 67.0]",,Ground Pass,,31.14113,,,Stephanie Houghton,10185.0,,,,,,,1,From Free Kick,Janine Elizabeth Beckie,4992.0,Right Back,3,Manchester City WFC,746,['a1ecfa57-893e-4370-8dbb-7e615bff69eb'],53,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:53.686,Pass,
,,,,,,,,,,,,,,,,,2.042757,,,,,,,,,,,,,,6cbbbea2-da6a-442d-ad52-d255e63a289f,58,,"[29.4, 67.1]",2275085,0,,,,-1.2915088,,Right Foot,,,,"[40.9, 27.0]",,Low Pass,,41.716423,,,Caroline Weir,10188.0,,,True,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['7869c72b-7ccd-4840-bf8a-1570124efb77'],55,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:55.940,Pass,
,,,,,,,,,,,,,,,,,2.540755,,,,,,,,,,,,,,967bfc55-0b09-45db-b14b-ef825fcecdf7,61,,"[50.3, 26.3]",2275085,1,,,,-0.35208806,,Left Foot,,,,"[91.4, 11.2]",,High Pass,,43.78607,,,Lauren Hemp,15555.0,,,,,,,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,3,Manchester City WFC,746,['d1115f09-dd17-4805-beb6-743c9f2c0f47'],1,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:01.087,Pass,
,,,,,,,,,,,,,,,,,0.78193,,,,,,,,,,,,,,148d8694-ed4c-4992-9a9e-924d4725f4bf,75,,"[13.3, 73.3]",2275085,1,,,,0.26060238,,Right Foot,,,,"[26.8, 76.9]",,Ground Pass,,13.971757,,,Ria Percival,18145.0,,,,,,,1,Regular Play,Ashleigh Neville,4848.0,Right Back,4,Tottenham Hotspur Women,749,['86ad498d-4030-40f0-bfbf-e6002e7bc03f'],14,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:14.468,Pass,
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,,d6885e68-da52-4c4e-af62-af467bdc0978,81,,"[28.2, 80.0]",2275085,1,True,,,-2.634494,,,,,,"[21.9, 76.5]",,Low Pass,,7.206941,,,Chloe Peplow,16397.0,,,,,,Throw-in,1,From Throw In,Ashleigh Neville,4848.0,Right Back,5,Tottenham Hotspur Women,749,['1393555e-2b4c-4ed9-a76e-cfc975ff0764'],29,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:29.282,Pass,
,,,,,,,,,,,,,,,,,2.201073,,,,,,,,,,,,,,aa1d21fd-f82c-4934-9d86-10d236815601,83,,"[21.9, 76.1]",2275085,1,,,,-0.075747654,,Right Foot,,,,"[66.7, 72.7]",,High Pass,,44.928833,,,Rianna Dean,31702.0,,,,,,,1,From Throw In,Chloe Peplow,16397.0,Right Center Midfield,5,Tottenham Hotspur Women,749,['0e462777-ac16-45ba-a939-3a9779d55d98'],30,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:30.602,Pass,
,,,,,,,,,,,,,,,,,1.671653,,,,,,,,,,,,,,270b7d91-d602-4ea2-bbb5-2a4fc36328d5,86,,"[65.8, 72.3]",2275085,1,,,True,-1.5354129,,,,,,"[66.2, 61.0]",,High Pass,,11.307077,,,Kit Graham,31551.0,,,,,,,1,From Throw In,Rianna Dean,31702.0,Left Center Forward,5,Tottenham Hotspur Women,749,"['50fa74ed-f488-41e4-9ae3-712d6eddc6ff', 'd0087f95-936b-4897-ab51-b9344f342d77']",32,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:32.804,Pass,True
,,,,,,,,,,,,,,,,,2.189713,,,,,,,,,,,,,,0e35b0d0-68b4-473c-8451-d58f7c57859e,90,,"[72.4, 51.3]",2275085,1,,,,-1.0840648,,Right Foot,,,,"[86.9, 23.9]",,Ground Pass,,31.000162,Incomplete,,Gemma Suzanne Davison,15721.0,,,,,,,1,From Throw In,Kit Graham,31551.0,Right Center Forward,5,Tottenham Hotspur Women,749,"['1987abba-00d3-4da4-a838-26203ddaf8dc', '199d742c-686d-42e3-9c0a-d511db9e45ff', '1e34da57-2549-4d91-9d24-602f8c36c679']",35,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:35.803,Pass,True
,,,,,,,,,,,,,,,,,0.696906,,,,,,,,,,,,,,7378b168-1d3d-4163-a470-ea8c489e2601,94,,"[70.4, 77.1]",2275085,1,,,,-1.3258177,,Right Foot,,,,"[71.9, 71.1]",,Ground Pass,,6.1846585,,,Jill Scott,10172.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,6,Manchester City WFC,746,['181a35e6-22d2-4072-86e9-69a65dd85841'],43,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:43.737,Pass,
,,,,,,,,,,,,,,,,,0.84867,,,,,,,,,,,,,,c5245c51-e29b-472a-b0e8-e1fc578b4842,97,,"[70.4, 70.7]",2275085,1,,,,-2.2655346,,Right Foot,,,,"[67.4, 67.1]",,Ground Pass,,4.6861496,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,6,Manchester City WFC,746,['de82d88c-16e7-4a55-9059-8319dc88a530'],45,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:45.414,Pass,
,,,,,,,,,,,,,,,,,1.936308,,,,,,,,,,,,,,c7a09966-a88c-45d4-8e92-de9d36c3f23a,101,,"[67.5, 65.6]",2275085,1,,,,0.53385794,,Right Foot,,,,"[90.0, 78.9]",,Ground Pass,,26.136948,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Right Defensive Midfield,6,Manchester City WFC,746,"['d63d21c3-0d38-484a-b7b7-44d8c3a68a1c', 'db05a69b-b658-4780-9991-5a0291b59e84']",46,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:46.434,Pass,True
,,,,,,,,,,,,,,,,,1.898819,,,,,,,,,,,,,,7a0c959e-0645-47fa-a4fa-9cd68003e7c3,104,,"[90.0, 78.9]",2275085,1,,,,-0.6708575,,Right Foot,,,,"[108.9, 63.9]",,Ground Pass,,24.129028,,,Ellen White,10180.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,6,Manchester City WFC,746,['13772983-83fa-4ba2-a75b-2f2bc82bdc4b'],48,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:48.594,Pass,
,,,,,,,,,,,,,,,,,1.78043,,,,,,,,,,,,,,9d0f04aa-a6da-40a6-9582-5e51b421fd65,108,,"[108.0, 64.1]",2275085,1,,,,-1.6392376,924145b6-624e-479b-88c4-bac9c7095acb,Right Foot,True,,,"[106.3, 39.3]",True,Ground Pass,,24.858198,,,Pauline Bremer,20725.0,,,,,,,1,Regular Play,Ellen White,10180.0,Right Center Forward,6,Manchester City WFC,746,"['37b937b5-6abf-446f-9446-c0544780840b', '614da7fa-689d-4e17-bd7a-74e4f229afb9']",50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:50.709,Pass,True
,,,,,,,,,,,,,,,,,1.647935,,,,,,,,,,,,,,32112967-be7d-4e7d-b3fb-d29cfbab4aeb,113,,"[60.0, 40.0]",2275085,2,,,,-2.9711027,,Right Foot,,,,"[32.7, 35.3]",,Ground Pass,,27.701624,,,Anna Filbey,31703.0,,,,,,Kick Off,1,From Kick Off,Rianna Dean,31702.0,Left Center Forward,7,Tottenham Hotspur Women,749,['00f1becc-7b57-41d7-8b27-ac879f3869b2'],30,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:30.219,Pass,
,,,,,,,,,,,,,,,,,0.186841,,,,,,,,,,,,,,82e5cff3-ffcc-4fb3-8826-70ac0ee1f30d,116,,"[35.3, 27.4]",2275085,2,,,,-0.29008693,,Left Foot,,,,"[42.0, 25.4]",,High Pass,,6.9921384,Incomplete,,,,,,,,,,1,From Kick Off,Anna Filbey,31703.0,Left Center Back,7,Tottenham Hotspur Women,749,['9413f3a5-c880-47ee-89b8-d429ec58de59'],33,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:33.346,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,a440d505-345a-42cb-b139-a3a88af44628,119,,"[27.4, 0.1]",2275085,3,True,,,0.38050637,,,,,,"[37.4, 4.1]",,Low Pass,,10.770329,,,Anna Filbey,31703.0,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,Left Back,8,Tottenham Hotspur Women,749,['90814840-ec34-41e3-8290-0c65f6bdd0ee'],2,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:02.833,Pass,
,,,,,,,,,,,,,,,,,3.753952,,,,,,,,,,,,,,16cf6a96-9355-4fa7-9158-ca7ec70f2a55,121,,"[39.0, 3.3]",2275085,3,True,,,0.87042,,Left Foot,,,,"[87.3, 60.6]",,High Pass,,74.94118,Incomplete,,,,,,True,,,,1,From Throw In,Anna Filbey,31703.0,Left Center Back,8,Tottenham Hotspur Women,749,['518d263c-be65-4078-9242-1b7afe606df1'],4,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:04.553,Pass,
,,,,,,,,,,,,,,,,,0.904463,,,,,,,,,,,,,,087c383f-8334-4cf0-ac61-c5b38cb62613,123,,"[39.9, 12.1]",2275085,3,,,,2.3780887,,Left Foot,,,,"[25.9, 25.5]",,Ground Pass,,19.37937,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,9,Manchester City WFC,746,['2facd9e2-5766-4cf0-85a5-54191e36d210'],9,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:09.116,Pass,
,,,,,,,,,,,,,,,,,2.160794,,,,,,,,,,,,,,3208882b-437e-48b2-958f-a373d039d083,126,,"[26.2, 28.9]",2275085,3,,,,1.0961821,,Right Foot,,,,"[46.7, 68.8]",,Low Pass,,44.858223,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,9,Manchester City WFC,746,['684a5a40-be6d-45dc-85b7-6a9461aa482f'],11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:11.392,Pass,
,,,,,,,,,,,,,,,,,0.932259,,,,,,,,,,,,,,4535e404-ea4a-4fad-b1a6-f5a185dbffa5,129,,"[48.4, 71.6]",2275085,3,,,,0.61694187,,Right Foot,,,,"[57.0, 77.7]",,Ground Pass,,10.543718,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,9,Manchester City WFC,746,['a924f8b5-e641-45e5-a1a9-e33e254ae984'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:14.908,Pass,
,,,,,,,,,,,,,,,,,1.401625,,,,,,,,,,,,,,b19b7865-ae17-456a-8ccd-711e48e6d759,132,,"[57.0, 77.7]",2275085,3,,,,-1.6449177,,Right Foot,,,,"[55.5, 57.5]",,Ground Pass,,20.255617,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,9,Manchester City WFC,746,['9ce379fb-110c-42eb-9a61-bc84aef78dd4'],15,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:15.920,Pass,
,,,,,,,,,,,,,,,,,1.555274,,,,,,,,,,,,,,f48bbae0-521d-49e5-b8db-87f46bf350e6,135,,"[56.7, 56.9]",2275085,3,,,,-1.8370484,,Right Foot,,,,"[52.8, 42.6]",,Ground Pass,,14.822281,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Right Defensive Midfield,9,Manchester City WFC,746,['bd4820ec-2397-44b0-90e5-8dfca6f96691'],19,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:19.452,Pass,
,,,,,,,,,,,,,,,,,2.383459,,,,,,,,,,,,,,6a30e360-5f71-4451-a624-49d3665f7fdd,139,,"[57.0, 38.9]",2275085,3,,,,-1.212638,,Left Foot,,,,"[70.4, 3.1]",,Ground Pass,,38.225647,,,Megan Campbell,23465.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,9,Manchester City WFC,746,"['377e6e13-dc73-4640-a364-13a5754d29b1', '7ad01827-ff20-4880-adc2-3d7febfa33d4']",22,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:22.787,Pass,True
