50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.611669,,,,,,,,,,,,,,,1823e925-24fb-4a21-b946-bbf5def6b618,1572,,"[76.7, 41.5]",3888716,43,,,,,0.8176451,,Left Foot,,,,"[79.7, 44.7]",Ground Pass,,4.3863425,,,Johnny Rep,397727.0,,,,,,,1,From Goal Kick,Wim Suurbier,39734.0,Right Center Back,115,Netherlands,941,['cca68c62-7df3-43b2-8f78-f7897f3b1fd0'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:43:00.555,Pass,
,,,,,,,,,,,,,,,,1.374921,,,,,,,,,,,,,,,3639dced-d4e3-4a07-ab6b-a6aff7723d8a,1575,,"[79.7, 44.7]",3888716,43,,,,,-0.8779168,,Left Foot,,,,"[88.5, 34.1]",Ground Pass,,13.776793,,,Willem van Hanegem,397803.0,,,,,,,1,From Goal Kick,Johnny Rep,397727.0,Right Wing,115,Netherlands,941,['e51bcc35-48f7-4528-be11-a1153b78e004'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:43:02.346,Pass,
,,,,,,,,,,,,,,,,1.334463,,,,,,,,,,,,,,,1b517eff-964c-4615-b378-45d073ca7d17,1578,,"[88.5, 34.1]",3888716,43,,,,,1.4718299,,Right Foot,,,,"[89.9, 48.2]",Ground Pass,,14.169333,,,Piet Keizer,39716.0,,,,,,,1,From Goal Kick,Willem van Hanegem,397803.0,Left Center Midfield,115,Netherlands,941,['0aca586c-6070-4171-9927-274c990fe7d7'],5,,,,,,,,,,,,,,,,,Netherlands,941,00:43:05.890,Pass,
,,,,,,,,,,,,,,,,1.530781,,,,,,,,,,,,,,,04721d03-290f-4634-81ce-ccf65103fd42,1581,,"[89.9, 48.2]",3888716,43,,,,,-1.5330784,,Left Foot,,,,"[90.3, 37.6]",Ground Pass,,10.607545,,,Johan Neeskens,39721.0,,,,,,,1,From Goal Kick,Piet Keizer,39716.0,Left Wing,115,Netherlands,941,['f63f423b-1218-4fbc-8725-5c6f4ca7ce4a'],8,,,,,,,,,,,,,,,,,Netherlands,941,00:43:08.020,Pass,
,,,,,,,,,,,,,,,,0.051984,,,,,,,,,,,,,,,b84f914b-00c4-4430-aa26-11401ea5548c,1583,,"[90.8, 37.1]",3888716,43,,,,,0.5836358,,Left Foot,,,,"[96.1, 40.6]",Ground Pass,,6.351378,Incomplete,,Johnny Rep,397727.0,,,,,,,1,From Goal Kick,Johan Neeskens,39721.0,Center Defensive Midfield,115,Netherlands,941,"['9767a6c9-fb83-486f-994b-de25322b62b6', 'a0f5e034-532a-4cee-9f27-e1bd7d048630']",9,,,,,,,,,,,,,,,,,Netherlands,941,00:43:09.551,Pass,
,,,,,,,,,,,,,,,,0.79209,,,,,,,,,,,,,,,f7cd2174-4d64-40c2-b017-a1d9bc3446ef,1588,,"[90.4, 34.1]",3888716,43,,,,,-0.80729246,,Left Foot,,,,"[97.1, 27.1]",Ground Pass,,9.689685,,,Piet Keizer,39716.0,,,,,,,1,From Goal Kick,Johan Neeskens,39721.0,Center Defensive Midfield,115,Netherlands,941,['0ac67939-7c16-4ef5-a5e7-f23609a7e552'],11,,,,,,,,,,,,,,,,,Netherlands,941,00:43:11.690,Pass,
,,,,,,,,,,,,,,,,1.45692,,,,,,,,,,,,,,,268d4446-d0b2-474a-a4a9-58f19c6d99b1,1592,,"[97.1, 27.1]",3888716,43,,,,,-2.9916475,,Left Foot,,,,"[83.2, 25.0]",Ground Pass,,14.057738,,,Johan Cruyff,39713.0,,,,,,,1,From Goal Kick,Piet Keizer,39716.0,Left Wing,115,Netherlands,941,"['849d9c39-920d-4fc1-992f-0721368139df', '86e627b0-caeb-4ffe-9ae6-dccbcc2743fe']",14,,,,,,,,,,,,,,,,,Netherlands,941,00:43:14.254,Pass,True
,,,,,,,,,,,,,,,,2.457,,,,,,,,,,,,,,,9a080445-1520-4257-b116-d6d299f7b3cb,1595,,"[83.2, 25.0]",3888716,43,,,,,1.5752016,,Right Foot,,,,"[83.0, 70.4]",Low Pass,,45.40044,,,Wim Rijsbergen,397816.0,,,True,,,,1,From Goal Kick,Johan Cruyff,39713.0,Center Forward,115,Netherlands,941,['a824bfe8-4fe9-44fe-804b-9806404dc6bd'],19,,,,,,,,,,,,,,,,,Netherlands,941,00:43:19.888,Pass,
,,,,,,,,,,,,,,,,1.490324,,,,,,,,,,,,,,,e677706a-7724-463b-9252-a2b1e5e3f91e,1598,,"[89.9, 65.4]",3888716,43,,,,,-0.89808273,,Right Foot,True,,,"[109.1, 41.3]",High Pass,,30.813147,Pass Offside,,Piet Keizer,39716.0,,,,,,,1,From Goal Kick,Wim Rijsbergen,397816.0,Right Back,115,Netherlands,941,['f66e216e-5e44-4d97-b151-dca5b7ef45d2'],24,,,,,,,,,,,,,,,,,Netherlands,941,00:43:24.637,Pass,
,,,,,,,,,,,,,,,,0.836583,,,,,,,,,,,,,,,bbaf55f4-79af-413b-a100-7c6a0137b420,1600,,"[12.4, 46.7]",3888716,43,,True,,,-1.6324465,,Right Foot,,,,"[11.9, 38.6]",Ground Pass,,8.1154175,,,Ronnie Carl Hellström,397843.0,,,,,,Free Kick,1,From Free Kick,Björn Nordqvist,397846.0,Right Center Back,116,Sweden,790,['b15fc92d-bd89-417a-9efa-5c4dd8398fe5'],37,,,,,,,,,,,,,,,,,Sweden,790,00:43:37.032,Pass,
,,,,,,,,,,,,,,,,1.159497,,,,,,,,,,,,,,,69135cdb-c85e-4341-8c55-79a01da894ec,1602,,"[11.9, 38.6]",3888716,43,,,,,-1.0910643,,Right Foot,,,,"[19.6, 23.8]",Ground Pass,,16.683226,,,Kent Karlsson,397844.0,,,,,,,1,From Free Kick,Ronnie Carl Hellström,397843.0,Goalkeeper,116,Sweden,790,['2f2b3e0a-8c93-47c9-9c4d-a56d16419f97'],38,,,,,,,,,,,,,,,,,Sweden,790,00:43:38.592,Pass,
,,,,,,,,,,,,,,,,0.89573,,,,,,,,,,,,,,,25844643-cfa7-459a-b6af-e4a69754d8d7,1605,,"[23.7, 22.8]",3888716,43,,,,,3.1352234,,Right Foot,,,,"[8.0, 22.9]",Ground Pass,,15.700318,,,Ronnie Carl Hellström,397843.0,,,,,,,1,From Free Kick,Kent Karlsson,397844.0,Left Back,116,Sweden,790,['4ef536d1-bb2d-494e-ba77-da7b49b2a69f'],40,,,,,,,,,,,,,,,,,Sweden,790,00:43:40.750,Pass,
,,,,,,,,,,,,,,,,2.123299,,,,,,,,,,,,,,,a17d4750-a655-489c-8e60-72a55fa19879,1608,,"[14.4, 38.6]",3888716,43,,,,,0.14845331,,Drop Kick,,,,"[59.2, 45.3]",High Pass,,45.298233,,,Roland Sandberg,397853.0,,,,,,,1,From Free Kick,Ronnie Carl Hellström,397843.0,Goalkeeper,116,Sweden,790,['bce427f3-1c23-4344-b3a3-1521b8fae182'],52,,,,,,,,,,,,,,,,,Sweden,790,00:43:52.287,Pass,
,,,,,,,,,,,,,,,,1.126699,,,,,,,,,,,,,,,45921ac1-249d-4509-9d4e-52fe4d7d9325,1610,,"[60.5, 44.9]",3888716,43,,,,,0.16169645,,Head,,,,"[74.6, 47.2]",High Pass,,14.286357,,,Ralf Edström,397852.0,,,,,,,1,From Free Kick,Roland Sandberg,397853.0,Right Center Forward,116,Sweden,790,['5ffcaef1-920a-4e3b-b1ed-4032a9e2a54e'],54,,,,,,,,,,,,,,,,,Sweden,790,00:43:54.411,Pass,
,,,,,,,,,,,,,,,,0.424277,,,,,,,,,,,,,,,52748eff-6b55-4ac3-bb70-f292cba33b06,1612,,"[74.6, 46.9]",3888716,43,,,,,0.8589495,,Head,,,,"[79.0, 52.0]",Low Pass,,6.735726,Incomplete,,Inge Ejderstedt,397849.0,,,,,,,1,From Free Kick,Ralf Edström,397852.0,Left Center Forward,116,Sweden,790,"['b5fcd49c-ad63-47ff-a6e8-db83a422313c', 'e8a07878-e1d7-4e16-9fe8-c909d35293cf']",55,,,,,,,,,,,,,,,,,Sweden,790,00:43:55.537,Pass,
,,,,,,,,,,,,,,,,1.920169,,,,,,,,,,,,,,,e8a07878-e1d7-4e16-9fe8-c909d35293cf,1614,,"[41.1, 28.1]",3888716,43,,,,,-1.0390723,,Head,,,,"[47.1, 17.9]",High Pass,,11.83385,,,Piet Keizer,39716.0,,,,,,Recovery,1,Regular Play,Ruud Krol,39720.0,Left Back,117,Netherlands,941,"['1e259f7b-e0b3-40bd-8bd0-e67a2e980c7e', '52748eff-6b55-4ac3-bb70-f292cba33b06']",55,,,,,,,,,,,,,,,,,Netherlands,941,00:43:55.962,Pass,
,,,,,,,,,,,,,,,,0.916485,,,,,,,,,,,,,,,e4aeecaa-6d01-4ca6-8094-78190de31415,1617,,"[48.0, 18.3]",3888716,43,,,,,2.0125895,,Left Foot,,,,"[44.5, 25.7]",Low Pass,,8.185964,,,Ruud Krol,39720.0,,,,,,,1,Regular Play,Piet Keizer,39716.0,Left Wing,117,Netherlands,941,"['0c1df4a3-9a4d-4f06-a854-3ac1d1752f8b', '285dd006-9b87-4c92-b21d-7482dfb8b1f4']",57,,,,,,,,,,,,,,,,,Netherlands,941,00:43:57.882,Pass,True
,,,,,,,,,,,,,,,,1.27394,,,,,,,,,,,,,,,294db627-0d7d-4555-8a09-c86fbb9538e3,1620,,"[39.9, 26.9]",3888716,43,,,,,2.9858396,,Left Foot,,,,"[27.8, 28.8]",Ground Pass,,12.248265,,,Arie Haan,39719.0,,,,,,,1,Regular Play,Ruud Krol,39720.0,Left Back,117,Netherlands,941,['65a6122e-60b8-4819-b589-ae9cd9813f06'],59,,,,,,,,,,,,,,,,,Netherlands,941,00:43:59.983,Pass,
,,,,,,,,,,,,,,,,1.530369,,,,,,,,,,,,,,,7e1496f7-de6d-4e94-8240-4805af6e98e4,1623,,"[27.8, 28.8]",3888716,44,,,,,-0.10626486,,Right Foot,,,,"[35.3, 28.0]",Ground Pass,,7.542546,,,Johan Neeskens,39721.0,,,,,,,1,Regular Play,Arie Haan,39719.0,Left Center Back,117,Netherlands,941,['a3b76847-aafb-4182-b4ec-85f3bdf56e4f'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:44:02.408,Pass,
,,,,,,,,,,,,,,,,1.349517,,,,,,,,,,,,,,,655ee4d1-8560-4491-a546-6cd8c3a35880,1626,,"[34.6, 28.0]",3888716,44,,,,,0.30367187,,Right Foot,,,,"[56.3, 34.8]",Ground Pass,,22.740492,,,Wim Jansen,397804.0,,,,,,,1,Regular Play,Johan Neeskens,39721.0,Center Defensive Midfield,117,Netherlands,941,['b74951cb-768a-4e0f-b932-f3291d49fd17'],6,,,,,,,,,,,,,,,,,Netherlands,941,00:44:06.722,Pass,
,,,,,,,,,,,,,,,,2.029744,,,,,,,,,,,,,,,6fdb7037-039c-40fb-87c7-d460fa5d183c,1628,,"[56.3, 34.8]",3888716,44,,,,,-1.2856786,,Left Foot,,,,"[61.4, 17.4]",Ground Pass,,18.132015,,,Ruud Krol,39720.0,,,,,,,1,Regular Play,Wim Jansen,397804.0,Right Center Midfield,117,Netherlands,941,['84240b0f-b495-4e00-9671-9b6daf9114c2'],8,,,,,,,,,,,,,,,,,Netherlands,941,00:44:08.071,Pass,
,,,,,,,,,,,,,,,,1.108789,,,,,,,,,,,,,,,68d21fbe-dc81-44be-ab98-09167abf3f8e,1631,,"[61.4, 17.4]",3888716,44,,,,,-0.41436782,,Right Foot,,,,"[85.5, 6.8]",Ground Pass,,26.328121,,,Piet Keizer,39716.0,,,,,,,1,Regular Play,Ruud Krol,39720.0,Left Back,117,Netherlands,941,['54960e83-a775-47bf-8261-2c44b25b060b'],11,,,,,,,,,,,,,,,,,Netherlands,941,00:44:11.970,Pass,
,,,,,,,,,,,,,,,,2.436745,,,,,,,,,,,,,,,398ef7c1-174f-4243-8710-6bbbe19987f0,1636,,"[82.5, 0.1]",3888716,44,,True,,,1.589087,,,,,,"[82.2, 16.5]",Low Pass,,16.402744,,,Johan Neeskens,39721.0,,,,,,Throw-in,1,From Throw In,Piet Keizer,39716.0,Left Wing,118,Netherlands,941,['e97404ed-38de-4bac-8e93-de2dae1064af'],19,,,,,,,,,,,,,,,,,Netherlands,941,00:44:19.142,Pass,
,,,,,,,,,,,,,,,,1.194493,,,,,,,,,,,,,,,9ee0a05f-6e70-4651-9095-c8abad83245d,1638,,"[82.2, 16.5]",3888716,44,,,,,-0.911627,,Left Foot,,,,"[90.8, 5.4]",Ground Pass,,14.041723,,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Johan Neeskens,39721.0,Center Defensive Midfield,118,Netherlands,941,['59299853-a50c-42fa-830b-a8787ed57119'],24,,,,,,,,,,,,,,,,,Netherlands,941,00:44:24.886,Pass,
,,,,,,,,,,,,,,,,1.517877,,,,,,,,,,,,,,,36d418c3-4edf-4124-8b82-dded0fec615b,1642,,"[89.9, 5.4]",3888716,44,,,,,0.049342632,,Left Foot,,,,"[98.0, 5.8]",Low Pass,,8.109871,,,Piet Keizer,39716.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,118,Netherlands,941,['a00a86db-6252-46cf-9a1c-cc57be756398'],26,,,,,,,,,,,,,,,,,Netherlands,941,00:44:26.707,Pass,
,,,,,,,,,,,,,,,,1.56238,,,,,,,,,,,,,,,aa80a2b4-9470-4641-8f7a-c94577aae0e1,1646,,"[98.0, 6.3]",3888716,44,,,,,1.8387067,,Right Foot,,,,"[95.2, 16.5]",Ground Pass,,10.577334,,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Piet Keizer,39716.0,Left Wing,118,Netherlands,941,"['a2cc2a7a-9e87-4898-80e1-fb3db92f432a', 'dba81230-c97d-41b9-9d39-045c1cffcdae']",29,,,,,,,,,,,,,,,,,Netherlands,941,00:44:29.172,Pass,True
,,,,,,,,,,,,,,,,1.592074,,,,,,,,,,,,,,,0a05c4ed-df03-4df6-9e0a-d9f2e4ff7ba9,1650,,"[95.2, 16.5]",3888716,44,,,,,3.0080636,,Left Foot,,,,"[88.5, 17.4]",Low Pass,,6.7601776,,,Piet Keizer,39716.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,118,Netherlands,941,['692a07d9-5563-4f45-b5b7-6940f78d36fc'],31,,,,,,,,,,,,,,,,,Netherlands,941,00:44:31.586,Pass,
,,,,,,,,,,,,,,,,0.730095,,,,,,,,,,,,,,,6bc3794b-469a-4d7e-8c83-7e8fb04ac082,1652,,"[88.5, 17.4]",3888716,44,,,,,1.706324,,Right Foot,,,,"[87.3, 26.2]",Ground Pass,,8.881441,,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Piet Keizer,39716.0,Left Wing,118,Netherlands,941,['e18cbb8c-7470-4e50-a9a3-0a768b230880'],33,,,,,,,,,,,,,,,,,Netherlands,941,00:44:33.178,Pass,
,,,,,,,,,,,,,,,,1.809484,,,,,,,,,,,,,,,bd9f7d9d-9af9-4f6b-a9b3-f2b654db4800,1655,,"[87.3, 26.2]",3888716,44,,,,,0.23397666,,Left Foot,,,,"[106.6, 30.8]",Ground Pass,,19.840614,,,Johan Cruyff,39713.0,,,,,,,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,118,Netherlands,941,['9c0216a3-1d9c-44ed-b453-19d4965032fe'],35,,,,,,,,,,,,,,,,,Netherlands,941,00:44:35.758,Pass,
,,,,,,,,,,,,,,,,1.704355,,,,,,,,,,,,,,,a971b809-efae-4c13-9d05-439c8f083887,1662,,"[116.8, 16.3]",3888716,45,,,,,1.6194592,,Right Foot,True,,,"[115.3, 47.1]",High Pass,,30.836504,Incomplete,,Piet Keizer,39716.0,,,,,,Free Kick,1,From Free Kick,Johan Cruyff,39713.0,Center Forward,119,Netherlands,941,"['4b03bf3d-d3d0-41b9-bc03-f3dd4cfda43c', '9eb15c55-c662-44df-b4d3-2b7bf39f9171']",8,,,,,,,,,,,,,,,,,Netherlands,941,00:45:08.720,Pass,
,,,,,,,,,,,,,,,,0.832983,,,,,,,,,,,,,,,2676790d-4c16-41cb-bad5-b6326f94c33c,1665,,"[118.6, 78.1]",3888716,45,,,,,-1.5707964,,Right Foot,,,,"[118.6, 72.8]",Ground Pass,,5.3,,,Wim Jansen,397804.0,,,,,,Free Kick,1,From Free Kick,Johnny Rep,397727.0,Right Wing,120,Netherlands,941,['0bda7a82-f6e0-4a0b-863d-874a4bffb27d'],28,,,,,,,,,,,,,,,,,Netherlands,941,00:45:28.807,Pass,
,,,,,,,,,,,,,,,,1.134583,,,,,,,,,,,,,,,c98f7e35-2a74-42d8-be51-15711bdd5c41,1668,,"[118.6, 73.2]",3888716,45,,,,,-2.751884,,Left Foot,,,,"[113.0, 70.9]",Ground Pass,,6.0539246,,,Johnny Rep,397727.0,,,,,,,1,From Free Kick,Wim Jansen,397804.0,Right Center Midfield,120,Netherlands,941,['ebec03db-c937-494b-8d3e-6cf267db7ede'],29,,,,,,,,,,,,,,,,,Netherlands,941,00:45:29.640,Pass,True
,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,42a1c318-b668-432b-b137-ad682060dad9,1673,,"[61.0, 40.1]",3888716,45,,True,,,2.974491,,Right Foot,,,,"[52.7, 41.5]",Ground Pass,,8.417244,,,Inge Ejderstedt,397849.0,,,,,,Kick Off,2,From Kick Off,Ralf Edström,397852.0,Left Center Forward,121,Sweden,790,['bd10da0d-210d-4cba-a804-c99bdef6ca27'],1,,,,,,,,,,,,,,,,,Sweden,790,00:00:01.200,Pass,
,,,,,,,,,,,,,,,,1.353094,,,,,,,,,,,,,,,2022f39b-1e98-4210-aaeb-c2c8a04da422,1676,,"[74.1, 35.7]",3888716,45,,,,,1.1872689,,Left Foot,,,,"[76.4, 41.4]",Ground Pass,,6.146544,,,Johan Neeskens,39721.0,,,,,,Recovery,2,Regular Play,Arie Haan,39719.0,Left Center Back,122,Netherlands,941,['5e488b23-fa0a-4fe9-9e66-2cc564b3baef'],1,,,,,,,,,,,,,,,,,Netherlands,941,00:00:01.797,Pass,
,,,,,,,,,,,,,,,,1.195769,,,,,,,,,,,,,,,3c2d59d6-9cb6-4b0e-9bd8-bba4da504401,1680,,"[81.8, 36.3]",3888716,45,,,,,-2.3107712,,Right Foot,,,,"[73.4, 27.1]",Ground Pass,,12.45793,,,Arie Haan,39719.0,,,,,,,2,Regular Play,Johan Neeskens,39721.0,Center Defensive Midfield,122,Netherlands,941,['39217faa-79d2-4ef9-8059-d43121d86e1f'],6,,,,,,,,,,,,,,,,,Netherlands,941,00:00:06.371,Pass,
,,,,,,,,,,,,,,,,1.495494,,,,,,,,,,,,,,,7f9d4b16-8c9f-481c-b505-c451d9edee4a,1683,,"[76.9, 26.7]",3888716,45,,,,,-0.23870635,,Left Foot,,,,"[103.2, 20.3]",High Pass,,27.067509,Incomplete,,,,,,,,,,2,Regular Play,Arie Haan,39719.0,Left Center Back,122,Netherlands,941,['8e8c0a0d-e839-437d-b6d3-67e6f48ce369'],9,,,,,,,,,,,,,,,,,Netherlands,941,00:00:09.902,Pass,
,,,,,,,,,,,,,,,,0.927627,,,,,,,,,,,,,,,775e4701-e12a-4e88-aa99-0b9b0d364b7d,1687,,"[106.4, 0.1]",3888716,45,,,,,0.8685394,,,,,,"[111.9, 6.6]",Low Pass,,8.514693,Unknown,,,,,,,,,Throw-in,2,From Throw In,Piet Keizer,39716.0,Left Wing,123,Netherlands,941,,18,,,,,,,,,,,,,,,,,Netherlands,941,00:00:18.877,Pass,
,,,,,,,,,,,,,,,,1.515514,,,,,,,,,,,,,,,7eaf396d-db86-4a69-b44d-37c607a276e9,1689,,"[12.2, 80.0]",3888716,45,,,,,-0.16037545,,,,,,"[32.6, 76.7]",High Pass,,20.665188,Unknown,,Inge Ejderstedt,397849.0,,,,,,Throw-in,2,From Throw In,Jan Olsson,397847.0,Right Back,124,Sweden,790,['042a4094-481d-4be4-95a1-4f61632e4d17'],32,,,,,,,,,,,,,,,,,Sweden,790,00:00:32.828,Pass,
,,,,,,,,,,,,,,,,2.807081,,,,,,,,,,,,,,,758fe23c-b4fc-4993-b304-cb24aefb102e,1693,,"[31.3, 74.6]",3888716,45,,,,,-0.5509996,,Right Foot,,,,"[82.4, 43.2]",High Pass,,59.976414,Unknown,,Ralf Edström,397852.0,,,,,,Free Kick,2,From Free Kick,Jan Olsson,397847.0,Right Back,125,Sweden,790,['781eb55c-9847-4ce2-b862-e99459e3c085'],50,,,,,,,,,,,,,,,,,Sweden,790,00:00:50.327,Pass,
,,,,,,,,,,,,,,,,1.451555,,,,,,,,,,,,,,,bab743b9-6a87-4332-b0dd-5f7865047fde,1697,,"[81.3, 47.4]",3888716,46,,,,,-0.4118732,,Right Foot,,,,"[110.6, 34.6]",High Pass,,31.973896,Incomplete,,Björn Andersson,397845.0,,,,,,Free Kick,2,From Free Kick,Inge Ejderstedt,397849.0,Right Midfield,126,Sweden,790,"['95a31bd9-dfe1-4427-bc37-e0130babc94a', 'c3aaf2dd-3c8f-4efb-89b5-5f4254f27f3f']",18,,,,,,,,,,,,,,,,,Sweden,790,00:01:18.243,Pass,
,,,,,,,,,,,,,,,,0.31757,,,,,,,,,,,,,,,c140fe2b-682a-4935-839a-9aa362e29483,1703,,"[1.1, 53.2]",3888716,46,,,,,1.9379702,,Right Foot,,,,"[0.1, 55.8]",Low Pass,,2.7856777,Out,,,,,,,,,,2,From Free Kick,Johnny Rep,397727.0,Right Wing,126,Sweden,790,,21,,,,,,,,,,,,,,,,,Netherlands,941,00:01:21.446,Pass,
,,,,,,,,,,,,,,,,2.477074,,,,,,,,,,,,,,,8c135fac-3f86-474f-8f4d-2fac2e854713,1704,,"[120.0, 0.1]",3888716,46,,,,,1.7567824,,Right Foot,,,,"[111.1, 47.4]",High Pass,True,48.13003,Incomplete,,,,,,True,Inswinging,,Corner,2,From Corner,Roland Sandberg,397853.0,Right Center Forward,127,Sweden,790,['78eeb04f-4a7d-43f2-b665-7fc667b066bb'],50,,,,,,,,,,,,,,,,,Sweden,790,00:01:50.719,Pass,
,,,,,,,,,,,,,,,,1.162741,,,,,,,,,,,,,,,b1096830-7e33-405c-83f8-687af90b57d5,1710,,"[8.4, 32.7]",3888716,47,,True,,,-0.3074778,,Keeper Arm,,,,"[44.3, 21.3]",Ground Pass,,37.666565,,,Arie Haan,39719.0,,,,,,,2,From Keeper,Jan Jongbloed,397802.0,Goalkeeper,129,Netherlands,941,['6550ca87-17bc-489a-9f17-611025f07e72'],9,,,,,,,,,,,,,,,,,Netherlands,941,00:02:09.932,Pass,
,,,,,,,,,,,,,,,,1.97561,,,,,,,,,,,,,,,fa34bacc-34f9-4eb4-bb79-3d9d3fddce08,1712,,"[54.6, 21.8]",3888716,47,,,,,1.5239556,,Right Foot,,,,"[55.2, 34.6]",Ground Pass,,12.8140545,,,Johan Neeskens,39721.0,,,,,,,2,Regular Play,Arie Haan,39719.0,Left Center Back,130,Netherlands,941,['0bcf22d3-0033-4db0-98e0-11026dcf4508'],15,,,,,,,,,,,,,,,,,Netherlands,941,00:02:15.477,Pass,
,,,,,,,,,,,,,,,,1.932394,,,,,,,,,,,,,,,2fd655cf-fed1-41de-a4a8-abf4e03978cc,1715,,"[58.0, 32.7]",3888716,47,,,,,-1.1727325,,Right Foot,,,,"[66.2, 13.2]",Ground Pass,,21.15396,,,Ruud Krol,39720.0,,,,,,,2,Regular Play,Johan Neeskens,39721.0,Center Defensive Midfield,131,Netherlands,941,['4e115a78-d8b1-485f-9187-15a267269495'],18,,,,,,,,,,,,,,,,,Netherlands,941,00:02:18.965,Pass,
,,,,,,,,,,,,,,,,2.64894,,,,,,,,,,,,,,,322f0ed1-1989-4fe8-b85e-35ae1fc5f1d3,1718,,"[81.6, 20.0]",3888716,47,,,,,2.109364,,Right Foot,,,,"[72.1, 35.9]",Ground Pass,,18.52188,,,Johan Neeskens,39721.0,,,,,,,2,Regular Play,Ruud Krol,39720.0,Left Back,132,Netherlands,941,['aa65e8da-6295-4b39-b574-e93de81ad964'],24,,,,,,,,,,,,,,,,,Netherlands,941,00:02:24.443,Pass,
,,,,,,,,,,,,,,,,2.119817,,,,,,,,,,,,,,,ab721214-3f6e-4792-bfe4-c05cbd99160d,1721,,"[73.4, 35.2]",3888716,47,,,,,-0.5967424,,Right Foot,,,,"[104.9, 13.8]",High Pass,,38.081623,,,Johan Cruyff,39713.0,,,,,,,2,Regular Play,Johan Neeskens,39721.0,Center Defensive Midfield,133,Netherlands,941,['259352fc-2ee7-4039-80f7-a100217aaf1d'],27,,,,,,,,,,,,,,,,,Netherlands,941,00:02:27.706,Pass,
,,,,,,,,,,,,,,,,0.448384,,,,,,,,,,,,,,,f2bf93fb-90a5-4806-b565-38f1603815f4,1725,,"[110.9, 12.8]",3888716,47,,,,,1.4668248,,Left Foot,,,,"[112.1, 24.3]",High Pass,,11.562439,Incomplete,,,,,,,,,,2,Regular Play,Johan Cruyff,39713.0,Center Forward,134,Netherlands,941,"['0adbd81b-c4d4-4a88-8f1e-4cb9ef824cba', '9333c881-a3ec-46a2-94cd-6cce602ed1b5']",34,,,,,,,,,,,,,,,,,Netherlands,941,00:02:34.509,Pass,True
,,,,,,,,,,,,,,,,1.23181,,,,,,,,,,,,,,,127d6ce7-08c1-45cb-8e67-eb974742c4c8,1728,,"[104.9, 11.5]",3888716,47,,,,True,-1.1808785,,,,,,"[107.9, 4.2]",Low Pass,,7.892401,Incomplete,,,,,,,,,Recovery,2,Regular Play,Ruud Krol,39720.0,Left Back,134,Netherlands,941,"['2134513b-70a8-46c5-9abd-bc65c4b2d649', '6228fce7-93bb-4ff2-9a0f-5d66fa800343']",37,,,,,,,,,,,,,,,,,Netherlands,941,00:02:37.388,Pass,True
,,,,,,,,,,,,,,,,1.346184,,,,,,,,,,,,,,,9d11c179-2552-4bb3-9d20-343412e55043,1735,,"[110.0, 0.1]",3888716,47,,True,,,0.96671796,,,,,,"[114.9, 7.2]",High Pass,,8.626702,Incomplete,,,,,,,,,Throw-in,2,From Throw In,Johan Cruyff,39713.0,Center Forward,135,Netherlands,941,['d8b59c3e-87f5-489d-8f7d-18b79d1ad674'],47,,,,,,,,,,,,,,,,,Netherlands,941,00:02:47.227,Pass,
