50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5cbaebf4-0480-48e1-b2a9-93dbe0721e94,1,,,3888719,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 397802, 'name': 'Jan Jongbloed'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 8}, {'player': {'id': 39734, 'name': 'Wim Suurbier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 39719, 'name': 'Arie Haan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397816, 'name': 'Wim Rijsbergen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 39720, 'name': 'Ruud Krol'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 397804, 'name': 'Wim Jansen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 39721, 'name': 'Johan Neeskens'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 397803, 'name': 'Willem van Hanegem'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 397727, 'name': 'Johnny Rep'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 397808, 'name': 'Rob Rensenbrink'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 39713, 'name': 'Johan Cruyff'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Netherlands,941,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d603adb7-57c8-4987-8dbf-36a1df0d1663,2,,,3888719,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397619, 'name': 'Émerson Leão'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397634, 'name': 'José Maria Rodrigues Alves'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 397866, 'name': 'Luís Edmundo Pereira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 397867, 'name': 'Mario Peres Ulibarri'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 397868, 'name': 'Francisco das Chagas Marinho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 397879, 'name': 'Paulo César Carpegiani'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 397630, 'name': 'Roberto Rivelino'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 397631, 'name': 'Paulo Cézar Lima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 397870, 'name': 'José Guimarães Dirceu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 397878, 'name': 'Valdomiro Vaz Franco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 397622, 'name': 'Jair Ventura Filho'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2177a26c-7ec7-41ab-9982-fe8c029977e4,3,,,3888719,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,['ee48cab0-e47f-4d4e-a0ac-3bd3d44319ac'],0,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ee48cab0-e47f-4d4e-a0ac-3bd3d44319ac,4,,,3888719,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands,941,['2177a26c-7ec7-41ab-9982-fe8c029977e4'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c76d3bf0-0e33-460d-be1b-447bb438618d,1657,,,3888719,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Brazil,781,['ce861ca4-6f60-487e-8b98-bf297dcbc9df'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ce861ca4-6f60-487e-8b98-bf297dcbc9df,1658,,,3888719,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Brazil,781,['c76d3bf0-0e33-460d-be1b-447bb438618d'],0,,,,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.055999,,,,,,,,,,,,,,,010f5139-0317-4e85-87ad-86141c2e142a,5,,"[61.0, 40.1]",3888719,0,,,,-1.2649175,,Right Foot,,,,"[61.6, 38.2]",,Ground Pass,,1.9924859,,,,Willem van Hanegem,397803.0,,,,,Kick Off,1,From Kick Off,Johan Cruyff,39713.0,Center Forward,2,Netherlands,941,['7e7a5467-1a8c-43f4-ad1e-bc51a67dfc07'],1,,,,,,,,,,,,,,,,,Netherlands,941,00:00:01.321,Pass,
,,,,,,,,,,,,,,,,,,0.352019,,,,,,,,,,,,,,,4dc4b1d1-d216-4933-9b53-345b13d791c2,8,,"[61.6, 38.4]",3888719,0,,,,1.9862884,,Left Foot,,,,"[58.6, 45.2]",,Ground Pass,,7.4323616,,,,Johan Neeskens,39721.0,,,,,,1,From Kick Off,Willem van Hanegem,397803.0,Left Center Midfield,2,Netherlands,941,['766e2723-64fe-40f0-86c9-98b1f00adcca'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:00:02.537,Pass,
,,,,,,,,,,,,,,,,,,1.775257,,,,,,,,,,,,,,,b9dc36b5-2d57-426a-a972-9a2395878c99,11,,"[58.4, 45.0]",3888719,0,,,,-2.8717434,,Right Foot,,,,"[49.0, 42.4]",,Ground Pass,,9.752948,,,,Wim Jansen,397804.0,,,,,,1,From Kick Off,Johan Neeskens,39721.0,Right Center Midfield,2,Netherlands,941,['b287ac6f-eb58-4d46-8180-dbedc35aa99d'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:00:02.983,Pass,
,,,,,,,,,,,,,,,,,,1.846408,,,,,,,,,,,,,,,34af26bf-8db9-4c17-9fe9-8f9cff0417be,14,,"[49.0, 42.4]",3888719,0,,,,1.7284724,,Right Foot,,,,"[45.2, 66.3]",,Ground Pass,,24.200207,,,,Johan Neeskens,39721.0,,,,,,1,From Kick Off,Wim Jansen,397804.0,Center Defensive Midfield,2,Netherlands,941,['ba2da797-d426-4e1e-8a88-2a82850b1d39'],5,,,,,,,,,,,,,,,,,Netherlands,941,00:00:05.013,Pass,
