50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.285674,,,,,,,,,,,,,c4a4edc3-a773-4a2d-afff-f5f5569674b7,15,,"[42.4, 57.3]",3888717,0,,,,-0.7788193,,Right Foot,,,"[57.7, 42.2]",,Ground Pass,,21.496511,,,,Johan Neeskens,39721.0,,,,,,,1,From Kick Off,Wim Suurbier,39734.0,Right Back,2,Netherlands,941,['a572e6bd-a817-47c5-926d-adbae5da6c22'],8,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:08.532,Pass,
,,,,,,,,,,,,,,,,,,1.851465,,,,,,,,,,,,,26faefae-5c09-4754-99d4-b1bea114671e,19,,"[82.0, 33.4]",3888717,0,,,,-1.2593547,,Right Foot,,,"[86.7, 18.8]",,Ground Pass,,15.337862,True,,Incomplete,Willem van Hanegem,397803.0,,,,,,,1,From Kick Off,Johan Neeskens,39721.0,Right Center Midfield,2,Netherlands,941,"['088c1659-8e7c-4fc5-9a38-269211d6e49c', '90a0d060-69ef-4c1f-afd7-77bfdc2e70aa', 'ef9be96d-500c-478b-9928-ba734ce00643']",14,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:14.794,Pass,True
,,,,,,,,,,,,,,,,,,1.319065,,,,,,,,,,,,,c82d9379-51a8-4bf0-a02c-c6035f8959fc,29,,"[18.4, 72.0]",3888717,0,,,,-1.141297,,Left Foot,,,"[24.4, 58.9]",,Ground Pass,,14.408678,,,,Francisco Pedro Manuel Sá,398071.0,,,,,,,1,Regular Play,Enrique Ernesto Wolff Dos Santos,398072.0,Right Center Back,3,Argentina,779,['a1a225aa-8601-426d-97d9-ff908b7b6989'],21,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:21.878,Pass,
,,,,,,,,,,,,,,,,,,1.539908,,,,,,,,,,,,,6ee157fa-5da8-4faf-8ad8-9ee8fc8c63a6,32,,"[29.3, 59.9]",3888717,0,,,,1.1961983,,Left Foot,,,"[33.9, 71.6]",,Ground Pass,,12.571794,,,,Enrique Ernesto Wolff Dos Santos,398072.0,,,,,,,1,Regular Play,Francisco Pedro Manuel Sá,398071.0,Left Wing Back,3,Argentina,779,['cb0c6b8d-da52-4d8a-b382-64cb4d685c8a'],24,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:24.542,Pass,
,,,,,,,,,,,,,,,,,,0.792414,,,,,,,,,,,,,c2250da8-5080-4817-8ee0-902d46de5fe5,36,,"[42.2, 74.6]",3888717,0,,,,-0.8093936,,Right Foot,,,"[48.3, 68.2]",,Ground Pass,,8.84138,,,,Héctor Casimiro Yazalde,398073.0,,,,,,,1,Regular Play,Enrique Ernesto Wolff Dos Santos,398072.0,Right Center Back,3,Argentina,779,['63b824e4-1e9e-4a61-b87d-eed26d2819fc'],26,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:26.684,Pass,
,,,,,,,,,,,,,,,,,,1.375801,,,,,,,,,,,,,e3b7a376-a0ae-4a8f-9ccf-f393bf11e290,43,,"[75.2, 9.9]",3888717,0,,,,1.1377904,,Left Foot,,,"[80.1, 20.5]",,Ground Pass,,11.677756,,,Incomplete,Willem van Hanegem,397803.0,,,,,,Recovery,1,Regular Play,Rob Rensenbrink,397808.0,Left Wing,3,Argentina,779,"['385a9024-1111-4b4d-ae1d-91a281079e75', '982a7a5d-1dfe-47d6-ab92-148e6f46545e']",28,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:00:28.341,Pass,
,,,,,,,,,,,,,,,,,,0.77655,,,,,,,,,,,,,385a9024-1111-4b4d-ae1d-91a281079e75,45,,"[40.0, 59.6]",3888717,0,,,,-0.09325392,,Right Foot,,,"[53.9, 58.3]",,Ground Pass,,13.960659,,,,Augustin Alberto Balbuena,398081.0,,,,,,Recovery,1,Regular Play,Francisco Pedro Manuel Sá,398071.0,Left Wing Back,3,Argentina,779,"['e1e02eb0-f29e-4fbf-a714-46b4ca82e769', 'e3b7a376-a0ae-4a8f-9ccf-f393bf11e290']",29,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:29.717,Pass,
,,,,,,,,,,,,,,,,,,0.860091,,,,,,,,,,,,,1893af0e-8f5f-43a6-a931-2533c447a44d,51,,"[52.9, 59.6]",3888717,0,,,,-1.6845883,,Right Foot,,,"[52.1, 52.6]",,Ground Pass,,7.045566,,,,Ramón Armando Heredia Ruarte,398076.0,,,,,,Free Kick,1,From Free Kick,Rubén Hugo Ayala,398078.0,Right Attacking Midfield,4,Argentina,779,['088063ad-f4a2-4bc4-b88e-d5a6f2ac47ea'],39,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:39.513,Pass,
,,,,,,,,,,,,,,,,,,1.418625,,,,,,,,,,,,,a134e293-c622-4661-a00c-d15b1128f488,54,,"[57.8, 57.4]",3888717,0,,,,0.57858866,,Right Foot,,,"[80.0, 71.9]",,Ground Pass,,26.515844,,,,Augustin Alberto Balbuena,398081.0,,,,,,,1,From Free Kick,Ramón Armando Heredia Ruarte,398076.0,Right Defensive Midfield,4,Argentina,779,['c25451bc-a597-4a5b-82f8-facbc3d4ee6a'],42,,,,,,,,,,,,,,,,,,,,Argentina,779,00:00:42.103,Pass,
,,,,,,,,,,,,,,,,,,1.862304,,,,,,,,,,,,,482436cd-68bf-4eba-a7d0-f4a1edf3be0e,60,,"[43.1, 0.1]",3888717,1,,,,2.8312051,,,,,"[16.6, 8.6]",,Low Pass,,27.82984,,,,Arie Haan,39719.0,,,,,,Throw-in,1,From Throw In,Ruud Krol,39720.0,Left Back,5,Netherlands,941,['d4af52c8-a035-4648-873a-9095b68a7fae'],0,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:00.100,Pass,
,,,,,,,,,,,,,,,,,,0.992537,,,,,,,,,,,,,289be149-11a0-4dfa-9392-af6bc8134099,63,,"[11.8, 10.6]",3888717,1,,,,1.666095,,Right Foot,,,"[10.5, 24.2]",,Ground Pass,,13.661991,,,,Jan Jongbloed,397802.0,,,,,,,1,From Throw In,Arie Haan,39719.0,Left Center Back,5,Netherlands,941,['3705cdc1-8645-4937-b203-c39449d7bda6'],2,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:02.984,Pass,
,,,,,,,,,,,,,,,,,,2.039478,,,,,,,,,,,,,f6cb2ff1-f217-47de-a377-bcb06db07945,66,,"[8.8, 25.8]",3888717,1,,,,-0.042080406,,Keeper Arm,,,"[18.3, 25.4]",,Ground Pass,,9.508417,,,,Arie Haan,39719.0,,,,,,,1,From Throw In,Jan Jongbloed,397802.0,Goalkeeper,5,Netherlands,941,['f3bfe6af-f65c-47ef-8e6b-6f0a55a05948'],5,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:05.339,Pass,
,,,,,,,,,,,,,,,,,,1.476816,,,,,,,,,,,,,4af97e17-5e8d-49ec-af80-d433a3a7ad3f,68,,"[18.3, 25.4]",3888717,1,,,,1.3058203,,Left Foot,,,"[23.7, 45.3]",,Ground Pass,,20.61965,,,,Wim Suurbier,39734.0,,,,,,,1,From Throw In,Arie Haan,39719.0,Left Center Back,5,Netherlands,941,['71c15687-7813-45f7-8233-9fbc05363d9c'],7,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:07.378,Pass,
,,,,,,,,,,,,,,,,,,1.622494,,,,,,,,,,,,,5433e826-6c4f-4deb-b806-752a53555912,75,,"[30.2, 46.1]",3888717,1,,,,0.77622414,,Right Foot,,,"[52.2, 67.7]",,Ground Pass,,30.831154,,,,Wim Jansen,397804.0,,,,,,,1,From Throw In,Wim Suurbier,39734.0,Right Back,5,Netherlands,941,['70aec8fe-c940-48d2-b8ff-7e5843b0b40a'],11,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:11.440,Pass,
,,,,,,,,,,,,,,,,,,1.277526,,,,,,,,,,,,,dba03458-a7ee-4542-8c8e-a0ad8715063e,78,,"[74.2, 64.9]",3888717,1,,,,-1.0072492,,Right Foot,,,"[84.5, 48.6]",,Ground Pass,,19.281597,,,,Johan Neeskens,39721.0,,,,,,,1,From Throw In,Wim Jansen,397804.0,Center Defensive Midfield,5,Netherlands,941,['8b1c6f0a-5715-4b4c-9f9b-2a8673a5faf8'],16,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:16.594,Pass,
,,,,,,,,,,,,,,,,,,1.75217,,,,,,,,,,,,,96d210f2-12b1-47b1-9aca-1ee2cc4e28aa,81,,"[84.9, 49.5]",3888717,1,,,,-0.8563173,,Right Foot,,,"[93.4, 39.7]",,Low Pass,,12.972664,,,Incomplete,,,,,,,,,1,From Throw In,Johan Neeskens,39721.0,Right Center Midfield,5,Netherlands,941,"['aea67f1a-7fd1-496c-8b0f-2f50ae821980', 'af4f54e3-5a73-43fd-96ed-fd89c603f270']",17,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:17.872,Pass,True
,,,,,,,,,,,,,,,,,,1.268908,,,,,,,,,,,,,af4f54e3-5a73-43fd-96ed-fd89c603f270,82,,"[26.7, 40.4]",3888717,1,,,,0.3350831,,Head,,,"[37.9, 44.3]",,Low Pass,,11.859595,,,,Ramón Armando Heredia Ruarte,398076.0,,,,,,Recovery,1,From Throw In,Enrique Ernesto Wolff Dos Santos,398072.0,Right Center Back,5,Netherlands,941,"['020789c9-44a1-440a-86e5-40619268e4f0', '96d210f2-12b1-47b1-9aca-1ee2cc4e28aa']",19,,,,,,,,,,,,,,,,,,,,Argentina,779,00:01:19.624,Pass,
,,,,,,,,,,,,,,,,,,2.025566,,,,,,,,,,,,,e0564fcf-b98a-4d20-8f45-22d70f38cb6b,85,,"[34.8, 44.8]",3888717,1,,,,0.020199273,,Left Foot,,,"[54.6, 45.2]",,Low Pass,,19.80404,,,Incomplete,Héctor Casimiro Yazalde,398073.0,,,,,,,1,From Throw In,Ramón Armando Heredia Ruarte,398076.0,Right Defensive Midfield,5,Netherlands,941,"['01ea59e3-fbaa-44cd-b279-e04f5cad2de5', '55ac7996-e335-45a2-8710-b4fbeda64d18']",21,,,,,,,,,,,,,,,,,,,,Argentina,779,00:01:21.597,Pass,
,,,,,,,,,,,,,,,,,,1.795367,,,,,,,,,,,,,a10519e9-b9b5-4cbc-8396-477d075bcc17,89,,"[79.6, 39.1]",3888717,1,,,,1.487439,,Right Foot,,,"[82.8, 77.4]",,Ground Pass,,38.43345,,,,Johnny Rep,397727.0,,,,,,,1,From Throw In,Wim Rijsbergen,397816.0,Right Center Back,5,Netherlands,941,['f22c65c8-bc9a-4a76-81d5-2a57b41c8dff'],28,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:28.037,Pass,
,,,,,,,,,,,,,,,,,,1.203963,,,,,,,,,,,,,5d81c3fc-5a7f-442a-806d-b4b6a4985719,96,,"[34.0, 11.6]",3888717,1,,,,2.2398393,,Right Foot,,,"[27.2, 20.2]",,Ground Pass,,10.963576,,,,Carlos Vicente Squeo,398075.0,,,,,,,1,From Throw In,Roberto Marcelo Telch,398077.0,Left Defensive Midfield,5,Netherlands,941,"['4462ea12-c85f-45d3-8fb2-6310749d1a9b', '987755bb-2265-44ef-8825-2857f23eae2f']",33,,,,,,,,,,,,,,,,,,,,Argentina,779,00:01:33.665,Pass,True
,,,,,,,,,,,,,,,,,,0.38374,,,,,,,,,,,,,11754d92-23a5-4f96-b140-58dd3080137a,99,,"[40.0, 23.4]",3888717,1,,,,0.18873776,,Right Foot,,,"[48.9, 25.1]",,Ground Pass,,9.060905,,,Incomplete,Augustin Alberto Balbuena,398081.0,,,,,,,1,From Throw In,Carlos Vicente Squeo,398075.0,Left Center Back,5,Netherlands,941,"['62aa86fe-6202-49b7-81c9-962518e321fc', '90463560-9d5e-48c3-bbcd-418c59ef87ee']",38,,,,,,,,,,,,,,,,,,,,Argentina,779,00:01:38.311,Pass,
,,,,,,,,,,,,,,,,,,1.399164,,,,,,,,,,,,,49ad1a0f-a688-4e75-a947-bcbe63949e43,103,,"[56.3, 45.1]",3888717,1,,,,-0.7564208,,Right Foot,,,"[63.4, 38.4]",,Ground Pass,,9.762172,,,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Wim Jansen,397804.0,Center Defensive Midfield,5,Netherlands,941,['2aa1b7c4-9609-406f-8370-53ff0dc1d360'],41,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:41.112,Pass,
,,,,,,,,,,,,,,,,,,1.266432,,,,,,,,,,,,,af623ce2-08d1-4cca-beaf-f1a20a386103,110,,"[83.2, 70.7]",3888717,1,,,,-2.0382462,,Left Foot,,,"[77.9, 60.2]",,Ground Pass,,11.761803,,,,Wim Jansen,397804.0,,,,,,,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,5,Netherlands,941,['c371c7c7-d082-4da7-8825-1db063d3936f'],52,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:52.725,Pass,
,,,,,,,,,,,,,,,,,,1.940699,,,,,,,,,,,,,1f9ca2a1-46f9-4f9e-9532-8a0be3abe0fd,113,,"[77.6, 57.1]",3888717,1,,,,-1.5007358,,No Touch,,,"[78.4, 45.7]",,Ground Pass,,11.428036,,True,,Johan Cruyff,39713.0,,,,,,,1,From Throw In,Wim Jansen,397804.0,Center Defensive Midfield,5,Netherlands,941,['6862b86a-f864-42af-a2aa-2055ea97b878'],54,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:54.354,Pass,
,,,,,,,,,,,,,,,,,,0.784722,,,,,,,,,,,,,a7bb7608-c353-4b6f-a92b-834aa4d68082,117,,"[92.1, 33.7]",3888717,1,,,,-0.83620185,,Right Foot,,,"[97.7, 27.5]",,Ground Pass,,8.354639,,,,Rob Rensenbrink,397808.0,,,,,,,1,From Throw In,Johan Cruyff,39713.0,Center Forward,5,Netherlands,941,['8613b64b-7bef-48f6-a64e-057bf2acca96'],59,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:01:59.408,Pass,
,,,,,,,,,,,,,,,,,,0.873549,,,,,,,,,,,,,a082f4b3-444d-4194-a3e6-3bd8a40a090d,119,,"[98.2, 25.9]",3888717,2,,,,1.1434964,,Right Foot,,,"[103.3, 37.1]",,High Pass,,12.306502,,,,Johan Cruyff,39713.0,,,,Through Ball,True,,1,From Throw In,Rob Rensenbrink,397808.0,Left Wing,5,Netherlands,941,['d3d47611-4acf-46f9-a1ff-705fc54bc452'],0,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:00.192,Pass,
,,,,,,,,,,,,,,,,,,1.025915,,,,,,,,,,,,,1e01cc1e-1e97-4a1e-ab94-090173ecedd0,123,,"[105.6, 0.1]",3888717,2,,,,1.5350972,,,,,"[106.0, 11.3]",,Low Pass,,11.207141,,,,Rob Rensenbrink,397808.0,,,,,,Throw-in,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,6,Netherlands,941,['eabaa520-1e6a-4f7f-8dba-6d37348311cd'],13,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:13.262,Pass,
,,,,,,,,,,,,,,,,,,0.867361,,,,,,,,,,,,,6c34d8af-5e84-425c-acde-c0f2b3973efc,125,,"[105.2, 12.5]",3888717,2,,,,-1.2942824,,Right Foot,,,"[107.3, 5.1]",,Low Pass,,7.692204,,,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Rob Rensenbrink,397808.0,Left Wing,6,Netherlands,941,['8c2e6d9d-f87a-417b-8d9a-a5fb4a94caad'],14,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:14.288,Pass,
,,,,,,,,,,,,,,,,,,0.755035,,,,,,,,,,,,,96ab2219-2a9e-4076-9b02-a7cdf2a39aae,132,,"[106.8, 12.1]",3888717,2,,,,1.7662871,,Left Foot,,,"[104.8, 22.2]",,Ground Pass,,10.296116,,,,Johan Cruyff,39713.0,,,,,,,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,6,Netherlands,941,['5b0024b4-06f7-4c38-99b8-7f304e7fb98e'],17,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:17.843,Pass,
,,,,,,,,,,,,,,,,,,1.286326,,,,,,,,,,,,,776d3c59-725d-4d8f-bc80-db8d944cb38b,141,,"[103.3, 26.3]",3888717,2,,,,2.8461518,,Right Foot,,,"[96.4, 28.4]",,Ground Pass,,7.212489,,,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Johan Cruyff,39713.0,Center Forward,6,Netherlands,941,"['3d4c0b27-19da-440b-9b23-9a2a02ad001a', '7d9390a3-0e69-4040-8022-138a48507985']",20,,,,,,,,,,,,,,,,,,,,Netherlands,941,00:02:20.471,Pass,True
,,,,,,,,,,,,,,,,,,2.532354,,,,,,,,,,,,,99d18e49-f274-41fd-988b-7bf0474040fd,146,,"[6.0, 36.0]",3888717,2,,,,-0.5930928,,Right Foot,,,"[55.7, 2.5]",,High Pass,,59.936134,,,,René Orlando Houseman,398084.0,,,,,,Goal Kick,1,From Goal Kick,Daniel Alberto Carnevali,397833.0,Goalkeeper,7,Argentina,779,['9715d458-1bb3-447a-b289-a15060a6d0b2'],48,,,,,,,,,,,,,,,,,,,,Argentina,779,00:02:48.646,Pass,
,,,,,,,,,,,,,,,,,,1.095103,,,,,,,,,,,,,66c28969-605d-40e2-a5bf-16f3ab400f0e,159,,"[61.9, 33.1]",3888717,3,,,,1.885554,,Right Foot,,,"[59.1, 41.7]",,Ground Pass,,9.044335,,,,Francisco Pedro Manuel Sá,398071.0,,,,,,Free Kick,1,From Free Kick,Ramón Armando Heredia Ruarte,398076.0,Right Defensive Midfield,8,Argentina,779,['a87ce837-98eb-43e3-ad0b-1cd3559f09e4'],14,,,,,,,,,,,,,,,,,,,,Argentina,779,00:03:14.983,Pass,
