50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.363793,,,,,,,,,,,,,,,6ad621ab-aa5e-4314-acb6-0afcade63da8,16,,"[34.8, 21.6]",3888720,0,,,,1.5262914,,Right Foot,,,"[35.9, 46.3]",,Ground Pass,,24.724482,,Arie Haan,39719.0,,,,,,,1,From Kick Off,Wim Rijsbergen,397816.0,Right Center Back,2,Netherlands,941,['7b4eba16-e6b2-4e98-a658-3c199fc887e4'],9,,,,,,,,,,,,,,,,,Netherlands,941,00:00:09.897,Pass,
,,,,,,,,,,,,,,,,,,,,1.496482,,,,,,,,,,,,,,,c62734ad-9f17-4b93-aa30-2b8e68e50bfb,19,,"[41.8, 59.1]",3888720,0,,,,1.4245609,,Right Foot,,,"[43.7, 72.0]",,Ground Pass,,13.039172,,Wim Suurbier,39734.0,,,,,,,1,From Kick Off,Arie Haan,39719.0,Left Center Back,2,Netherlands,941,['95646c96-a6ca-46c6-9072-5ca2681983cd'],13,,,,,,,,,,,,,,,,,Netherlands,941,00:00:13.663,Pass,
,,,,,,,,,,,,,,,,,,,,1.950766,,,,,,,,,,,,,,,4828b1c3-349e-424f-874a-2a34c10a247d,22,,"[43.7, 69.7]",3888720,0,,,,-1.9853032,,Right Foot,,,"[39.3, 59.7]",,Ground Pass,,10.9252,,Arie Haan,39719.0,,,,,,,1,From Kick Off,Wim Suurbier,39734.0,Right Back,2,Netherlands,941,['4676186e-6ed1-4f25-be92-8783267499da'],15,,,,,,,,,,,,,,,,,Netherlands,941,00:00:15.487,Pass,
,,,,,,,,,,,,,,,,,,,,1.426745,,,,,,,,,,,,,,,ed8654d1-92ea-4543-990d-5030b8eb9625,24,,"[39.3, 59.7]",3888720,0,,,,-1.4022852,,Right Foot,,,"[43.4, 35.6]",,Ground Pass,,24.446268,,Wim Rijsbergen,397816.0,,,,,,,1,From Kick Off,Arie Haan,39719.0,Left Center Back,2,Netherlands,941,['096da4f0-eb31-446c-81ab-23d697b2ce1b'],17,,,,,,,,,,,,,,,,,Netherlands,941,00:00:17.438,Pass,
,,,,,,,,,,,,,,,,,,,,2.103193,,,,,,,,,,,,,,,491f0f50-2d12-4e78-a5ff-b40de03e380a,27,,"[52.5, 36.3]",3888720,0,,,,1.5276133,,Right Foot,,,"[53.2, 52.5]",,Ground Pass,,16.215117,,Arie Haan,39719.0,,,,,,,1,From Kick Off,Wim Rijsbergen,397816.0,Right Center Back,2,Netherlands,941,['837f821d-7703-49a3-8d50-d68ce1853818'],22,,,,,,,,,,,,,,,,,Netherlands,941,00:00:22.583,Pass,
,,,,,,,,,,,,,,,,,,,,3.017303,,,,,,,,,,,,,,,3400b74d-de10-4335-a2c9-af59fd6a3b19,30,,"[53.1, 52.2]",3888720,0,,,,0.0,,Right Foot,,,"[55.0, 52.2]",,Ground Pass,,1.9,,Johan Cruyff,39713.0,,,,,,,1,From Kick Off,Arie Haan,39719.0,Left Center Back,2,Netherlands,941,['96866d4f-a1dc-4427-86fd-16afd5388cb6'],24,,,,,,,,,,,,,,,,,Netherlands,941,00:00:24.708,Pass,
,,,,,,,,,,,,,,,,,,,,1.859198,,,,,,,,,,,,,,,371b27ff-7296-4735-ab80-a50435f5c7c1,33,,"[62.6, 66.0]",3888720,0,,,,-0.93804747,,Right Foot,,,"[74.7, 49.5]",,Ground Pass,,20.461184,,Wim Rijsbergen,397816.0,,,,,,,1,From Kick Off,Johan Cruyff,39713.0,Center Forward,2,Netherlands,941,['c12c572c-ff5f-44e7-b6c9-f77c77a45b3c'],32,,,,,,,,,,,,,,,,,Netherlands,941,00:00:32.246,Pass,
,,,,,,,,,,,,,,,,,,,,1.571768,,,,,,,,,,,,,,,91fe42bc-4e47-46c4-b0d5-3f6c61f37572,36,,"[78.7, 24.4]",3888720,0,,,,-1.8255546,,Right Foot,,,"[73.7, 5.2]",,Ground Pass,,19.840363,,Ruud Krol,39720.0,,,,,,,1,From Kick Off,Wim Rijsbergen,397816.0,Right Center Back,2,Netherlands,941,['8abf7215-8595-4bd3-ab15-2f67deffa821'],36,,,,,,,,,,,,,,,,,Netherlands,941,00:00:36.134,Pass,
,,,,,,,,,,,,,,,,,,,,1.390484,,,,,,,,,,,,,,,fbaff732-8f99-4b8c-8230-0367e0f1f032,39,,"[74.5, 3.9]",3888720,0,,,,-0.11998821,,Right Foot,,,"[88.6, 2.2]",,Ground Pass,,14.202112,,Rob Rensenbrink,397808.0,,,,,,,1,From Kick Off,Ruud Krol,39720.0,Left Back,2,Netherlands,941,['5418a4bb-1f4b-4302-a6df-628dd8d426a5'],38,,,,,,,,,,,,,,,,,Netherlands,941,00:00:38.539,Pass,
,,,,,,,,,,,,,,,,,,,,0.656401,,,,,,,,,,,,,,,3a6e1dd9-b3e5-4e65-8a41-50ff35d79c9d,42,,"[90.7, 2.8]",3888720,0,,,,1.0179551,,Left Foot,,,"[93.6, 7.5]",,Ground Pass,,5.5226803,,Wim Jansen,397804.0,,,,,,,1,From Kick Off,Rob Rensenbrink,397808.0,Left Wing,2,Netherlands,941,['4b308e73-6fa4-4c1b-83c8-f5a0623e7178'],40,,,,,,,,,,,,,,,,,Netherlands,941,00:00:40.788,Pass,
,,,,,,,,,,,,,,,,,,,,1.775147,,,,,,,,,,,,,,,e2b5cdac-0e18-4f0b-ba79-ecd2370f6556,47,,"[90.1, 7.2]",3888720,0,,,,2.914249,,Right Foot,,,"[76.7, 10.3]",,Ground Pass,,13.753908,,Wim Rijsbergen,397816.0,,,,,,,1,From Kick Off,Wim Jansen,397804.0,Center Defensive Midfield,2,Netherlands,941,['fe2c7c2d-8793-4012-96ab-fe0590a5ed8c'],42,,,,,,,,,,,,,,,,,Netherlands,941,00:00:42.248,Pass,
,,,,,,,,,,,,,,,,,,,,1.784195,,,,,,,,,,,,,,,51233811-9ee9-4bd7-8cf9-14f794a5d2bd,50,,"[75.3, 10.5]",3888720,0,,,,1.8808825,,Right Foot,,,"[66.2, 38.9]",,Ground Pass,,29.822308,,Johan Cruyff,39713.0,,,,,,,1,From Kick Off,Wim Rijsbergen,397816.0,Right Center Back,2,Netherlands,941,['b8f64dc1-167f-4146-8c7f-4b68a2f88ac7'],45,,,,,,,,,,,,,,,,,Netherlands,941,00:00:45.134,Pass,
,,,,,,,,,,,,,,,,,,,,0.847997,,,,,,,,,,,,,,,c4378005-32ab-40a3-961e-310183019e7a,58,,"[61.0, 40.1]",3888720,1,True,,,2.5829933,,Right Foot,,,"[57.0, 42.6]",,Ground Pass,,4.7169905,,Wolfgang Overath,38623.0,,,,,,Kick Off,1,From Kick Off,Gerhard Müller,38612.0,Left Center Forward,4,Germany,770,['bca26aee-8335-4196-a72e-957b61318a4b'],56,,,,,,,,,,,,,,,,,Germany,770,00:01:56.888,Pass,
,,,,,,,,,,,,,,,,,,,,1.311466,,,,,,,,,,,,,,,0fa11558-8d80-4fae-8e36-b73550359710,60,,"[64.2, 42.3]",3888720,1,,,,1.5392278,,Left Foot,,,"[64.5, 51.8]",,Ground Pass,,9.504736,,Berti Vogts,38611.0,,,,,,,1,From Kick Off,Wolfgang Overath,38623.0,Left Defensive Midfield,4,Germany,770,['45421c38-c405-4648-9d83-a5eac7731e51'],59,,,,,,,,,,,,,,,,,Germany,770,00:01:59.022,Pass,
,,,,,,,,,,,,,,,,,,,,1.104788,,,,,,,,,,,,,,,2a3758c8-672e-4be4-b51c-cb981775a36d,64,,"[66.9, 50.4]",3888720,2,,,,-2.2385583,,Right Foot,,,"[57.2, 38.1]",,Ground Pass,,15.66461,,Wolfgang Overath,38623.0,,,,,,,1,From Kick Off,Berti Vogts,38611.0,Right Midfield,4,Germany,770,['48205631-e26c-45a4-a65d-391e7d4474a8'],0,,,,,,,,,,,,,,,,,Germany,770,00:02:00.800,Pass,
,,,,,,,,,,,,,,,,,,,,1.129935,,,,,,,,,,,,,,,ed164d46-c588-4945-af94-1af4e607cdab,67,,"[57.0, 39.6]",3888720,2,,,,-1.9392964,,Right Foot,,,"[53.1, 29.5]",,Ground Pass,,10.826818,,Georg Schwarzenbeck,38617.0,,,,,,,1,From Kick Off,Wolfgang Overath,38623.0,Left Defensive Midfield,4,Germany,770,['861f1e8f-b4b0-4d7b-aaf2-1f33129e99fd'],2,,,,,,,,,,,,,,,,,Germany,770,00:02:02.765,Pass,
,,,,,,,,,,,,,,,,,,,,1.564918,,,,,,,,,,,,,,,557b7165-486c-4569-808e-aa8ef2130d0d,70,,"[57.2, 22.1]",3888720,2,,,,-0.14450802,,Right Foot,,,"[84.0, 18.2]",,Ground Pass,,27.082281,,Bernd Hölzenbein,42171.0,,,,,,,1,From Kick Off,Georg Schwarzenbeck,38617.0,Right Center Back,4,Germany,770,['f464aa5d-f14d-48c2-b999-114a2b336ed3'],5,,,,,,,,,,,,,,,,,Germany,770,00:02:05.651,Pass,
,,,,,,,,,,,,,,,,,,,,1.100013,,,,,,,,,,,,,,,493adc1c-fe66-4a9a-9ff6-a3a9a0773d1e,76,,"[81.4, 18.4]",3888720,2,,,,1.141034,,Right Foot,,,"[84.7, 25.6]",,Ground Pass,,7.920227,,Wolfgang Overath,38623.0,,,,,,Free Kick,1,From Free Kick,Paul Breitner,38610.0,Left Back,5,Germany,770,['c31e8b0d-2335-4fa0-a210-200059d79abe'],16,,,,,,,,,,,,,,,,,Germany,770,00:02:16.522,Pass,
,,,,,,,,,,,,,,,,,,,,1.179617,,,,,,,,,,,,,,,eb0a0d2d-5e84-4be1-a536-62e23189b42f,79,,"[82.8, 19.8]",3888720,2,,,,-0.8706184,,Left Foot,,,"[91.9, 9.0]",,Ground Pass,,14.122677,,Paul Breitner,38610.0,,,,,,,1,From Free Kick,Wolfgang Overath,38623.0,Left Defensive Midfield,5,Germany,770,['7c8fdba6-3176-43d0-94b1-951dd0fdce4a'],19,,,,,,,,,,,,,,,,,Germany,770,00:02:19.774,Pass,
,,,,,,,,,,,,,,,,,,,,1.058606,,,,,,,,,,,,,,,b7382cce-0e5a-483a-ade5-2aca2ef6e617,83,,"[87.2, 24.9]",3888720,2,,,,0.26933438,,Right Foot,,,"[106.4, 30.2]",,Ground Pass,,19.918081,,Ulrich Hoeneß,38626.0,,,,,,,1,From Free Kick,Paul Breitner,38610.0,Left Back,5,Germany,770,['8bacb5d0-a951-4ab1-be5a-bd8166949710'],23,,,,,,,,,,,,,,,,,Germany,770,00:02:23.432,Pass,
,,,,,,,,,,,,,,,,,,,,1.486426,,,,,,,,,,,,,,,c147b586-b2c2-4719-b60e-20e92ff72012,94,,"[115.4, 17.4]",3888720,2,,,,2.7087045,f23e1094-a6e7-4419-8d00-12e517266d9f,Right Foot,,True,"[102.2, 23.5]",,Ground Pass,,14.541321,,Paul Breitner,38610.0,True,,,,,,1,From Free Kick,Gerhard Müller,38612.0,Left Center Forward,5,Germany,770,"['520c8888-6b16-4bda-9180-98cb2dd04100', '8c7b8aff-d81c-4807-8a64-b4f9465a3db3']",31,,,,,,,,,,,,,,,,,Germany,770,00:02:31.315,Pass,True
,,,,,,,,,,,,,,,,,,,,3.75995,,,,,,,,,,,,,,,bb3d5d03-fc2d-413f-a1af-9b6974e39ceb,100,,"[8.6, 0.1]",3888720,2,,,,0.11928124,,,,,"[35.3, 3.3]",,High Pass,,26.891077,,Willem van Hanegem,397803.0,,,,,,Throw-in,1,From Throw In,Ruud Krol,39720.0,Left Back,6,Netherlands,941,['5553190f-2d4f-4cf6-8000-258da6f3980c'],41,,,,,,,,,,,,,,,,,Netherlands,941,00:02:41.683,Pass,
,,,,,,,,,,,,,,,,,,,,1.056447,,,,,,,,,,,,,,,8b04f608-fa48-4c29-b889-e1c93094d3f0,103,,"[46.1, 3.0]",3888720,2,,,,-0.011363147,,Left Foot,,,"[63.7, 2.8]",,Ground Pass,,17.601137,,Rob Rensenbrink,397808.0,,,,,,,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,6,Netherlands,941,['8caffdae-b6a6-4f45-a765-dd77726b5373'],47,,,,,,,,,,,,,,,,,Netherlands,941,00:02:47.195,Pass,
,,,,,,,,,,,,,,,,,,,,1.002624,,,,,,,,,,,,,,,8bddae90-e151-4131-99d2-4641f37df6b6,107,,"[62.9, 1.6]",3888720,2,,,,1.2351577,,Right Foot,,,"[65.9, 10.2]",,Ground Pass,,9.108238,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Rob Rensenbrink,397808.0,Left Wing,6,Netherlands,941,"['28c38bcf-5e89-4105-9a62-247704649cd1', '9c3fb4d3-0f42-4d19-a127-1e0d0acaa41b']",48,,,,,,,,,,,,,,,,,Netherlands,941,00:02:48.550,Pass,True
,,,,,,,,,,,,,,,,,,,,2.034151,,,,,,,,,,,,,,,67511705-140a-47d1-ba45-bcc29b4d381e,115,,"[64.8, 3.8]",3888720,2,,,,2.868584,,Left Foot,,,"[44.8, 9.4]",,Ground Pass,,20.769209,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Willem van Hanegem,397803.0,Left Center Midfield,6,Netherlands,941,['70ca5ea4-4f34-4022-859a-82f3dc4588e6'],57,,,,,,,,,,,,,,,,,Netherlands,941,00:02:57.102,Pass,
,,,,,,,,,,,,,,,,,,,,1.093672,,,,,,,,,,,,,,,89f55884-a42a-4377-bbbc-0b774544f464,118,,"[45.1, 11.4]",3888720,3,,,,0.26625204,,Right Foot,,,"[69.3, 18.0]",,Ground Pass,,25.083858,,Wim Jansen,397804.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,6,Netherlands,941,['34126085-9705-4c20-a604-da8a32e4a1fd'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:03:00.576,Pass,
,,,,,,,,,,,,,,,,,,,,1.449622,,,,,,,,,,,,,,,aba38488-ccd1-4370-807c-1539d44b7ab5,121,,"[81.7, 14.1]",3888720,3,,,,-1.3068326,,Right Foot,,,"[84.7, 3.0]",,Ground Pass,,11.4982605,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Wim Jansen,397804.0,Center Defensive Midfield,6,Netherlands,941,['dc3a4954-e7d8-4c91-85c7-3253d643c997'],4,,,,,,,,,,,,,,,,,Netherlands,941,00:03:04.709,Pass,
,,,,,,,,,,,,,,,,,,,,1.358086,,,,,,,,,,,,,,,5bc1a64e-b28c-4273-bea0-5b2f27504d75,124,,"[87.2, 5.0]",3888720,3,,,,0.13489017,,Right Foot,,,"[101.2, 6.9]",,Ground Pass,,14.128341,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,6,Netherlands,941,['af04ce77-7c4b-478d-9842-0c2fe14c4572'],7,,,,,,,,,,,,,,,,,Netherlands,941,00:03:07.430,Pass,
,,,,,,,,,,,,,,,,,,,,1.562514,,,,,,,,,,,,,,,ede2ba99-bf4d-4ff3-a0d0-d4ad773861e7,132,,"[84.2, 4.9]",3888720,3,,,,-0.41822433,,Left Foot,,,"[87.8, 3.3]",,Ground Pass,,3.939543,,Willem van Hanegem,397803.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,6,Netherlands,941,['f292f29a-9d72-4ee1-9f6e-9e07ed51bafc'],12,,,,,,,,,,,,,,,,,Netherlands,941,00:03:12.081,Pass,
,,,,,,,,,,,,,,,,,,,,1.209728,,,,,,,,,,,,,,,c1ff4b2f-c11f-4b52-a9ba-8edb0ecab0c9,138,,"[85.1, 5.0]",3888720,3,,,,-0.09374154,,Right Foot,,,"[96.8, 3.9]",,Ground Pass,,11.7515955,,Rob Rensenbrink,397808.0,,,,,,Free Kick,1,From Free Kick,Willem van Hanegem,397803.0,Left Center Midfield,7,Netherlands,941,['9e34daa7-6900-4a6c-8e7a-034ee061a1f4'],21,,,,,,,,,,,,,,,,,Netherlands,941,00:03:21.889,Pass,
,,,,,,,,,,,,,,,,,,,,0.845651,,,,,,,,,,,,,,,956bd1ef-187f-417b-9d20-9fa0462ba771,141,,"[98.2, 3.9]",3888720,3,,,,2.9840312,,Left Foot,,,"[87.5, 5.6]",,Ground Pass,,10.834205,,Willem van Hanegem,397803.0,,,,,,,1,From Free Kick,Rob Rensenbrink,397808.0,Left Wing,7,Netherlands,941,['06c19dbf-5643-4c87-ada9-e95e8d69c5cd'],25,,,,,,,,,,,,,,,,,Netherlands,941,00:03:25.089,Pass,
,,,,,,,,,,,,,,,,,,,,1.20109,,,,,,,,,,,,,,,9c62c4f3-37d7-4d53-8f17-6864817dbabf,147,,"[85.3, 8.5]",3888720,3,,,,1.0636978,,Right Foot,,,"[92.3, 21.1]",,Ground Pass,,14.413882,,Willem van Hanegem,397803.0,,,,,,Free Kick,1,From Free Kick,Ruud Krol,39720.0,Left Back,8,Netherlands,941,['57923d1a-3c6a-485b-a2d0-39c1a30768d7'],55,,,,,,,,,,,,,,,,,Netherlands,941,00:03:55.107,Pass,
,,,,,,,,,,,,,,,,,,,,2.790483,,,,,,,,,,,,,,,c17e1d52-bca8-4c83-9462-e2e8f07f7417,149,,"[92.5, 21.1]",3888720,3,,,,-0.09256175,,Right Foot,,,"[116.2, 18.9]",,Ground Pass,,23.801891,,Ruud Krol,39720.0,,,,,,,1,From Free Kick,Willem van Hanegem,397803.0,Left Center Midfield,8,Netherlands,941,['ba581a91-8323-47d4-b24c-0f407e299bdc'],56,,,,,,,,,,,,,,,,,Netherlands,941,00:03:56.308,Pass,
,,,,,,,,,,,,,,,,,,,,0.861603,,,,,,,,,,,,,,,1934386f-43f8-4d82-a912-969f1d80b360,153,,"[117.2, 19.5]",3888720,3,,,,1.456645,,Left Foot,True,,"[119.0, 35.2]",,High Pass,,15.802848,Out,Johan Neeskens,39721.0,,,,,,,1,From Free Kick,Ruud Krol,39720.0,Left Back,8,Netherlands,941,"['06dd7b1e-da64-4e51-a561-51731a821a7c', 'dea9d8e9-38aa-4bce-ab9c-11662ca36dd5']",59,,,,,,,,,,,,,,,,,Netherlands,941,00:03:59.142,Pass,True
