ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.484948,,,,,,,,,,,8b2e74da-2fda-4b74-92a5-96b2d204ca24,18,,"[42.4, 55.7]",3754141,0,,,,,1.0552473,,Left Foot,,,"[50.9, 70.7]",,Ground Pass,17.24094,,,Mathieu Debuchy,4428.0,,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['980c1bcc-3d30-4be8-86c1-85547b6eddff'],12,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:12.767,Pass,
,,,,,,,,,,,,,,,,5.675505,,,,,,,,,,,c812b4c5-b143-417b-91b7-9f361c3b0c2d,21,,"[54.2, 71.8]",3754141,0,,,,,-0.077705815,,Right Foot,,,"[119.7, 66.7]",,High Pass,65.69825,Out,,Aaron Ramsey,3517.0,,,,,,,1,From Kick Off,Mathieu Debuchy,4428.0,Right Back,2,Arsenal,1,['db2e7c06-5f1a-4ff2-b1f8-cbd8912fe1f4'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:15.212,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,64ea27d5-1a32-4b43-943e-93adb8883c8b,23,,"[7.0, 36.1]",3754141,0,,True,,,-0.9866659,,Right Foot,,,"[22.8, 12.2]",,Ground Pass,28.65048,,,Aaron Cresswell,3062.0,,,,,,Goal Kick,1,From Goal Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,3,West Ham United,40,['50263a85-52d3-4754-98de-b4d5dae8b118'],33,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:33.379,Pass,
,,,,,,,,,,,,,,,,0.191816,,,,,,,,,,,80afa40a-1673-4b14-bdca-83d0127cd3b9,25,,"[28.1, 11.4]",3754141,0,,,,,0.033320997,,Left Foot,,,"[31.1, 11.5]",,High Pass,3.0016663,Incomplete,,,,,,,,,,1,From Goal Kick,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['0e44c1a0-4665-4329-ab0c-ecd3788b5365'],36,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:36.714,Pass,
,,,,,,,,,,,,,,,,0.816334,,,,,,,,,,,5cbc0ca4-c056-404b-bc05-84fce6d113f8,27,,"[60.4, 0.1]",3754141,0,,,,,1.204402,,,,,"[63.7, 8.7]",,Low Pass,9.211406,,,Dimitri Payet,3491.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,4,West Ham United,40,['b207894c-b10c-4681-a377-dcf95b4b9149'],54,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:54.458,Pass,
,,,,,,,,,,,,,,,,0.89696,,,,,,,,,,,c9f2b369-baa5-41b6-a2a1-ead574f44c1f,29,,"[63.7, 8.7]",3754141,0,,,,,-2.2920623,,Right Foot,,,"[58.6, 2.9]",,Low Pass,7.7233415,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Left Wing,4,West Ham United,40,['2a71228a-a4fe-4a07-ac0a-a3c77d73044d'],55,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:55.275,Pass,
,,,,,,,,,,,,,,,,1.104388,,,,,,,,,,,57e74089-f92a-44af-80cb-9ce494a1495b,32,,"[58.6, 2.9]",3754141,0,,,,,1.8559778,,Left Foot,,,"[51.3, 27.8]",,High Pass,25.948025,,,Reece Oxford,4273.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,4,West Ham United,40,['426355a3-3542-4909-9174-553182ce8a48'],56,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:56.236,Pass,
,,,,,,,,,,,,,,,,1.799999,,,,,,,,,,,26f91d5d-da19-4f6e-a66f-465302297788,35,,"[49.0, 28.4]",3754141,0,,,,,2.4851053,,Right Foot,,,"[30.7, 42.5]",,Low Pass,23.101948,,,Winston Reid,4280.0,,,,,,,1,From Throw In,Reece Oxford,4273.0,Center Defensive Midfield,4,West Ham United,40,['83373349-52b5-4065-b455-5cd88abb3f15'],58,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:58.617,Pass,
,,,,,,,,,,,,,,,,1.319998,,,,,,,,,,,e57209da-606d-4dd2-862f-6290d6b934f5,38,,"[30.7, 42.5]",3754141,1,,,,,-1.6558181,,Right Foot,,,"[29.2, 24.9]",,Ground Pass,17.663805,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Winston Reid,4280.0,Right Center Back,4,West Ham United,40,['1a4440af-5e36-46a9-bfe6-ff430f6a30b9'],1,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:01.558,Pass,
,,,,,,,,,,,,,,,,1.24238,,,,,,,,,,,d0516b1a-0616-4455-a36b-85e289ae7c9c,41,,"[29.5, 24.4]",3754141,1,,,,,-0.7332367,,Left Foot,,,"[42.6, 12.6]",,Ground Pass,17.63094,,,Mark Noble,3874.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,West Ham United,40,['1dafe960-05e6-48f9-97c2-630334bd7eee'],3,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:03.958,Pass,
,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,375ee77d-7e97-4623-9535-6288713d0503,44,,"[42.6, 12.6]",3754141,1,,,,,-2.8276544,,Right Foot,,,"[27.2, 7.6]",,Ground Pass,16.191357,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Throw In,Mark Noble,3874.0,Left Center Midfield,4,West Ham United,40,['448be3bb-4251-40ba-8355-67c20e69cb2a'],5,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:05.241,Pass,
,,,,,,,,,,,,,,,,2.696631,,,,,,,,,,,f67c8e23-4307-4dc4-8d38-af342ec4e51c,47,,"[27.2, 7.6]",3754141,1,,,,,0.28988105,,Left Foot,,,"[73.8, 21.5]",,High Pass,48.628902,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,From Throw In,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,West Ham United,40,"['02c8a3f8-269c-4a68-812d-01b292672f42', '8f10af73-2e9c-4eac-a78a-f483fd7470a7']",7,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:07.161,Pass,
,,,,,,,,,,,,,,,,0.614785,,,,,,,,,,,391e6d26-55a0-496c-bab4-362e511d93fc,51,,"[48.5, 56.4]",3754141,1,,,,,-0.34038195,,Left Foot,,,"[53.3, 54.7]",,Ground Pass,5.0921507,,,Francis Joseph Coquelin,3437.0,,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['1f04620a-545d-474e-b9e7-45f4f496e8c8'],11,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:11.052,Pass,
,,,,,,,,,,,,,,,,0.978878,,,,,,,,,,,8af9cf0d-58e9-4967-84c3-e41f2e15a2f1,53,,"[53.5, 54.9]",3754141,1,,,,,2.3357892,,Right Foot,,,"[46.3, 62.4]",,Ground Pass,10.396634,,,Mathieu Debuchy,4428.0,,,,,,,1,Regular Play,Francis Joseph Coquelin,3437.0,Left Defensive Midfield,5,Arsenal,1,['90fbce04-1a2d-46c9-8c24-2f9da0356078'],11,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:11.667,Pass,
,,,,,,,,,,,,,,,,0.832405,,,,,,,,,,,32fd2378-b933-4f47-b28e-b069fcb94412,57,,"[48.1, 62.8]",3754141,1,,,,,0.36717382,,Right Foot,,,"[61.1, 67.8]",,Ground Pass,13.928389,,,Alex Oxlade-Chamberlain,3525.0,,,,,,,1,Regular Play,Mathieu Debuchy,4428.0,Right Back,5,Arsenal,1,['d035da84-8762-4ffd-8e2d-ed38f41ea7b8'],13,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:13.566,Pass,
,,,,,,,,,,,,,,,,0.320853,,,,,,,,,,,a0dae503-33c2-4649-ad12-83d7e8100fba,65,,"[61.9, 11.4]",3754141,1,,,,,-0.7727406,,Left Foot,,,"[65.9, 7.5]",,Ground Pass,5.5865912,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,"['0ecf36f1-dd20-48d8-8c95-aacc45aa0f1b', '96d7c8db-30b5-4151-992c-a272ea7db010']",15,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:15.991,Pass,True
,,,,,,,,,,,,,,,,0.676775,,,,,,,,,,,f189c30f-b345-4d49-ba0d-f9e41b19f697,67,,"[65.9, 7.5]",3754141,1,,True,,,1.6971045,,Right Foot,,,"[65.1, 13.8]",,Ground Pass,6.3505907,,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,['f0be1493-0b72-4d99-9e71-2192588c356a'],16,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:16.312,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,16f33bc7-cca4-43b2-9b1e-1a8a61023c3c,70,,"[68.7, 14.4]",3754141,1,,,,,-0.5780879,,Left Foot,,,"[85.1, 3.7]",,Ground Pass,19.581879,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,"['3595b843-1243-4653-b83e-ca5b0ffea8ad', 'd0f3ec06-6df7-4707-9e50-585af718c266']",17,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:17.571,Pass,True
,,,,,,,,,,,,,,,,1.045044,,,,,,,,,,,a780b128-481a-417e-96f5-8b62db02d84e,77,,"[98.2, 9.4]",3754141,1,,,,,-2.4037776,,Right Foot,,,"[93.8, 5.4]",,Ground Pass,5.9464273,,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,['de13bf12-bbb0-461f-88cc-6fb3911e6951'],22,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:22.391,Pass,
,,,,,,,,,,,,,,,,0.919999,,,,,,,,,,,870b9251-32e8-43e0-b166-effeb4cb7369,80,,"[92.8, 7.6]",3754141,1,,,,,-2.9315038,,Left Foot,,,"[79.2, 4.7]",,Ground Pass,13.905754,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,['001b0fa8-a781-481e-80f2-b72f485974ef'],27,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:27.031,Pass,
,,,,,,,,,,,,,,,,0.842742,,,,,,,,,,,2d039112-f8cf-4553-8f91-eb0a2522a008,84,,"[72.4, 3.1]",3754141,1,,,,,2.5899377,,Right Foot,,,"[58.1, 11.9]",,Ground Pass,16.790771,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,6,West Ham United,40,"['3bea075d-922a-42ea-977a-26e9d506691f', 'a2221fa8-32dd-4bb7-a661-468a77e49c4e']",29,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:29.136,Pass,True
,,,,,,,,,,,,,,,,3.195388,,,,,,,,,,,d01aa5ff-55a0-4cb0-8a2e-f6903cae51d4,87,,"[55.1, 14.3]",3754141,1,,,,,1.8078144,,Left Foot,,,"[45.8, 52.8]",,Ground Pass,39.607323,,,Winston Reid,4280.0,,,,,,,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,['011f6f88-1fe1-45b9-bb93-608799ecad06'],31,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:31.179,Pass,
,,,,,,,,,,,,,,,,1.519999,,,,,,,,,,,178baaa7-32c5-4421-a403-e3e9b792de45,90,,"[45.5, 52.8]",3754141,1,,,,,-1.6241807,,Right Foot,,,"[44.1, 26.6]",,Ground Pass,26.237377,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,Regular Play,Winston Reid,4280.0,Right Center Back,6,West Ham United,40,['9bd307a6-6942-4c4e-9a19-008e6d5df263'],36,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:36.454,Pass,
,,,,,,,,,,,,,,,,1.246995,,,,,,,,,,,e6428e55-1157-4671-a65e-65d80f841929,93,,"[44.3, 25.8]",3754141,1,,,,,-0.9140947,,Left Foot,,,"[55.4, 11.4]",,Ground Pass,18.181583,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,['17f2bba7-3b40-47bd-91e8-5681420cebf5'],39,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:39.134,Pass,
,,,,,,,,,,,,,,,,0.759999,,,,,,,,,,,7711ce10-a97e-4565-a08b-85f8973364e0,96,,"[62.4, 11.1]",3754141,1,,,,,-0.4723054,,Right Foot,,,"[71.6, 6.4]",,Ground Pass,10.331021,,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,6,West Ham United,40,['c485d3d0-2f6f-4075-b20d-a8bc3f5b43b8'],43,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:43.301,Pass,
,,,,,,,,,,,,,,,,0.094193,,,,,,,,,,,a19482aa-dcf0-49c7-a01b-57217e0b4480,100,,"[72.8, 6.2]",3754141,1,,,,,0.90975314,,Left Foot,,,"[74.2, 8.0]",,Ground Pass,2.280351,Incomplete,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,"['0d96fec6-c1fa-480f-8e05-8b9a4bc9a147', '8712db6d-a362-4538-9211-2f55487bda67', 'ea18a6fc-5cbb-44de-8ce8-c793d3c7ed30']",44,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:44.981,Pass,True
,,,,,,,,,,,,,,,,1.260997,,,,,,,,,,,fc94ddfd-b31c-4aa1-8182-dd7f5cdfc5d8,106,,"[53.9, 61.4]",3754141,1,,,,,-1.7033478,,Left Foot,,,"[51.7, 44.9]",,Ground Pass,16.64602,,,Aaron Ramsey,3517.0,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,6,West Ham United,40,"['55b90f18-e510-4970-9ff5-70a3899c4634', '80ff806f-27c5-4689-a3b6-d090429398e1']",47,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:47.601,Pass,True
,,,,,,,,,,,,,,,,2.482788,,,,,,,,,,,dbc6b6db-cafd-4711-8bbe-772f4aa201bc,109,,"[51.7, 44.9]",3754141,1,,,,,-1.085843,,Right Foot,,,"[65.4, 18.9]",,Low Pass,29.388603,Incomplete,,Santiago Cazorla González,11386.0,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Right Defensive Midfield,6,West Ham United,40,"['58017727-520c-4c8b-82c6-1525a495ceef', 'a3165d1e-2aaa-4f43-9c64-d80b6f3fbf2c']",48,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:48.883,Pass,
,,,,,,,,,,,,,,,,1.747571,,,,,,,,,,,3d646b94-a44c-4572-a687-198ce6e2b611,113,,"[75.9, 79.0]",3754141,1,,,,,-0.6267429,,Right Foot,,,"[96.2, 64.3]",,Ground Pass,25.063519,,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Back,6,West Ham United,40,['93051003-803a-4532-87b4-48b7defa74b4'],55,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:55.347,Pass,
,,,,,,,,,,,,,,,,0.805509,,,,,,,,,,,177748d5-fbe6-494f-bb45-e32573b971e2,117,,"[110.9, 61.5]",3754141,1,,,,,-1.5226408,,Right Foot,True,,"[111.7, 44.9]",,Ground Pass,16.619267,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Center Midfield,6,West Ham United,40,"['7c363533-707a-4b87-8320-504a8e7325e8', 'd3531df8-0129-4038-82dd-f0aef9a6853c', 'dd437d7b-3bf2-4b98-9c72-c7fbbe956622']",58,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:58.495,Pass,True
,,,,,,,,,,,,,,,,1.416466,,,,,,,,,,,10e5511d-5f85-46df-b0be-bc9a6373e3dd,120,,"[120.0, 80.0]",3754141,2,,,,,-1.7623253,,Right Foot,,,"[113.0, 43.9]",,High Pass,36.772408,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Dimitri Payet,3491.0,Left Wing,7,West Ham United,40,['9cd9d95c-87f1-4646-a952-5d33aa04847b'],33,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:33.808,Pass,
,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,5b6a3f20-333b-4170-8f59-9988f5bc68bc,124,,"[81.4, 41.4]",3754141,2,,,,,-1.022247,,Left Foot,,,"[94.6, 19.8]",,Ground Pass,25.314028,Pass Offside,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Corner,Aaron Cresswell,3062.0,Left Back,7,West Ham United,40,['2e82f39e-b0cb-4f0a-a7f6-439ddecb38bf'],39,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:39.947,Pass,
,,,,,,,,,,,,,,,,1.584879,,,,,,,,,,,c300009a-8076-4db9-b8ab-f590d83ebb30,126,,"[27.7, 61.4]",3754141,2,,True,,,0.29064947,,Right Foot,,,"[61.8, 71.6]",,Ground Pass,35.592834,,,Alex Oxlade-Chamberlain,3525.0,,,,,,Free Kick,1,From Free Kick,Per Mertesacker,3475.0,Right Center Back,8,Arsenal,1,['9e10a202-9f6f-4321-9b17-13708c259ce1'],58,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:58.000,Pass,
,,,,,,,,,,,,,,,,0.605241,,,,,,,,,,,7dc52147-365c-4ebc-9ee9-c1ddc0c9448c,130,,"[90.0, 49.4]",3754141,3,,,,,0.4224724,,Right Foot,,,"[100.9, 54.3]",,Ground Pass,11.950732,Incomplete,,Olivier Giroud,3604.0,,,,,,,1,From Free Kick,Alex Oxlade-Chamberlain,3525.0,Right Wing,8,Arsenal,1,"['97c18c6e-a9ed-4d72-b8b3-3baaae4a646d', 'a1046f63-1e0e-492e-a172-93b73dfecda0']",3,,,,,,,,,,,,,,,,,,Arsenal,1,00:03:03.466,Pass,
