50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.236043,,,,,,,,,,,,69ea3210-d932-4d73-8f8f-c8c24a5881e3,17,,"[31.0, 40.0]",3754120,0,,,,,1.2001551,,Right Foot,,,"[38.5, 59.3]",,Ground Pass,,20.706038,,,,Virgil van Dijk,3669.0,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Center Back,2,Southampton,25,['2c48da4f-6009-4597-ab26-a34667df5fda'],8,,,,,,,,,,,,,,,,Southampton,25,00:00:08.314,Pass,
,,,,,,,,,,,,,,,,,,5.783161,,,,,,,,,,,,097b9388-2e33-41d4-8da9-b485103e5430,20,,"[40.0, 60.0]",3754120,0,,,,,0.24137399,,Right Foot,,,"[118.4, 79.3]",,High Pass,,80.74063,,Out,,Graziano Pellè,11062.0,,,,,,1,From Kick Off,Virgil van Dijk,3669.0,Right Center Back,2,Southampton,25,['386b6c25-2e60-4b85-9a61-cc346bb497fe'],11,,,,,,,,,,,,,,,,Southampton,25,00:00:11.678,Pass,
,,,,,,,,,,,,,,,,,,1.754665,,,,,,,,,,,,677bd409-8ede-45b9-a631-df889362d014,22,,"[5.3, 0.1]",3754120,0,,,,,0.44027057,,,,,"[27.8, 10.7]",,High Pass,,24.871872,,,,Enner Remberto Valencia Lastra,28559.0,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Wing Back,3,West Ham United,40,['eff2abbc-185e-4acc-bf18-ac7c4f343c7d'],38,,,,,,,,,,,,,,,,West Ham United,40,00:00:38.952,Pass,
,,,,,,,,,,,,,,,,,,1.928508,,,,,,,,,,,,92326ec6-a88b-4962-b415-f4207a81544f,24,,"[27.8, 10.7]",3754120,0,,,,True,0.033320997,,,,,"[39.8, 11.1]",,Low Pass,,12.006665,,Incomplete,,,,,,,,,1,From Throw In,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,3,West Ham United,40,"['2cdb71cf-b643-475e-86b7-c0873d7bf361', 'c6006838-7a7b-421e-8027-5b856cc29f21']",40,,,,,,,,,,,,,,,,West Ham United,40,00:00:40.707,Pass,True
,,,,,,,,,,,,,,,,,,0.593056,,,,,,,,,,,,ac9ea70d-7362-4870-b96d-27af613915cd,32,,"[80.3, 62.4]",3754120,0,,,,,-0.02531105,,Right Foot,,,"[88.2, 62.2]",,Ground Pass,,7.902531,,,,Victor Wanyama,3098.0,,,,,Recovery,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,4,Southampton,25,['f62b8780-9c70-4af9-bea0-b74896fd279a'],45,,,,,,,,,,,,,,,,Southampton,25,00:00:45.222,Pass,
,,,,,,,,,,,,,,,,,,0.823111,,,,,,,,,,,,f9e329b1-fa88-4578-9bfc-2ce69f54e59a,36,,"[83.4, 65.3]",3754120,0,,,,,-1.7823955,,Right Foot,,,"[80.5, 51.8]",,Ground Pass,,13.807969,,,,Jordy Clasie,16181.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,4,Southampton,25,"['64011d6b-38f8-4aa3-be7e-ff56a81d9b08', '93f97f42-7ed9-4aeb-b13a-6d475c404d32']",47,,,,,,,,,,,,,,,,Southampton,25,00:00:47.261,Pass,True
,,,,,,,,,,,,,,,,,,0.608158,,,,,,,,,,,,5386bd11-2b86-4fc5-8901-010d6beca1b0,40,,"[81.2, 41.7]",3754120,0,,,,,-1.1550825,,Right Foot,,,"[86.1, 30.6]",,Ground Pass,,12.133425,,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,4,Southampton,25,['90fd507e-ce2f-4d40-bf9d-ddb72115039e'],49,,,,,,,,,,,,,,,,Southampton,25,00:00:49.215,Pass,
,,,,,,,,,,,,,,,,,,0.514036,,,,,,,,,,,,3cea5670-8b32-45c0-8581-c8c24637bb86,45,,"[82.0, 23.6]",3754120,0,,,,,1.9922155,,Right Foot,,,"[78.1, 32.3]",,Ground Pass,,9.534149,,Incomplete,,Jordy Clasie,16181.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Right Attacking Midfield,4,Southampton,25,"['17ce637d-d058-4c54-90d9-34b893b90e7d', 'a89196ce-9b7f-48e8-ad7b-c2dedda9334e']",51,,,,,,,,,,,,,,,,Southampton,25,00:00:51.946,Pass,
,,,,,,,,,,,,,,,,,,1.491228,,,,,,,,,,,,183cc425-9d1d-4064-9630-25c3576c0204,55,,"[68.0, 26.2]",3754120,1,,True,,,1.9553411,,Right Foot,,,"[54.2, 60.3]",,Ground Pass,,36.786545,,,,Virgil van Dijk,3669.0,,,,,Free Kick,1,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,5,Southampton,25,['ee103e9b-608a-42a3-87d6-e9aac9ed9be6'],7,,,,,,,,,,,,,,,,Southampton,25,00:01:07.330,Pass,
,,,,,,,,,,,,,,,,,,1.350343,,,,,,,,,,,,7229f15a-4527-41f0-a54d-31b8d26119c0,57,,"[54.2, 60.3]",3754120,1,,True,,,-2.574055,,Right Foot,,,"[46.2, 55.2]",,Ground Pass,,9.48736,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Free Kick,Virgil van Dijk,3669.0,Right Center Back,5,Southampton,25,['5cdfce8f-9a54-4998-b7b8-52b90bbe69b4'],9,,,,,,,,,,,,,,,,Southampton,25,00:01:09.499,Pass,
,,,,,,,,,,,,,,,,,,0.746582,,,,,,,,,,,,c2392f21-0fe7-47a4-a621-205e8d235b6f,59,,"[46.2, 55.2]",3754120,1,,,,,-0.3023624,,Right Foot,,,"[57.1, 51.8]",,Ground Pass,,11.417969,,,,Victor Wanyama,3098.0,,,,,,1,From Free Kick,José Miguel da Rocha Fonte,3960.0,Center Back,5,Southampton,25,['169666e9-10b3-4fb1-bf98-4d704548b50c'],10,,,,,,,,,,,,,,,,Southampton,25,00:01:10.973,Pass,
,,,,,,,,,,,,,,,,,,1.059534,,,,,,,,,,,,283db8a4-08fb-45a2-b337-5fda2dc493ba,62,,"[57.1, 51.8]",3754120,1,,,,,1.5707964,,Right Foot,,,"[57.1, 62.9]",,Ground Pass,,11.1,,,,Virgil van Dijk,3669.0,,,,,,1,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,5,Southampton,25,['9d0825e3-d37d-4cfb-aebe-b2841575c7cc'],13,,,,,,,,,,,,,,,,Southampton,25,00:01:13.700,Pass,
,,,,,,,,,,,,,,,,,,0.839883,,,,,,,,,,,,2f2e241a-4058-4460-89d9-f31f17c4e027,65,,"[57.1, 62.9]",3754120,1,,,,,-1.506072,,Right Foot,,,"[57.8, 52.1]",,Ground Pass,,10.822661,,,,Victor Wanyama,3098.0,,,,,,1,From Free Kick,Virgil van Dijk,3669.0,Right Center Back,5,Southampton,25,['0861dcf0-4ff6-4ed3-bc33-fa780bb6b257'],15,,,,,,,,,,,,,,,,Southampton,25,00:01:15.043,Pass,
,,,,,,,,,,,,,,,,,,1.163469,,,,,,,,,,,,ef733067-79c9-4420-8923-88fc32073e73,68,,"[61.2, 55.4]",3754120,1,,,,,-0.20873722,,Right Foot,,,"[81.5, 51.1]",,Ground Pass,,20.750422,,,,Graziano Pellè,11062.0,,,,,,1,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,5,Southampton,25,['2208c83b-dca8-498f-b82e-ca08b5e9d627'],17,,,,,,,,,,,,,,,,Southampton,25,00:01:17.422,Pass,
,,,,,,,,,,,,,,,,,,3.14659,,,,,,,,,,,,6c1016f1-562e-493a-8b5d-d77c5ce8c6db,70,,"[81.5, 51.1]",3754120,1,,,,,0.14106855,,Right Foot,,,"[115.3, 55.9]",,Ground Pass,,34.139126,,Incomplete,,Shane Long,3842.0,,,,,,1,From Free Kick,Graziano Pellè,11062.0,Center Forward,5,Southampton,25,"['3f071b00-d579-4398-9d54-245ca9541fcd', '44fc6bde-376c-43eb-984f-1d84fabb7302']",18,,,,,,,,,,,,,,,,Southampton,25,00:01:18.585,Pass,
,,,,,,,,,,,,,,,,,,1.673269,,,,,,,,,,,,3c6b6250-9bd1-4cd2-a8dd-de477dd0cf81,74,,"[120.0, 80.0]",3754120,1,,,,,-1.6864604,,Left Foot,,,"[117.2, 55.9]",,Ground Pass,,24.26211,,,,Sadio Mané,3629.0,,,,,Corner,1,From Corner,Ryan Bertrand,20045.0,Left Wing Back,6,Southampton,25,['8e663626-a53c-414d-ba42-9b4c6efd83e8'],52,,,,,,,,,,,,,,,,Southampton,25,00:01:52.587,Pass,
,,,,,,,,,,,,,,,,,,1.378504,,,,,,,,,,,,18078aa7-22ac-4d9f-a873-8169304b1410,77,,"[117.2, 55.9]",3754120,1,,,,,1.9682144,,Right Foot,,,"[110.4, 72.1]",,Ground Pass,,17.569292,,,,Ryan Bertrand,20045.0,,,,,,1,From Corner,Sadio Mané,3629.0,Right Attacking Midfield,6,Southampton,25,['e57270d3-3eba-4e6c-a97d-2c91ccf90e51'],54,,,,,,,,,,,,,,,,Southampton,25,00:01:54.300,Pass,
,,,,,,,,,,,,,,,,,,1.889641,,,,,,,,,,,,dc95866b-4018-4f3d-8544-f1561412d9e5,80,,"[110.4, 72.1]",3754120,1,,,,,-1.6499147,,Left Foot,True,,"[107.3, 33.0]",,High Pass,,39.2227,,Incomplete,,Virgil van Dijk,3669.0,,,,,,1,From Corner,Ryan Bertrand,20045.0,Left Wing Back,6,Southampton,25,"['05219d89-f63f-4c35-8b9f-4b39afc7f5d0', '8ea0b19d-9011-47d2-8455-f2dc4e1a8fca']",55,,,,,,,,,,,,,,,,Southampton,25,00:01:55.799,Pass,
,,,,,,,,,,,,,,,,,,3.208336,,,,,,,,,,,,9c4f7054-bb1e-4753-b477-a2df452bb214,87,,"[88.5, 40.0]",3754120,2,,,,,0.9835019,,Right Foot,,,"[110.2, 72.6]",,High Pass,,39.161842,,,,Sadio Mané,3629.0,,,,,,1,From Corner,Victor Wanyama,3098.0,Right Defensive Midfield,6,Southampton,25,"['7be3052b-b104-4eb8-a420-0704aa7891bc', 'efe26738-1b61-45e9-a3f7-fe0655914469']",0,,,,,,,,,,,,,,,,Southampton,25,00:02:00.477,Pass,True
,,,,,,,,,,,,,,,,,,1.44064,,,,,,,,,,,,70940d4b-4917-40c6-bb0f-df8ec7ee814e,90,,"[110.2, 72.6]",3754120,2,,,,,-2.6642473,,Right Foot,,,"[84.1, 59.1]",,Ground Pass,,29.38469,,,,Ryan Bertrand,20045.0,,,,,,1,From Corner,Sadio Mané,3629.0,Right Attacking Midfield,6,Southampton,25,['b79b8c16-2d3d-47a5-8e5a-a599283ab32d'],7,,,,,,,,,,,,,,,,Southampton,25,00:02:07.636,Pass,
,,,,,,,,,,,,,,,,,,2.216389,,,,,,,,,,,,ca16d157-fe17-4714-9b6a-bf41839b16c9,93,,"[81.5, 58.3]",3754120,2,,,,,-1.5861797,,Left Foot,,,"[81.0, 25.8]",,Ground Pass,,32.503845,,,,Maya Yoshida,3300.0,,,,,,1,From Corner,Ryan Bertrand,20045.0,Left Wing Back,6,Southampton,25,['fafdcac4-c0eb-4935-b9cd-b41cbb2aeecc'],10,,,,,,,,,,,,,,,,Southampton,25,00:02:10.047,Pass,
,,,,,,,,,,,,,,,,,,2.181885,,,,,,,,,,,,f6a118c1-3832-4f77-962a-eac7767101cb,96,,"[81.0, 25.8]",3754120,2,,,,,0.98505956,,Right Foot,,,"[101.3, 56.4]",,High Pass,,36.72125,,Incomplete,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Corner,Maya Yoshida,3300.0,Left Center Back,6,Southampton,25,"['ed1bf41b-3b1d-493e-a016-83c4f588f409', 'fa6848e7-5883-4c0b-8393-c1ce4a5e3e47']",13,,,,,,,,,,,,,,,,Southampton,25,00:02:13.281,Pass,
,,,,,,,,,,,,,,,,,,1.459614,,,,,,,,,,,,e034ace3-6d17-4359-b8ea-d2a69fc06cc8,106,,"[29.7, 0.1]",3754120,2,,,,,0.48499084,,,,,"[53.8, 12.8]",,High Pass,,27.241512,,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Wing Back,7,West Ham United,40,"['6ca9fb80-4295-4a39-a77e-54d9a2082170', 'd78566cd-ac2e-4af5-936c-e3cfe07284d4']",43,,,,,,,,,,,,,,,,West Ham United,40,00:02:43.452,Pass,
,,,,,,,,,,,,,,,,,,1.410863,,,,,,,,,,,,6ca9fb80-4295-4a39-a77e-54d9a2082170,108,,"[66.3, 67.3]",3754120,2,,,,,0.17526637,,Head,,,"[75.9, 69.0]",,Low Pass,,9.749359,,,,Sadio Mané,3629.0,,,,,Recovery,1,Regular Play,Virgil van Dijk,3669.0,Right Center Back,8,Southampton,25,"['0ead3554-829b-4232-86d3-ca0bcfa7f8e2', 'e034ace3-6d17-4359-b8ea-d2a69fc06cc8']",44,,,,,,,,,,,,,,,,Southampton,25,00:02:44.912,Pass,
,,,,,,,,,,,,,,,,,,0.600316,,,,,,,,,,,,35b736d5-b2ca-4bb6-b8b5-bbbd721bd12a,117,,"[77.1, 68.2]",3754120,2,,,,,-0.8097836,,Right Foot,,,"[79.1, 66.1]",,Ground Pass,,2.9,,,,Graziano Pellè,11062.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,8,Southampton,25,['047ecc7c-7f9d-4587-bfb2-e7933a2e204e'],49,,,,,,,,,,,,,,,,Southampton,25,00:02:49.879,Pass,
,,,,,,,,,,,,,,,,,,0.596363,,,,,,,,,,,,67c5cbda-8a1d-4374-8266-f8fe3a28fc93,120,,"[79.1, 66.1]",3754120,2,,,,,1.4429264,,Right Foot,,,"[80.0, 73.1]",,Ground Pass,,7.05762,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,8,Southampton,25,['554dfb11-2018-4488-8ed0-28eaa8cab697'],51,,,,,,,,,,,,,,,,Southampton,25,00:02:51.705,Pass,
,,,,,,,,,,,,,,,,,,0.636024,,,,,,,,,,,,cb8c8c46-42ed-4dfd-b5db-9923a88d8575,123,,"[80.0, 73.1]",3754120,2,,,,,-1.5707964,,Right Foot,,,"[80.0, 67.3]",,Ground Pass,,5.8,,,,Graziano Pellè,11062.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,8,Southampton,25,['a5941d07-ac20-4ad6-a45d-a09e6556773f'],52,,,,,,,,,,,,,,,,Southampton,25,00:02:52.773,Pass,
,,,,,,,,,,,,,,,,,,1.640928,,,,,,,,,,,,836e0b05-dc3b-434c-8206-1e1e8be74153,127,,"[81.2, 71.6]",3754120,2,,,,,-0.18267936,,Right Foot,,,"[106.1, 67.0]",,Ground Pass,,25.321335,,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,8,Southampton,25,"['427744f8-9985-449b-afff-033cc2f32825', 'e1441f92-6a54-43a3-b8e1-ebdac3af1ab0']",54,,,,,,,,,,,,,,,,Southampton,25,00:02:54.051,Pass,True
,,,,,,,,,,,,,,,,,,0.731784,,,,,,,,,,,,5ce27bbd-9343-4854-bce4-95488478e881,133,,"[100.8, 80.0]",3754120,3,,,,,-1.5707964,,,,,"[100.8, 72.3]",,Low Pass,,7.7,,,,Sadio Mané,3629.0,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,9,Southampton,25,['b1e322db-184e-433a-b44f-244a7aa209d5'],7,,,,,,,,,,,,,,,,Southampton,25,00:03:07.838,Pass,
,,,,,,,,,,,,,,,,,,0.602716,,,,,,,,,,,,4fec7966-9c2b-46b1-a606-4a53e5c89f12,136,,"[97.2, 69.9]",3754120,3,,,,,1.1393956,,Right Foot,,,"[100.1, 76.2]",,Ground Pass,,6.935416,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,From Throw In,Sadio Mané,3629.0,Right Attacking Midfield,9,Southampton,25,"['417a6eaa-6046-45ce-8eeb-fa9424950671', '58f477de-2671-43da-94d5-ae36b6d4dd62']",8,,,,,,,,,,,,,,,,Southampton,25,00:03:08.570,Pass,True
,,,,,,,,,,,,,,,,,,1.862107,,,,,,,,,,,,30ee56b2-bf69-4cee-9a7b-abaa6a7466ad,140,,"[91.1, 76.4]",3754120,3,,,,,-2.683199,,Right Foot,,,"[68.2, 65.1]",,Ground Pass,,25.53625,,,,Virgil van Dijk,3669.0,,,,,,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,9,Southampton,25,"['49f3764f-4862-4a7f-b9ac-d847e5098254', 'ecca318a-b439-4212-959c-70a26941195c']",13,,,,,,,,,,,,,,,,Southampton,25,00:03:13.969,Pass,True
,,,,,,,,,,,,,,,,,,1.419334,,,,,,,,,,,,6ca7e6b8-05e4-4749-a2ac-19355adb439d,143,,"[68.2, 65.1]",3754120,3,,,,,-2.4686882,,Right Foot,,,"[54.9, 54.5]",,Ground Pass,,17.00735,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Right Center Back,9,Southampton,25,['a1b81243-f88a-40b6-843a-4108fe017aee'],15,,,,,,,,,,,,,,,,Southampton,25,00:03:15.917,Pass,
,,,,,,,,,,,,,,,,,,1.491102,,,,,,,,,,,,345ea7c2-9ec6-493a-8e75-ab2be45de2bc,146,,"[54.9, 54.5]",3754120,3,,,,,-1.5621759,,Right Foot,,,"[55.2, 19.7]",,Ground Pass,,34.801292,,,,Maya Yoshida,3300.0,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Center Back,9,Southampton,25,['acaa812e-3414-4c5b-bb02-971a04e51075'],18,,,,,,,,,,,,,,,,Southampton,25,00:03:18.466,Pass,
