ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.050394,,,,,,,,,,,,,3f1ff895-0465-4b1b-96c7-ffca7313d5e5,2740,,"[19.7, 68.6]",3754218,82,,,,,0.0,,Right Foot,,,,"[21.4, 68.6]",,Ground Pass,,1.7,,Incomplete,,Wilfried Zaha,3507.0,,,,,,Recovery,2,Regular Play,Joel Ward,3443.0,Right Back,187,Southampton,25,"['13d0224f-3711-4c52-874b-ee20071235fb', '2b73ea81-002f-43f2-ac69-fe47a380089c', '4b866615-ace9-4306-8cd5-4db1c821eedd']",33,,,,,,,,,,,,,,,,,Crystal Palace,31,00:37:33.234,Pass,True
,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,9f16b2b3-812f-4ce8-9335-19403b6e99b6,2753,,"[19.5, 74.5]",3754218,82,,,,,0.2551824,,Right Foot,,,,"[24.1, 75.7]",,Ground Pass,,4.753946,,,,Wilfried Zaha,3507.0,,,,,,Recovery,2,Regular Play,Jason Puncheon,19688.0,Left Midfield,188,Crystal Palace,31,['93627ead-1707-4c4c-82ab-4409bd7b8946'],37,,,,,,,,,,,,,,,,,Crystal Palace,31,00:37:37.844,Pass,
,,,,,,,,,,,,,,,,2.151823,,,,,,,,,,,,,767196a6-f0e3-429d-83b4-05a9e29610f7,2759,,"[55.3, 71.3]",3754218,83,,True,,,-0.479732,,Right Foot,,,,"[84.9, 55.9]",,Ground Pass,,33.36645,,Pass Offside,,Wilfried Zaha,3507.0,,,,,,Free Kick,2,From Free Kick,Jason Puncheon,19688.0,Left Midfield,189,Crystal Palace,31,['5e2db6e5-6c80-4666-8da0-608367facb9e'],16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:16.574,Pass,
,,,,,,,,,,,,,,,,3.331906,,,,,,,,,,,,,b55e8748-f517-48fa-91f0-64058f019dbe,2761,,"[36.4, 24.4]",3754218,83,,,,,0.45215386,,Left Foot,,,,"[85.4, 48.2]",,High Pass,,54.474213,,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Paulo Dino Gazzaniga,5109.0,Goalkeeper,190,Southampton,25,['292049e8-c1ba-453d-9f8c-7b56cbe33fb7'],43,,,,,,,,,,,,,,,,,Southampton,25,00:38:43.837,Pass,
,,,,,,,,,,,,,,,,1.377266,,,,,,,,,,,,,292049e8-c1ba-453d-9f8c-7b56cbe33fb7,2762,,"[34.7, 31.9]",3754218,83,,,,,0.42128375,,Head,,,,"[55.9, 41.4]",,High Pass,,23.23123,,,,Connor Wickham,20641.0,,,,,,Recovery,2,From Free Kick,James McArthur,3464.0,Left Center Midfield,190,Southampton,25,"['27e68685-4497-4ecb-865d-e0e2285b3b5f', 'b55e8748-f517-48fa-91f0-64058f019dbe']",47,,,,,,,,,,,,,,,,,Crystal Palace,31,00:38:47.169,Pass,
,,,,,,,,,,,,,,,,4.363417,,,,,,,,,,,,,081570bd-1655-47f0-9cec-26d400d27efb,2767,,"[36.6, 4.8]",3754218,83,,,,,2.3023047,,Right Foot,,,,"[2.4, 42.9]",,Ground Pass,,51.198143,,,,Paulo Dino Gazzaniga,5109.0,,,,,,Recovery,2,From Free Kick,Virgil van Dijk,3669.0,Right Center Back,190,Southampton,25,['e6989c94-d78f-4138-ab26-0e5470ce17f6'],53,,,,,,,,,,,,,,,,,Southampton,25,00:38:53.242,Pass,
,,,,,,,,,,,,,,,,1.312991,,,,,,,,,,,,,883c9952-6ab3-4973-bccf-f144861d10f9,2769,,"[2.6, 42.3]",3754218,83,,,,,1.0755248,,Right Foot,,,,"[14.7, 64.7]",,Ground Pass,,25.459183,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,2,From Free Kick,Paulo Dino Gazzaniga,5109.0,Goalkeeper,190,Southampton,25,['3d516697-fd83-4a0d-8604-d33bb0c22aa7'],57,,,,,,,,,,,,,,,,,Southampton,25,00:38:57.606,Pass,
,,,,,,,,,,,,,,,,2.447173,,,,,,,,,,,,,ec44dc3e-074e-4f26-9762-5705928e070d,2773,,"[14.4, 70.4]",3754218,84,,,,,0.29405946,,Right Foot,,,,"[46.1, 80.0]",,High Pass,,33.121746,,Out,,Cédric Ricardo Alves Soares,3329.0,,,,,,,2,From Free Kick,José Miguel da Rocha Fonte,3960.0,Center Back,190,Southampton,25,"['105e4d0c-9f92-4531-ae54-c1c5184336ea', 'b0fa4b1e-a7dd-4143-98d4-d672ac4a0b2e']",1,,,,,,,,,,,,,,,,,Southampton,25,00:39:01.426,Pass,True
,,,,,,,,,,,,,,,,1.700128,,,,,,,,,,,,,e0c258df-17c8-45ff-89e2-ab3bbd6b3c71,2776,,"[67.3, 0.1]",3754218,84,,,,,0.24395092,,,,,,"[90.2, 5.8]",,High Pass,,23.598728,,,,Connor Wickham,20641.0,,,,,,Throw-in,2,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,191,Crystal Palace,31,['7d1846bf-52d1-45aa-abc0-324a2032563c'],45,,,,,,,,,,,,,,,,,Crystal Palace,31,00:39:45.652,Pass,
,,,,,,,,,,,,,,,,1.541953,,,,,,,,,,,,,08d88983-16ff-4291-a6cd-567b7625341e,2779,,"[90.2, 5.8]",3754218,84,,,,True,1.1787852,,,,,,"[97.6, 23.7]",,Low Pass,,19.369307,,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,,2,From Throw In,Connor Wickham,20641.0,Left Center Forward,191,Crystal Palace,31,"['262970b9-9d86-4ff7-a0ec-7f5d7e29a772', '785731dc-bf21-4372-96d5-019f48635483', 'b6ba0161-b423-409d-b8db-559c13a2fca3']",47,,,,,,,,,,,,,,,,,Crystal Palace,31,00:39:47.352,Pass,True
,,,,,,,,,,,,,,,,1.554764,,,,,,,,,,,,,262970b9-9d86-4ff7-a0ec-7f5d7e29a772,2781,,"[22.5, 56.4]",3754218,84,,,,,-0.22923194,,Right Foot,,,,"[34.5, 53.6]",,Low Pass,,12.322337,,,,James Ward-Prowse,3328.0,,,,,,Recovery,2,Regular Play,Virgil van Dijk,3669.0,Right Center Back,192,Southampton,25,"['08d88983-16ff-4291-a6cd-567b7625341e', '4cf55d08-88b4-4b29-8f54-6af10aee2173']",48,,,,,,,,,,,,,,,,,Southampton,25,00:39:48.894,Pass,
,,,,,,,,,,,,,,,,2.124073,,,,,,,,,,,,,83c2083a-b796-44d7-b3fe-4e77ab5308d1,2784,,"[57.5, 49.6]",3754218,85,,,,,1.3245862,,Right Foot,,,,"[62.3, 68.7]",,Ground Pass,,19.693907,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,2,Regular Play,James Ward-Prowse,3328.0,Left Defensive Midfield,192,Southampton,25,['71956cbd-261a-42ec-8706-eaf578d6f6f6'],0,,,,,,,,,,,,,,,,,Southampton,25,00:40:00.661,Pass,
,,,,,,,,,,,,,,,,2.279754,,,,,,,,,,,,,4b3fa30d-7989-4f18-9447-03c919144ebd,2787,,"[64.2, 71.3]",3754218,85,,,,,-0.5351192,,Right Foot,,,,"[97.6, 51.5]",,High Pass,,38.827824,,Incomplete,,,,,,,,,,2,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,192,Southampton,25,['09d7a16a-962d-4395-992b-103365b6e906'],4,,,,,,,,,,,,,,,,,Southampton,25,00:40:04.482,Pass,
,,,,,,,,,,,,,,,,1.091772,,,,,,,,,,,,,d3f27713-91aa-4b61-bf91-d393c135e471,2792,,"[65.5, 54.3]",3754218,85,,,,,-0.698546,,Right Foot,,,,"[86.1, 37.0]",,Low Pass,,26.900743,,,,Dušan Tadić,3831.0,,,,,,,2,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,192,Southampton,25,"['1b58b911-9226-4316-a11f-4a62c3d17b5a', 'c01241c4-fb4f-4f52-8c91-91cffd034d0b']",11,,,,,,,,,,,,,,,,,Southampton,25,00:40:11.341,Pass,True
,,,,,,,,,,,,,,,,0.602179,,,,,,,,,,,,,29282a94-7f82-4d10-99b1-14afe7dde81a,2796,,"[91.5, 40.8]",3754218,85,,,,,0.54824054,,Left Foot,,,,"[104.6, 48.8]",,Ground Pass,,15.349593,,Incomplete,,Shane Long,3842.0,,,,,,,2,Regular Play,Dušan Tadić,3831.0,Left Wing Back,192,Southampton,25,"['38586660-3fa5-4c7a-b4a6-a9fa6db5771a', 'fbc59aad-6a50-4ccc-9b16-75d43512b2f9']",14,,,,,,,,,,,,,,,,,Southampton,25,00:40:14.603,Pass,
,,,,,,,,,,,,,,,,1.624211,,,,,,,,,,,,,13e22922-f6a5-4665-a69c-1ef8af3597aa,2801,,"[49.2, 23.9]",3754218,85,,,,,-1.6411028,,Right Foot,,,,"[48.2, 9.7]",,Ground Pass,,14.2351675,,,,Yannick Bolasie Yala,3589.0,,,,,,Recovery,2,Regular Play,Connor Wickham,20641.0,Left Center Forward,193,Crystal Palace,31,"['913b2c9c-804e-4fd5-8fa5-0612a90826f9', 'd82a3273-b93e-492f-965e-275cfd18fce0']",17,,,,,,,,,,,,,,,,,Crystal Palace,31,00:40:17.615,Pass,True
,,,,,,,,,,,,,,,,0.931237,,,,,,,,,,,,,c3f6e0b1-b521-4e12-8b4e-4716f41a6c22,2806,,"[72.5, 9.5]",3754218,85,,,,,2.4952905,,Right Foot,,,,"[66.8, 13.8]",,Ground Pass,,7.140028,,,,Jordon Mutch,15892.0,,,,,,,2,Regular Play,Yannick Bolasie Yala,3589.0,Right Center Forward,193,Crystal Palace,31,"['31a7f254-d02a-4120-8f7c-378f812908f4', '644f5d6a-da5a-43c9-a595-1a07dd24da09']",26,,,,,,,,,,,,,,,,,Crystal Palace,31,00:40:26.514,Pass,True
,,,,,,,,,,,,,,,,0.457997,,,,,,,,,,,,,5d9875a2-e3e3-4182-9a01-2b2ac902d1d4,2809,,"[66.0, 14.1]",3754218,85,,,,,-1.2694511,,Right Foot,,,,"[68.3, 6.7]",,Ground Pass,,7.7491937,,,,Yannick Bolasie Yala,3589.0,,,,,,,2,Regular Play,Jordon Mutch,15892.0,Left Midfield,193,Crystal Palace,31,['99f49452-6106-489b-b2f1-454b418126a4'],27,,,,,,,,,,,,,,,,,Crystal Palace,31,00:40:27.647,Pass,
,,,,,,,,,,,,,,,,2.857167,,,,,,,,,,,,,3d141880-6c7a-431d-96fa-5dc6e718b3a5,2825,,"[63.3, 13.1]",3754218,86,,,,,0.6158993,,Left Foot,,,,"[98.2, 37.8]",,High Pass,,42.756287,,Incomplete,,Connor Wickham,20641.0,,,,,,Free Kick,2,From Free Kick,Damien Delaney,3693.0,Left Center Back,194,Crystal Palace,31,"['be2e1711-a1a8-4325-b4a3-bb9bc3bdb797', 'bf9ce062-044b-4d9e-ac16-0f0d1bc1b84d']",5,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:05.827,Pass,
,,,,,,,,,,,,,,,,1.319878,,,,,,,,,,,,,be2e1711-a1a8-4325-b4a3-bb9bc3bdb797,2828,,"[21.9, 42.3]",3754218,86,,,,True,-0.5102089,,,,,,"[32.8, 36.2]",,High Pass,,12.490797,,,,Dušan Tadić,3831.0,,,,,,Recovery,2,From Free Kick,José Miguel da Rocha Fonte,3960.0,Center Back,194,Crystal Palace,31,"['12fec8c2-0b6d-46d2-a0eb-bd8d6441ca71', '3d141880-6c7a-431d-96fa-5dc6e718b3a5', '844c6279-b7af-4a60-ab44-2ff01a9c2281']",8,,,,,,,,,,,,,,,,,Southampton,25,00:41:08.684,Pass,True
,,,,,,,,,,,,,,,,1.821494,,,,,,,,,,,,,d697f0c3-9dcd-4740-81f9-de6b2cde6b0c,2830,,"[33.3, 36.4]",3754218,86,,,,,0.8318763,,Head,,,,"[41.5, 45.4]",,High Pass,,12.175385,,Incomplete,,Graziano Pellè,11062.0,,,,,,,2,From Free Kick,Dušan Tadić,3831.0,Left Wing Back,194,Crystal Palace,31,"['105133af-7a29-40b9-9d62-6e02a164496e', '2c407393-a442-4e97-85ab-107009d6ea2a']",10,,,,,,,,,,,,,,,,,Southampton,25,00:41:10.043,Pass,
,,,,,,,,,,,,,,,,1.24492,,,,,,,,,,,,,a78f477a-bd34-49d6-b17d-6e3d107c902c,2835,,"[79.0, 34.3]",3754218,86,,,,,1.6694846,,Right Foot,,,,"[78.0, 44.4]",,Low Pass,,10.1493845,,,,James McArthur,3464.0,,,,,,,2,From Free Kick,Yohan Cabaye,3277.0,Right Center Midfield,194,Crystal Palace,31,['67ca2e10-bf18-461f-beba-7d0db35bc96b'],12,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:12.781,Pass,
,,,,,,,,,,,,,,,,0.771584,,,,,,,,,,,,,893a9e9a-8263-4b5b-8c57-098aa14b00ef,2838,,"[77.8, 42.3]",3754218,86,,,,,2.3099313,,Right Foot,,,,"[67.5, 53.6]",,Low Pass,,15.2898655,,,,Joel Ward,3443.0,,,,,,,2,From Free Kick,James McArthur,3464.0,Left Center Midfield,194,Crystal Palace,31,['c4f4817f-873b-47f3-a426-fc3fbe92ba34'],14,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:14.506,Pass,
,,,,,,,,,,,,,,,,1.048674,,,,,,,,,,,,,3245f0e8-ab9c-4147-8ec0-fca3538c425d,2842,,"[68.5, 56.8]",3754218,86,,,,,0.50655055,,Right Foot,,,,"[84.0, 65.4]",,Low Pass,,17.72597,,,,Wilfried Zaha,3507.0,,,,,,,2,From Free Kick,Joel Ward,3443.0,Right Back,194,Crystal Palace,31,['fcb14e91-479b-455d-a10d-a53f458999d1'],16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:16.029,Pass,
,,,,,,,,,,,,,,,,2.690566,,,,,,,,,,,,,d4f3a7e4-30b1-4dc1-9d2c-d835f959d247,2855,,"[18.9, 27.3]",3754218,86,,True,,,0.0919142,,Drop Kick,,,,"[76.4, 32.6]",,High Pass,,57.743744,,Incomplete,,,,,,,,,,2,From Keeper,Paulo Dino Gazzaniga,5109.0,Goalkeeper,195,Southampton,25,['21747d90-a84c-498d-95c9-005515d491b0'],37,,,,,,,,,,,,,,,,,Southampton,25,00:41:37.932,Pass,
,,,,,,,,,,,,,,,,0.693642,,,,,,,,,,,,,9f0318eb-4380-4408-99ee-5642071955e5,2858,,"[42.6, 48.4]",3754218,86,,,,,0.62584645,,Right Foot,,,,"[52.7, 55.7]",,Ground Pass,,12.461942,,,,Yohan Cabaye,3277.0,,,,,,,2,Regular Play,James McArthur,3464.0,Left Center Midfield,196,Crystal Palace,31,['897e8378-a401-440b-815b-2815980e2653'],41,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:41.980,Pass,
,,,,,,,,,,,,,,,,1.85093,,,,,,,,,,,,,5dc8f36b-62c5-490d-a9ea-77e98ea42860,2861,,"[59.9, 59.1]",3754218,86,,,,,-0.7821514,20a45ad8-61b2-45c1-9ddc-7e0aa991c45f,Right Foot,,,,"[90.8, 28.4]",,High Pass,,43.558006,,,,Connor Wickham,20641.0,True,,,,,,2,Regular Play,Yohan Cabaye,3277.0,Right Center Midfield,196,Crystal Palace,31,['077e2a0b-bbbc-4398-af13-42405357facd'],44,,,,,,,,,,,,,,,,,Crystal Palace,31,00:41:44.289,Pass,
,,,,,,,,,,,,,,,,2.509409,,,,,,,,,,,,,01268cf2-f5e4-4403-ac16-d6d0dad33601,2866,,"[120.0, 0.1]",3754218,87,,,,,1.8465345,,Right Foot,,,,"[105.4, 51.7]",,High Pass,,53.62574,,,,Scott Dann,3407.0,,True,True,Straight,,Corner,2,From Corner,Yohan Cabaye,3277.0,Right Center Midfield,197,Crystal Palace,31,['1497b863-3f26-4fcf-b1bd-e584b29655df'],36,,,,,,,,,,,,,,,,,Crystal Palace,31,00:42:36.244,Pass,
,,,,,,,,,,,,,,,,1.3944,,,,,,,,,,,,,9173e6a1-9326-47ce-9b35-c1828816cb00,2869,,"[104.7, 52.4]",3754218,87,,,,True,0.8960554,74841786-6b97-4c8b-b2cb-3593c010c17b,,,,,"[108.3, 56.9]",,High Pass,,5.7628117,,,,Yannick Bolasie Yala,3589.0,True,,,,,,2,From Corner,Scott Dann,3407.0,Right Center Back,197,Crystal Palace,31,"['01b97697-2749-4398-9de2-ffb1365063ba', '67168a46-bd71-4c8f-aa6d-e222828203be']",38,,,,,,,,,,,,,,,,,Crystal Palace,31,00:42:38.914,Pass,True
,,,,,,,,,,,,,,,,2.44341,,,,,,,,,,,,,70a85677-e38b-4a96-9640-633ea5c9422c,2880,,"[85.9, 63.1]",3754218,87,,,,,2.1090972,,Left Foot,,,,"[77.6, 77.0]",,High Pass,,16.189503,,,,Jordon Mutch,15892.0,,,,,,Recovery,2,From Corner,Scott Dann,3407.0,Right Center Back,197,Crystal Palace,31,['51170dfb-48c8-486f-ba60-8ee6dc08d270'],50,,,,,,,,,,,,,,,,,Crystal Palace,31,00:42:50.836,Pass,
,,,,,,,,,,,,,,,,0.296974,,,,,,,,,,,,,9d688df0-818f-4747-9c46-a5070c7d3b66,2883,,"[85.6, 76.0]",3754218,87,,,,,-1.0464756,,Right Foot,,,,"[90.4, 67.7]",,Low Pass,,9.588014,,Incomplete,,,,,,,,,,2,From Corner,Jordon Mutch,15892.0,Left Midfield,197,Crystal Palace,31,['e46e26f1-2c56-4482-b88d-ec519842482d'],55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:42:55.363,Pass,
,,,,,,,,,,,,,,,,4.102204,,,,,,,,,,,,,2bd4483d-e6d7-43e9-8b75-34efb4666676,2890,,"[7.8, 6.9]",3754218,88,,,,,0.0489804,,Right Foot,,,,"[89.4, 10.9]",,High Pass,,81.69798,,Incomplete,,Shane Long,3842.0,,,,,,Free Kick,2,From Free Kick,Paulo Dino Gazzaniga,5109.0,Goalkeeper,199,Southampton,25,"['e15a434e-6274-4985-8b8c-70af80889fcc', 'efd36dd9-a9d5-4d38-ba60-a13fb69034ec']",43,,,,,,,,,,,,,,,,,Southampton,25,00:43:43.779,Pass,
,,,,,,,,,,,,,,,,1.665473,,,,,,,,,,,,,e15a434e-6274-4985-8b8c-70af80889fcc,2893,,"[30.7, 69.2]",3754218,88,,,,True,-0.357134,,,,,,"[44.1, 64.2]",,Low Pass,,14.302447,,Incomplete,,James McArthur,3464.0,,,,,,Recovery,2,From Free Kick,Joel Ward,3443.0,Right Back,199,Southampton,25,"['2bd4483d-e6d7-43e9-8b75-34efb4666676', '6346a6ff-108b-453a-bd05-e320432fbf0a', '69e9a46e-de7b-47de-a770-82c6b7baf2fb', 'acba5511-f8cb-4662-914b-2f19e556eb23']",47,,,,,,,,,,,,,,,,,Crystal Palace,31,00:43:47.881,Pass,True
,,,,,,,,,,,,,,,,1.553248,,,,,,,,,,,,,6346a6ff-108b-453a-bd05-e320432fbf0a,2895,,"[76.0, 15.9]",3754218,88,,,,,0.55565643,,Head,,,,"[91.3, 25.4]",,High Pass,,18.009441,,,,Shane Long,3842.0,,,,,,Recovery,2,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,199,Southampton,25,"['d038e472-5695-49cc-9405-05945c9472c4', 'e15a434e-6274-4985-8b8c-70af80889fcc']",49,,,,,,,,,,,,,,,,,Southampton,25,00:43:49.546,Pass,
,,,,,,,,,,,,,,,,1.752664,,,,,,,,,,,,,f12a8a5b-f8d9-4dbf-900d-b942b82c90ff,2898,,"[90.7, 26.3]",3754218,88,,,,,-0.82021,,Right Foot,,,,"[100.4, 15.9]",,High Pass,,14.221462,,Incomplete,,Sadio Mané,3629.0,,,,,,,2,From Free Kick,Shane Long,3842.0,Center Forward,199,Southampton,25,"['05522ea2-1fe2-41d2-92af-128d2a91f92d', '9e5b5f18-99f0-49a2-afce-6abd5e291907']",51,,,,,,,,,,,,,,,,,Southampton,25,00:43:51.100,Pass,
,,,,,,,,,,,,,,,,0.919599,,,,,,,,,,,,,9e5b5f18-99f0-49a2-afce-6abd5e291907,2900,,"[19.7, 64.2]",3754218,88,,,,,-1.3975507,,Head,,,,"[21.1, 56.2]",,Low Pass,,8.121576,,Incomplete,,Scott Dann,3407.0,,,,,,Recovery,2,From Free Kick,Joel Ward,3443.0,Right Back,199,Southampton,25,"['94520200-3139-4032-a9e9-496bf9284608', 'd53f32de-1e57-483a-b42f-01c7fcc7dc04', 'f12a8a5b-f8d9-4dbf-900d-b942b82c90ff']",52,,,,,,,,,,,,,,,,,Crystal Palace,31,00:43:52.852,Pass,
,,,,,,,,,,,,,,,,1.546798,,,,,,,,,,,,,ae80c6b7-f75d-4d86-acd8-6aeb6a11e424,2911,,"[85.4, 29.8]",3754218,88,,,,,2.332943,,Right Foot,,,,"[72.8, 43.0]",,Ground Pass,,18.248287,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,2,From Free Kick,James Ward-Prowse,3328.0,Left Defensive Midfield,199,Southampton,25,['ce18ff61-0d07-4871-8150-fee574b4a86e'],57,,,,,,,,,,,,,,,,,Southampton,25,00:43:57.213,Pass,
,,,,,,,,,,,,,,,,1.162318,,,,,,,,,,,,,81d6a5ac-d80c-49a6-8a76-124adc53d604,2914,,"[74.7, 45.8]",3754218,89,,,,,0.29349428,,Right Foot,,,,"[97.2, 52.6]",,Ground Pass,,23.505106,,,,Dušan Tadić,3831.0,,,,,,,2,From Free Kick,José Miguel da Rocha Fonte,3960.0,Center Back,199,Southampton,25,['61ecf312-086e-4f9f-a512-647fcc868ef1'],0,,,,,,,,,,,,,,,,,Southampton,25,00:44:00.046,Pass,
,,,,,,,,,,,,,,,,1.13237,,,,,,,,,,,,,a4250b14-2881-4461-bcc7-d43c3522579f,2919,,"[95.3, 58.8]",3754218,89,,,,,1.2409159,,Right Foot,,,,"[101.6, 77.2]",,Ground Pass,,19.44865,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,2,From Free Kick,Dušan Tadić,3831.0,Left Wing Back,199,Southampton,25,"['aad7444a-233a-4af2-9d46-c35530baa063', 'c0162211-7833-436b-9990-89556a3ceda3']",3,,,,,,,,,,,,,,,,,Southampton,25,00:44:03.161,Pass,True
,,,,,,,,,,,,,,,,1.012536,,,,,,,,,,,,,0ba98bf1-2cf9-493e-928f-a688cd1ef6f6,2923,,"[98.5, 75.3]",3754218,89,,,,,-2.335364,,Right Foot,,,,"[84.4, 60.6]",,Ground Pass,,20.369095,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,2,From Free Kick,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,199,Southampton,25,"['516d3820-c30a-4c21-b85b-a7d7ee83b82a', '77dc0fcd-f09d-47d9-979a-4eacf29ffc2b']",5,,,,,,,,,,,,,,,,,Southampton,25,00:44:05.386,Pass,True
,,,,,,,,,,,,,,,,2.418585,,,,,,,,,,,,,2c34eeed-ffa0-47c5-8e8a-ec3b974df17e,2927,,"[84.6, 56.2]",3754218,89,,,,,-0.8936688,,Right Foot,,,,"[109.2, 25.6]",,High Pass,,39.262196,,,,Shane Long,3842.0,,,,,,,2,From Free Kick,José Miguel da Rocha Fonte,3960.0,Center Back,199,Southampton,25,"['1dbf4e19-0790-4b7b-b289-e8aa6c48bcc1', 'b373641e-d535-408a-b18d-4e41879bba45']",7,,,,,,,,,,,,,,,,,Southampton,25,00:44:07.722,Pass,True
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,f8ee64ba-6b8c-45a2-ab2e-0ed8f34aa735,2930,,"[109.4, 25.6]",3754218,89,,,,True,1.8513331,4a4bfebc-fed4-4107-87da-4eb2c5381b75,,,,,"[107.7, 31.5]",,High Pass,,6.140033,,,,Sadio Mané,3629.0,True,,,,,,2,From Free Kick,Shane Long,3842.0,Center Forward,199,Southampton,25,"['8d26796b-b1b3-4e02-824d-c25248eaae4e', 'fda4d2aa-768d-4e48-b8cf-769bc90cae3e']",10,,,,,,,,,,,,,,,,,Southampton,25,00:44:10.140,Pass,True
,,,,,,,,,,,,,,,,1.104613,,,,,,,,,,,,,6e828608-0a4a-485a-9f88-6aa74b95e1b4,2943,,"[96.6, 30.9]",3754218,89,,,,,-0.7925923,,Left Foot,,,,"[103.5, 23.9]",,Low Pass,,9.829039,,,,Graziano Pellè,11062.0,,,,,,Recovery,2,From Free Kick,James Ward-Prowse,3328.0,Left Defensive Midfield,199,Southampton,25,['e3ba43e6-c3eb-4b13-bbcc-b8f05120c899'],17,,,,,,,,,,,,,,,,,Southampton,25,00:44:17.189,Pass,
,,,,,,,,,,,,,,,,1.8176,,,,,,,,,,,,,f2417ece-2fe2-422b-840d-c4e4882b83f4,2946,,"[103.5, 23.9]",3754218,89,,,,,1.0188978,,Right Foot,,,,"[117.6, 46.8]",,High Pass,,26.89275,,Incomplete,,Shane Long,3842.0,,,,,,,2,From Free Kick,Graziano Pellè,11062.0,Left Wing,199,Southampton,25,"['828b73fe-67f8-4cd1-97b0-2f3392f60bd5', '8d525681-926a-4b39-a827-ae4615e48ed3']",18,,,,,,,,,,,,,,,,,Southampton,25,00:44:18.309,Pass,
,,,,,,,,,,,,,,,,5.070121,,,,,,,,,,,,,780f2304-db7c-4006-9c67-da1addd439a1,2950,,"[16.4, 36.6]",3754218,89,,,,,0.21652055,,Drop Kick,,,,"[80.5, 50.7]",,High Pass,,65.63246,,Incomplete,,Connor Wickham,20641.0,,,,,,,2,From Free Kick,Wayne Hennessey,3488.0,Goalkeeper,199,Southampton,25,"['6fb8bf93-1b1d-4797-a9f5-b091a4102545', '952c221a-f7bd-48dc-9115-fca87a98a52b']",36,,,,,,,,,,,,,,,,,Crystal Palace,31,00:44:36.208,Pass,
,,,,,,,,,,,,,,,,2.208245,,,,,,,,,,,,,952c221a-f7bd-48dc-9115-fca87a98a52b,2952,,"[39.6, 29.4]",3754218,89,,,,,0.2583239,,Head,,,,"[64.2, 35.9]",,High Pass,,25.444252,,,,Sadio Mané,3629.0,,,,,,Recovery,2,From Free Kick,Virgil van Dijk,3669.0,Right Center Back,199,Southampton,25,"['780f2304-db7c-4006-9c67-da1addd439a1', '88d489c4-724b-415a-9aac-cc507cebb605']",41,,,,,,,,,,,,,,,,,Southampton,25,00:44:41.278,Pass,
,,,,,,,,,,,,,,,,4.912318,,,,,,,,,,,,,619a7335-04b1-4369-98fb-29a7495618ea,2956,,"[61.2, 45.4]",3754218,89,,,,,1.9909321,,Right Foot,,,,"[48.2, 74.5]",,Low Pass,,31.871775,,,,Joel Ward,3443.0,,,,,,Recovery,2,From Free Kick,James McArthur,3464.0,Left Center Midfield,199,Southampton,25,"['2af3d1ac-070d-45d6-b0ba-61562d099129', '9882741f-2205-4b90-b750-b0e1d1e34075']",44,,,,,,,,,,,,,,,,,Crystal Palace,31,00:44:44.375,Pass,True
