50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,be3d1126-18a3-4326-9a6b-ce3869cd111b,1,,,3754065,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11ee1e70-f77b-4bb9-bb20-8854ae135779,2,,,3754065,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,626449c6-6927-43d0-a7d4-9529c54ecb25,3,,,3754065,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['80c33d6b-5045-41f9-a5b5-98bba861f686'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,80c33d6b-5045-41f9-a5b5-98bba861f686,4,,,3754065,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['626449c6-6927-43d0-a7d4-9529c54ecb25'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a99efbb0-961f-4a5e-8a82-6383cb760130,1642,,,3754065,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Tottenham Hotspur,38,['ab95c6c9-3f4d-459f-ac2c-dec382d21c4a'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ab95c6c9-3f4d-459f-ac2c-dec382d21c4a,1643,,,3754065,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Tottenham Hotspur,38,['a99efbb0-961f-4a5e-8a82-6383cb760130'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.8814,,,,,,,,,,,,,,d192621e-ab78-4183-ade3-76b9e98b1503,5,,"[60.0, 40.0]",3754065,0,,,,,2.0344439,,Right Foot,,,"[59.5, 41.0]",,Ground Pass,,1.118034,,,,Jamie Vardy,10960.0,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Right Center Forward,2,Leicester City,22,['1132f7fa-8ca0-44f8-ae04-d5e72303458b'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.226,Pass,
,,,,,,,,,,,,,,,,,0.5655,,,,,,,,,,,,,,3eabcbbf-cc48-4287-ba4b-95c0af0398cb,8,,"[59.5, 41.4]",3754065,0,,,,,-2.9441972,,Left Foot,,,"[52.0, 39.9]",,Ground Pass,,7.648529,,,,Danny Drinkwater,3662.0,,,,,,1,From Kick Off,Jamie Vardy,10960.0,Left Center Forward,2,Leicester City,22,['02e97b03-47ab-4856-bdab-f3bb6409cd51'],1,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:01.140,Pass,
,,,,,,,,,,,,,,,,,1.2645,,,,,,,,,,,,,,fa868b0e-dc27-4e18-8fb9-f5c00da64e35,11,,"[52.0, 38.9]",3754065,0,,,,,-1.9832067,,Right Foot,,,"[44.3, 21.3]",,Ground Pass,,19.210674,,,,Robert Huth,40123.0,,,,,,1,From Kick Off,Danny Drinkwater,3662.0,Left Center Midfield,2,Leicester City,22,['4626ce49-1ea9-477d-a9c7-bd1ddd210dac'],2,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.254,Pass,
,,,,,,,,,,,,,,,,,3.478498,,,,,,,,,,,,,,f22be948-7a98-48db-8faa-debdf06e5c2e,15,,"[43.1, 20.7]",3754065,0,,,,,2.6632402,,Right Foot,,,"[8.0, 38.9]",,Ground Pass,,39.537956,,,,Kasper Schmeichel,3815.0,,,,,,1,From Kick Off,Robert Huth,40123.0,Left Center Back,2,Leicester City,22,"['b74061ae-79e0-4be3-9c3d-c3f70de143a1', 'c131dda4-207b-49b3-a827-3c775d6ac0ad']",4,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:04.363,Pass,True
