bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,96e0e2de-f837-478b-a424-23b5742f021d,1,,,,3754052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51c60890-002f-47ca-bd7b-83c6e587a9c7,2,,,,3754052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3576, 'name': 'Martin Olsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 10457, 'name': 'Patrick Bamford'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa6238d1-38c1-4882-8ba5-a41622d7a378,3,,,,3754052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['a1927b0e-268b-4d42-aadd-40aff2db561f'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a1927b0e-268b-4d42-aadd-40aff2db561f,4,,,,3754052,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['fa6238d1-38c1-4882-8ba5-a41622d7a378'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a380e9a1-938c-40e5-88cd-5b3cf4fccb40,1650,,,,3754052,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,94,Norwich City,56,['66bc294f-3d26-4917-ae3a-ca6957523480'],0,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,66bc294f-3d26-4917-ae3a-ca6957523480,1651,,,,3754052,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,94,Norwich City,56,['a380e9a1-938c-40e5-88cd-5b3cf4fccb40'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.03583,,,,,,,,,,,,ac431862-f95a-4a2e-bb21-8c5e6a09001f,5,,,"[60.0, 40.0]",3754052,0,,,,,-0.47335604,,Right Foot,,"[64.1, 37.9]",,Ground Pass,,4.6065173,,,,,Saido Berahino,4630.0,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Right Defensive Midfield,2,West Bromwich Albion,27,['2b06281a-4f45-4bfc-b2e0-867691f49d13'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.597,Pass,
,,,,,,,,,,,,,,,,1.051788,,,,,,,,,,,,df1d7150-dd3a-4adf-b6d6-ee2289d31663,8,,,"[64.1, 39.3]",3754052,0,,,,,1.2235038,,Right Foot,,"[70.0, 55.6]",,Ground Pass,,17.334936,,,,,Stéphane Sessègnon,2966.0,,,,,,1,From Kick Off,Saido Berahino,4630.0,Center Attacking Midfield,2,West Bromwich Albion,27,['ab7d4511-bca6-4cfe-82ce-715e43dee0d0'],2,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:02.182,Pass,
,,,,,,,,,,,,,,,,1.351424,,,,,,,,,,,,36f557da-3c42-414e-a451-6cafdfd5c904,15,,,"[85.9, 67.6]",3754052,0,,,,,0.6015677,,Right Foot,,"[97.7, 75.7]",,Ground Pass,,14.312582,,,,,Craig Dawson,3523.0,,,,,,1,From Kick Off,Stéphane Sessègnon,2966.0,Right Wing,2,West Bromwich Albion,27,['9f51ed84-b40f-4cce-bd80-e516bb4cb4d7'],7,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:07.114,Pass,
,,,,,,,,,,,,,,,,0.115759,,,,,,,,,,,,469a6b1f-2d31-4fbf-9d62-9bd392eb41b9,19,,,"[100.2, 74.9]",3754052,0,,,,,-1.0789871,,Right Foot,,"[101.7, 72.1]",,Low Pass,,3.176476,,,Incomplete,,,,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,"['1330c1a8-808b-4465-8296-d4e2a1c8d539', 'e97a4bdd-254b-451e-8fd7-05cecfd1a5d0']",9,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:09.419,Pass,True
