50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.274776,,,,,,,,,,,54e64b87-8d36-428a-bd26-b6d4fa63f4c4,16,,"[31.1, 25.4]",3754148,0,,,,,-0.76350385,,Left Foot,,,,"[38.1, 18.7]",,Ground Pass,,9.689685,,,Ryan Mason,40127.0,,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['230bb2e8-fdca-4dd8-a28f-240782a73933'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:08.583,Pass,
,,,,,,,,,,,,,,,,,,1.48516,,,,,,,,,,,e0c47291-6cda-40d9-9417-b1b426c28840,19,,"[38.3, 18.7]",3754148,0,,,,,2.2584677,,Right Foot,,,,"[33.7, 24.3]",,Ground Pass,,7.2470684,,,Jan Vertonghen,3077.0,,,,,,,1,From Kick Off,Ryan Mason,40127.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['11f19d48-add6-4611-8b27-76ea9702768a'],12,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:12.473,Pass,
,,,,,,,,,,,,,,,,,,1.492949,,,,,,,,,,,faaed60f-946e-41c7-a9d9-e87cbb141595,22,,"[33.7, 24.6]",3754148,0,,,,,1.4364072,,Left Foot,,,,"[39.0, 63.8]",,Ground Pass,,39.556667,,,Toby Alderweireld,20005.0,,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['ea8e9d0b-6e08-4c7b-bb78-8a9a91b44766'],15,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:15.410,Pass,
,,,,,,,,,,,,,,,,,,1.700659,,,,,,,,,,,fcd4e0f3-9374-4cf7-a5ad-6c4b162be902,25,,"[39.5, 64.8]",3754148,0,,,,,-1.7382773,,Right Foot,,,,"[34.8, 37.0]",,Ground Pass,,28.194504,,,Jan Vertonghen,3077.0,,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['58f4d25c-940f-4b2e-b867-3a38d96cc1e0'],18,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:18.946,Pass,
,,,,,,,,,,,,,,,,,,1.885332,,,,,,,,,,,f276a6ed-f25a-42f0-bd37-cf10c94263bf,28,,"[38.4, 32.1]",3754148,0,,,,,-1.1760052,,Left Foot,,,,"[46.4, 12.9]",,Ground Pass,,20.8,,,Ryan Mason,40127.0,,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['cbf993fb-8702-45b3-81c8-8a8165101deb'],22,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:22.050,Pass,
,,,,,,,,,,,,,,,,,,2.292775,,,,,,,,,,,60ffbcb5-e221-48a1-b4fe-ec1ca19ff5ab,31,,"[51.2, 14.5]",3754148,0,,,,,-0.021330098,,Right Foot,,,,"[88.7, 13.7]",,High Pass,,37.508533,Incomplete,,,,,,,,,,1,From Kick Off,Ryan Mason,40127.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['dbeca7e1-4c64-4911-b073-738a52f25259'],25,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:25.493,Pass,
,,,,,,,,,,,,,,,,,,1.111822,,,,,,,,,,,b6bcded5-24a3-4736-b4cf-3c7d320b873c,34,,"[78.6, 11.0]",3754148,0,,,,,0.46882892,,Right Foot,,,,"[94.0, 18.8]",,Low Pass,,17.262676,,,Harry Kane,10955.0,,,,,,Recovery,1,From Kick Off,Ben Davies,3086.0,Left Back,2,Tottenham Hotspur,38,['553f371d-2c9d-4dde-8027-09e113be97c1'],28,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:28.887,Pass,
,,,,,,,,,,,,,,,,,,0.54334,,,,,,,,,,,465f8b85-a59c-46e7-a76b-21a458fd299e,37,,"[94.0, 18.8]",3754148,0,,,,,2.8535373,,Right Foot,,,,"[88.6, 20.4]",,Low Pass,,5.632051,,,Bamidele Alli,3094.0,,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['a117df46-8ff0-4e0c-9f00-befe88acfd17'],30,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:30.039,Pass,
,,,,,,,,,,,,,,,,,,1.23779,,,,,,,,,,,e2111218-13e2-45f8-8009-08500288f240,40,,"[88.6, 20.4]",3754148,0,,,,,1.1401038,,Right Foot,,,,"[93.7, 31.5]",,Low Pass,,12.215564,,,Heung-Min Son,3083.0,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['97eae8d1-4ca7-413a-a790-17fb138cd4d6'],30,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:30.658,Pass,
,,,,,,,,,,,,,,,,,,0.967069,,,,,,,,,,,b191bc5d-1645-48c4-860d-0d7c41f6064b,42,,"[94.7, 30.1]",3754148,0,,,,,2.3811893,,Right Foot,,,,"[90.6, 34.0]",,Ground Pass,,5.658622,,,Bamidele Alli,3094.0,,,,,,,1,From Kick Off,Heung-Min Son,3083.0,Right Wing,2,Tottenham Hotspur,38,['27236bb9-e8df-4585-b256-bbdc0f9b42b3'],31,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:31.896,Pass,
,,,,,,,,,,,,,,,,,,0.990606,,,,,,,,,,,2a2596ec-8d9a-4f1d-8732-69edee27b7de,45,,"[85.1, 47.7]",3754148,0,,,,,0.9272952,,Right Foot,,,,"[96.5, 62.9]",,Ground Pass,,19.0,Incomplete,,Kyle Walker,3205.0,,,,,,,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,2,Tottenham Hotspur,38,"['5ca40944-7216-40c3-8989-709ba03a1860', '81873cfa-9192-4a03-9a8e-c617b7253582']",34,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:34.982,Pass,
,,,,,,,,,,,,,,,,,,4.099999,,,,,,,,,,,480ba826-e952-4338-8760-184a42b526c6,55,,"[7.9, 33.8]",3754148,0,,True,,,0.15176515,,Drop Kick,,,,"[75.9, 44.2]",,High Pass,,68.790695,Incomplete,,,,,,,,,,1,Regular Play,Costel Fane Pantilimon,6871.0,Goalkeeper,3,Sunderland,41,['21c290e9-739a-410b-9a12-e763aecf566a'],55,,,,,,,,,,,,,,,,,Sunderland,41,00:00:55.332,Pass,
,,,,,,,,,,,,,,,,,,1.047232,,,,,,,,,,,4a1171a6-4bd1-44ee-93fe-58e59e9d59ad,57,,"[48.7, 39.0]",3754148,0,,,,,0.3251752,,Right Foot,,,,"[66.2, 44.9]",,Low Pass,,18.46781,Incomplete,,Harry Kane,10955.0,,,,,,Recovery,1,Regular Play,Bamidele Alli,3094.0,Center Attacking Midfield,3,Sunderland,41,"['a7e37422-5ed1-421a-83e0-419d40c23f90', 'e11d8455-3cdc-46d6-ab0d-24f788c99dc1']",59,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:59.787,Pass,
,,,,,,,,,,,,,,,,,,1.020367,,,,,,,,,,,a7e37422-5ed1-421a-83e0-419d40c23f90,59,,"[53.9, 35.2]",3754148,1,,,,,-1.1296169,,Right Foot,,,,"[60.7, 20.8]",,Ground Pass,,15.924824,,,Patrick van Aanholt,3321.0,,,,,,Recovery,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,3,Sunderland,41,"['4a1171a6-4bd1-44ee-93fe-58e59e9d59ad', '5dbf7bfd-c2b9-44a2-8f88-2d86387084ec']",0,,,,,,,,,,,,,,,,,Sunderland,41,00:01:00.834,Pass,
,,,,,,,,,,,,,,,,,,1.413087,,,,,,,,,,,5e8f57c1-731b-467f-8af7-52261b0ed963,63,,"[62.3, 21.4]",3754148,1,,,,,-0.14461444,,Left Foot,,,,"[72.6, 19.9]",,Ground Pass,,10.40865,,,Fabio Borini,7171.0,,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Back,3,Sunderland,41,"['292c4532-302b-47d9-a5f6-cf2d0b448d46', '41df4ebb-202f-4819-910e-e29c1c39f62c']",2,,,,,,,,,,,,,,,,,Sunderland,41,00:01:02.763,Pass,True
,,,,,,,,,,,,,,,,,,0.743357,,,,,,,,,,,66ce1211-7011-4e53-b6f0-a98f0f4c2b50,65,,"[72.6, 19.9]",3754148,1,,,,,2.411693,,Right Foot,,,,"[70.7, 21.6]",,Ground Pass,,2.5495098,,,Patrick van Aanholt,3321.0,,,,,,,1,Regular Play,Fabio Borini,7171.0,Left Wing,3,Sunderland,41,['be5544c4-2f00-4fe5-9890-fbf46238b3cd'],4,,,,,,,,,,,,,,,,,Sunderland,41,00:01:04.176,Pass,
,,,,,,,,,,,,,,,,,,1.97731,,,,,,,,,,,f4a085c7-da64-4071-8422-a367d98d07b4,68,,"[72.2, 21.9]",3754148,1,,,,,1.000992,,Left Foot,,,,"[87.0, 45.0]",,Low Pass,,27.434467,Incomplete,,,,,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Back,3,Sunderland,41,['71aa345a-0bef-45e2-8b4f-d3b0ec341eb4'],5,,,,,,,,,,,,,,,,,Sunderland,41,00:01:05.346,Pass,
,,,,,,,,,,,,,,,,,,0.728471,,,,,,,,,,,f793898d-a472-42a1-a7a4-702f4498b465,71,,"[36.5, 37.0]",3754148,1,,,,,2.3932147,,Left Foot,,,,"[32.3, 40.9]",,Ground Pass,,5.731492,,,Ryan Mason,40127.0,,,,,,,1,Regular Play,Ben Davies,3086.0,Left Back,4,Tottenham Hotspur,38,['72bbe86a-8093-45aa-8db2-0ed606984462'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:08.578,Pass,
,,,,,,,,,,,,,,,,,,1.243597,,,,,,,,,,,2f1bfc21-14b9-46bb-b834-7e27543409c0,74,,"[32.6, 39.9]",3754148,1,,,,,-1.1813527,,Right Foot,,,,"[39.7, 22.6]",,Ground Pass,,18.700268,,,Nacer Chadli,4831.0,,,,,,,1,Regular Play,Ryan Mason,40127.0,Left Defensive Midfield,4,Tottenham Hotspur,38,['b6ae6fda-ba44-42c3-8af7-5f88440868dd'],9,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:09.898,Pass,
,,,,,,,,,,,,,,,,,,1.124666,,,,,,,,,,,cf3ac5f4-841a-4380-98d7-e66387c541dd,76,,"[40.3, 21.6]",3754148,1,,,,,0.90082484,,Right Foot,,,,"[46.4, 29.3]",,Ground Pass,,9.8234415,,,Ben Davies,3086.0,,,,,,,1,Regular Play,Nacer Chadli,4831.0,Left Wing,4,Tottenham Hotspur,38,['94c2af0f-fbab-4697-9364-d23af13677c6'],11,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:11.142,Pass,
,,,,,,,,,,,,,,,,,,2.674179,,,,,,,,,,,6d23daf9-e09a-4593-92b7-6d937e568b70,79,,"[63.7, 32.4]",3754148,1,,,,,0.28026983,,Left Foot,,,,"[110.6, 45.9]",,High Pass,,48.804302,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Ben Davies,3086.0,Left Back,4,Tottenham Hotspur,38,"['652d0b55-792d-4ed7-b1a2-4dd9e69d60a7', '91f02eef-1ee1-43ed-b9d5-efa8f1ed4202']",15,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:15.241,Pass,
,,,,,,,,,,,,,,,,,,2.386332,,,,,,,,,,,ef9edadb-8426-4f93-8a50-5ef93ea97b2e,83,,"[12.8, 39.5]",3754148,1,,,,,-1.1299833,,Keeper Arm,,,,"[24.5, 14.7]",,Ground Pass,,27.421343,,,Younes Kaboul,4746.0,,,,,,,1,Regular Play,Costel Fane Pantilimon,6871.0,Goalkeeper,5,Sunderland,41,['7c9d7c12-d7a2-4780-8efe-c723a2616609'],26,,,,,,,,,,,,,,,,,Sunderland,41,00:01:26.912,Pass,
,,,,,,,,,,,,,,,,,,1.479961,,,,,,,,,,,3a76f04d-ef5b-40d0-b495-0131451b7955,86,,"[31.7, 5.5]",3754148,1,,,,,-0.13340211,,Left Foot,,,,"[54.8, 2.4]",,Ground Pass,,23.307081,,,Fabio Borini,7171.0,,,,,,,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,5,Sunderland,41,['86696255-d2a6-490b-bf48-028189a4e88e'],31,,,,,,,,,,,,,,,,,Sunderland,41,00:01:31.458,Pass,
,,,,,,,,,,,,,,,,,,1.149186,,,,,,,,,,,043c38f3-90f2-4c4d-b8d0-a7229354c0c0,88,,"[54.8, 2.4]",3754148,1,,,,,0.6044215,,Right Foot,,,,"[68.7, 12.0]",,Ground Pass,,16.892899,Incomplete,,Ola Toivonen,4417.0,,,,,,,1,Regular Play,Fabio Borini,7171.0,Left Wing,5,Sunderland,41,"['bbe36ff5-ea88-4e85-b669-275cb7790524', 'fe082ab9-6e14-4ffb-9579-2235caac883d']",32,,,,,,,,,,,,,,,,,Sunderland,41,00:01:32.938,Pass,
,,,,,,,,,,,,,,,,,,3.43643,,,,,,,,,,,fe082ab9-6e14-4ffb-9579-2235caac883d,90,,"[51.4, 68.1]",3754148,1,,,,,-0.14851947,,Right Foot,,,,"[104.2, 60.2]",,High Pass,,53.387733,Incomplete,,,,,,,,,Recovery,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,5,Sunderland,41,"['043c38f3-90f2-4c4d-b8d0-a7229354c0c0', '31d628d1-a661-400c-8b85-f3577ba3ded0']",34,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:34.087,Pass,
,,,,,,,,,,,,,,,,,,1.765857,,,,,,,,,,,93e88c8d-69b9-4d7b-8f87-34af9573e098,93,,"[92.6, 80.0]",3754148,1,,,,,-0.29195803,,,,,,"[110.9, 74.5]",,Low Pass,,19.108637,,,Bamidele Alli,3094.0,,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,6,Tottenham Hotspur,38,['9f2448c1-fb00-4f9b-88d2-d9d09c60b0b0'],59,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:59.630,Pass,
,,,,,,,,,,,,,,,,,,0.991825,,,,,,,,,,,0ad5c688-2a08-4060-aeff-96aaeee91925,100,,"[119.0, 63.5]",3754148,2,,,,,-1.6525807,,Right Foot,True,,,"[117.5, 45.2]",,Low Pass,,18.361372,Incomplete,,,,,,,,,,1,From Throw In,Bamidele Alli,3094.0,Center Attacking Midfield,6,Tottenham Hotspur,38,['f2ea00de-47c4-46ee-a80c-aeec586e281f'],6,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:06.791,Pass,
,,,,,,,,,,,,,,,,,,3.558805,,,,,,,,,,,99ad915a-8a2e-4f6d-b3f8-2facf6a33cd6,102,,"[4.2, 36.3]",3754148,2,,True,,,-0.7086263,,Keeper Arm,,,,"[20.3, 22.5]",,Ground Pass,,21.204952,,,Younes Kaboul,4746.0,,,,,,,1,Regular Play,Costel Fane Pantilimon,6871.0,Goalkeeper,7,Sunderland,41,['210cb1c6-837b-41c8-86c9-3923b772438a'],15,,,,,,,,,,,,,,,,,Sunderland,41,00:02:15.421,Pass,
,,,,,,,,,,,,,,,,,,1.532671,,,,,,,,,,,6559fa66-3c27-4f69-9d24-020106121287,105,,"[30.9, 14.7]",3754148,2,,True,,,0.4890045,,Right Foot,,,,"[41.8, 20.5]",,Ground Pass,,12.347064,,,Jordi Gómez García-Penche,43627.0,,,,,,,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,7,Sunderland,41,['1e902b79-aba4-47b3-abe7-028f38bdbf3e'],29,,,,,,,,,,,,,,,,,Sunderland,41,00:02:29.749,Pass,
,,,,,,,,,,,,,,,,,,3.961929,,,,,,,,,,,af7d327d-c727-4eb0-99af-6797e00b65ca,107,,"[43.1, 20.0]",3754148,2,,,,,-0.35215265,,Left Foot,,,,"[92.9, 1.7]",,Ground Pass,,53.055912,,,Jermain Defoe,3337.0,,,,,,,1,Regular Play,Jordi Gómez García-Penche,43627.0,Left Center Midfield,7,Sunderland,41,['795a8f33-da17-4e28-9a59-88938dce529e'],32,,,,,,,,,,,,,,,,,Sunderland,41,00:02:32.636,Pass,
,,,,,,,,,,,,,,,,,,1.994109,,,,,,,,,,,cea9671a-1b50-41fa-97b3-cbc703e7a9d7,110,,"[91.7, 5.0]",3754148,2,,,,,1.184619,,Right Foot,True,,,"[106.5, 41.4]",,High Pass,,39.293766,Incomplete,,,,,,,,,,1,Regular Play,Jermain Defoe,3337.0,Center Forward,7,Sunderland,41,['4217e65a-168e-48b8-83e8-547158574125'],39,,,,,,,,,,,,,,,,,Sunderland,41,00:02:39.205,Pass,
,,,,,,,,,,,,,,,,,,1.760797,,,,,,,,,,,0062a2cb-7f79-4a91-a47b-ffb2342e4d0b,113,,"[24.7, 37.4]",3754148,2,,,,,0.83752483,,Right Foot,,,,"[35.6, 49.5]",,High Pass,,16.285576,,,Heung-Min Son,3083.0,,,,,,Recovery,1,Regular Play,Nacer Chadli,4831.0,Left Wing,8,Tottenham Hotspur,38,['7dbeea12-c224-46ee-8150-e8e69b8ec951'],42,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:42.405,Pass,
,,,,,,,,,,,,,,,,,,1.484555,,,,,,,,,,,2899e674-6323-4127-9a76-7a57105b68c8,117,,"[55.1, 36.6]",3754148,2,,,,,-1.3636211,,Right Foot,,,,"[58.4, 20.9]",,Ground Pass,,16.043068,,,Nacer Chadli,4831.0,,,,,,,1,Regular Play,Heung-Min Son,3083.0,Right Wing,8,Tottenham Hotspur,38,['7e679b42-421a-4aa8-bdb6-576db2b810e7'],47,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:47.358,Pass,
