ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3942540f-5242-4a95-af6f-cf54e7049298,1,,,,3754049,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f84c5bc0-302c-4cae-95fc-b699f17c2924,2,,,,3754049,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 25}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6664837b-c3f0-468c-95f4-c694d55def4b,3,,,,3754049,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['88963b7d-7c2c-4350-a64d-83191818e11d'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88963b7d-7c2c-4350-a64d-83191818e11d,4,,,,3754049,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['6664837b-c3f0-468c-95f4-c694d55def4b'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd3364dc-891b-428d-a8e5-4c3cd6a5df0b,1649,,,,3754049,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Norwich City,56,['22aaa1b2-8c58-40e7-bb5d-c4c7464e65d1'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22aaa1b2-8c58-40e7-bb5d-c4c7464e65d1,1650,,,,3754049,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Norwich City,56,['dd3364dc-891b-428d-a8e5-4c3cd6a5df0b'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.283714,,,,,,,,,,,,,9dcfcd02-4085-4b2a-a1c7-3c391d73ec47,5,,,"[61.0, 40.1]",3754049,0,,True,,,-2.2794225,,Right Foot,,,,"[60.4, 39.4]",Ground Pass,,0.92195445,,,,,Nathan Redmond,3286.0,,,,,Kick Off,1,From Kick Off,Jonathan Howson,9578.0,Left Center Midfield,2,Norwich City,56,['df946b1d-9ba4-43d9-9b9a-f29ee0deb4d1'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.237,Pass,
,,,,,,,,,,,,,,,,1.121425,,,,,,,,,,,,,98539ce2-600e-42e3-aae0-4727696f4d0f,7,,,"[59.8, 39.4]",3754049,0,,,,,2.7985687,,Right Foot,,,,"[52.8, 41.9]",Ground Pass,,7.4330344,,,,,Alexander Banor Tettey,9463.0,,,,,,1,From Kick Off,Nathan Redmond,3286.0,Right Wing,2,Norwich City,56,['f33cb499-0092-47e0-8a7a-9c165c03c336'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.851,Pass,
,,,,,,,,,,,,,,,,4.982038,,,,,,,,,,,,,2aae6e3a-e7a7-4566-be41-a0b78c49a170,10,,,"[52.8, 41.9]",3754049,0,,,,,-0.21406068,,Right Foot,,,,"[117.2, 27.9]",High Pass,,65.904175,,,Incomplete,,,,,,,,,1,From Kick Off,Alexander Banor Tettey,9463.0,Right Center Midfield,2,Norwich City,56,['dfb2da73-f0c2-4530-bcb6-5c973da30337'],2,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:02.013,Pass,
,,,,,,,,,,,,,,,,4.188982,,,,,,,,,,,,,29820b9d-47ba-4ef4-a038-adbaad9db33a,13,,,"[16.5, 50.9]",3754049,0,,,,,-0.43532488,,Drop Kick,,,,"[83.8, 19.6]",High Pass,,74.2225,,,Incomplete,,,,,,,,,1,Regular Play,Kasper Schmeichel,3815.0,Goalkeeper,3,Leicester City,22,['0d7e151c-a646-4a35-ad4b-fdff86c201bc'],21,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:21.308,Pass,
,,,,,,,,,,,,,,,,1.902604,,,,,,,,,,,,,0d7e151c-a646-4a35-ad4b-fdff86c201bc,14,,,"[36.3, 60.5]",3754049,0,,,,,-0.09144729,,Head,,,,"[59.2, 58.4]",Low Pass,,22.996086,,,Incomplete,,Cameron Jerome,4807.0,,,,,Recovery,1,Regular Play,Alexander Banor Tettey,9463.0,Right Center Midfield,3,Leicester City,22,"['29820b9d-47ba-4ef4-a038-adbaad9db33a', '3f56f008-e8d8-4f6f-ae30-ddc587f04660', 'c55e3abd-a889-4f99-992c-e76c422d9d63']",25,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:25.497,Pass,
,,,,,,,,,,,,,,,,3.308095,,,,,,,,,,,,,c55e3abd-a889-4f99-992c-e76c422d9d63,16,,,"[60.9, 21.7]",3754049,0,,,,,-0.06948502,,Right Foot,,,,"[88.2, 19.8]",High Pass,,27.366037,,,Incomplete,,Jamie Vardy,10960.0,,,,,Recovery,1,Regular Play,Robert Huth,40123.0,Left Center Back,3,Leicester City,22,"['0d7e151c-a646-4a35-ad4b-fdff86c201bc', '976a8818-6ead-4e36-9def-95d53c8592d1', 'ffd155fe-8784-47a9-b6be-03881583479a']",27,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:27.400,Pass,
,,,,,,,,,,,,,,,,3.340168,,,,,,,,,,,,,ffd155fe-8784-47a9-b6be-03881583479a,18,,,"[31.9, 60.3]",3754049,0,,,,,0.32781926,,Head,,,,"[76.3, 75.4]",High Pass,,46.89744,,,Incomplete,,Cameron Jerome,4807.0,,,,,Recovery,1,Regular Play,Alexander Banor Tettey,9463.0,Right Center Midfield,3,Leicester City,22,"['a1962f85-58b3-4f5c-b218-3006ae30bfed', 'c55e3abd-a889-4f99-992c-e76c422d9d63', 'e248cb70-b6b8-43d4-ae3f-d5f7fab03886']",30,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:30.708,Pass,
,,,,,,,,,,,,,,,,1.696089,,,,,,,,,,,,,7662210b-25dc-43a0-821e-6acc5fcf2846,23,,,"[40.2, 2.6]",3754049,0,,,,,-0.06971922,,Left Foot,,,,"[76.0, 0.1]",High Pass,,35.887184,,,Out,,,,,,,,,1,Regular Play,Robert Huth,40123.0,Left Center Back,3,Leicester City,22,['40286fcd-69cb-4ea0-b4da-0848b0e2df5f'],35,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:35.908,Pass,True
,,,,,,,,,,,,,,,,1.125634,,,,,,,,,,,,,7c804945-1fc7-4f09-b4fa-00efa5a7eadd,24,,,"[75.9, 80.0]",3754049,1,,,,,-0.13293234,,,,,,"[93.1, 77.7]",High Pass,,17.353098,,,,,Cameron Jerome,4807.0,,,,,Throw-in,1,From Throw In,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Wing Back,4,Norwich City,56,['04a0a7e1-2cf5-4cb2-a186-7bf05339043e'],1,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:01.288,Pass,
,,,,,,,,,,,,,,,,0.882251,,,,,,,,,,,,,deb80d66-5fbd-47b2-b6d3-109120300331,26,,,"[93.1, 77.7]",3754049,1,,,,,-1.2895641,,Head,,,,"[95.7, 68.7]",Low Pass,,9.368031,,,,,Nathan Redmond,3286.0,,,,,,1,From Throw In,Cameron Jerome,4807.0,Center Forward,4,Norwich City,56,['cc8e7ff8-4322-4857-925e-a67c8dd87d0d'],2,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:02.453,Pass,
,,,,,,,,,,,,,,,,1.112421,,,,,,,,,,,,,f2c0cf50-3df3-44b8-af0e-cd1a8cb3b231,30,,,"[97.0, 69.2]",3754049,1,,,,,2.60927,,Right Foot,,,,"[89.7, 73.5]",Ground Pass,,8.472308,,,,,Cameron Jerome,4807.0,,,,,,1,From Throw In,Nathan Redmond,3286.0,Right Wing,4,Norwich City,56,"['78221f31-4c4f-455e-adb6-c6fcd473bbf5', '929a3416-c3a4-4c4d-a1cf-81e2bad86245']",3,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:03.646,Pass,True
