bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.083921,,,,,,,,,,,,a36e207f-1229-46ed-8b68-7c00e061d122,28,,"[22.1, 4.9]",3754090,0,,,,0.068441324,,Left Foot,,,,"[71.7, 8.3]",High Pass,,49.716396,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Kick Off,Charlie Adam,3636.0,Right Defensive Midfield,2,Stoke City,30,['664844e6-f0e9-45a4-8369-a055bc5a7e5a'],15,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:15.499,Pass,
,,,,,,,,,,,,,,,,,0.652945,,,,,,,,,,,,eff0d92d-73da-4e9c-9e4f-b071805934e9,32,,"[71.1, 24.3]",3754090,0,,,,1.3769978,,Right Foot,,,,"[73.2, 35.0]",Ground Pass,,10.904128,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,2,Stoke City,30,['a174a91a-7b1a-468e-bac2-440e78cc8dcd'],19,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:19.858,Pass,
,,,,,,,,,,,,,,,,,1.190653,,,,,,,,,,,,185935ea-4ca2-441e-b25a-15af57abdf01,35,,"[95.7, 44.9]",3754090,0,,,,1.364805,,Left Foot,,,,"[99.9, 65.0]",Ground Pass,,20.534119,,,,Jonathan Walters,3670.0,,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Stoke City,30,['0591414f-272e-4543-89de-735d03126170'],24,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:24.608,Pass,
,,,,,,,,,,,,,,,,,1.521577,,,,,,,,,,,,8589a953-bb5c-4530-aeaa-74050a8ff092,39,,"[106.6, 74.4]",3754090,0,,,,-2.3390813,,Left Foot,,,,"[86.5, 53.6]",Low Pass,,28.924902,,,,Glenn Whelan,9625.0,,,,,,,1,From Kick Off,Jonathan Walters,3670.0,Center Forward,2,Stoke City,30,"['431e4a25-4b5a-4dd9-b8e1-4399bff153c5', '45d9ea1b-bd8c-4ffb-89a4-e61dea0bf6c4']",30,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:30.553,Pass,True
,,,,,,,,,,,,,,,,,0.866558,,,,,,,,,,,,f331460c-454d-4370-836f-ded2482a8f0d,42,,"[86.5, 52.4]",3754090,0,,,,-0.41934165,,Right Foot,,,,"[94.8, 48.7]",Ground Pass,,9.087354,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Left Defensive Midfield,2,Stoke City,30,['3f03d8c9-6e47-4514-975a-d5a1c52ba41a'],33,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:33.001,Pass,
,,,,,,,,,,,,,,,,,0.804179,,,,,,,,,,,,66f210cb-6144-47a8-b50e-527ca5329cdf,45,,"[91.4, 46.4]",3754090,0,,,,-2.0730987,,Left Foot,,,,"[87.5, 39.3]",Ground Pass,,8.100617,,,,Marko Arnautović,3325.0,,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Stoke City,30,['221fc544-5810-42ad-bedb-9d3bee1ec079'],34,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:34.768,Pass,
,,,,,,,,,,,,,,,,,0.876004,,,,,,,,,,,,70e3cd99-202e-4fac-91f1-c712f64d2d83,48,,"[87.5, 39.3]",3754090,0,,,,-0.6128202,,Right Foot,,,,"[93.9, 34.8]",Ground Pass,,7.823682,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Kick Off,Marko Arnautović,3325.0,Left Wing,2,Stoke City,30,['21bc2c5d-688d-45f8-b169-cb23c5b48dd0'],36,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:36.641,Pass,
,,,,,,,,,,,,,,,,,0.790935,,,,,,,,,,,,3a0b2dc7-c9bc-42e2-8c74-f7cfc51f9471,50,,"[93.9, 34.8]",3754090,0,,,,-1.5142529,,Right Foot,,,,"[94.2, 29.5]",Ground Pass,,5.3084836,,,,Marko Arnautović,3325.0,,,,,,,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,2,Stoke City,30,['1ccbd6a8-0ef8-4d6c-ad24-351a04f7f5af'],37,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:37.517,Pass,
,,,,,,,,,,,,,,,,,0.616646,,,,,,,,,,,,c8697500-a675-4e8e-b62d-525f5bc5a97c,53,,"[106.8, 27.8]",3754090,0,,,,1.199905,,Right Foot,,,,"[109.6, 35.0]",Ground Pass,,7.725283,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Kick Off,Marko Arnautović,3325.0,Left Wing,2,Stoke City,30,"['3fabb2b3-090f-45e2-b886-a9def78e8e62', 'a9d5a45b-807c-40d1-b69a-fb625e63c81e']",39,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.947,Pass,
,,,,,,,,,,,,,,,,,1.311253,,,,,,,,,,,,a9d5a45b-807c-40d1-b69a-fb625e63c81e,55,,"[10.5, 45.1]",3754090,0,,,,-0.030827235,,Right Foot,,,,"[33.2, 44.4]",Ground Pass,,22.71079,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Recovery,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Newcastle United,37,"['40fc1cd6-b783-47ff-9a4f-5bdb07bea48a', 'c8697500-a675-4e8e-b62d-525f5bc5a97c']",40,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:40.563,Pass,
,,,,,,,,,,,,,,,,,1.361813,,,,,,,,,,,,763f2e43-d02f-4fba-9033-eba63f83cdee,62,,"[37.9, 47.0]",3754090,0,,,,-1.2895641,,Right Foot,,,,"[41.8, 33.5]",Ground Pass,,14.052046,,,,Georginio Wijnaldum,3567.0,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Center Forward,3,Newcastle United,37,['5ca67057-9a6a-4c61-902a-7ab820e90da0'],44,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:44.032,Pass,
,,,,,,,,,,,,,,,,,1.044466,,,,,,,,,,,,4c70f9c0-7b00-47ef-8653-43e3e78af485,68,,"[55.9, 42.7]",3754090,0,True,,,1.5707964,,Left Foot,,,,"[55.9, 53.2]",Ground Pass,,10.5,,,,Vurnon Anita,16072.0,,,,,,Free Kick,1,From Free Kick,Cheik Ismaël Tioté,42900.0,Left Center Midfield,4,Newcastle United,37,['2ab794b8-15bf-4adf-971e-55cde14057c5'],57,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:57.441,Pass,
,,,,,,,,,,,,,,,,,0.661035,,,,,,,,,,,,b97f4ec0-fcbe-4425-a230-bd03054c6c38,70,,"[58.9, 53.6]",3754090,1,,,,0.031239834,,Right Foot,,,,"[74.9, 54.1]",Low Pass,,16.00781,,Incomplete,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Free Kick,Vurnon Anita,16072.0,Right Center Midfield,4,Newcastle United,37,"['1e94d4b9-38b3-4cf9-9466-a7a26e876685', '9c05d990-a85e-47ac-8e1d-af8a260d22e4']",0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:00.354,Pass,
,,,,,,,,,,,,,,,,,1.614234,,,,,,,,,,,,1e94d4b9-38b3-4cf9-9466-a7a26e876685,72,,"[45.2, 26.0]",3754090,1,,,,0.14531001,,Head,,,,"[65.7, 29.0]",High Pass,,20.71835,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Erik Pieters,3467.0,Left Back,4,Newcastle United,37,"['2ecd728f-0c4e-4a72-849b-12246a62ba95', 'b97f4ec0-fcbe-4425-a230-bd03054c6c38']",1,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:01.015,Pass,
,,,,,,,,,,,,,,,,,2.472233,,,,,,,,,,,,ace03deb-d9d6-41a1-9b35-a86cddad5dbc,74,,"[74.1, 18.5]",3754090,1,,,,-2.5759547,,Head,,,,"[56.3, 7.2]",High Pass,,21.08388,,,,Paul Dummett,3065.0,,,,,,Recovery,1,From Free Kick,Aleksandar Mitrović,4269.0,Right Center Forward,4,Newcastle United,37,['b23dcf09-cccc-4894-bae0-a9a945bfff48'],5,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:05.092,Pass,
,,,,,,,,,,,,,,,,,0.793829,,,,,,,,,,,,53fccb68-f8b3-46f6-9c09-02a35374da4d,77,,"[56.3, 7.2]",3754090,1,,,,1.5131679,,Left Foot,,,,"[57.2, 22.8]",Ground Pass,,15.62594,,,,Cheik Ismaël Tioté,42900.0,,,,,,,1,From Free Kick,Paul Dummett,3065.0,Left Back,4,Newcastle United,37,['84134632-6010-451a-86ab-3e2865560e76'],8,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:08.432,Pass,
,,,,,,,,,,,,,,,,,0.924026,,,,,,,,,,,,268865ef-3763-43a8-9ba9-715ef8dce9b6,80,,"[57.2, 22.8]",3754090,1,,,,-0.3191396,,Right Foot,,,,"[68.7, 19.0]",Ground Pass,,12.111565,,,,Aleksandar Mitrović,4269.0,,,,,,,1,From Free Kick,Cheik Ismaël Tioté,42900.0,Left Center Midfield,4,Newcastle United,37,['78eebfb1-04d7-49d5-ba91-44d8d5d6e9f3'],10,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:10.261,Pass,
,,,,,,,,,,,,,,,,,1.746727,,,,,,,,,,,,f94d9641-aa13-4256-a1c2-e4b9f1343551,83,,"[62.3, 25.6]",3754090,1,,,,2.194498,,Right Foot,,,,"[44.6, 50.2]",Ground Pass,,30.30594,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,From Free Kick,Aleksandar Mitrović,4269.0,Right Center Forward,4,Newcastle United,37,['de337b74-0209-4689-a2da-789ed80a461e'],13,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:13.720,Pass,
,,,,,,,,,,,,,,,,,1.730511,,,,,,,,,,,,01e4fcee-fb14-434c-ad06-e4f3de2c8851,86,,"[44.6, 50.2]",3754090,1,,,,0.81749725,,Right Foot,,,,"[65.7, 72.7]",Ground Pass,,30.845745,,,,Daryl Janmaat,3650.0,,,,,,,1,From Free Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,4,Newcastle United,37,['8550471c-2bf6-4e39-aee0-a5f66bb47836'],16,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:16.169,Pass,
,,,,,,,,,,,,,,,,,3.868876,,,,,,,,,,,,44e0b29d-0d9f-415d-a41b-61a756aec4f5,89,,"[65.7, 72.7]",3754090,1,,,,0.1469251,,Left Foot,,,,"[113.0, 79.7]",High Pass,,47.815166,,Out,,Moussa Sissoko,3091.0,,,,,,,1,From Free Kick,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['4c6e5a0f-fb4e-481c-af48-c6e947a4fb65'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:18.961,Pass,
,,,,,,,,,,,,,,,,,1.335883,,,,,,,,,,,,880de997-62b5-47f3-89a6-d57bfad62e7f,91,,"[4.3, 0.1]",3754090,1,,,,0.22589141,,,,,,"[20.4, 3.8]",High Pass,,16.519686,,,,Charlie Adam,3636.0,,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['6d9d014f-40da-4523-b72e-c06eded53aa3'],44,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:44.718,Pass,
,,,,,,,,,,,,,,,,,3.851207,,,,,,,,,,,,7ce9104e-13c7-42de-8dcc-291563816a93,94,,"[20.4, 3.8]",3754090,1,,,,0.69100493,,Left Foot,,,,"[57.4, 34.4]",High Pass,,48.014164,,Incomplete,,,,,,,,,,1,From Throw In,Charlie Adam,3636.0,Right Defensive Midfield,5,Stoke City,30,['3c87f6e9-2509-4ccd-b6b9-62aa4dea82f9'],46,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:46.700,Pass,
,,,,,,,,,,,,,,,,,1.735878,,,,,,,,,,,,3c87f6e9-2509-4ccd-b6b9-62aa4dea82f9,95,,"[62.7, 45.7]",3754090,1,,,,-0.06852002,,Head,,,,"[93.3, 43.6]",Low Pass,,30.671974,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Fabricio Coloccini,26207.0,Left Center Back,5,Stoke City,30,"['7ce9104e-13c7-42de-8dcc-291563816a93', 'eb404939-3860-4092-9170-05e13ff8850f']",50,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:50.551,Pass,
,,,,,,,,,,,,,,,,,3.144025,,,,,,,,,,,,eb404939-3860-4092-9170-05e13ff8850f,96,,"[26.8, 36.5]",3754090,1,,,,0.06758919,,Head,,,,"[59.3, 38.7]",High Pass,,32.574375,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Ryan Shawcross,4035.0,Right Center Back,5,Stoke City,30,"['3c87f6e9-2509-4ccd-b6b9-62aa4dea82f9', 'c7940416-368f-4f82-9f68-e36e01ec5fb4']",52,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:52.287,Pass,
,,,,,,,,,,,,,,,,,1.253256,,,,,,,,,,,,8a6cd3ba-2699-438c-af45-2c84218c0357,99,,"[63.2, 43.4]",3754090,1,,,,0.7853982,,Right Foot,,,,"[74.9, 55.1]",Ground Pass,,16.546299,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Center Midfield,5,Stoke City,30,['bcca06b8-b312-44a9-9879-18a4bc9dacf5'],58,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:58.111,Pass,
,,,,,,,,,,,,,,,,,4.050061,,,,,,,,,,,,057a34f9-dbfd-496d-837b-0ddada49440d,107,,"[15.4, 31.4]",3754090,2,,,,-0.02952728,,Right Foot,,,,"[86.5, 29.3]",High Pass,,71.131004,,Incomplete,,Jonathan Walters,3670.0,,,,,,,1,From Throw In,Jack Butland,3537.0,Goalkeeper,5,Stoke City,30,"['4b7d572c-4f99-44d4-8797-2b065b6804c6', '7db7f71c-f0b2-4b02-bb74-60ff6e6cf480']",19,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:19.557,Pass,
,,,,,,,,,,,,,,,,,2.150735,,,,,,,,,,,,2f97f6af-45a5-437b-a84a-d1f37861c4fe,113,,"[19.3, 75.0]",3754090,2,,,,-0.32263786,,Right Foot,,,,"[53.1, 63.7]",High Pass,,35.63888,,Incomplete,,Moussa Sissoko,3091.0,,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,5,Stoke City,30,"['2361120d-6870-414d-ae62-d2707df293eb', '684a0a8f-4c7b-48d1-a0c8-20616b01d9f2']",26,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:26.890,Pass,
,,,,,,,,,,,,,,,,,1.878295,,,,,,,,,,,,2361120d-6870-414d-ae62-d2707df293eb,115,,"[67.0, 16.4]",3754090,2,,,,-0.453844,,Head,,,,"[87.5, 6.4]",High Pass,,22.808989,,,,Marko Arnautović,3325.0,,,,,,Recovery,1,From Throw In,Erik Pieters,3467.0,Left Back,5,Stoke City,30,"['2f97f6af-45a5-437b-a84a-d1f37861c4fe', '8d7fb9cb-472e-4811-84b2-0beb4cfc4e7b']",29,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:29.040,Pass,
,,,,,,,,,,,,,,,,,1.377225,,,,,,,,,,,,cb89fa26-90f7-4d45-82a2-c63b4f9b5d96,118,,"[87.5, 6.4]",3754090,2,,,,0.65042144,,Right Foot,,,,"[96.7, 13.4]",Ground Pass,,11.560277,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Throw In,Marko Arnautović,3325.0,Left Wing,5,Stoke City,30,['7f4e22db-5075-4967-a874-c36de38376c2'],31,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:31.657,Pass,
,,,,,,,,,,,,,,,,,0.205723,,,,,,,,,,,,9026afa3-3674-400c-ab74-b7c58f7bb642,126,,"[21.9, 73.5]",3754090,2,,,,-2.0899425,,Left Foot,,,,"[19.1, 68.6]",Ground Pass,,5.6435804,,,,Daryl Janmaat,3650.0,,,,,,,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Center Midfield,5,Stoke City,30,['8ca9da41-316b-477d-8841-deedca05a03c'],38,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:38.496,Pass,
,,,,,,,,,,,,,,,,,1.746344,,,,,,,,,,,,097737ab-59c9-433e-8148-e21a6078602f,128,,"[19.1, 68.6]",3754090,2,,,,-0.8167132,,Right Foot,,,,"[39.2, 47.2]",Ground Pass,,29.359325,,Incomplete,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,5,Stoke City,30,"['2026fdd8-90b5-4554-abc0-aa8eb074fcf2', 'af4d91a3-5525-4339-9dad-45f860cd54b6']",38,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:38.701,Pass,
,,,,,,,,,,,,,,,,,2.346577,,,,,,,,,,,,4b931997-4d2c-4cca-8357-0cbe8930cdf6,132,,"[75.5, 31.2]",3754090,2,,,,1.856351,,Right Foot,,,,"[65.9, 63.9]",High Pass,,34.08005,,,,Glen Johnson,4724.0,,,,,,,1,From Throw In,Glenn Whelan,9625.0,Left Defensive Midfield,5,Stoke City,30,['971873a7-6fae-4d20-9cdf-226bb05765c5'],42,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:42.522,Pass,
