50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a74554d-c1fc-4c3c-b374-c10264a28826,1,,,3754116,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0044c0c7-31d0-44c0-9cb5-e296f3dec0ba,2,,,3754116,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 36}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,090c391e-65a6-4c64-9ce4-d09cba26a273,3,,,3754116,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['decb900a-16f5-4dcc-9159-9ef474d8b0be'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,decb900a-16f5-4dcc-9159-9ef474d8b0be,4,,,3754116,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['090c391e-65a6-4c64-9ce4-d09cba26a273'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,70688f70-a6ed-49d5-948e-bbe457d57c06,2002,,,3754116,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Chelsea,33,['741ab967-0e05-4842-bc49-358a578f555a'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,741ab967-0e05-4842-bc49-358a578f555a,2003,,,3754116,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,114,Chelsea,33,['70688f70-a6ed-49d5-948e-bbe457d57c06'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.031157,,,,,,,,,,,,,f8d3b9ec-a8b2-462b-9d2c-2f02b6c81418,5,,"[60.0, 40.0]",3754116,0,,,,-1.47804,,Right Foot,,,,"[60.4, 35.7]",Ground Pass,,4.3185644,,,,,Alexandre Rodrigues da Silva,25351.0,,,,,,Kick Off,1,From Kick Off,Ruben Loftus-Cheek,3504.0,Center Attacking Midfield,2,Chelsea,33,['c6465f43-de64-4040-985f-ae2e377773fc'],1,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:01.042,Pass,
,,,,,,,,,,,,,,,,,,0.86036,,,,,,,,,,,,,0d738ef0-f4de-49e6-80c2-abadac566b08,8,,"[60.4, 36.5]",3754116,0,,,,3.0221636,,Left Foot,,,,"[52.9, 37.4]",Ground Pass,,7.553807,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Kick Off,Alexandre Rodrigues da Silva,25351.0,Center Forward,2,Chelsea,33,['826bf73a-23ed-40b6-987c-acf4b557bae6'],1,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:01.313,Pass,
,,,,,,,,,,,,,,,,,,0.610968,,,,,,,,,,,,,471cb0ea-7f23-4a78-997e-28cae970a512,11,,"[52.3, 37.2]",3754116,0,,,,-3.0404892,,Right Foot,,,,"[45.4, 36.5]",Ground Pass,,6.935416,,,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,2,Chelsea,33,['45a3586f-229d-46bc-97c7-958d9d57c918'],2,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:02.762,Pass,
,,,,,,,,,,,,,,,,,,1.103464,,,,,,,,,,,,,6a0436f7-c076-45a5-8c41-5901ff11b8e4,15,,"[45.8, 34.6]",3754116,0,,,,2.2635238,,Left Foot,,,,"[33.6, 49.3]",Ground Pass,,19.103142,,,,,Matt Miazga,7848.0,,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Left Defensive Midfield,2,Chelsea,33,['4c62204c-7f78-4d59-83df-2ca6bc106db6'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:04.847,Pass,
