50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6753b8a1-cab3-4916-8aeb-da0d28370bbf,1,,,,3754185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,110f9dbf-06f0-414a-9e84-866e6127f6dd,2,,,,3754185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,,0,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 3314, 'name': 'Phil Jones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 35}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,696a291d-e550-449a-a050-e3cc25108a47,3,,,,3754185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['81e85d78-e743-4ec4-b40c-599cbe8520c1'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,81e85d78-e743-4ec4-b40c-599cbe8520c1,4,,,,3754185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Watford,23,['696a291d-e550-449a-a050-e3cc25108a47'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ec09050c-e9e2-4035-bdff-f5fbab75cfcd,1678,,,,3754185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Manchester United,39,['eff2e203-759a-4605-9dc6-d22530865ba8'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eff2e203-759a-4605-9dc6-d22530865ba8,1679,,,,3754185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,106,Manchester United,39,['ec09050c-e9e2-4035-bdff-f5fbab75cfcd'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.409752,,,,,,,,,,,,,,a6e10056-f82a-4a76-afbb-af502efbefef,5,,,"[60.0, 40.0]",3754185,0,,,,1.7681919,,Left Foot,,,,"[59.9, 40.5]",,Ground Pass,,0.50990194,,,,,Troy Deeney,3454.0,,,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Center Forward,2,Watford,23,['c32e971b-49bb-4b6f-8980-21758e9e231b'],0,,,,,,,,,,,,,,,,,Watford,23,00:00:00.865,Pass,
,,,,,,,,,,,,,,,,,2.028257,,,,,,,,,,,,,,a8b481eb-0a07-4f17-9903-35fb960c7484,8,,,"[57.1, 41.1]",3754185,0,,,,2.683021,,Right Foot,,,,"[33.4, 52.8]",,Ground Pass,,26.430664,,,,,Craig Cathcart,3263.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Center Attacking Midfield,2,Watford,23,['589faf82-c52e-4bbe-96b2-6ae200783f17'],1,,,,,,,,,,,,,,,,,Watford,23,00:00:01.894,Pass,
,,,,,,,,,,,,,,,,,2.920791,,,,,,,,,,,,,,0e1e533d-4640-48df-9ed1-caf50cb5ab01,11,,,"[30.2, 49.1]",3754185,0,,,,-1.8389851,,Right Foot,,,,"[23.0, 22.9]",,Ground Pass,,27.171309,,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,,,1,From Kick Off,Craig Cathcart,3263.0,Right Center Back,2,Watford,23,['0c7deb1a-3673-45c5-b31b-573b1b2bd6e1'],5,,,,,,,,,,,,,,,,,Watford,23,00:00:05.074,Pass,
,,,,,,,,,,,,,,,,,1.911843,,,,,,,,,,,,,,ae22efb0-06b9-4d7a-a6d6-e78c5161242e,13,,,"[23.0, 22.9]",3754185,0,,,,0.21287702,,Left Foot,,,,"[65.1, 32.0]",,High Pass,,43.072266,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,2,Watford,23,"['89f2def0-f479-4921-a51e-bba5b5299a22', 'fec883d4-4e01-421c-b6dc-c645d4118cb2']",7,,,,,,,,,,,,,,,,,Watford,23,00:00:07.995,Pass,
