ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f2de729e-e5d3-43b0-a306-5625580a7418,1,,,3754340,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7121, 'name': 'Sandro Ranieri Guimarães Cordeiro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 30}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e00ab5a3-64d2-4324-b5e9-f32e7fa07296,2,,,3754340,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5674315d-eb5d-4052-9725-3956fb65f7d6,3,,,3754340,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['973097f3-740e-4360-8e33-228c30c99323'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,973097f3-740e-4360-8e33-228c30c99323,4,,,3754340,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['5674315d-eb5d-4052-9725-3956fb65f7d6'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,06fa7c94-464b-4b4e-9085-9185be44461e,1712,,,3754340,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,87,Swansea City,26,['b5256687-e4ce-484c-aeb1-44ce724d93ac'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b5256687-e4ce-484c-aeb1-44ce724d93ac,1713,,,3754340,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,87,Swansea City,26,['06fa7c94-464b-4b4e-9085-9185be44461e'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.559139,,,,,,,,,,,,,84b1eb77-fd24-4c1b-93ba-ff0b25db2e37,5,,"[60.0, 40.0]",3754340,0,,,,,0.6055447,,Left Foot,,,,"[62.6, 41.8]",Ground Pass,,3.1622777,,,José Salomón Rondón Giménez,4041.0,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Center Attacking Midfield,2,West Bromwich Albion,27,['fceea0b6-9f90-4b07-9c8a-bc1541c000b0'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.249,Pass,
,,,,,,,,,,,,,,,,2.850798,,,,,,,,,,,,,1117d7fa-75be-45fc-b057-8675d04ddb4d,7,,"[63.5, 41.8]",3754340,0,,,,,-0.9712621,,Right Foot,,,,"[92.0, 0.1]",High Pass,,50.508812,Out,,James McClean,3514.0,,True,,,,1,From Kick Off,José Salomón Rondón Giménez,4041.0,Center Forward,2,West Bromwich Albion,27,['80b84713-b1a9-4b25-b9db-eb1775d8df2a'],1,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:01.808,Pass,
,,,,,,,,,,,,,,,,0.9165,,,,,,,,,,,,,180a7ec2-c757-4488-95fd-356c3bfedacd,9,,"[24.7, 80.0]",3754340,0,,,,,-0.67267054,,,,,,"[30.6, 75.3]",Low Pass,,7.543209,,,Jack Frank Porteous Cork,3462.0,,,,,Throw-in,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,3,Swansea City,26,['5bef0adc-2e74-4c7d-a2e0-4d990ac43f0a'],18,,,,,,,,,,,,,,,,,Swansea City,26,00:00:18.221,Pass,
,,,,,,,,,,,,,,,,0.6539,,,,,,,,,,,,,316c71fd-b062-48e9-99e3-3cec0192a687,12,,"[30.6, 75.2]",3754340,0,,,,,2.8937812,,Right Foot,,,,"[22.3, 77.3]",Ground Pass,,8.561542,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,3,Swansea City,26,['23c9ef0e-93e2-4da1-a110-107712a98b5a'],19,,,,,,,,,,,,,,,,,Swansea City,26,00:00:19.797,Pass,
