50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.261958,,,,,,,,,,,,,,,2e0d0eaf-b74b-45f5-8068-7fde6fc93ad5,16,,"[25.7, 40.8]",3754333,0,,,,-1.3521274,,Right Foot,,,,"[31.5, 14.7]",,Ground Pass,,26.73668,,,Jan Vertonghen,3077.0,,,,,,,1,From Kick Off,Eric Dier,10956.0,Right Defensive Midfield,2,Tottenham Hotspur,38,['b6e2f1c1-52d3-481b-b7de-992ec69973b1'],8,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:08.035,Pass,
,,,,,,,,,,,,,,,,,,1.309343,,,,,,,,,,,,,,,3f518bef-bbef-44af-babb-fb9f6ba9e8bf,19,,"[33.6, 13.3]",3754333,0,,,,1.9631364,,Left Foot,,,,"[30.0, 22.0]",,Ground Pass,,9.415413,,,Eric Dier,10956.0,,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['68d6d13e-cf52-40f3-aefd-11b6887f2b3e'],12,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:12.158,Pass,
,,,,,,,,,,,,,,,,,,1.098814,,,,,,,,,,,,,,,984a2ca8-888e-402a-a7c3-f8c18370ebaf,22,,"[33.2, 23.1]",3754333,0,,,,0.52897507,,Right Foot,,,,"[53.9, 35.2]",,Ground Pass,,23.977072,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Kick Off,Eric Dier,10956.0,Right Defensive Midfield,2,Tottenham Hotspur,38,['ae2ad86c-d36f-4326-8984-68ec4e65aaca'],14,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:14.423,Pass,
,,,,,,,,,,,,,,,,,,2.481902,,,,,,,,,,,,,,,75a8e6bf-a849-40d7-a407-f18202b15f8a,25,,"[53.9, 36.0]",3754333,0,,,,-1.0177649,,Right Foot,,,,"[73.9, 3.6]",,Low Pass,,38.075714,,,Ben Davies,3086.0,,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['cb1abc96-22ee-4513-b846-8daa77ae95d1'],16,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:16.621,Pass,
,,,,,,,,,,,,,,,,,,1.113995,,,,,,,,,,,,,,,2d47ce79-7b27-4c2d-af6f-666d08562b2f,27,,"[74.8, 4.2]",3754333,0,,,,2.1303031,,Left Foot,,,,"[68.6, 14.1]",,Ground Pass,,11.681182,,,Ryan Mason,40127.0,,,,,,,1,From Kick Off,Ben Davies,3086.0,Left Back,2,Tottenham Hotspur,38,['217e785c-78c3-4359-9003-73935acd0770'],19,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:19.103,Pass,
,,,,,,,,,,,,,,,,,,2.224147,,,,,,,,,,,,,,,e65b52bc-1e03-42c9-8ea6-7658401ea7fb,31,,"[72.2, 10.2]",3754333,0,,,,3.1021395,,Left Foot,,,,"[57.0, 10.8]",,Ground Pass,,15.211838,,,Jan Vertonghen,3077.0,,,,,,,1,From Kick Off,Ryan Mason,40127.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['3ca24480-cfeb-496b-9915-9494652a72f9'],21,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:21.171,Pass,
,,,,,,,,,,,,,,,,,,2.030326,,,,,,,,,,,,,,,64904ef0-c379-43bd-8658-d9b40537e0e9,34,,"[55.4, 14.2]",3754333,0,,,,2.0183163,,Left Foot,,,,"[39.8, 46.7]",,Ground Pass,,36.050102,,,Toby Alderweireld,20005.0,,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['de7f23a9-0d43-4db8-8bac-b4fc2781ae78'],24,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:24.437,Pass,
,,,,,,,,,,,,,,,,,,2.71658,,,,,,,,,,,,,,,4d7ff0c7-877e-47d9-8482-1373f531be83,37,,"[46.5, 48.6]",3754333,0,,,,-0.70880413,,Right Foot,,,,"[92.8, 8.9]",,High Pass,,60.989998,Incomplete,,Ben Davies,3086.0,,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,"['b49a120d-d420-44c6-a12e-7cb00c280ecc', 'd8fedf31-ac77-49c8-9e76-89129806b675']",29,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:29.481,Pass,
,,,,,,,,,,,,,,,,,,3.147722,,,,,,,,,,,,,,,38f6807f-42f1-473e-a67f-445338aa317a,41,,"[75.3, 0.1]",3754333,0,,,,1.925898,,,,,,"[63.1, 33.0]",,High Pass,,35.089172,,,Eric Dier,10956.0,,,,,,Throw-in,1,From Throw In,Ben Davies,3086.0,Left Back,3,Tottenham Hotspur,38,['2b4c0a10-f5e1-44ca-8862-7d5b884dc4f3'],41,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:41.983,Pass,
,,,,,,,,,,,,,,,,,,2.212969,,,,,,,,,,,,,,,15bc7219-6a49-480a-a98a-7f00cbcb3456,44,,"[65.6, 40.5]",3754333,0,,,,1.112357,,Right Foot,,,,"[77.0, 63.6]",,Ground Pass,,25.759853,,,Kyle Walker,3205.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['7804c005-2683-4514-bded-e77635b05119'],46,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:46.258,Pass,
,,,,,,,,,,,,,,,,,,1.888853,,,,,,,,,,,,,,,b3ef3cc9-23d4-4aff-86ae-05a0ff369754,46,,"[76.4, 65.2]",3754333,0,,,,-2.4587743,,Right Foot,,,,"[68.9, 59.1]",,Ground Pass,,9.667471,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['ee3fc2dc-cbe7-4cdc-824b-36527569c919'],48,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:48.471,Pass,
,,,,,,,,,,,,,,,,,,2.184183,,,,,,,,,,,,,,,af5a5c7b-1c63-4872-9b50-1dfca7125214,50,,"[69.5, 61.9]",3754333,0,,,,-2.7911923,,Right Foot,,,,"[49.8, 54.7]",,Ground Pass,,20.974508,,,Toby Alderweireld,20005.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['dc08ec5a-3310-4503-890d-9c069d938240'],50,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:50.473,Pass,
,,,,,,,,,,,,,,,,,,1.967461,,,,,,,,,,,,,,,a9899341-7347-4d87-ae37-96bb2f809c38,52,,"[49.7, 53.5]",3754333,0,,,,-1.7365346,,Right Foot,,,,"[45.1, 26.0]",,Ground Pass,,27.882072,,,Jan Vertonghen,3077.0,,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['959eaef6-6027-4772-9bf2-4963c4f44d70'],52,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:52.657,Pass,
,,,,,,,,,,,,,,,,,,1.65893,,,,,,,,,,,,,,,2293c344-a822-4a64-8be1-7dc104c5e89f,55,,"[50.0, 26.6]",3754333,0,,,,-1.555569,,Right Foot,,,,"[50.3, 6.9]",,Ground Pass,,19.702284,,,Ben Davies,3086.0,,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,3,Tottenham Hotspur,38,['7fea133c-5d1c-4cd7-af46-96520a605ec7'],56,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:56.612,Pass,
,,,,,,,,,,,,,,,,,,1.043852,,,,,,,,,,,,,,,634be8a9-2427-4721-b1fc-cdb502f5b885,58,,"[51.1, 14.1]",3754333,0,,,,1.1675148,,Right Foot,,,,"[57.5, 29.1]",,Ground Pass,,16.30828,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Ben Davies,3086.0,Left Back,3,Tottenham Hotspur,38,['d2ae97f1-9dd9-4547-8136-d5326dc3d0de'],59,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:59.257,Pass,
,,,,,,,,,,,,,,,,,,1.650891,,,,,,,,,,,,,,,3474012e-1039-4a19-8805-a72edf281b25,60,,"[57.5, 29.1]",3754333,1,True,,,-3.122845,,Right Foot,,,,"[41.5, 28.8]",,Ground Pass,,16.002811,,,Jan Vertonghen,3077.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,3,Tottenham Hotspur,38,['c4413871-1275-46ba-8ef3-b9759c813ba5'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:00.300,Pass,
,,,,,,,,,,,,,,,,,,1.762879,,,,,,,,,,,,,,,6555f337-aa36-4975-a0c0-c9c2ab42e6fe,62,,"[41.5, 29.4]",3754333,1,,,,1.6793424,,Right Foot,,,,"[38.1, 60.6]",,Ground Pass,,31.38471,,,Toby Alderweireld,20005.0,,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,3,Tottenham Hotspur,38,['972d214b-9d0d-4ec8-b0c5-fd0f38f7c6cd'],4,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:04.629,Pass,
,,,,,,,,,,,,,,,,,,1.124327,,,,,,,,,,,,,,,78383c45-9f4e-4aa9-b8d2-2a56bde8cf44,65,,"[55.4, 68.9]",3754333,1,,,,2.3978372,,Left Foot,,,,"[50.4, 73.5]",,Ground Pass,,6.794115,,,Kyle Walker,3205.0,,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['49913870-97a1-4dce-add0-7b7d2285d635'],9,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:09.758,Pass,
,,,,,,,,,,,,,,,,,,1.781642,,,,,,,,,,,,,,,2729fc9e-3914-41c7-9e82-ff3bf474c624,67,,"[50.9, 73.6]",3754333,1,,,,-1.9343232,,Right Foot,,,,"[43.9, 55.2]",,Ground Pass,,19.686544,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['9ba7ba39-7ff8-4def-a442-e3c60122a07e'],10,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:10.883,Pass,
,,,,,,,,,,,,,,,,,,1.336677,,,,,,,,,,,,,,,846524e9-bdd8-41e1-85c0-698a61566db3,70,,"[44.0, 55.3]",3754333,1,,,,-0.35273573,,Right Foot,,,,"[62.2, 48.6]",,Ground Pass,,19.394072,,,Erik Lamela,3585.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['f8916e77-7970-417b-a512-b0a119b24dc1'],13,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:13.207,Pass,
,,,,,,,,,,,,,,,,,,1.214323,,,,,,,,,,,,,,,3f8b12c9-f188-4516-99dd-1853b0c24f22,73,,"[58.2, 55.8]",3754333,1,,,,-2.3349211,,Left Foot,,,,"[46.7, 43.8]",,Ground Pass,,16.62077,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,['062f4866-cbc4-40ab-a2a7-acfe87071b84'],16,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:16.107,Pass,
,,,,,,,,,,,,,,,,,,2.23569,,,,,,,,,,,,,,,b1c05ac5-6903-4867-ad94-ddca6454e158,76,,"[47.6, 39.2]",3754333,1,,,,-1.2432319,,Right Foot,,,,"[58.1, 8.3]",,Ground Pass,,32.635258,,,Jan Vertonghen,3077.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,3,Tottenham Hotspur,38,['09b7469c-d249-4bfd-a371-61ea102bfcad'],18,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:18.522,Pass,
,,,,,,,,,,,,,,,,,,0.958717,,,,,,,,,,,,,,,04147f72-bb6d-49cc-8893-bf7eefdf68dc,79,,"[64.2, 8.3]",3754333,1,,,,0.69473827,,Left Foot,,,,"[72.6, 15.3]",,Ground Pass,,10.93435,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,3,Tottenham Hotspur,38,['127b5bc7-02f2-4d2a-90c0-18bdd82ad1e6'],22,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:22.073,Pass,
,,,,,,,,,,,,,,,,,,0.641357,,,,,,,,,,,,,,,1ebf7821-0d90-42b3-bdc1-ce6ad745b2b7,82,,"[73.2, 7.0]",3754333,1,,,,0.072040066,,Left Foot,,,,"[82.9, 7.7]",,Low Pass,,9.7252245,Incomplete,,Ben Davies,3086.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,3,Tottenham Hotspur,38,"['a3971568-13e1-4599-a702-f2d3bb0fdf4a', 'e6bb526a-2f4b-453e-9832-c592ce4c3b85']",24,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:24.593,Pass,
,,,,,,,,,,,,,,,,,,0.777982,,,,,,,,,,,,,,,bd6d9806-44f5-4375-ae5b-bdce963d16a6,88,,"[92.8, 23.1]",3754333,1,,,,1.5167948,,Left Foot,,,,"[93.4, 34.2]",,Ground Pass,,11.116204,,,Erik Lamela,3585.0,,,,,,,1,From Throw In,Ben Davies,3086.0,Left Back,3,Tottenham Hotspur,38,['d80dd32a-f356-4647-98e3-8ea2bb935c69'],27,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:27.919,Pass,
,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,238a03d0-d1de-4fe1-a031-8a2c820a60b6,92,,"[94.8, 29.2]",3754333,1,,,,-0.676586,,Left Foot,,,,"[101.4, 23.9]",,Ground Pass,,8.464632,,,Harry Kane,10955.0,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,"['47a65a8c-4d4f-4fb2-a68b-3de7d2fc1ff8', 'a1b5a82c-a2fd-4cdb-bbf6-46090b910c11']",30,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:30.234,Pass,True
,,,,,,,,,,,,,,,,,,1.355619,,,,,,,,,,,,,,,a353b098-6485-4e8b-bc51-ae7a92b7406a,96,,"[102.0, 25.3]",3754333,1,,,,1.3112491,,Right Foot,,,,"[106.7, 43.0]",,High Pass,,18.313383,Incomplete,,Heung-Min Son,3083.0,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,3,Tottenham Hotspur,38,"['5bc0609d-3876-4ddd-a73c-5228d84134cf', '653b2d16-5dca-40ee-b085-66039e7cf999', 'fae68581-d27e-424a-8250-eac77d899595']",31,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:31.796,Pass,True
,,,,,,,,,,,,,,,,,,1.06107,,,,,,,,,,,,,,,9e8be12b-06b0-4c14-aeeb-b7d55cb6c1a8,100,,"[100.1, 42.8]",3754333,1,,,,1.1836762,930a5f25-15eb-49ce-b2e3-5532e6a57cd0,Right Foot,,,,"[105.4, 55.8]",,Ground Pass,,14.038875,,,Kyle Walker,3205.0,True,,,,,Recovery,1,From Throw In,Ben Davies,3086.0,Left Back,3,Tottenham Hotspur,38,['91aecaf3-e8dc-4bb5-99df-6ed22925ff69'],34,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:34.998,Pass,
,,,,,,,,,,,,,,,,,,2.074483,,,,,,,,,,,,,,,9461049e-4a83-4370-a28f-2ef59dd0d4cf,106,,"[91.8, 80.0]",3754333,1,,,,-1.8053677,,,,,,"[85.3, 52.8]",,Low Pass,,27.965872,,,Erik Lamela,3585.0,,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['1233fe9d-8522-4bca-9f64-d92716037cd9'],49,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:49.225,Pass,
,,,,,,,,,,,,,,,,,,1.798541,,,,,,,,,,,,,,,2d72757d-78a7-41b0-9b46-09d5c8cd3ea3,109,,"[84.7, 51.0]",3754333,1,,,,-2.482589,,Left Foot,,,,"[74.5, 43.1]",,Ground Pass,,12.90155,,,Eric Dier,10956.0,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,4,Tottenham Hotspur,38,['51244021-e2fe-4c8c-9a04-d4f03ea7ed50'],51,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:51.300,Pass,
,,,,,,,,,,,,,,,,,,0.984763,,,,,,,,,,,,,,,75193956-0f34-414a-882b-93b937d0087e,112,,"[74.5, 40.5]",3754333,1,,,,0.59053427,,Right Foot,,,,"[83.6, 46.6]",,Ground Pass,,10.955364,,,Erik Lamela,3585.0,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['19c1a832-787a-418c-9ad6-a84319d7cfdb'],54,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:54.148,Pass,
,,,,,,,,,,,,,,,,,,1.823528,,,,,,,,,,,,,,,dd4283fb-3259-444f-b16b-75d52b8e24bd,116,,"[81.1, 48.6]",3754333,1,,,,2.91349,,Left Foot,,,,"[58.7, 53.8]",,Ground Pass,,22.995651,,,Toby Alderweireld,20005.0,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,4,Tottenham Hotspur,38,['7314196c-e5e9-43a1-90c5-845eb0e964ae'],55,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:55.845,Pass,
