50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8e86a37e-515c-4be9-9a4b-98deddb7aa25,1,,,3754048,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 42}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bf748ed6-28bc-4358-9124-134dc1224612,2,,,3754048,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4cd744f2-ebea-4662-bba2-0b1b829eba92,3,,,3754048,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['f76751ba-afbd-40fa-8e0c-d95e4c5eb36a'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f76751ba-afbd-40fa-8e0c-d95e4c5eb36a,4,,,3754048,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['4cd744f2-ebea-4662-bba2-0b1b829eba92'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,348c4519-4f9d-4ed7-9a78-59f36ef7b32a,1787,,,3754048,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Everton,29,['25f7d7fd-09c2-4c22-bda1-8e78f0a2f76b'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25f7d7fd-09c2-4c22-bda1-8e78f0a2f76b,1788,,,3754048,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,89,Everton,29,['348c4519-4f9d-4ed7-9a78-59f36ef7b32a'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.426204,,,,,,,,,,,,3d18d57d-79a3-44a4-95ff-7fb7a9f2a476,5,,"[60.0, 40.0]",3754048,0,,,,,1.9138203,,Right Foot,,,"[59.5, 41.4]",Ground Pass,,1.4866068,,,,Dwight Gayle,3092.0,,,,,,Kick Off,1,From Kick Off,Yannick Bolasie Yala,3589.0,Right Center Forward,2,Crystal Palace,31,['0c39b23f-3e8c-4948-8327-ac6c1049b2c1'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.424,Pass,
,,,,,,,,,,,,,,,,2.252183,,,,,,,,,,,,78098466-77e3-4256-b312-780ddaee9e0f,8,,"[59.3, 41.1]",3754048,0,,,,,-2.6085896,,Right Foot,,,"[35.4, 27.0]",Ground Pass,,27.749235,,,,Damien Delaney,3693.0,,,,,,,1,From Kick Off,Dwight Gayle,3092.0,Left Center Forward,2,Crystal Palace,31,['a99b8239-e1f7-408b-b889-009b39283f1c'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.931,Pass,
,,,,,,,,,,,,,,,,2.791468,,,,,,,,,,,,ff1ef286-d4fa-4108-a5ab-5ab6629426b5,11,,"[38.1, 25.3]",3754048,0,,,,,0.02055785,,Left Foot,,,"[91.6, 26.4]",High Pass,,53.511307,,,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Kick Off,Damien Delaney,3693.0,Left Center Back,2,Crystal Palace,31,['2e71af30-a1b7-4baa-a3c4-9d6f5bcb9f39'],4,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:04.355,Pass,
,,,,,,,,,,,,,,,,0.065328,,,,,,,,,,,,6c22cd80-b370-42ad-88e7-4e0b3171706b,13,,"[91.6, 26.4]",3754048,0,,,,True,-0.23109066,,,,,"[93.3, 26.0]",Low Pass,,1.7464249,,Incomplete,,Dwight Gayle,3092.0,,,,,,,1,From Kick Off,Yannick Bolasie Yala,3589.0,Right Center Forward,2,Crystal Palace,31,"['6399c0cf-c9fd-4114-8c7c-729172e47cb6', '91d30fd2-669f-4907-8619-df81db4773e9', 'e04bf72f-1625-482b-a1ae-04a3d84819f2']",7,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:07.186,Pass,True
