bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,203b63a1-2ae7-42d4-be0c-5c167d8d907a,1,,,,3754190,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3619, 'name': 'Alex McCarthy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,60c79fa6-5158-47c2-9d77-c869f8ef1a2f,2,,,,3754190,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 40}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 39}, {'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee7e5ee7-52af-4312-beed-527a3483cd66,3,,,,3754190,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['1a10520b-9f4c-4f2b-91f4-4072bc87ba38'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1a10520b-9f4c-4f2b-91f4-4072bc87ba38,4,,,,3754190,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['ee7e5ee7-52af-4312-beed-527a3483cd66'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,90a9a384-e641-4cb4-b582-1cd5d4b192d7,1700,,,,3754190,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Aston Villa,59,['bab64831-8c23-453a-be30-b2364420e168'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bab64831-8c23-453a-be30-b2364420e168,1701,,,,3754190,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Aston Villa,59,['90a9a384-e641-4cb4-b582-1cd5d4b192d7'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.337367,,,,,,,,,,,,,b00810b1-65c5-4704-829c-5b432ad987ea,5,,,"[61.0, 40.1]",3754190,0,,,,,1.7894653,,Right Foot,,,,"[60.6, 41.9]",,Ground Pass,,1.8439089,,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,Kick Off,1,From Kick Off,Jack Grealish,9638.0,Center Attacking Midfield,2,Aston Villa,59,['089af8f0-adbe-4d07-b9c2-9c4bf86865ea'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.509,Pass,
,,,,,,,,,,,,,,,1.461349,,,,,,,,,,,,,fb5e978d-0c34-4160-a020-d42775efa709,7,,,"[60.4, 37.4]",3754190,0,,True,,,2.9867723,,Right Foot,,,,"[43.1, 40.1]",,Ground Pass,,17.509426,,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,1,From Kick Off,Gabriel Imuetinyan Agbonlahor,42699.0,Left Center Forward,2,Aston Villa,59,['a3f0d99d-1de3-4e16-9efd-94eeeb4a92ed'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.846,Pass,
,,,,,,,,,,,,,,,1.755041,,,,,,,,,,,,,e8dad432-6b8b-4ea8-8b3d-5495a9304eba,9,,,"[42.2, 31.0]",3754190,0,,,,,-1.2377148,,Right Foot,,,,"[49.5, 9.9]",,Ground Pass,,22.327114,,,,Jordan Amavi,4347.0,,,,,,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,2,Aston Villa,59,['22b2ea2f-b1ee-4e55-b5ec-59cbd3f82168'],2,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:02.981,Pass,
,,,,,,,,,,,,,,,0.982,,,,,,,,,,,,,178f331b-7c9d-4920-9372-a06bd4080c27,12,,,"[48.4, 5.9]",3754190,0,,,,,1.2269906,,Left Foot,,,,"[54.2, 22.1]",,Ground Pass,,17.206976,,,,Ashley Westwood,3583.0,,,,,,1,From Kick Off,Jordan Amavi,4347.0,Left Back,2,Aston Villa,59,['a1570518-9259-48e7-8408-432d6e6832b7'],5,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:05.527,Pass,
