ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.458873,,,,,,,,,,,,,ddcf3365-bdc4-45db-84a4-3904dd3fbce4,16,,,"[20.4, 16.6]",3753989,0,,,,-0.14693339,,Left Foot,,,"[45.4, 12.9]",,Ground Pass,,25.272316,,,,James McCarthy,3607.0,,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['af836071-0975-4d95-a314-f3316bf8bfaf'],11,,,,,,,,,,,,,,,,,,Everton,29,00:00:11.192,Pass,
,,,,,,,,,,,,,,,,,,2.348201,,,,,,,,,,,,,e30c3051-f7b9-4305-8c85-223c763f3035,19,,,"[45.4, 12.9]",3753989,0,,,,-0.7506631,,Right Foot,,,"[58.8, 0.4]",,Ground Pass,,18.325119,,Out,,Kevin Mirallas,4317.0,,,,,,,1,From Kick Off,James McCarthy,3607.0,Left Defensive Midfield,2,Everton,29,['fdceb4ca-8429-4642-b6b5-f93c8ac47af4'],12,,,,,,,,,,,,,,,,,,Everton,29,00:00:12.691,Pass,
,,,,,,,,,,,,,,,,,,1.721272,,,,,,,,,,,,,b664fc22-4963-4d95-8a99-cc7b8d7bdcaf,21,,,"[61.7, 80.0]",3753989,0,,,,-0.3005182,,,,,"[93.0, 70.3]",,High Pass,,32.76858,,,,Jermain Defoe,3337.0,,,,,,Throw-in,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,3,Sunderland,41,['9c019899-c3f1-41c6-87eb-120a66020157'],27,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:27.582,Pass,
,,,,,,,,,,,,,,,,,,1.175317,,,,,,,,,,,,,64abe8ca-5e49-4f8d-8f77-c24afe3dfc94,24,,,"[93.2, 70.0]",3753989,0,,,,-1.5974567,,Right Foot,,,"[93.0, 62.5]",,Ground Pass,,7.502666,,Incomplete,,Fabio Borini,7171.0,,,,,,,1,From Throw In,Jermain Defoe,3337.0,Center Forward,3,Sunderland,41,"['1b52ce56-6581-4967-bd46-f3e70fa39e5f', '1f07246a-f7e3-4e87-8786-40ad33b96eaf']",30,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:30.222,Pass,
,,,,,,,,,,,,,,,,,,3.361235,,,,,,,,,,,,,1b52ce56-6581-4967-bd46-f3e70fa39e5f,26,,,"[27.1, 17.6]",3753989,0,,,,2.4064803,,Right Foot,,,"[3.1, 39.3]",,Ground Pass,,32.35568,,,,Joel Robles Blázquez,16309.0,,,,,,Recovery,1,Regular Play,Gareth Barry,3633.0,Right Defensive Midfield,4,Everton,29,"['64abe8ca-5e49-4f8d-8f77-c24afe3dfc94', 'd079cc6f-aea1-4fd1-9947-4aed79e359db']",31,,,,,,,,,,,,,,,,,,Everton,29,00:00:31.397,Pass,
,,,,,,,,,,,,,,,,,,2.111285,,,,,,,,,,,,,34372e1d-2487-4f20-a234-5014dc77b831,29,,,"[3.5, 42.6]",3753989,0,,,,1.080839,,Right Foot,,,"[21.9, 77.1]",,Ground Pass,,39.1,,,,Matthew Pennington,4700.0,,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,4,Everton,29,['79b5afe4-b33e-41ef-be31-059d17098bc0'],36,,,,,,,,,,,,,,,,,,Everton,29,00:00:36.252,Pass,
,,,,,,,,,,,,,,,,,,0.161269,,,,,,,,,,,,,f11feb47-cd2b-4347-b90d-25f26dd4860a,33,,,"[21.4, 76.6]",3753989,0,,,,0.41241044,,Right Foot,,,"[23.0, 77.3]",,Ground Pass,,1.7464249,,Incomplete,,Tom Cleverley,3683.0,,,,,,,1,Regular Play,Matthew Pennington,4700.0,Right Back,4,Everton,29,"['02d5c60e-37cb-4db5-8397-0ec9db5ffda8', '27d39028-d307-4e1d-934d-4ad256e7c05c', '57fcd1a7-5027-48b3-99fc-115c54290a74']",39,,,,,,,,,,,,,,,,,,Everton,29,00:00:39.385,Pass,True
,,,,,,,,,,,,,,,,,,1.454148,,,,,,,,,,,,,28302335-4417-4c34-84d8-c9b71d5b1bc6,36,,,"[20.9, 80.0]",3753989,0,,,,-0.14189705,,,,,"[41.2, 77.1]",,High Pass,,20.506096,,,,Tom Cleverley,3683.0,,,,,,Throw-in,1,From Throw In,Matthew Pennington,4700.0,Right Back,5,Everton,29,['03182213-e6ac-4171-917b-1be842373153'],57,,,,,,,,,,,,,,,,,,Everton,29,00:00:57.294,Pass,
,,,,,,,,,,,,,,,,,,2.189028,,,,,,,,,,,,,14f9b82a-407f-4d4c-bacc-48c6400fe71f,38,,,"[41.2, 77.1]",3753989,0,,,,-0.607802,,Head,,,"[45.8, 73.9]",,High Pass,,5.6035705,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Throw In,Tom Cleverley,3683.0,Right Wing,5,Everton,29,['76fc7057-c0eb-4f6e-8391-aa7275473220'],58,,,,,,,,,,,,,,,,,,Everton,29,00:00:58.749,Pass,
,,,,,,,,,,,,,,,,,,0.831325,,,,,,,,,,,,,d77b343e-4685-4eac-964c-53280f2a2685,40,,,"[45.8, 73.9]",3753989,1,,,,-1.9228406,,Head,,,"[44.0, 69.0]",,High Pass,,5.2201533,,,,Ross Barkley,4275.0,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,5,Everton,29,['2c270fd4-6a33-4552-97b3-c119fed88f27'],0,,,,,,,,,,,,,,,,,,Everton,29,00:01:00.938,Pass,
,,,,,,,,,,,,,,,,,,0.721131,,,,,,,,,,,,,65307781-0a8e-46b8-b16d-216ebc8ec057,42,,,"[44.0, 69.0]",3753989,1,,,,1.4527043,,Head,,,"[44.7, 74.9]",,High Pass,,5.9413805,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,5,Everton,29,['e51a5c19-1426-48d7-a67c-b170c41224a9'],1,,,,,,,,,,,,,,,,,,Everton,29,00:01:01.769,Pass,
,,,,,,,,,,,,,,,,,,1.416344,,,,,,,,,,,,,82b81d3e-9236-4eca-93f6-43ab1bf4d32a,44,,,"[44.7, 74.9]",3753989,1,,,,-1.2874883,,Head,,,"[47.0, 67.0]",,Low Pass,,8.228001,,,,Ross Barkley,4275.0,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,5,Everton,29,['2c30ea39-bddc-4e02-b3af-9a2a855bf3f0'],2,,,,,,,,,,,,,,,,,,Everton,29,00:01:02.537,Pass,
,,,,,,,,,,,,,,,,,,0.771023,,,,,,,,,,,,,96b52b6b-3d37-4a42-9a55-03e62b872288,47,,,"[49.8, 66.0]",3753989,1,,,,-0.560687,,Right Foot,,,"[58.4, 60.6]",,Ground Pass,,10.154801,,,,James McCarthy,3607.0,,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,5,Everton,29,['59af9486-f1b5-441f-8850-199975f93a64'],4,,,,,,,,,,,,,,,,,,Everton,29,00:01:04.407,Pass,
,,,,,,,,,,,,,,,,,,1.450608,,,,,,,,,,,,,e0aebded-17da-447d-b058-5682046839fc,49,,,"[58.0, 60.9]",3753989,1,,,,-1.4666964,,Right Foot,,,"[59.4, 47.5]",,Low Pass,,13.472936,,,,Ross Barkley,4275.0,,,,,,,1,From Throw In,James McCarthy,3607.0,Left Defensive Midfield,5,Everton,29,['9f2cf7f2-ba8d-43b6-90c4-c5d37816405a'],5,,,,,,,,,,,,,,,,,,Everton,29,00:01:05.178,Pass,
,,,,,,,,,,,,,,,,,,1.415219,,,,,,,,,,,,,8160252c-5334-40db-8614-fa202529c378,51,,,"[59.4, 47.5]",3753989,1,,,,0.44539407,,Left Foot,,,"[79.3, 57.0]",,Ground Pass,,22.051304,,Pass Offside,,Kevin Mirallas,4317.0,,,,Through Ball,True,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,5,Everton,29,['e8f0cac1-e521-4f17-9239-5df44f7fe2c0'],6,,,,,,,,,,,,,,,,,,Everton,29,00:01:06.629,Pass,
,,,,,,,,,,,,,,,,,,3.255157,,,,,,,,,,,,,7395c223-bb26-451f-a316-c91c1b26fb53,53,,,"[35.0, 23.3]",3753989,1,True,,,0.77282023,,Right Foot,,,"[83.3, 70.4]",,High Pass,,67.463326,,,,Fabio Borini,7171.0,,,True,,,Free Kick,1,From Free Kick,Vito Mannone,9539.0,Goalkeeper,6,Sunderland,41,['bbce5fae-7e09-41a5-9ba4-7fd31fb1e50f'],35,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:35.147,Pass,
,,,,,,,,,,,,,,,,,,3.501229,,,,,,,,,,,,,fc7a347c-fd25-4505-befc-5a439e95e2d8,58,,,"[56.1, 48.8]",3753989,1,,,True,0.6361406,,,,,"[86.7, 71.4]",,High Pass,,38.04103,,,,Fabio Borini,7171.0,,,,,,Recovery,1,From Free Kick,Younes Kaboul,4746.0,Left Center Back,6,Sunderland,41,"['16b08d8d-a537-472f-a8d2-3a9fdc82bac3', 'e784c804-79c3-4ed7-a830-3541f7b8f99c']",42,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:42.922,Pass,True
,,,,,,,,,,,,,,,,,,1.501146,,,,,,,,,,,,,2ce68a2c-541c-4269-a0cf-09afda90dc17,61,,,"[86.7, 71.4]",3753989,1,,,True,0.5224034,,,,,"[99.9, 79.0]",,High Pass,,15.231546,,Out,,Jermain Defoe,3337.0,,,,,,,1,From Free Kick,Fabio Borini,7171.0,Right Midfield,6,Sunderland,41,"['49240fa8-7184-468c-9433-22627ebece9f', '8f30d869-5b78-48ea-afd9-24fce54794a9']",46,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:46.538,Pass,True
,,,,,,,,,,,,,,,,,,1.755455,,,,,,,,,,,,,ea1cc428-1a65-4e8d-97c1-2a5b338ffe35,63,,,"[27.1, 0.1]",3753989,2,,,,0.39900565,,,,,"[45.6, 7.9]",,High Pass,,20.0771,,,,Ross Barkley,4275.0,,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,7,Everton,29,['a5ce6d82-3abd-43c3-889e-1d7b6415a171'],5,,,,,,,,,,,,,,,,,,Everton,29,00:02:05.066,Pass,
,,,,,,,,,,,,,,,,,,1.84454,,,,,,,,,,,,,710344bd-75aa-4588-ad06-8929c4eeb7eb,66,,,"[46.0, 7.7]",3753989,2,,,True,-0.29794553,,,,,"[58.7, 3.8]",,Low Pass,,13.28533,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,7,Everton,29,"['2524ee48-20cd-4825-8980-40280fa1f5e5', '48bb84ba-004d-4b5d-a168-d19d8e159254', '81efe94d-a351-4789-814e-c72c3327118d']",6,,,,,,,,,,,,,,,,,,Everton,29,00:02:06.853,Pass,True
,,,,,,,,,,,,,,,,,,2.220018,,,,,,,,,,,,,81efe94d-a351-4789-814e-c72c3327118d,68,,,"[61.4, 76.3]",3753989,2,,,,-0.28071585,,Right Foot,,,"[105.1, 63.7]",,High Pass,,45.480217,,Incomplete,,Jermain Defoe,3337.0,,,,,,Recovery,1,From Throw In,Lamine Koné,13286.0,Right Center Back,7,Everton,29,"['42c6f0fc-7de5-411c-8933-6d38df9d7fe0', '710344bd-75aa-4588-ad06-8929c4eeb7eb', '99a5421f-8d68-465e-a9a8-1d6ef0d82fe6']",8,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:08.698,Pass,
,,,,,,,,,,,,,,,,,,1.867401,,,,,,,,,,,,,42c6f0fc-7de5-411c-8933-6d38df9d7fe0,70,,,"[15.0, 16.4]",3753989,2,,,,-1.2745805,,Head,,,"[19.7, 1.0]",,Low Pass,,16.101242,,Out,,Leighton Baines,3518.0,,,,,,Recovery,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,7,Everton,29,"['740504c9-26ee-4e42-9870-126ab61ad575', '81efe94d-a351-4789-814e-c72c3327118d']",10,,,,,,,,,,,,,,,,,,Everton,29,00:02:10.918,Pass,
,,,,,,,,,,,,,,,,,,1.491886,,,,,,,,,,,,,b2c825ab-7fc4-47e1-9bd1-cdceb3b39a81,72,,,"[95.3, 80.0]",3753989,2,,,,-0.73635775,,,,,"[112.4, 64.5]",,Low Pass,,23.079428,,,,Wahbi Khazri,3196.0,,,,,,Throw-in,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,8,Sunderland,41,['0fd2e712-0540-47eb-9015-d798b420b6e6'],38,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:38.822,Pass,
,,,,,,,,,,,,,,,,,,1.013968,,,,,,,,,,,,,61c80111-3248-4574-aeda-26fc18c473da,79,,,"[91.6, 74.9]",3753989,2,,,,0.5205808,,Right Foot,,,"[99.1, 79.2]",,Low Pass,,8.64523,,Out,,DeAndre Yedlin,3658.0,,,,,,Recovery,1,From Throw In,Fabio Borini,7171.0,Right Midfield,8,Sunderland,41,"['eb179b93-270e-4dfc-8fa5-df1ce2747452', 'eea28fee-cde0-456d-945c-d8414f605c9b']",46,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:46.957,Pass,True
,,,,,,,,,,,,,,,,,,1.162595,,,,,,,,,,,,,9a6af2a5-0422-4fcc-a1fb-ff0c086a9beb,81,,,"[20.9, 0.1]",3753989,3,,,,0.5284916,,,,,"[35.8, 8.8]",,Low Pass,,17.253984,,,,Ross Barkley,4275.0,,,,,,Throw-in,1,From Throw In,Leighton Baines,3518.0,Left Back,9,Everton,29,['00cdbffd-6c0f-40e1-bd8c-d1500b9c9e6d'],5,,,,,,,,,,,,,,,,,,Everton,29,00:03:05.086,Pass,
,,,,,,,,,,,,,,,,,,0.922476,,,,,,,,,,,,,b647ef80-a081-4cba-ac4a-4efaf93921fe,83,,,"[35.8, 8.8]",3753989,3,,,,1.7660778,,Right Foot,,,"[34.0, 17.9]",,Ground Pass,,9.276314,,,,James McCarthy,3607.0,,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,9,Everton,29,['6ed667c6-7f33-4681-b214-85f2b3ace262'],6,,,,,,,,,,,,,,,,,,Everton,29,00:03:06.248,Pass,
,,,,,,,,,,,,,,,,,,2.675002,,,,,,,,,,,,,59774bc2-428f-4b7e-b560-c8cc74d1c6aa,86,,,"[31.6, 27.3]",3753989,3,,,,1.8352146,,Right Foot,,,"[24.1, 55.0]",,Ground Pass,,28.697386,,,,John Stones,3244.0,,,,,,,1,From Throw In,James McCarthy,3607.0,Left Defensive Midfield,9,Everton,29,['b35d5694-3ae9-48b1-9551-62eec8aa3af8'],8,,,,,,,,,,,,,,,,,,Everton,29,00:03:08.974,Pass,
,,,,,,,,,,,,,,,,,,2.015193,,,,,,,,,,,,,ac325d32-74d3-4b28-a79c-520a62facf20,89,,,"[24.1, 55.0]",3753989,3,,,,0.81500226,,Right Foot,,,"[45.4, 77.6]",,Ground Pass,,31.055595,,,,Matthew Pennington,4700.0,,,,,,,1,From Throw In,John Stones,3244.0,Right Center Back,9,Everton,29,['3eb9abcb-fbb7-457e-a739-71e758ea3820'],11,,,,,,,,,,,,,,,,,,Everton,29,00:03:11.897,Pass,
,,,,,,,,,,,,,,,,,,0.988591,,,,,,,,,,,,,a7107386-2620-4997-8f46-51b5b28abdd8,92,,,"[51.3, 77.6]",3753989,3,,,,-1.8831428,,Right Foot,,,"[48.2, 68.0]",,Ground Pass,,10.088112,,,,Gareth Barry,3633.0,,,,,,,1,From Throw In,Matthew Pennington,4700.0,Right Back,9,Everton,29,['319edbd9-3f9b-4de1-be0f-604c2e9f24d6'],15,,,,,,,,,,,,,,,,,,Everton,29,00:03:15.982,Pass,
,,,,,,,,,,,,,,,,,,2.335376,,,,,,,,,,,,,badb17a7-ecf9-4780-b454-dac5562ef2d4,95,,,"[45.6, 67.4]",3753989,3,,,,-1.8585794,,Left Foot,,,"[38.2, 42.4]",,Ground Pass,,26.072206,,,,José Ramiro Funes Mori,4629.0,,,,,,,1,From Throw In,Gareth Barry,3633.0,Right Defensive Midfield,9,Everton,29,['b764eb19-ba4d-4297-b09a-4bbd64a20b74'],18,,,,,,,,,,,,,,,,,,Everton,29,00:03:18.185,Pass,
,,,,,,,,,,,,,,,,,,1.781297,,,,,,,,,,,,,997561aa-cab3-4426-a20f-ae0eb6e6c42b,98,,,"[42.6, 37.5]",3753989,3,,,,-1.4447557,,Right Foot,,,"[46.3, 8.3]",,Ground Pass,,29.433485,,,,Leighton Baines,3518.0,,,,,,,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,9,Everton,29,['047239ff-5ada-492e-96fc-24c4aafb45fa'],21,,,,,,,,,,,,,,,,,,Everton,29,00:03:21.543,Pass,
,,,,,,,,,,,,,,,,,,1.257896,,,,,,,,,,,,,ff3b1253-8163-4d90-86f4-0f417111a917,101,,,"[46.3, 8.8]",3753989,3,,,,1.53896,,Left Foot,,,"[46.8, 24.5]",,Ground Pass,,15.70796,,,,James McCarthy,3607.0,,,,,,,1,From Throw In,Leighton Baines,3518.0,Left Back,9,Everton,29,['0fc50fbc-cb9c-4a1d-a6ac-fe470894d457'],23,,,,,,,,,,,,,,,,,,Everton,29,00:03:23.976,Pass,
,,,,,,,,,,,,,,,,,,1.286226,,,,,,,,,,,,,e4acf55c-a406-4a65-8ef2-d87a004f2c12,104,,,"[46.5, 24.4]",3753989,3,,,,1.2158991,,Right Foot,,,"[52.8, 41.4]",,Ground Pass,,18.12981,,,,Gareth Barry,3633.0,,,,,,,1,From Throw In,James McCarthy,3607.0,Left Defensive Midfield,9,Everton,29,['19394720-df82-40ca-b0ea-215597fbf566'],26,,,,,,,,,,,,,,,,,,Everton,29,00:03:26.728,Pass,
