ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bb5bf3a0-fea7-499c-bc66-9cbaf0f8bb37,1,,,3754016,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 44}, {'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f3ad5e9c-75b6-4af1-a76c-3e10f3bd351d,2,,,3754016,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3649, 'name': 'Karl Darlow'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3722, 'name': 'Steven Taylor'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3297, 'name': 'Andros Townsend'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba903d74-6db5-4251-9c64-e13e772b20e5,3,,,3754016,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['fb449a8d-998b-4f74-bc49-14dfd0cc492f'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fb449a8d-998b-4f74-bc49-14dfd0cc492f,4,,,3754016,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['ba903d74-6db5-4251-9c64-e13e772b20e5'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c9219001-f55f-412f-9b1e-3a282bbd8a86,1579,,,3754016,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Southampton,25,['fe1e8441-2866-435d-aa7f-69ea9f37f712'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe1e8441-2866-435d-aa7f-69ea9f37f712,1580,,,3754016,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Southampton,25,['c9219001-f55f-412f-9b1e-3a282bbd8a86'],0,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.456398,,,,,,,,,,,,0efe699e-5ae2-4663-b472-45bb1483bba7,5,,"[61.0, 40.1]",3754016,0,,,,1.9117752,,Right Foot,,,,"[59.9, 43.2]",,Ground Pass,,3.2893767,,,Graziano Pellè,11062.0,,,,,,Kick Off,1,From Kick Off,Shane Long,3842.0,Center Attacking Midfield,2,Southampton,25,['014a6037-9d6b-4675-8910-60653cba975c'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.192,Pass,
,,,,,,,,,,,,,,,,,,0.973375,,,,,,,,,,,,6b8194d8-4dcd-4c9c-a84b-3a616bc53131,8,,"[59.5, 43.8]",3754016,0,,,,-2.3561945,,Right Foot,,,,"[49.7, 34.0]",,Ground Pass,,13.859293,,,Jordy Clasie,16181.0,,,,,,,1,From Kick Off,Graziano Pellè,11062.0,Center Forward,2,Southampton,25,['befdf743-bfd1-4318-b39b-76674c3046cf'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.728,Pass,
,,,,,,,,,,,,,,,,,,2.527296,,,,,,,,,,,,5b415b78-b833-479e-99fa-660e7df0059c,11,,"[45.8, 35.2]",3754016,0,,,,2.4139814,,Right Foot,,,,"[33.0, 46.6]",,Ground Pass,,17.140594,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Jordy Clasie,16181.0,Right Center Midfield,2,Southampton,25,['94fbdf4e-73fc-4010-a151-5af8a30274ac'],2,,,,,,,,,,,,,,,,,Southampton,25,00:00:02.734,Pass,
,,,,,,,,,,,,,,,,,,1.878968,,,,,,,,,,,,5769f9fa-9b16-48d1-8a6a-62dc63a24aab,14,,"[33.6, 43.8]",3754016,0,,,,-1.4917945,,Right Foot,,,,"[35.5, 19.8]",,Ground Pass,,24.07509,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['f86bfacb-b448-4e4c-9641-748bcb2184c7'],5,,,,,,,,,,,,,,,,,Southampton,25,00:00:05.743,Pass,
