ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8a05bb17-f826-4f3c-bfd6-1ffe68c85063,1,,,3754126,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a73383b8-2de3-4bc2-a1b5-72f36e401e48,2,,,3754126,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3fc2808e-e7c9-46c2-a64d-d3063b95b7a4,3,,,3754126,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['f57709d2-56d1-4349-b401-6dad203eebb5'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f57709d2-56d1-4349-b401-6dad203eebb5,4,,,3754126,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['3fc2808e-e7c9-46c2-a64d-d3063b95b7a4'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,63d58e3e-2a8e-4751-9c43-812e45d1db6a,1824,,,3754126,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,99,Everton,29,['921798cd-6a3a-4359-b48e-118f5ba99c18'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,921798cd-6a3a-4359-b48e-118f5ba99c18,1825,,,3754126,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,99,Everton,29,['63d58e3e-2a8e-4751-9c43-812e45d1db6a'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.440292,,,,,,,,,,,,620ac434-00c0-48af-a81c-aedf34587569,5,,"[61.0, 40.1]",3754126,0,,,,,1.7178746,,Right Foot,,,,"[60.6, 42.8]",,Ground Pass,,2.7294688,,,Ross Barkley,4275.0,,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['66d15d92-aa48-4307-9e52-5b6347ac10df'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,0.643696,,,,,,,,,,,,f838a2a0-9d44-47b6-bb1b-8a58c839b995,9,,"[63.2, 45.8]",3754126,0,,,,,1.3909428,,Right Foot,,,,"[66.0, 61.2]",,Ground Pass,,15.652476,Incomplete,,Gerard Deulofeu Lázaro,3726.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,"['06e2d00a-1683-4f72-bca2-d2de7c6d5ee5', '4a14face-597e-4d0e-8d50-e2a8b8b139cd', 'b5cef636-99a1-4130-b204-f1e7f0b2e86a']",2,,,,,,,,,,,,,,,,,,Everton,29,00:00:02.581,Pass,True
,,,,,,,,,,,,,,,,0.49059,,,,,,,,,,,,1571e32e-78c8-4a60-894e-86b3b8750fb2,13,,"[50.3, 17.8]",3754126,0,,,,,0.88312507,,Right Foot,,,,"[52.6, 20.6]",,Ground Pass,,3.6235342,Incomplete,,Olivier Giroud,3604.0,,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,2,Everton,29,"['90e66626-712d-46a7-876c-8a935857fcd6', '91f62e7a-30dc-4d4e-bb1c-b449d133cb0d']",4,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:04.398,Pass,
,,,,,,,,,,,,,,,,1.168054,,,,,,,,,,,,7c0d1be2-d266-4b3e-952c-33cff74e6a37,17,,"[67.7, 60.8]",3754126,0,,,,,2.6305764,,Right Foot,,,,"[50.4, 70.5]",,Ground Pass,,19.833809,,,Séamus Coleman,4589.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,['f66939cf-2462-435c-af1e-8179829da3d1'],5,,,,,,,,,,,,,,,,,,Everton,29,00:00:05.735,Pass,
,,,,,,,,,,,,,,,,3.026764,,,,,,,,,,,,5fa8fe27-4feb-442a-9dd5-b85591ddc15d,20,,"[49.5, 72.0]",3754126,0,,,,,-1.9415363,,Right Foot,,,,"[37.1, 40.1]",,Ground Pass,,34.225285,,,Phil Jagielka,20046.0,,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['0aaa84cd-c5eb-4984-bdca-786d7d6a2380'],8,,,,,,,,,,,,,,,,,,Everton,29,00:00:08.056,Pass,
,,,,,,,,,,,,,,,,1.433517,,,,,,,,,,,,2b9e83d5-dd9b-48bb-a6e3-b421917c83bd,22,,"[37.1, 39.5]",3754126,0,,,,,1.735945,,Right Foot,,,,"[35.2, 50.9]",,Ground Pass,,11.557249,,,John Stones,3244.0,,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Left Center Back,2,Everton,29,['d30990b2-5817-40ce-94de-9694c5517e6e'],11,,,,,,,,,,,,,,,,,,Everton,29,00:00:11.083,Pass,
,,,,,,,,,,,,,,,,2.845675,,,,,,,,,,,,837de76f-7e94-4a90-81a5-ce960a30aba3,24,,"[35.2, 50.9]",3754126,0,,,,,-1.3003184,,Right Foot,,,,"[41.3, 28.9]",,Ground Pass,,22.830025,,,Phil Jagielka,20046.0,,,,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,Everton,29,['7229cf7c-60ff-4092-9408-8a2f70c04932'],12,,,,,,,,,,,,,,,,,,Everton,29,00:00:12.516,Pass,
,,,,,,,,,,,,,,,,0.767441,,,,,,,,,,,,09dd9ea8-4195-4c8a-b77b-97eea68a3d3c,27,,"[50.1, 18.3]",3754126,0,,,,,0.111777045,,Left Foot,,,,"[69.7, 20.5]",,Low Pass,,19.723083,Incomplete,,Ross Barkley,4275.0,,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Left Center Back,2,Everton,29,"['10a89818-53d6-4369-87c5-3ddc1519ad25', 'a25bf285-8c11-48d1-b13f-2536ebac478a']",17,,,,,,,,,,,,,,,,,,Everton,29,00:00:17.294,Pass,
,,,,,,,,,,,,,,,,1.472468,,,,,,,,,,,,10a89818-53d6-4369-87c5-3ddc1519ad25,29,,"[50.4, 59.6]",3754126,0,,,,,0.33968586,,Right Foot,,,,"[63.7, 64.3]",,Low Pass,,14.106027,,,Mesut Özil,3496.0,,,,,,Recovery,1,Regular Play,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,3,Arsenal,1,"['09dd9ea8-4195-4c8a-b77b-97eea68a3d3c', '95acfea0-7914-46af-816b-1c7986bb9f39']",18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.062,Pass,
,,,,,,,,,,,,,,,,0.842962,,,,,,,,,,,,cc1191d5-183a-4996-8b60-0571a9939b5c,33,,"[63.3, 66.4]",3754126,0,,,,,0.7555563,,Left Foot,,,,"[70.2, 72.9]",,Ground Pass,,9.479451,,,Alex Oxlade-Chamberlain,3525.0,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,3,Arsenal,1,"['31566de6-e770-424e-a389-25996c6eec18', 'c77cf82b-d72c-494a-b0bd-de57cb43fdae']",20,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:20.356,Pass,True
,,,,,,,,,,,,,,,,0.730345,,,,,,,,,,,,10b30f79-5ddc-4b90-a22c-111e0df405f9,39,,"[69.7, 80.0]",3754126,0,,True,,,-1.4530637,,,,,,"[70.8, 70.7]",,High Pass,,9.364828,,,Mesut Özil,3496.0,,,,,,Throw-in,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,4,Arsenal,1,['662861a5-d36f-4ebe-95b9-d4efb7ea050d'],28,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:28.178,Pass,
,,,,,,,,,,,,,,,,0.488817,,,,,,,,,,,,9fb9dc3f-4787-4e53-8dea-d6b12998681b,41,,"[70.8, 70.7]",3754126,0,,,,,1.8325099,,Left Foot,,,,"[69.3, 76.3]",,Ground Pass,,5.7974133,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,4,Arsenal,1,['520b7477-9638-4f8d-9598-1766139fffce'],29,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:29.659,Pass,
,,,,,,,,,,,,,,,,1.915214,,,,,,,,,,,,78a0d304-ba3c-48a3-8142-af323c69a6fd,44,,"[68.7, 76.0]",3754126,0,,,,,-2.9307976,,Right Foot,,,,"[45.8, 71.1]",,Ground Pass,,23.41837,,,Gabriel Armando de Abreu,6746.0,,,,,,,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,4,Arsenal,1,['cb4b357c-a906-44f0-8502-8475f2383102'],30,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:30.928,Pass,
,,,,,,,,,,,,,,,,2.041046,,,,,,,,,,,,ba5c3637-5295-4903-951f-c86313bb4650,47,,"[46.9, 67.5]",3754126,0,,,,,-1.6962873,,Right Foot,,,,"[42.8, 35.0]",,Ground Pass,,32.757595,,,Laurent Koscielny,3394.0,,,,,,,1,From Throw In,Gabriel Armando de Abreu,6746.0,Right Center Back,4,Arsenal,1,['6fe58777-06a6-4214-bc5a-8a1527309cb5'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:34.363,Pass,
,,,,,,,,,,,,,,,,1.098707,,,,,,,,,,,,6ea5e2d0-71f3-4f6a-88bb-5fb2e1cc567e,50,,"[46.6, 35.0]",3754126,0,,,,,0.25020054,,Right Foot,,,,"[55.6, 37.3]",,Ground Pass,,9.289241,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Throw In,Laurent Koscielny,3394.0,Left Center Back,4,Arsenal,1,['ac4ecdb5-14c1-46a4-86ca-d79e8652c619'],38,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:38.188,Pass,
