ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.705148,,,,,,,,,,,,42e09832-ae46-4ec8-ae8b-843d2ee5ca2c,53,,"[52.2, 47.0]",3754126,0,,,,,1.1853535,,Right Foot,,,,"[62.1, 71.4]",,Ground Pass,,26.33192,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Throw In,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,4,Arsenal,1,['f2a7eeb0-d40d-41e8-bf1d-175c20ff1bbd'],42,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:42.499,Pass,
,,,,,,,,,,,,,,,,0.869811,,,,,,,,,,,,c91336cc-523f-489c-a918-599435ebdf87,57,,"[65.1, 77.7]",3754126,0,,,,,-0.19739556,,Right Foot,,,,"[68.1, 77.1]",,Ground Pass,,3.0594118,,,Alex Oxlade-Chamberlain,3525.0,,,,,,,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,4,Arsenal,1,"['c8fac536-cf4e-4e41-a693-21281ccb8a72', 'ffd30115-6f65-4175-b1db-6c6866790751']",45,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:45.355,Pass,True
,,,,,,,,,,,,,,,,2.070282,,,,,,,,,,,,e65ea7d8-b9a9-4805-a78a-30d4576207b8,60,,"[77.7, 76.7]",3754126,0,,,,,-2.0818536,,Right Foot,,,,"[71.7, 66.0]",,Ground Pass,,12.267437,Incomplete,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Throw In,Alex Oxlade-Chamberlain,3525.0,Right Wing,4,Arsenal,1,"['500ee94e-de84-47c7-bcda-0ca5a74708a4', '514b1e5e-58d2-445d-b565-b04daf6cf09c']",47,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:47.039,Pass,
,,,,,,,,,,,,,,,,2.066586,,,,,,,,,,,,f18a16c6-3074-4edf-989e-e15913ce10f7,64,,"[63.5, 21.6]",3754126,0,,,,,1.9057233,,Right Foot,,,,"[56.4, 42.0]",,Ground Pass,,21.600231,,,James McCarthy,3607.0,,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,5,Everton,29,['5a28c848-41b0-4f02-85fd-37cc8f1c88eb'],51,,,,,,,,,,,,,,,,,,Everton,29,00:00:51.591,Pass,
,,,,,,,,,,,,,,,,2.043612,,,,,,,,,,,,838578ab-1164-4a82-8b88-b6288d37a2d2,67,,"[56.4, 42.0]",3754126,0,,,,,1.2566599,,Right Foot,,,,"[64.1, 65.7]",,Low Pass,,24.91947,,,Séamus Coleman,4589.0,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,5,Everton,29,['2dd294ed-1e28-4b3d-915d-f219d01314eb'],53,,,,,,,,,,,,,,,,,,Everton,29,00:00:53.860,Pass,
,,,,,,,,,,,,,,,,1.201522,,,,,,,,,,,,fb18d546-1312-497a-8efc-2150ca3b6267,70,,"[69.7, 69.8]",3754126,0,,,,,0.8172345,,Right Foot,,,,"[77.3, 77.9]",,Ground Pass,,11.107204,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,1,Regular Play,Séamus Coleman,4589.0,Right Back,5,Everton,29,['0e03e90c-e49d-4b3c-a276-b33c7b6c8abe'],57,,,,,,,,,,,,,,,,,,Everton,29,00:00:57.481,Pass,
,,,,,,,,,,,,,,,,0.980826,,,,,,,,,,,,58c22ed0-6841-4839-8264-839f19c35f88,73,,"[77.3, 77.9]",3754126,1,,,,,-0.882549,,Right Foot,,,,"[98.6, 52.0]",,High Pass,,33.533566,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,5,Everton,29,"['050d2685-2a47-4865-b9f2-9c3b240c8576', 'd3fb8085-5653-40d6-b977-4c66b22f751c']",0,,,,,,,,,,,,,,,,,,Everton,29,00:01:00.257,Pass,
,,,,,,,,,,,,,,,,0.925251,,,,,,,,,,,,6ddf3a8b-4688-46b1-ae07-b8f45b9d7ba7,77,,"[20.0, 13.2]",3754126,1,,,,,-0.9791105,,Right Foot,,,,"[28.4, 0.7]",,Ground Pass,,15.060212,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,6,Arsenal,1,['5d0c73ed-4c0d-4adf-a97b-76773ce07f91'],4,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:04.515,Pass,
,,,,,,,,,,,,,,,,0.519299,,,,,,,,,,,,b31e15e2-dad0-49a0-b184-d62324b07236,81,,"[35.5, 3.5]",3754126,1,,,,,0.67114383,,Left Foot,,,,"[38.9, 6.2]",,Ground Pass,,4.3416586,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,6,Arsenal,1,"['4c6658f5-319f-4ccf-b00c-547bccf25b8d', 'f6852058-6bf8-4bbc-9773-1f5c3a61d66a']",6,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:06.334,Pass,True
,,,,,,,,,,,,,,,,0.86045,,,,,,,,,,,,461702a1-a7f1-4302-a004-1ce4bbd45481,87,,"[79.9, 72.9]",3754126,1,,,,,-2.691833,,Right Foot,,,,"[71.2, 68.7]",,Low Pass,,9.660746,,,Gareth Barry,3633.0,,,,,,Recovery,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,7,Everton,29,['68f352b7-3907-4b95-89e3-e450b3d1746b'],9,,,,,,,,,,,,,,,,,,Everton,29,00:01:09.299,Pass,
,,,,,,,,,,,,,,,,0.079999,,,,,,,,,,,,d3700977-f441-4f8b-aea9-4f8adc189eb1,91,,"[70.2, 67.4]",3754126,1,,,,,-2.6779451,,Left Foot,,,,"[69.0, 66.8]",,Ground Pass,,1.3416408,Incomplete,,,,,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,7,Everton,29,['7c3a1f25-8bc9-43a3-89d9-973d1830fcba'],11,,,,,,,,,,,,,,,,,,Everton,29,00:01:11.151,Pass,
,,,,,,,,,,,,,,,,1.365305,,,,,,,,,,,,71e6fbd3-729f-433e-b8f9-db27ef3849f6,93,,"[55.4, 38.7]",3754126,1,,,,,1.6085143,,Left Foot,,,,"[54.6, 59.9]",,Ground Pass,,21.21509,,,John Stones,3244.0,,,,,,Recovery,1,Regular Play,Phil Jagielka,20046.0,Left Center Back,7,Everton,29,['46761901-30d9-4a41-b333-7ab2764527da'],13,,,,,,,,,,,,,,,,,,Everton,29,00:01:13.489,Pass,
,,,,,,,,,,,,,,,,1.162457,,,,,,,,,,,,794e4bed-7667-48e0-ac28-a705b4fb3fd3,96,,"[53.1, 60.6]",3754126,1,,,,,0.16057728,,Right Foot,,,,"[67.3, 62.9]",,Ground Pass,,14.385061,,,Séamus Coleman,4589.0,,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,7,Everton,29,['557c1b15-5222-44e7-9f6b-25d18c115c21'],15,,,,,,,,,,,,,,,,,,Everton,29,00:01:15.610,Pass,
,,,,,,,,,,,,,,,,1.574412,,,,,,,,,,,,cbc9c6f1-21f9-4a21-9394-97bc02137c86,103,,"[76.2, 61.2]",3754126,1,,,,,0.81200784,,Left Foot,,,,"[89.0, 74.7]",,Ground Pass,,18.603495,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,1,Regular Play,Séamus Coleman,4589.0,Right Back,7,Everton,29,['cebc74b4-5622-48bb-8244-58f7cd8b5a52'],18,,,,,,,,,,,,,,,,,,Everton,29,00:01:18.641,Pass,
,,,,,,,,,,,,,,,,0.786052,,,,,,,,,,,,842961dd-aee0-44c5-a8b8-49decae447fb,107,,"[117.6, 58.4]",3754126,1,,,,,-1.9055332,,Right Foot,,,,"[116.8, 56.1]",,High Pass,,2.4351592,Out,,,,,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,7,Everton,29,,25,,,,,,,,,,,,,,,,,,Everton,29,00:01:25.782,Pass,
,,,,,,,,,,,,,,,,4.066542,,,,,,,,,,,,da2bf211-eb6d-4194-b5d1-947fa17be238,108,,"[6.0, 36.0]",3754126,1,,True,,,-0.20092703,,Left Foot,,,,"[71.3, 22.7]",,High Pass,,66.64068,,,Olivier Giroud,3604.0,,,,,,Goal Kick,1,From Goal Kick,Petr Čech,3461.0,Goalkeeper,8,Arsenal,1,['6b13a091-181c-4838-a9df-5cd9b833e6c7'],54,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:54.546,Pass,
,,,,,,,,,,,,,,,,0.716329,,,,,,,,,,,,546c5070-fbfb-40de-b3b8-47a6ad497800,112,,"[71.4, 25.5]",3754126,1,,,,,-2.8488796,,Left Foot,,,,"[64.1, 23.3]",,Ground Pass,,7.6243033,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Goal Kick,Olivier Giroud,3604.0,Center Forward,8,Arsenal,1,['c2816857-53e1-4e98-9b06-aa0604602af7'],59,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:59.536,Pass,
,,,,,,,,,,,,,,,,1.827741,,,,,,,,,,,,06292c2e-a188-412f-96c2-51ad5d165e18,115,,"[64.0, 23.2]",3754126,2,,,,,1.5868869,,Right Foot,,,,"[63.3, 66.7]",,Low Pass,,43.50563,,,Héctor Bellerín Moruno,3511.0,,,True,,,,1,From Goal Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,8,Arsenal,1,['30006ae7-4155-4d02-8153-d961ed7a82a1'],1,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:01.135,Pass,
,,,,,,,,,,,,,,,,0.909981,,,,,,,,,,,,585e5f2a-0ac3-4a8d-95af-3d751d750116,118,,"[70.2, 67.5]",3754126,2,,,,,-0.95613337,,Right Foot,,,,"[77.4, 57.3]",,Ground Pass,,12.485191,,,Mesut Özil,3496.0,,,,,,,1,From Goal Kick,Héctor Bellerín Moruno,3511.0,Right Back,8,Arsenal,1,['afff6c79-9422-4720-83ed-db086a4c8438'],5,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:05.809,Pass,
,,,,,,,,,,,,,,,,0.799777,,,,,,,,,,,,7935d363-10eb-47e1-9a04-7f5d13148310,122,,"[70.2, 65.4]",3754126,2,,,,,-2.1930993,,Left Foot,,,,"[63.6, 56.2]",,Ground Pass,,11.322544,,,Santiago Cazorla González,11386.0,,,,,,,1,From Goal Kick,Mesut Özil,3496.0,Center Attacking Midfield,8,Arsenal,1,"['123a7f0e-797f-4768-ba43-f78d1d2dd644', '4c8eeddc-e177-40e7-ba48-3a6ef08d254c']",9,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:09.137,Pass,True
,,,,,,,,,,,,,,,,1.301044,,,,,,,,,,,,49c72330-ead3-419a-acfb-1a851c672a28,125,,"[63.6, 56.2]",3754126,2,,,,,1.6046816,,Right Foot,,,,"[63.2, 68.0]",,Ground Pass,,11.806778,,,Mesut Özil,3496.0,,,,,,,1,From Goal Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,8,Arsenal,1,['f30bb68a-0256-40e5-b2cf-92a31a24416d'],10,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:10.724,Pass,
,,,,,,,,,,,,,,,,1.083049,,,,,,,,,,,,f620ecfe-5134-445b-ae25-2851ffc377cb,128,,"[63.6, 68.0]",3754126,2,,,,,-0.7332068,,Right Foot,,,,"[77.7, 55.3]",,Ground Pass,,18.976301,,,Alex Oxlade-Chamberlain,3525.0,,,,,,,1,From Goal Kick,Mesut Özil,3496.0,Center Attacking Midfield,8,Arsenal,1,['c93a3426-facb-4172-b8c8-34b59ebf3c15'],13,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:13.476,Pass,
