bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.976092,,,,,,,,,,,,,4cf9bd65-7cf2-40b9-9031-960827f2d4ba,54,,"[76.5, 76.9]",3754004,0,,,,,-0.22785705,,Head,,,,"[83.4, 75.3]",,High Pass,,7.0830784,,Incomplete,,Dan Gosling,3343.0,,,,,Recovery,1,From Throw In,Junior Stanislas,3463.0,Right Midfield,6,Norwich City,56,"['35809ca6-1912-421d-b7b5-5bb130ec733a', '89104621-f9f9-492a-8be5-66d802bcbb66', 'fae950af-d25c-47ad-a275-35cf12287863']",56,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:56.295,Pass,
,,,,,,,,,,,,,,,,,,3.067597,,,,,,,,,,,,,4281292f-c384-48d4-8f9e-99fba7773a31,59,,"[36.4, 7.3]",3754004,0,,,,,0.176311,,Right Foot,,,,"[71.2, 13.5]",,High Pass,,35.347984,,Incomplete,,,,,,,,,1,From Throw In,Jonathan Howson,9578.0,Left Defensive Midfield,6,Norwich City,56,['6475e844-dbbe-42b6-987c-5b614e423f9e'],58,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:58.502,Pass,
,,,,,,,,,,,,,,,,,,2.621032,,,,,,,,,,,,,6475e844-dbbe-42b6-987c-5b614e423f9e,60,,"[48.9, 66.6]",3754004,1,,,,,-0.6002908,,Head,,,,"[63.8, 56.4]",,High Pass,,18.056854,,Incomplete,,Dan Gosling,3343.0,,,,,Recovery,1,From Throw In,Steve Cook,3341.0,Left Center Back,6,Norwich City,56,"['4281292f-c384-48d4-8f9e-99fba7773a31', '843d9d87-1f30-4813-9562-25763e40f846', 'ffcc9d2e-4e37-4449-93f5-4cfc8f6f1101']",1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:01.569,Pass,
,,,,,,,,,,,,,,,,,,1.345167,,,,,,,,,,,,,ffcc9d2e-4e37-4449-93f5-4cfc8f6f1101,62,,"[56.3, 23.7]",3754004,1,,,,,-0.75119096,,Head,,,,"[69.9, 11.0]",,High Pass,,18.607794,,Incomplete,,Matt Jarvis,22594.0,,,,,Recovery,1,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,6,Norwich City,56,"['6475e844-dbbe-42b6-987c-5b614e423f9e', '7c7e7f33-dcca-4212-b055-bbe8589019e0', '9f3ed881-8246-4538-9fc2-dd3e1055bb4e']",4,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:04.190,Pass,
,,,,,,,,,,,,,,,,,,1.365457,,,,,,,,,,,,,7c7e7f33-dcca-4212-b055-bbe8589019e0,64,,"[50.2, 69.1]",3754004,1,,,,,-0.08001746,,Right Foot,,,,"[71.4, 67.4]",,Low Pass,,21.268051,,Incomplete,,,,,,,,Recovery,1,From Throw In,Adam Smith,6409.0,Right Back,6,Norwich City,56,"['a5eb1f32-5a71-47ce-84ec-ba875b70305e', 'ffcc9d2e-4e37-4449-93f5-4cfc8f6f1101']",5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:05.536,Pass,
,,,,,,,,,,,,,,,,,,1.436394,,,,,,,,,,,,,a5af20d7-d1ea-4b01-8ce5-75b198a2e23d,67,,"[54.6, 10.6]",3754004,1,,,,,-0.29386935,,Left Foot,,,,"[77.4, 3.7]",,Ground Pass,,23.821209,,Incomplete,,Matt Jarvis,22594.0,,,,,,1,From Throw In,Robert Brady,10967.0,Left Back,6,Norwich City,56,"['2320c7cf-a72d-48c5-b681-df1abda365d1', '256c4f43-404c-4fa6-9b72-e7f08795877d']",8,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:08.077,Pass,
,,,,,,,,,,,,,,,,,,0.819699,,,,,,,,,,,,,9486e3ae-ced7-44b7-b676-1e97ec171e50,72,,"[49.9, 76.9]",3754004,1,,,,,0.08620557,,Right Foot,,,,"[58.0, 77.6]",,Ground Pass,,8.130191,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,7,AFC Bournemouth,28,"['dd9580b0-21c2-48b2-9f3c-7fb602356195', 'ef43315f-4ca4-407b-b3a5-ceaa36fb2bd6']",10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:10.435,Pass,True
,,,,,,,,,,,,,,,,,,0.471599,,,,,,,,,,,,,599111c6-8008-4366-b590-faef7af5d8fa,75,,"[56.9, 77.6]",3754004,1,,,,,-1.6892862,,Right Foot,,,,"[56.4, 73.4]",,Ground Pass,,4.229657,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Right Midfield,7,AFC Bournemouth,28,"['327ce0fe-e8f8-41c3-99bc-6f0fab5eb281', 'f74004c8-3e20-4d03-86d7-10edacbcfa4a']",11,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:11.255,Pass,True
,,,,,,,,,,,,,,,,,,2.459198,,,,,,,,,,,,,0de34e00-ddab-474c-b7bd-a719e0d4b0d2,77,,"[56.4, 73.4]",3754004,1,,,,,0.3114719,,Right Foot,,,,"[76.9, 80.0]",,Ground Pass,,21.53625,,Out,,Benik Afobe,3278.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,7,AFC Bournemouth,28,['463fc2dd-60da-4d92-b276-4ae9ac911b60'],11,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:11.726,Pass,
,,,,,,,,,,,,,,,,,,2.953118,,,,,,,,,,,,,9b0c8896-9b99-4808-bb64-89ba44d5ae63,80,,"[48.4, 0.1]",3754004,1,,,,,0.13725312,,,,,,"[84.6, 5.1]",,High Pass,,36.54367,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,Throw-in,1,From Throw In,Robert Brady,10967.0,Left Back,8,Norwich City,56,"['931770a0-6a25-42ab-b454-4d087fe949e6', 'e3318678-d1a2-4d10-bb5b-c223f2a81ebc']",28,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:28.847,Pass,
,,,,,,,,,,,,,,,,,,1.366782,,,,,,,,,,,,,931770a0-6a25-42ab-b454-4d087fe949e6,82,,"[35.5, 75.0]",3754004,1,,,,,0.021273386,,Head,,,,"[49.6, 75.3]",,High Pass,,14.103191,,Incomplete,,Junior Stanislas,3463.0,,,,,Recovery,1,From Throw In,Simon Francis,3608.0,Right Center Back,8,Norwich City,56,"['4964e083-434e-44ae-b3db-43f0ba487fc3', '5aff06d5-26d5-4bc8-93a9-4705b1d4e482', '9b0c8896-9b99-4808-bb64-89ba44d5ae63']",31,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:31.800,Pass,
,,,,,,,,,,,,,,,,,,1.501332,,,,,,,,,,,,,207bdca6-6ea6-43bd-b80c-2317fdb049b4,87,,"[70.5, 2.5]",3754004,1,,,,,3.1415927,,Left Foot,,,,"[57.5, 2.5]",,Ground Pass,,13.0,,,,Robert Brady,10967.0,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Center Attacking Midfield,8,Norwich City,56,"['50d033ed-a90c-4683-acf3-813790032763', 'afa8f52d-ed22-433b-8064-96d2b111c352']",35,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:35.426,Pass,True
,,,,,,,,,,,,,,,,,,1.125873,,,,,,,,,,,,,42f1182c-f08f-4749-9de7-472717c326e6,90,,"[57.5, 2.5]",3754004,1,,,,,2.7343369,,Left Foot,,,,"[42.2, 9.1]",,Ground Pass,,16.662832,,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,1,From Throw In,Robert Brady,10967.0,Left Back,8,Norwich City,56,['e3df18bf-37a2-4050-a519-1988acef4f35'],37,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:37.582,Pass,
,,,,,,,,,,,,,,,,,,2.264342,,,,,,,,,,,,,cc38bb2c-715d-44cc-8883-49f363ad0cef,94,,"[43.9, 5.1]",3754004,1,,,,,0.17941014,,Left Foot,,,,"[83.6, 12.3]",,High Pass,,40.347614,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Throw In,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,8,Norwich City,56,"['72d850d4-5445-40be-8408-ead13e6fbf56', '94006733-c2b2-4364-8e24-f9d418396ecc', 'cb43779e-ddef-4117-8183-c159090ce4de']",41,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:41.599,Pass,True
,,,,,,,,,,,,,,,,,,2.672955,,,,,,,,,,,,,94006733-c2b2-4364-8e24-f9d418396ecc,96,,"[36.5, 67.8]",3754004,1,,,,,-0.084980026,,Head,,,,"[63.5, 65.5]",,High Pass,,27.097786,,Incomplete,,Benik Afobe,3278.0,,,,,Recovery,1,From Throw In,Simon Francis,3608.0,Right Center Back,8,Norwich City,56,"['3396d3fa-fd86-4606-8a9f-e20be33c1099', '700934bd-c664-47f0-a963-8869df4d360f', 'cc38bb2c-715d-44cc-8883-49f363ad0cef']",43,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:43.864,Pass,
,,,,,,,,,,,,,,,,,,1.620588,,,,,,,,,,,,,700934bd-c664-47f0-a963-8869df4d360f,98,,"[56.6, 14.6]",3754004,1,,,,,-0.3327391,,Head,,,,"[70.2, 9.9]",,High Pass,,14.389232,,,,Matt Jarvis,22594.0,,,,,Recovery,1,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,8,Norwich City,56,"['94006733-c2b2-4364-8e24-f9d418396ecc', '96ca4bb3-d7a4-4632-aaec-87d89d4c7fff']",46,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:46.536,Pass,
,,,,,,,,,,,,,,,,,,2.64171,,,,,,,,,,,,,38c614e8-58fe-406d-b1a5-e9015524cbda,102,,"[72.3, 12.0]",3754004,1,,,,,0.15152422,,Left Foot,,,,"[105.7, 17.1]",,High Pass,,33.78713,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Throw In,Matt Jarvis,22594.0,Left Midfield,8,Norwich City,56,"['322c95b7-522b-4294-9e4c-3f26937ec521', '3840663d-fbf5-43d3-885e-62cbffceb7f5', 'e1ec01bf-9b5e-4c58-bbac-76df95104790']",49,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:49.034,Pass,True
,,,,,,,,,,,,,,,,,,1.794013,,,,,,,,,,,,,697a5a59-6ab6-423e-90da-d2a027b50597,108,,"[105.1, 5.5]",3754004,1,,,,,1.2867802,,Right Foot,True,,,"[115.2, 40.1]",,High Pass,,36.044003,,Incomplete,,Vadis Odjidja-Ofoe,23742.0,,,,,,1,From Throw In,Matt Jarvis,22594.0,Left Midfield,8,Norwich City,56,"['7e00f648-27fd-47bd-932c-3f99b64f260e', '8a8d5e1e-a592-4af4-8570-adb3e6e74a73', 'ddf7abaa-5e60-4df6-b83a-d4305333b22c']",57,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:57.671,Pass,True
,,,,,,,,,,,,,,,,,,1.466,,,,,,,,,,,,,51293b57-4002-4f67-ba55-5cc440c2b508,112,,"[14.7, 37.2]",3754004,2,,,,,-1.2545102,,Keeper Arm,,,,"[18.3, 26.2]",,Ground Pass,,11.574109,,,,Steve Cook,3341.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,9,AFC Bournemouth,28,['191c4be7-fd21-4c1a-8929-8da924526217'],7,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:07.561,Pass,
,,,,,,,,,,,,,,,,,,1.4604,,,,,,,,,,,,,43da3e14-1445-4614-a3d7-e653eeeaf704,115,,"[27.1, 21.1]",3754004,2,,,,,-0.69850945,,Right Foot,,,,"[42.7, 8.0]",,Ground Pass,,20.370813,,,,Charlie Daniels,3345.0,,,,,,1,From Keeper,Steve Cook,3341.0,Left Center Back,9,AFC Bournemouth,28,['98a1a1e5-014c-4ed0-995a-ac122612e964'],12,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:12.404,Pass,
,,,,,,,,,,,,,,,,,,3.4677,,,,,,,,,,,,,ec30c76d-d1a8-44d4-b150-d153e099077f,118,,"[47.0, 7.0]",3754004,2,,,,,0.26939434,52aff8a7-d97c-45ed-a348-e233bb1f2aba,Left Foot,,,,"[103.5, 22.6]",,Low Pass,,58.61408,,,,Benik Afobe,3278.0,True,,,,,1,From Keeper,Charlie Daniels,3345.0,Left Back,9,AFC Bournemouth,28,['2fb5a9e6-e772-4058-b330-1a19d3f3cc0a'],15,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:15.040,Pass,
,,,,,,,,,,,,,,,,,,3.530661,,,,,,,,,,,,,608deccb-741e-4832-b3ed-88cb186e79f8,124,,"[6.0, 44.0]",3754004,2,,,,,-0.5925584,,Right Foot,,,,"[66.6, 3.2]",,High Pass,,73.05477,,,,Dieumerci Mbokani Bezua,23663.0,,True,,,Goal Kick,1,From Goal Kick,Declan Rudd,9014.0,Goalkeeper,10,Norwich City,56,['f7de0bf9-6028-4233-934e-7ee6da1abe7f'],46,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:46.296,Pass,
