bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ece9fd7-6f41-498b-8380-f702f5e8114a,1,,,3754004,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e282bcd5-b7e0-404c-ac70-d57f6bebd1dd,2,,,3754004,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 32}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ca60643-71c3-4d49-8d63-c542aac944ff,3,,,3754004,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['99146bd2-557c-486c-aaff-aba2b3c7ebd5'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99146bd2-557c-486c-aaff-aba2b3c7ebd5,4,,,3754004,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['4ca60643-71c3-4d49-8d63-c542aac944ff'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55489f2c-56c1-460a-8bc9-898fbff6e6e5,1777,,,3754004,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,AFC Bournemouth,28,['9b44d5eb-f63c-4b0c-89fe-83c50ba994b6'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b44d5eb-f63c-4b0c-89fe-83c50ba994b6,1778,,,3754004,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,100,AFC Bournemouth,28,['55489f2c-56c1-460a-8bc9-898fbff6e6e5'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.220538,,,,,,,,,,,,,672785bc-ae4f-4621-a1e7-6acd80ea352d,5,,"[60.0, 40.0]",3754004,0,,,,,-1.849096,,Right Foot,,,,"[59.2, 37.2]",,Ground Pass,,2.912044,,,,Wes Hoolahan,10966.0,,,,,Kick Off,1,From Kick Off,Jonathan Howson,9578.0,Left Defensive Midfield,2,Norwich City,56,['8f8a77d3-cb56-4d75-a8ee-0f45d59a9a65'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.573,Pass,
,,,,,,,,,,,,,,,,,,1.501202,,,,,,,,,,,,,f8d52aa7-1e46-4d15-a056-b03f705de634,7,,"[58.9, 36.7]",3754004,0,,,,,2.9043858,,Left Foot,,,,"[49.8, 38.9]",,Ground Pass,,9.362158,,,,Matt Jarvis,22594.0,,,,,,1,From Kick Off,Wes Hoolahan,10966.0,Center Attacking Midfield,2,Norwich City,56,['7834c67d-08c7-4727-bb12-a0aabf6660fb'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.794,Pass,
,,,,,,,,,,,,,,,,,,3.57931,,,,,,,,,,,,,cf727fb6-685b-4fbe-949e-7e811d5d9e8b,10,,"[50.8, 40.1]",3754004,0,,,,,-0.3957634,,Right Foot,,,,"[94.6, 21.8]",,High Pass,,47.469254,,Incomplete,,,,,,,,,1,From Kick Off,Matt Jarvis,22594.0,Left Midfield,2,Norwich City,56,['7f55489a-9760-45f3-80c6-a74407d63964'],2,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:02.415,Pass,
,,,,,,,,,,,,,,,,,,1.9366,,,,,,,,,,,,,7f55489a-9760-45f3-80c6-a74407d63964,11,,"[25.5, 58.3]",3754004,0,,,,,0.1095078,,Head,,,,"[44.6, 60.4]",,High Pass,,19.215097,,,,Junior Stanislas,3463.0,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Center Back,3,AFC Bournemouth,28,"['a9ea0675-55b2-4012-acb1-0753a373ff57', 'cf727fb6-685b-4fbe-949e-7e811d5d9e8b']",5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:05.994,Pass,
,,,,,,,,,,,,,,,,,,1.224199,,,,,,,,,,,,,8fdb5ec7-2dcd-47b7-a3cd-f9a7cf72633e,15,,"[44.4, 57.1]",3754004,0,,,,,-2.5274332,,Right Foot,,,,"[28.8, 46.1]",,Low Pass,,19.088217,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Right Midfield,3,AFC Bournemouth,28,"['97f65d8a-261f-4abb-a7de-9e4bcdd6a65f', 'e1eeff33-ee06-4a1e-b514-49d20fdcea91']",8,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:08.843,Pass,True
,,,,,,,,,,,,,,,,,,1.430499,,,,,,,,,,,,,ec448b61-42d0-4a56-abe2-aea6c689f69e,18,,"[25.9, 41.8]",3754004,0,,,,,-1.5924146,,Left Foot,,,,"[25.5, 23.3]",,Ground Pass,,18.504324,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,['297a0697-72f9-4845-8721-50b3792cdf8c'],11,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:11.929,Pass,
,,,,,,,,,,,,,,,,,,0.959,,,,,,,,,,,,,32aebbbb-bab8-4322-b37b-e9be93d5a16e,21,,"[32.9, 22.3]",3754004,0,,,,,1.212979,,Left Foot,,,,"[37.2, 33.8]",,Ground Pass,,12.277622,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,['e511f69f-420e-442b-a8aa-fd828ec646a8'],17,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:17.285,Pass,
,,,,,,,,,,,,,,,,,,1.2253,,,,,,,,,,,,,9905826e-7454-43a2-adb1-37eee10cdaa3,24,,"[37.9, 34.3]",3754004,0,,,,,-1.0908899,,Left Foot,,,,"[50.6, 9.9]",,Low Pass,,27.50727,,,,Marc Pugh,3646.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,3,AFC Bournemouth,28,"['008985b9-ea50-4958-9d99-16d1e6e94d17', 'a282a472-dcac-43b3-8b6b-67195addb990']",18,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:18.244,Pass,True
,,,,,,,,,,,,,,,,,,0.630795,,,,,,,,,,,,,8c2a6a53-16ec-4a9a-8dcb-ba054b912139,31,,"[69.5, 59.0]",3754004,0,,,,,-1.1843878,,Right Foot,,,,"[77.8, 38.6]",,Low Pass,,22.023851,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,Regular Play,Vadis Odjidja-Ofoe,23742.0,Right Midfield,4,Norwich City,56,['fb61dfdc-278e-4c14-88c2-6d82aed99d9b'],24,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:24.422,Pass,
,,,,,,,,,,,,,,,,,,1.1098,,,,,,,,,,,,,6ebd96e7-4670-4d11-9e89-8531f95c0047,42,,"[44.1, 49.6]",3754004,0,,,,,1.5042281,,Left Foot,,,,"[45.6, 72.1]",,Ground Pass,,22.549944,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Harry Arter,3304.0,Left Center Midfield,5,AFC Bournemouth,28,['4b2c0f91-6d1d-4000-ba6d-fb7dbcd0b28e'],29,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:29.988,Pass,
,,,,,,,,,,,,,,,,,,2.3288,,,,,,,,,,,,,434bb7b5-e4b0-4621-9fba-407f180019ab,46,,"[47.3, 72.4]",3754004,0,,,,,0.20632389,,Right Foot,,,,"[68.8, 76.9]",,Ground Pass,,21.965883,,,,Adam Smith,6409.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Right Midfield,5,AFC Bournemouth,28,"['431d28a9-30bd-4506-bf6e-2e9f00efa11c', '804e826e-19ed-4f8e-a8ff-8df40c572e81']",31,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:31.731,Pass,True
,,,,,,,,,,,,,,,,,,1.695012,,,,,,,,,,,,,fae950af-d25c-47ad-a275-35cf12287863,52,,"[22.8, 0.1]",3754004,0,,,,,0.14794944,,,,,,"[43.6, 3.2]",,High Pass,,21.029741,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,Throw-in,1,From Throw In,Robert Brady,10967.0,Left Back,6,Norwich City,56,"['2bdd57cc-2cfa-40d6-b402-adadbbae2a5a', '4cf9bd65-7cf2-40b9-9031-960827f2d4ba']",54,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:54.600,Pass,
