ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a6e6e2e3-14f2-40a1-ba13-bb34a0d971a1,1,,,3754309,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b18fd007-194f-49e0-8235-baab8ce1b387,2,,,3754309,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,133170d5-7b7f-48f3-90ba-fb5a3b86a188,3,,,3754309,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['d1145172-7a77-484d-afb8-782399cb6100'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d1145172-7a77-484d-afb8-782399cb6100,4,,,3754309,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['133170d5-7b7f-48f3-90ba-fb5a3b86a188'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ebc050b8-0bdd-4ff1-8b90-89202d722fae,1744,,,3754309,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,96,Arsenal,1,['dbde09c2-3810-4bc1-b184-aef77e5786d7'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dbde09c2-3810-4bc1-b184-aef77e5786d7,1745,,,3754309,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,96,Arsenal,1,['ebc050b8-0bdd-4ff1-8b90-89202d722fae'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.368333,,,,,,,,,,,986e61d7-5ec9-4c27-b660-403803c3b71b,5,,"[60.0, 40.0]",3754309,0,,,,,1.6162196,,Right Foot,,,"[59.9, 42.2]",,Ground Pass,,2.2022715,,,Mesut Özil,3496.0,,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['abe353b0-5af6-4e93-889e-6572388342a2'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.467,Pass,
,,,,,,,,,,,,,,,1.460426,,,,,,,,,,,17d59145-a145-478d-9783-d7c20c6fd817,8,,"[59.9, 41.9]",3754309,0,,,,,-2.8532114,,Right Foot,,,"[39.0, 35.7]",,Ground Pass,,21.80023,,,Laurent Koscielny,3394.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['3df97f49-24b9-4ca8-ac86-858157a456cc'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.956,Pass,
,,,,,,,,,,,,,,,2.880859,,,,,,,,,,,bdeb2986-8baf-46e3-a5dc-4bcfab1b0696,12,,"[42.2, 41.2]",3754309,0,,,,,-0.6708811,,Right Foot,,,"[83.4, 8.5]",,High Pass,,52.599716,Incomplete,,,,,,,,,,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Arsenal,1,"['82293328-dff7-41e5-9730-2dd50d33b83b', 'f30759e9-5bba-4236-bac9-9b1f276dc939']",3,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:03.635,Pass,True
,,,,,,,,,,,,,,,2.059056,,,,,,,,,,,82293328-dff7-41e5-9730-2dd50d33b83b,13,,"[36.7, 71.6]",3754309,0,,,,,-0.45157576,,Head,,,"[56.7, 61.9]",,High Pass,,22.228136,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Rhu-endly Martina,3590.0,Right Back,2,Arsenal,1,"['9fa40b22-314e-4c3e-b89c-bdb9e35b3701', 'bdeb2986-8baf-46e3-a5dc-4bcfab1b0696']",6,,,,,,,,,,,,,,,,,,Southampton,25,00:00:06.516,Pass,
