50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.634304,,,,,,,,,,,,,2dbb185b-9e4f-4eb3-aec9-898f4074497b,16,,"[43.5, 4.3]",3754159,0,,,,0.95054686,,Right Foot,,,"[48.0, 10.6]",,Ground Pass,,7.7420926,,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,['b09abd26-bc20-4daa-969f-a5d78d63a3bc'],9,,,,,,,,,,,,,,,,,Manchester United,39,00:00:09.185,Pass,
,,,,,,,,,,,,,,0.389551,,,,,,,,,,,,,d40bf1e6-f7e2-4cec-bb3d-e716ea3f5889,22,,"[66.1, 75.0]",3754159,0,,,,-0.07304057,,Right Foot,,,"[70.2, 74.7]",,Ground Pass,,4.110961,,,,,Matt Ritchie,3049.0,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Back,3,AFC Bournemouth,28,['212eb771-7ca8-4776-9a4e-d44860d6a501'],12,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:12.176,Pass,
,,,,,,,,,,,,,,0.611489,,,,,,,,,,,,,e51605de-0829-4037-8bcd-454d97cfe851,25,,"[70.5, 76.1]",3754159,0,,,,-3.0356083,,Left Foot,,,"[65.8, 75.6]",,Ground Pass,,4.726521,,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,3,AFC Bournemouth,28,['55bf638b-2b3b-4c97-b140-f8a6e1fc9536'],13,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:13.351,Pass,
,,,,,,,,,,,,,,3.223126,,,,,,,,,,,,,a5aa091d-819d-41bd-a977-fa3873746687,29,,"[66.9, 74.5]",3754159,0,,,,0.059389535,,Right Foot,,,"[103.9, 76.7]",,High Pass,,37.06535,,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,3,AFC Bournemouth,28,"['223c83d8-0da6-47c2-8c1b-503c0691498c', 'be56f0f8-f342-472f-9b9c-f2e6da9ff2e2']",14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:14.003,Pass,
,,,,,,,,,,,,,,1.139211,,,,,,,,,,,,,db8c0b54-5071-4963-afbc-bf6b483f9123,32,,"[85.7, 80.0]",3754159,0,,,,-0.15311316,,,,,"[101.9, 77.5]",,Low Pass,,16.391766,,,,,Joshua King,3346.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,4,AFC Bournemouth,28,['f53506e0-2361-417c-b32a-bec4b586831d'],40,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:40.392,Pass,
,,,,,,,,,,,,,,0.798749,,,,,,,,,,,,,3aee9698-17ca-4ecc-97f7-0d961b3be7b9,38,,"[102.7, 80.0]",3754159,0,,,,-1.7549602,,,,,"[100.8, 69.8]",,Low Pass,,10.375452,,,,,Matt Ritchie,3049.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,5,AFC Bournemouth,28,['681481e3-ac57-47d2-b68a-8176c89d0980'],48,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:48.133,Pass,
,,,,,,,,,,,,,,0.57499,,,,,,,,,,,,,dede69ed-57ab-42bc-a40e-612cf6129659,41,,"[100.8, 69.8]",3754159,0,,,,1.7986534,,Right Foot,,,"[99.2, 76.7]",,Ground Pass,,7.0830784,,,,,Simon Francis,3608.0,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,5,AFC Bournemouth,28,['3fb7ea72-0432-4348-b22d-4e9eecf01506'],48,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:48.971,Pass,
,,,,,,,,,,,,,,0.18636,,,,,,,,,,,,,c2287f24-fcf5-44c8-8179-34cc07a234c8,44,,"[99.2, 76.7]",3754159,0,,,,-0.7853982,,Left Foot,,,"[100.3, 75.6]",,Ground Pass,,1.555635,,,Incomplete,,Matt Ritchie,3049.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,5,AFC Bournemouth,28,"['c74e6123-c853-438d-9ffa-decffa4057b2', 'eecfefa2-1b41-43d8-85b3-d04af2625330']",49,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:49.586,Pass,
,,,,,,,,,,,,,,0.756889,,,,,,,,,,,,,fe6a8916-9dd5-49d4-b533-83fa5f712d4b,52,,"[48.2, 0.1]",3754159,1,,,,2.1683528,,,,,"[43.3, 7.3]",,Low Pass,,8.70919,,,,,Michael Carrick,4751.0,,,,,Throw-in,1,From Throw In,Cameron Borthwick-Jackson,10779.0,Left Back,7,Manchester United,39,['df2d50c9-82f8-4694-91da-41e9627095f6'],24,,,,,,,,,,,,,,,,,Manchester United,39,00:01:24.693,Pass,
,,,,,,,,,,,,,,0.841292,,,,,,,,,,,,,8a1f434a-5d0d-47a4-97a8-156276d7e0dc,55,,"[43.0, 7.0]",3754159,1,,,,-1.5707964,,Right Foot,,,"[43.0, 5.1]",,Low Pass,,1.9,,,,,Cameron Borthwick-Jackson,10779.0,,,,,,1,From Throw In,Michael Carrick,4751.0,Center Defensive Midfield,7,Manchester United,39,"['23b3a76b-635a-4d7c-bd39-a8537783b8cd', 'a597e25f-72bb-4bc1-995b-c3d3211ca65e']",25,,,,,,,,,,,,,,,,,Manchester United,39,00:01:25.450,Pass,True
,,,,,,,,,,,,,,2.990389,,,,,,,,,,,,,9391b921-32dd-407a-80aa-e383656a688b,57,,"[43.0, 5.1]",3754159,1,,,,1.7277232,,Left Foot,,,"[35.5, 52.5]",,High Pass,,47.989685,,,,,Luis Antonio Valencia Mosquera,3267.0,,True,,,,1,From Throw In,Cameron Borthwick-Jackson,10779.0,Left Back,7,Manchester United,39,['574810fa-34fb-40a5-84e4-8d48eb7b5231'],26,,,,,,,,,,,,,,,,,Manchester United,39,00:01:26.291,Pass,
,,,,,,,,,,,,,,1.999939,,,,,,,,,,,,,9909db9c-2814-4dd7-be3c-10a858815280,61,,"[37.2, 58.6]",3754159,1,,,,1.9649589,,Right Foot,,,"[32.5, 69.9]",,Ground Pass,,12.238464,,,,,Jesse Lingard,3293.0,,,,,,1,From Throw In,Luis Antonio Valencia Mosquera,3267.0,Right Back,7,Manchester United,39,"['ab54fcfb-e0ca-4d40-92d3-8040f8af94a1', 'ebb44703-a9cc-42aa-b845-e184453ee7b6']",31,,,,,,,,,,,,,,,,,Manchester United,39,00:01:31.532,Pass,True
,,,,,,,,,,,,,,0.128514,,,,,,,,,,,,,2038cba7-a06a-49b4-9955-f6460b3e657f,64,,"[32.5, 69.9]",3754159,1,,,,-1.3329604,,Right Foot,,,"[33.3, 66.6]",,Low Pass,,3.3955853,,,Incomplete,,Juan Manuel Mata García,3294.0,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Midfield,7,Manchester United,39,"['b70d37c1-9400-4ec2-8b08-a1b703b834a6', 'be6e0be9-7e54-4055-a51b-0ec7b67e4525', 'ebb44703-a9cc-42aa-b845-e184453ee7b6']",33,,,,,,,,,,,,,,,,,Manchester United,39,00:01:33.549,Pass,True
,,,,,,,,,,,,,,0.795617,,,,,,,,,,,,,dbef5e9d-6d1b-4e38-94b7-47b2221336b0,67,,"[55.7, 80.0]",3754159,1,,,,-0.8685394,,,,,"[64.5, 69.6]",,Low Pass,,13.623509,,,,,Marcus Rashford,3318.0,,,,,Throw-in,1,From Throw In,Luis Antonio Valencia Mosquera,3267.0,Right Back,8,Manchester United,39,['d8cc522a-d670-42f9-9eb6-0a713425e5ca'],46,,,,,,,,,,,,,,,,,Manchester United,39,00:01:46.793,Pass,
,,,,,,,,,,,,,,1.592864,,,,,,,,,,,,,626b2cb0-fa0e-4308-92d4-accf87c0950c,70,,"[64.5, 69.6]",3754159,1,,,,-0.83082145,,No Touch,,,"[70.8, 62.7]",,Low Pass,,9.343447,,True,Incomplete,,Jesse Lingard,3293.0,,,,,,1,From Throw In,Marcus Rashford,3318.0,Center Forward,8,Manchester United,39,"['32a7c024-8901-4c88-8dc6-61e83a4f0fd9', 'a09f52ed-ad1b-4b82-ba15-ebdf27f3aedb', 'f1c78186-5999-4b3e-8f47-d8dff36d1775']",47,,,,,,,,,,,,,,,,,Manchester United,39,00:01:47.589,Pass,True
,,,,,,,,,,,,,,1.317625,,,,,,,,,,,,,a09f52ed-ad1b-4b82-ba15-ebdf27f3aedb,73,,"[49.3, 17.4]",3754159,1,,,,3.098516,,Right Foot,,,"[37.7, 17.9]",,Ground Pass,,11.610771,,,,,Steve Cook,3341.0,,,,,Interception,1,From Throw In,Dan Gosling,3343.0,Right Center Midfield,8,Manchester United,39,"['54a839da-8eb8-42db-93ed-4ffce04e1b7d', '626b2cb0-fa0e-4308-92d4-accf87c0950c', 'c78032f9-df25-4b3f-b391-e2c8cfa561ef']",49,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:49.182,Pass,True
,,,,,,,,,,,,,,2.495991,,,,,,,,,,,,,8f3a3a05-2b7a-41a1-a370-f73f39792d77,76,,"[37.7, 17.9]",3754159,1,,,,-0.050272074,,Right Foot,,,"[85.4, 15.5]",,High Pass,,47.760338,,,Unknown,,Callum Wilson,3616.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,8,Manchester United,39,['196e49d0-4184-4bf4-a4da-8f3d4360511d'],50,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:50.539,Pass,
,,,,,,,,,,,,,,1.372621,,,,,,,,,,,,,9c5f0d49-4c5e-4cac-924b-bc37c96d553d,80,,"[34.7, 63.5]",3754159,2,True,,,-1.7670833,,Right Foot,,,"[27.8, 28.8]",,Ground Pass,,35.37937,,,,,Daley Blind,3311.0,,,,,Free Kick,1,From Free Kick,Chris Smalling,10958.0,Right Center Back,9,Manchester United,39,['0dec4113-210c-49a8-afd2-75b0a20a8272'],5,,,,,,,,,,,,,,,,,Manchester United,39,00:02:05.332,Pass,
,,,,,,,,,,,,,,1.254608,,,,,,,,,,,,,2d1c2563-87e9-4436-a4ba-ca4a8386870c,82,,"[31.1, 23.3]",3754159,2,,,,-0.2312809,,Left Foot,,,"[60.4, 16.4]",,Ground Pass,,30.101496,,,,,Wayne Mark Rooney,3538.0,,,,,,1,From Free Kick,Daley Blind,3311.0,Left Center Back,9,Manchester United,39,['b0d38e0a-3b94-442a-8d5b-dc2f646eba66'],7,,,,,,,,,,,,,,,,,Manchester United,39,00:02:07.582,Pass,
,,,,,,,,,,,,,,2.070422,,,,,,,,,,,,,a12d8725-ccc9-4d4f-b77d-cb0941c8176e,91,,"[52.6, 37.3]",3754159,2,,,,1.5020425,,Right Foot,,,"[54.9, 70.7]",,Ground Pass,,33.4791,,,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,From Free Kick,Wayne Mark Rooney,3538.0,Left Center Midfield,9,Manchester United,39,"['2c466e45-6708-4bcd-b4af-cba60a870d2a', 'a535c5a2-a25f-4270-bb1e-1e9a9db7bd5c']",13,,,,,,,,,,,,,,,,,Manchester United,39,00:02:13.355,Pass,True
,,,,,,,,,,,,,,0.918208,,,,,,,,,,,,,73de0894-3808-4618-8e3a-3178d833f7da,94,,"[54.9, 70.7]",3754159,2,,,,-0.77257836,,Right Foot,,,"[62.8, 63.0]",,Ground Pass,,11.031773,,,,,Jesse Lingard,3293.0,,,,,,1,From Free Kick,Luis Antonio Valencia Mosquera,3267.0,Right Back,9,Manchester United,39,['6d9f1c12-ae6f-459d-b456-25e3c41a781a'],15,,,,,,,,,,,,,,,,,Manchester United,39,00:02:15.556,Pass,
,,,,,,,,,,,,,,1.026395,,,,,,,,,,,,,9a05958d-304f-43ef-847d-ce4926e7b828,97,,"[62.8, 63.0]",3754159,2,,,,-2.9985094,,Right Foot,,,"[51.0, 61.3]",,Ground Pass,,11.921828,,,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,From Free Kick,Jesse Lingard,3293.0,Right Midfield,9,Manchester United,39,['1a8ae1ae-2073-4cbe-848b-737852860bd9'],16,,,,,,,,,,,,,,,,,Manchester United,39,00:02:16.554,Pass,
,,,,,,,,,,,,,,1.661182,,,,,,,,,,,,,fdb7cb79-0f65-4aad-ad81-d23d218a761f,100,,"[48.2, 58.0]",3754159,2,,,,-2.8390706,,Right Foot,,,"[32.5, 53.1]",,Ground Pass,,16.446884,,,,,Chris Smalling,10958.0,,,,,,1,From Free Kick,Luis Antonio Valencia Mosquera,3267.0,Right Back,9,Manchester United,39,['3c904ee2-9d51-4d1e-aace-96c55a0abc53'],19,,,,,,,,,,,,,,,,,Manchester United,39,00:02:19.288,Pass,
,,,,,,,,,,,,,,1.267141,,,,,,,,,,,,,dd2e7e03-dda0-4eb2-a538-45e55b2dc5d5,102,,"[32.5, 53.1]",3754159,2,,,,-0.20512736,,Right Foot,,,"[47.4, 50.0]",,Ground Pass,,15.219067,,,,,Michael Carrick,4751.0,,,,,,1,From Free Kick,Chris Smalling,10958.0,Right Center Back,9,Manchester United,39,['ae7796b1-b4e9-42f3-a02f-ba82e9b4d1d6'],20,,,,,,,,,,,,,,,,,Manchester United,39,00:02:20.950,Pass,
,,,,,,,,,,,,,,1.898621,,,,,,,,,,,,,7c94a9c7-8ca9-4886-b372-b1519798903d,104,,"[47.4, 50.0]",3754159,2,,,,-2.3226764,,Left Foot,,,"[22.9, 23.8]",,High Pass,,35.87046,,,,,Daley Blind,3311.0,,,,,,1,From Free Kick,Michael Carrick,4751.0,Center Defensive Midfield,9,Manchester United,39,['43271432-d774-4810-81bc-81ff23a94dd1'],22,,,,,,,,,,,,,,,,,Manchester United,39,00:02:22.217,Pass,
,,,,,,,,,,,,,,1.341891,,,,,,,,,,,,,b8d54af1-fb25-4fd5-abaa-0d99d18939b2,107,,"[23.1, 23.6]",3754159,2,,,,-0.09163455,,Left Foot,,,"[41.6, 21.9]",,Ground Pass,,18.577944,,,,,Juan Manuel Mata García,3294.0,,,,,,1,From Free Kick,Daley Blind,3311.0,Left Center Back,9,Manchester United,39,['4812dc4d-cce2-427b-9806-11aeb8b095da'],27,,,,,,,,,,,,,,,,,Manchester United,39,00:02:27.489,Pass,
,,,,,,,,,,,,,,2.775646,,,,,,,,,,,,,1f274e07-2cef-4dc7-a4cf-fcd536c81231,110,,"[53.5, 32.1]",3754159,2,,,,0.7120179,,Left Foot,,,"[99.5, 71.8]",,High Pass,,60.76257,,,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,From Free Kick,Juan Manuel Mata García,3294.0,Right Center Midfield,9,Manchester United,39,['471f9e2d-ad9d-40fd-865e-ee1d5f32fcef'],32,,,,,,,,,,,,,,,,,Manchester United,39,00:02:32.215,Pass,
,,,,,,,,,,,,,,1.640127,,,,,,,,,,,,,d2bb160a-99f8-4096-bc05-69e2008d5cb7,113,,"[95.4, 62.7]",3754159,2,,,,-0.16623682,,Right Foot,,,"[110.3, 60.2]",,Ground Pass,,15.108275,,,,,Marcus Rashford,3318.0,,,,,,1,From Free Kick,Luis Antonio Valencia Mosquera,3267.0,Right Back,9,Manchester United,39,['a66f352a-4662-4387-879b-1f58f512333a'],37,,,,,,,,,,,,,,,,,Manchester United,39,00:02:37.855,Pass,
,,,,,,,,,,,,,,2.859288,,,,,,,,,,,,,42513f8c-e102-42ea-a8a5-a72e25612b90,117,,"[7.0, 36.1]",3754159,3,,,,0.6842948,,Right Foot,,,"[56.4, 76.4]",,High Pass,,63.75304,,,,,Simon Francis,3608.0,,True,,,Goal Kick,1,From Goal Kick,Adam Federici,24888.0,Goalkeeper,10,AFC Bournemouth,28,['04080ee2-08c3-4894-8567-d7e494d63ea5'],10,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:10.023,Pass,
,,,,,,,,,,,,,,1.642541,,,,,,,,,,,,,319e31d9-b260-47d5-a1cd-ba3f99f44ef1,119,,"[56.4, 76.4]",3754159,3,,,True,-0.17921574,,,,,"[70.2, 73.9]",,High Pass,,14.024621,,,Incomplete,,Matt Ritchie,3049.0,,,,,,1,From Goal Kick,Simon Francis,3608.0,Right Back,10,AFC Bournemouth,28,"['17689cc1-e7be-4910-ab46-976787e648a8', 'abd09be1-0c63-4ad5-b78e-46bc5fe20ad7', 'd1c9a472-d88c-4e22-a41e-4d921fc58485']",12,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:12.922,Pass,True
,,,,,,,,,,,,,,2.668485,,,,,,,,,,,,,ba8b54cd-ae22-49da-a0bf-e282ffdccc58,124,,"[42.7, 7.0]",3754159,3,,,,2.6363535,,Right Foot,,,"[10.7, 24.7]",,High Pass,,36.568977,,,,,David de Gea Quintana,3333.0,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Left Center Midfield,11,Manchester United,39,['1219ff17-29fc-47ee-9970-5fde2ef205b1'],15,,,,,,,,,,,,,,,,,Manchester United,39,00:03:15.342,Pass,
,,,,,,,,,,,,,,1.467523,,,,,,,,,,,,,f1030a6e-b123-4624-ab4f-a8b5dd17f096,128,,"[8.8, 24.1]",3754159,3,,,,-1.4983844,,Right Foot,,,"[10.2, 4.8]",,Ground Pass,,19.35071,,,,,Daley Blind,3311.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,11,Manchester United,39,"['48c5c262-b11d-4d4b-a9f5-a2e7b83fb076', 'af1ee2aa-e1af-4a34-90b9-7e6781239e12']",19,,,,,,,,,,,,,,,,,Manchester United,39,00:03:19.248,Pass,True
,,,,,,,,,,,,,,2.111941,,,,,,,,,,,,,1a12848c-8632-44b4-b67e-d82544a629cc,132,,"[5.8, 3.4]",3754159,3,,,,0.4957066,,Right Foot,,,"[32.8, 18.0]",,High Pass,,30.694626,,,,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,11,Manchester United,39,['26369617-3b7d-4661-8c27-fbc195a03195'],23,,,,,,,,,,,,,,,,,Manchester United,39,00:03:23.343,Pass,
