ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3774e7cd-c9c4-4add-9394-fd5b4a6a94eb,1,,,3754248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,491695bc-a178-4075-9d31-f20ab4d7c931,2,,,3754248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 42}, {'player': {'id': 9641, 'name': 'Fraizer Campbell'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 15892, 'name': 'Jordon Mutch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,11c7acd5-eb96-4cfd-b45b-82147ac36f38,3,,,3754248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['be19670c-ddcb-4449-8e03-3fd654e29f89'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be19670c-ddcb-4449-8e03-3fd654e29f89,4,,,3754248,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['11c7acd5-eb96-4cfd-b45b-82147ac36f38'],0,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,55a5723c-2d5e-4435-9d96-59948f93f563,1693,,,3754248,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Crystal Palace,31,['c33cb9c5-7278-4418-9255-caca2b6c56a0'],0,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c33cb9c5-7278-4418-9255-caca2b6c56a0,1694,,,3754248,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Crystal Palace,31,['55a5723c-2d5e-4435-9d96-59948f93f563'],0,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.530446,,,,,,,,,,,,,85f4ccc5-c677-431f-8786-2daa177d72db,5,,"[60.0, 40.0]",3754248,0,,,,,-0.84089667,,Left Foot,,,,"[61.7, 38.1]",Ground Pass,,2.5495098,,,,Jordon Mutch,15892.0,,,,,,Kick Off,1,From Kick Off,Jason Puncheon,19688.0,Left Midfield,2,Crystal Palace,31,['513019fe-c973-4837-a8f3-d47429fa3b11'],2,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:02.778,Pass,
,,,,,,,,,,,,,,1.490021,,,,,,,,,,,,,a11b0d41-aa87-4fd1-96d9-14f79e423348,8,,"[59.3, 43.0]",3754248,0,,,,,2.053114,,Right Foot,,,,"[49.3, 62.1]",Ground Pass,,21.559452,,,,Joel Ward,3443.0,,,,,,,1,From Kick Off,Jordon Mutch,15892.0,Left Center Forward,2,Crystal Palace,31,['019a9e60-7bf6-4e37-998e-7fa4e418bc98'],4,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:04.245,Pass,
,,,,,,,,,,,,,,1.537341,,,,,,,,,,,,,77907208-7d8c-4d7b-9b52-bdeba49552eb,11,,"[55.6, 62.6]",3754248,0,,,,,-2.1301768,,Right Foot,,,,"[48.4, 51.1]",Ground Pass,,13.567977,,,,Joe Ledley,4817.0,,,,,,,1,From Kick Off,Joel Ward,3443.0,Right Back,2,Crystal Palace,31,['27960353-535c-431e-b50f-36a18a0fccf2'],6,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:06.800,Pass,
,,,,,,,,,,,,,,1.914707,,,,,,,,,,,,,837a22ab-57f0-488a-88b2-f5d589413cea,13,,"[48.4, 51.1]",3754248,0,,,,,-2.0424118,,Left Foot,,,,"[33.1, 21.1]",Ground Pass,,33.676254,,,,Damien Delaney,3693.0,,,,,,,1,From Kick Off,Joe Ledley,4817.0,Right Center Midfield,2,Crystal Palace,31,['9fc8c452-03b8-4525-a47e-1c3744dc9e41'],8,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:08.338,Pass,
