50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.293335,,,,,,,,,,,,,a937d368-e38e-4a93-8e4b-5c7884cac2de,17,,"[47.8, 71.6]",3754239,0,,,,,1.0899091,,Right Foot,,,,"[51.4, 78.5]",,Ground Pass,,7.782673,,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Kick Off,Gabriel Armando de Abreu,6746.0,Right Center Back,2,Arsenal,1,['b569a166-3afb-48c4-92aa-7f15b126146b'],9,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:09.535,Pass,
,,,,,,,,,,,,,,,,,,,,3.053442,,,,,,,,,,,,,071a1e31-ef9a-49ce-bd49-aa4a1a07bb42,21,,"[51.9, 77.4]",3754239,0,,,,,0.07835167,,Right Foot,,,,"[76.1, 79.3]",,High Pass,,24.274471,,,Incomplete,,Theo Walcott,3668.0,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,"['6f75aa4e-2dd6-4262-bcac-96c7c390a003', '9f2f1d99-1fc0-4716-ab30-48e4e2f9b2d6', 'dee95baa-0737-4a8d-9131-f7b1dc729b63']",10,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:10.847,Pass,True
,,,,,,,,,,,,,,,,,,,,1.092886,,,,,,,,,,,,,6f75aa4e-2dd6-4262-bcac-96c7c390a003,23,,"[44.0, 0.8]",3754239,0,,,,,2.4436898,,Left Foot,,,,"[40.9, 3.4]",,High Pass,,4.0459857,,,,,Morgan Schneiderlin,3600.0,,,,,Recovery,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Arsenal,1,"['071a1e31-ef9a-49ce-bd49-aa4a1a07bb42', 'b8e18016-384b-4db8-8a1a-836c6287ecee']",13,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:13.900,Pass,
,,,,,,,,,,,,,,,,,,,,1.956993,,,,,,,,,,,,,ca4f0465-9821-4349-b002-be509a206525,26,,"[45.1, 4.7]",3754239,0,,,,,0.10200692,,Right Foot,,,,"[57.8, 6.0]",,High Pass,,12.766362,,,Incomplete,,Marcus Rashford,3318.0,,,,,,1,From Kick Off,Morgan Schneiderlin,3600.0,Center Defensive Midfield,2,Arsenal,1,"['6c0a2089-c910-4274-9b14-cfb602e05491', 'ca98fc04-ada7-4ec5-805c-ae883b3a1712']",15,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:15.515,Pass,
,,,,,,,,,,,,,,,,,,,,3.385526,,,,,,,,,,,,,ca98fc04-ada7-4ec5-805c-ae883b3a1712,29,,"[62.3, 74.1]",3754239,0,,,,True,0.0109285265,,,,,,"[98.9, 74.5]",,High Pass,,36.602184,,,,,Theo Walcott,3668.0,,,,,Recovery,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,"['0a97595c-62f0-49e0-97c1-47d2ddf172a8', '21d1d236-dbd6-41fe-bee0-d8b6443e8ffc', 'ca4f0465-9821-4349-b002-be509a206525']",17,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:17.472,Pass,True
,,,,,,,,,,,,,,,,,,,,1.016459,,,,,,,,,,,,,77265b8d-6d1c-4347-8dfd-69e26564e99f,32,,"[109.7, 68.9]",3754239,0,,,,,-1.7921108,,Right Foot,True,,,"[104.3, 44.9]",,Low Pass,,24.6,,,Incomplete,,Mesut Özil,3496.0,,,,,,1,From Kick Off,Theo Walcott,3668.0,Center Forward,2,Arsenal,1,"['d2abf34a-6578-4e5c-a9bf-25c506f884ac', 'f2342e93-85bb-4e48-8549-b4c1beceae6f']",23,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:23.441,Pass,
,,,,,,,,,,,,,,,,,,,,3.531965,,,,,,,,,,,,,06d634a8-010f-493e-b442-03b1b485d638,39,,"[11.2, 36.5]",3754239,0,,,,,-0.40534204,,Right Foot,,,,"[64.8, 13.5]",,High Pass,,58.326324,,,,,Memphis Depay,2988.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,3,Manchester United,39,['aa5a7bbf-6249-4b15-98ff-3adbbd4886ca'],43,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:43.245,Pass,
,,,,,,,,,,,,,,,,,,,,1.418159,,,,,,,,,,,,,e141098d-f852-4c68-a780-7f64b423d21b,43,,"[62.8, 15.8]",3754239,0,,,,,-2.6336193,,Right Foot,,,,"[53.1, 10.4]",,Ground Pass,,11.101802,,,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Midfield,3,Manchester United,39,"['26bedb02-e212-4c8f-b504-a564ecf554a5', 'de44da70-7c7f-45e5-82b1-805d3d128a4d']",47,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:47.265,Pass,True
,,,,,,,,,,,,,,,,,,,,0.945825,,,,,,,,,,,,,6d17b7cd-e7f7-4652-9804-e7d24bda6b3a,46,,"[53.1, 12.1]",3754239,0,,,,,1.5850811,,Left Foot,,,,"[53.0, 19.1]",,Ground Pass,,7.0007143,,,,,Morgan Schneiderlin,3600.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Back,3,Manchester United,39,['198fb74e-4eac-467a-8d88-0b2308723e41'],48,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:48.759,Pass,
,,,,,,,,,,,,,,,,,,,,0.920639,,,,,,,,,,,,,f6408a5a-9458-4fac-ab11-afdadf3aed41,50,,"[53.7, 15.3]",3754239,0,,,,,-1.8757887,,Left Foot,,,,"[50.3, 4.5]",,Ground Pass,,11.322544,,,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Center Defensive Midfield,3,Manchester United,39,"['5cd20ebe-ddc2-40e7-98bc-7f55e76df555', '802f689b-6dab-465e-9f50-72df6f688620']",51,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:51.094,Pass,True
,,,,,,,,,,,,,,,,,,,,1.196795,,,,,,,,,,,,,6da5bb12-2a9c-4145-8383-9b566698d000,54,,"[51.3, 4.2]",3754239,0,,,,,2.9176881,,Left Foot,,,,"[31.1, 8.8]",,Ground Pass,,20.717142,,,,,Daley Blind,3311.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Back,3,Manchester United,39,"['254954c5-2c54-4647-82e4-c924f38238c4', 'c49128af-0496-47ec-a0c2-61857098ec99']",52,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:52.237,Pass,True
,,,,,,,,,,,,,,,,,,,,1.341472,,,,,,,,,,,,,e4bd8aa1-db06-4bed-a323-ec3e41a2f1ff,57,,"[29.1, 9.9]",3754239,0,,,,,1.9031687,,Left Foot,,,,"[22.3, 29.6]",,Ground Pass,,20.840586,,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,3,Manchester United,39,['6d2cf670-a0b7-464d-a097-1dfc8e30562a'],56,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:56.173,Pass,
,,,,,,,,,,,,,,,,,,,,1.91063,,,,,,,,,,,,,713075c5-9b1f-4cc4-85a3-f00ae4b3d1de,61,,"[21.2, 30.5]",3754239,0,,,,,1.4102844,,Right Foot,,,,"[28.0, 72.5]",,High Pass,,42.546917,,,,,Guillermo Varela Olivera,5264.0,,True,,,,1,Regular Play,Michael Carrick,4751.0,Right Center Back,3,Manchester United,39,"['27242c01-53c0-41e9-a7d7-243e3b2df85f', 'c8fb0f07-44ae-45f9-820b-510de64175fa']",58,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:58.601,Pass,True
,,,,,,,,,,,,,,,,,,,,2.259637,,,,,,,,,,,,,d869f648-40e6-4b9b-afd2-a30fcd347d58,64,,"[22.5, 74.1]",3754239,1,,,,,-1.083737,,Left Foot,,,,"[37.7, 45.4]",,High Pass,,32.47661,,,,,Morgan Schneiderlin,3600.0,,,,,,1,Regular Play,Guillermo Varela Olivera,5264.0,Right Back,3,Manchester United,39,['0b841e6a-e0c6-4b74-8450-50fc34c0f9a3'],2,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:02.275,Pass,
,,,,,,,,,,,,,,,,,,,,2.602641,,,,,,,,,,,,,a49537bb-e609-42c8-a2be-4d95b1f51912,66,,"[40.0, 45.4]",3754239,1,,,,,-0.06132651,,Head,,,,"[62.8, 44.0]",,High Pass,,22.842941,,,Incomplete,,Juan Manuel Mata García,3294.0,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Center Defensive Midfield,3,Manchester United,39,"['8d08c033-6213-4d1c-8e17-a712b79a4094', 'ca1f533a-f81e-42f3-b732-abd4687b0b51']",4,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:04.601,Pass,
,,,,,,,,,,,,,,,,,,,,1.087916,,,,,,,,,,,,,ca1f533a-f81e-42f3-b732-abd4687b0b51,68,,"[57.3, 36.1]",3754239,1,,,,,0.39644128,,Head,,,,"[70.2, 41.5]",,Low Pass,,13.984634,,,,,Theo Walcott,3668.0,,,,,Recovery,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,3,Manchester United,39,"['1d8471d2-213e-47ee-9acf-9f050eec8a61', 'a49537bb-e609-42c8-a2be-4d95b1f51912']",7,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:07.204,Pass,
,,,,,,,,,,,,,,,,,,,,1.322601,,,,,,,,,,,,,690e4845-94be-4717-b9a7-63bdcff3a8e3,76,,"[56.4, 34.7]",3754239,1,,,,,-1.1625684,,Left Foot,,,,"[68.9, 5.8]",,Ground Pass,,31.487457,,,,,Memphis Depay,2988.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Left Center Midfield,3,Manchester United,39,"['4d73b089-65d8-4287-af39-cb628a3b6180', 'e0b69b3f-5306-4df4-b606-acad6723bafc']",10,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:10.484,Pass,True
,,,,,,,,,,,,,,,,,,,,1.423385,,,,,,,,,,,,,8cc844a9-9528-4855-b006-5ca398eb88db,80,,"[112.7, 12.4]",3754239,1,,,,,-2.5286577,,Left Foot,,,,"[103.6, 6.0]",,Ground Pass,,11.125196,,,,,Juan Manuel Mata García,3294.0,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Midfield,3,Manchester United,39,"['8c98899f-a90d-47e2-8221-078a40f50808', 'e3e0ce18-56a8-427c-95bb-7272faa6ab81']",22,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:22.383,Pass,True
,,,,,,,,,,,,,,,,,,,,1.407687,,,,,,,,,,,,,5f4701b1-2777-49eb-a10d-d92341bf9eec,83,,"[105.7, 7.0]",3754239,1,,,,,1.3514531,,Left Foot,True,,,"[112.7, 38.4]",,High Pass,,32.170795,,,Incomplete,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Left Center Midfield,3,Manchester United,39,"['485b99df-7727-41b0-a5b6-ffec88a02951', '9c734ac4-a964-45c4-9c66-9c5f5821c946']",23,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:23.881,Pass,
,,,,,,,,,,,,,,,,,,,,0.83045,,,,,,,,,,,,,8f44fd40-c0c3-465b-b099-797aafd29cc4,88,,"[98.9, 3.4]",3754239,1,,,,,1.1573159,,Left Foot,,,,"[107.5, 23.0]",,Ground Pass,,21.403738,,,Incomplete,,Memphis Depay,2988.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Left Center Midfield,3,Manchester United,39,"['d5ce5e00-8770-4cee-b99d-f1a6821dd332', 'ed1738f8-7cb8-4c6f-a736-689f0a88dd7d']",31,,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:31.586,Pass,
,,,,,,,,,,,,,,,True,,,,,1.448634,,,,,,,,,,,,,d5ce5e00-8770-4cee-b99d-f1a6821dd332,90,,"[12.6, 57.1]",3754239,1,,,,,-0.13706617,,Left Foot,,,,"[27.1, 55.1]",,Ground Pass,,14.637281,,,,,Mesut Özil,3496.0,,,,,Interception,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,4,Arsenal,1,"['8e1e3b83-1c9e-48a3-a34b-aee8e1d4b0ea', '8f44fd40-c0c3-465b-b099-797aafd29cc4']",32,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.416,Pass,
,,,,,,,,,,,,,,,,,,,,1.164546,,,,,,,,,,,,,5dca9f19-8fcd-45f4-9c1a-9bf81f5e78a4,94,,"[26.8, 58.9]",3754239,1,,,,,0.7060199,,Left Foot,,,,"[36.3, 67.0]",,Ground Pass,,12.48439,,,,,Theo Walcott,3668.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,4,Arsenal,1,"['a70332a3-20ab-4853-b637-3bb3ed5d7eca', 'adb3309f-909e-4438-b2d2-727c3d2c9df9']",33,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:33.985,Pass,True
,,,,,,,,,,,,,,,,,,,,2.377914,,,,,,,,,,,,,7ddcaa30-d2af-4158-aff8-40597172583d,99,,"[35.7, 61.2]",3754239,1,,,,,-1.0137756,,Right Foot,,,,"[49.9, 38.4]",,Low Pass,,26.86038,,,,,Mesut Özil,3496.0,,,,,,1,Regular Play,Theo Walcott,3668.0,Center Forward,4,Arsenal,1,['82029dd2-bfeb-4434-b7d1-f9d298164186'],36,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.574,Pass,
,,,,,,,,,,,,,,,,,,,,0.872194,,,,,,,,,,,,,fb18a2cb-7642-4e92-80d6-e704143b1b9b,102,,"[52.4, 37.4]",3754239,1,,,,,0.09065989,,Left Foot,,,,"[62.3, 38.3]",,Ground Pass,,9.9408245,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,4,Arsenal,1,['17da3a40-ef84-4866-a841-a51d4550a4fe'],39,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:39.773,Pass,
,,,,,,,,,,,,,,,,,,,,1.554728,,,,,,,,,,,,,808f7fa4-bb0f-4fd8-9cdd-d82ccff3c039,113,,"[54.2, 40.1]",3754239,1,,,,,2.0402243,,Left Foot,,,,"[47.2, 53.9]",,Ground Pass,,15.473849,,,,,Gabriel Armando de Abreu,6746.0,,,,,Free Kick,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,5,Arsenal,1,['8296f054-86b8-436c-992d-af778b23f841'],55,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:55.009,Pass,
,,,,,,,,,,,,,,,,,,,,0.85872,,,,,,,,,,,,,bf8dafe0-caf1-49f5-9329-fccda0771fe1,116,,"[47.8, 54.1]",3754239,1,,,,,-1.086847,,Right Foot,,,,"[51.9, 46.3]",,Ground Pass,,8.811924,,,,,Aaron Ramsey,3517.0,,,,,,1,From Free Kick,Gabriel Armando de Abreu,6746.0,Right Center Back,5,Arsenal,1,['a4d0bb3a-acff-4afb-b4f0-5c658ad4a866'],57,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:57.506,Pass,
,,,,,,,,,,,,,,,,,,,,1.494312,,,,,,,,,,,,,4c65ea86-c162-4b7f-ac17-7cba096b9944,120,,"[53.5, 45.1]",3754239,1,,,,,1.2768912,,Right Foot,,,,"[63.7, 78.8]",,Low Pass,,35.2098,,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,5,Arsenal,1,['7d3ce0e8-f6e6-4ecd-ba2a-b7068ab5a6b2'],58,,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:58.405,Pass,
,,,,,,,,,,,,,,,,,,,,0.11805,,,,,,,,,,,,,37dbd74f-9919-4469-bf51-de3e08a49e4b,124,,"[68.2, 77.7]",3754239,2,,,,,-0.07677189,,Right Foot,,,,"[69.5, 77.6]",,Ground Pass,,1.3038405,,,Incomplete,,Daniel Nii Tackie Mensah Welbeck,3569.0,,,,,,1,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,5,Arsenal,1,"['0c75a025-3695-4914-9a96-a35056f489de', 'ab67e233-c352-45db-80be-1b76d5656a31']",1,,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:01.392,Pass,
,,,,,,,,,,,,,,,,,,,,2.686051,,,,,,,,,,,,,1556ea40-4084-40df-857b-94cc5fe2bb0e,127,,"[64.8, 80.0]",3754239,2,,,,,-2.896614,,,,,,"[47.2, 75.6]",,Low Pass,,18.141665,,,,,Gabriel Armando de Abreu,6746.0,,,,,Throw-in,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,6,Arsenal,1,['da23ec92-6dbb-4ef4-8daa-16aa1a4b6bb4'],8,,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:08.148,Pass,
,,,,,,,,,,,,,,,,,,,,2.409219,,,,,,,,,,,,,03cdfc63-c4df-4726-b884-b89b1c2d7dd0,130,,"[39.2, 75.4]",3754239,2,,,,,-2.0464194,,Right Foot,,,,"[22.1, 42.2]",,Low Pass,,37.345013,,,,,Laurent Koscielny,3394.0,,,,,,1,From Throw In,Gabriel Armando de Abreu,6746.0,Right Center Back,6,Arsenal,1,['31fb4ea0-fe10-4733-bbf4-7b3b80beaf43'],11,,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:11.772,Pass,
